column,protocol,method,V1_rmse_mean,V1_rmse_std,V1_rmse_median,V1_rmse_per_seed,V1_mae_mean,V1_mae_std,V1_mae_median,V1_mae_per_seed,V1_r2_mean,V1_r2_std,V1_r2_median,V1_r2_per_seed,V2_rmse_mean,V2_rmse_std,V2_rmse_median,V2_rmse_per_seed,V2_mae_mean,V2_mae_std,V2_mae_median,V2_mae_per_seed,V2_r2_mean,V2_r2_std,V2_r2_median,V2_r2_per_seed,combined_normalized_rmse_mean,combined_normalized_rmse_std,combined_normalized_rmse_median,combined_normalized_rmse_per_seed,normalized_rmse_mean,normalized_rmse_std,normalized_rmse_median,normalized_rmse_per_seed,nrmse_mean,nrmse_std,nrmse_median,nrmse_per_seed,combined_nrmse_mean,combined_nrmse_std,combined_nrmse_median,combined_nrmse_per_seed,all_outputs_finite_mean,all_outputs_finite_std,all_outputs_finite_median,all_outputs_finite_per_seed
40g,compound,scale_only,18.537279743999555,2.384632058021968,17.216946687206516,"[22.287340115124223, 17.216946687206516, 19.545762763840813, 16.89552083839195, 16.74082831543429]",12.847500190698614,1.477165018356405,12.284596839896901,"[14.876291118938932, 11.565070503911368, 13.903324915707172, 12.284596839896901, 11.6082175750387]",0.5465323041992294,0.07059874387899752,0.5783569739255172,"[0.44041658905464176, 0.5783569739255172, 0.5094970686462286, 0.6090873549939966, 0.5953035343757631]",21.144087195597688,2.276341163386894,20.59739626464582,"[23.78913630421809, 17.999009027222673, 22.890646388313804, 20.444247993588053, 20.59739626464582]",13.843433729990547,1.9431071137920988,12.913797656548928,"[15.811307247507795, 12.051815480056161, 16.07379944697469, 12.913797656548928, 12.366448818865168]",0.6791394852263924,0.04649383966044056,0.6710797239654064,"[0.6389116435236467, 0.7540926989742224, 0.6435585579420873, 0.6710797239654064, 0.6880548017265996]",1.9065499858937964,0.22874684796470504,1.7627749605914447,"[2.2571951690083596, 1.736034868063269, 2.022426428168567, 1.7627749605914447, 1.754318503637342]",1.9065499858937964,0.22874684796470504,1.7627749605914447,"[2.2571951690083596, 1.736034868063269, 2.022426428168567, 1.7627749605914447, 1.754318503637342]",1.8338823743340769,0.21362323578869521,1.7079394533459806,"[2.1541050726333655, 1.6522853190902282, 1.9521954063828044, 1.7079394533459806, 1.7028866202180057]",1.8338823743340769,0.21362323578869521,1.7079394533459806,"[2.1541050726333655, 1.6522853190902282, 1.9521954063828044, 1.7079394533459806, 1.7028866202180057]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,CORRECTED_JOINT_FULL128,13.410659862189831,3.119506776698644,15.084065724634852,"[9.097420898872121, 15.746300512359875, 15.084065724634852, 16.01423409214049, 11.111278082941821]",8.018142088460147,1.040286764424782,8.488499544775003,"[6.5725102827366255, 8.575485325599622, 8.488499544775003, 9.127033770238592, 7.327181518950888]",0.7037545058577797,0.1239957685555725,0.6980238429468751,"[0.8593580453623288, 0.5441497189944106, 0.6980238429468751, 0.6320258872731032, 0.7852150347121808]",16.550522392093608,2.4223771294280865,16.908852330478993,"[13.64055068908184, 16.908852330478993, 17.44213853154068, 19.90070249014112, 14.860367919225405]",11.30991731002926,1.3754983161858263,11.388480946477115,"[9.640529131795462, 11.388480946477115, 12.107906311988195, 13.089062962222513, 10.323607197663007]",0.7795911061561036,0.04351765677357757,0.7799465788004756,"[0.8364154752566835, 0.7301238988506131, 0.8063065369741362, 0.7451630408986089, 0.7799465788004756]",1.4081530885437084,0.2895866543246573,1.5559029865318512,"[1.0131356240270886, 1.5968128844207623, 1.5559029865318512, 1.6826741611263616, 1.192239786612478]",1.4081530885437084,0.2895866543246573,1.5559029865318512,"[1.0131356240270886, 1.5968128844207623, 1.5559029865318512, 1.6826741611263616, 1.192239786612478]",1.3657094206793352,0.2682983988568543,1.4996249921260676,"[1.001511062464078, 1.5250609016090628, 1.4996249921260676, 1.635112863796809, 1.1672372834006592]",1.3657094206793352,0.2682983988568543,1.4996249921260676,"[1.001511062464078, 1.5250609016090628, 1.4996249921260676, 1.635112863796809, 1.1672372834006592]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,HIER_CW_ENDPOINT_ALIGNED_CORRECTED,14.338889516881697,2.9809118329767106,16.222048620582786,"[10.12656453887239, 16.457941006277363, 16.222048620582786, 16.650858380840177, 12.237035037835765]",8.936851339851543,1.2695835947003624,9.526222502060907,"[7.289643699158141, 9.774320877089593, 9.526222502060907, 10.20052573309328, 7.8935438878558]",0.6640339780203772,0.12459256759493205,0.650741311111785,"[0.8257380429212571, 0.5020151182304169, 0.650741311111785, 0.6021877287129029, 0.7394876891255244]",17.469670556665893,2.322980790683653,16.964681359760295,"[14.788253243323464, 16.964681359760295, 19.080135934671198, 20.527503691133198, 15.987778554441308]",12.581331571673337,1.7111937532288983,12.129818594578982,"[10.827632013419159, 12.129818594578982, 14.232718787035195, 14.52452289348515, 11.191965569848197]",0.7556869963944048,0.03332165270011109,0.745290437738604,"[0.8077297162529554, 0.7283388227068321, 0.7682186810419234, 0.7288573242317096, 0.745290437738604]",1.5004711486708773,0.2745768926734112,1.6546982275524451,"[1.1175358793610017, 1.6546982275524451, 1.6803155209278675, 1.745817784544187, 1.3039883309688851]",1.5004711486708773,0.2745768926734112,1.6546982275524451,"[1.1175358793610017, 1.6546982275524451, 1.6803155209278675, 1.745817784544187, 1.3039883309688851]",1.453196473006582,0.25323886831397757,1.5719540633911275,"[1.1025098972355982, 1.5719540633911275, 1.6227789665061554, 1.695003872606328, 1.273735565293702]",1.453196473006582,0.25323886831397757,1.5719540633911275,"[1.1025098972355982, 1.5719540633911275, 1.6227789665061554, 1.695003872606328, 1.273735565293702]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,HIER_CW_SEPARATE_LAMBDA_LEGACY_OBJECTIVE,14.330684799083324,2.9622313014979316,16.170994657022316,"[10.121239860616402, 16.41628286140172, 16.170994657022316, 16.663705709577584, 12.281200906798587]",8.93626517261806,1.2462851166469422,9.49427669733067,"[7.280682353274894, 9.740264198799755, 9.49427669733067, 10.194597136303463, 7.971505477381523]",0.6645135632292222,0.12357579423989512,0.6529362227292053,"[0.8259212531110857, 0.5045329145251024, 0.6529362227292053, 0.6015736106186075, 0.7376038151621102]",17.44656762956084,2.336094912280269,16.98840456236488,"[14.732139957103241, 16.98840456236488, 19.055174515047444, 20.513366759834412, 15.943752353454228]",12.558351319603315,1.7140847855405468,12.142518372905155,"[10.796490857167065, 12.142518372905155, 14.210092079266595, 14.495949489346687, 11.146705799331075]",0.75630225854714,0.03392567210374028,0.7466913145725014,"[0.8091860678967768, 0.727578516151353, 0.7688247360835856, 0.7292306580314831, 0.7466913145725014]",1.4992230762333407,0.27382090813845494,1.651834171436267,"[1.1157121603171658, 1.651834171436267, 1.6757985507998323, 1.7464833233767285, 1.3062871752367096]",1.4992230762333407,0.27382090813845494,1.651834171436267,"[1.1157121603171658, 1.651834171436267, 1.6757985507998323, 1.7464833233767285, 1.3062871752367096]",1.4519573159892887,0.2529089992215572,1.5700484876375063,"[1.1004268273813878, 1.5700484876375063, 1.6187630295744222, 1.6953794170776681, 1.2751688182754575]",1.4519573159892887,0.2529089992215572,1.5700484876375063,"[1.1004268273813878, 1.5700484876375063, 1.6187630295744222, 1.6953794170776681, 1.2751688182754575]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,HIER_CW_SHARED_LAMBDA_CORRECTED,14.347636790579804,2.9694740211792063,16.170994657022316,"[10.125387651738098, 16.480874578355923, 16.170994657022316, 16.663705709577584, 12.2972213562051]",8.93790154292206,1.241801417215136,9.49427669733067,"[7.286441157308426, 9.73432653473324, 9.49427669733067, 10.194597136303463, 7.979866188934501]",0.6635666947102248,0.1246985724091871,0.6529362227292053,"[0.825778545252948, 0.5006263018211126, 0.6529362227292053, 0.6015736106186075, 0.7369187931292509]",17.43547005500208,2.3451522848112716,16.957175281968734,"[14.704516936227316, 16.957175281968734, 19.055174515047444, 20.513366759834412, 15.947116781932507]",12.555552825918983,1.7226787118161833,12.171558628939147,"[10.769356321751461, 12.171558628939147, 14.210092079266595, 14.495949489346687, 11.130807610291026]",0.7566239823911433,0.03400365279644627,0.7465843975989692,"[0.809900955994548, 0.7285791642471307, 0.7688247360835856, 0.7292306580314831, 0.7465843975989692]",1.500311692681405,0.2743753305022475,1.6563866939738774,"[1.1153101984535154, 1.6563866939738774, 1.6757985507998323, 1.7464833233767285, 1.3075796968030728]",1.500311692681405,0.2743753305022475,1.6563866939738774,"[1.1153101984535154, 1.6563866939738774, 1.6757985507998323, 1.7464833233767285, 1.3075796968030728]",1.452687847755501,0.2532892278491259,1.5731758536368081,"[1.0998309122219823, 1.5731758536368081, 1.6187630295744222, 1.6953794170776681, 1.2762900262666235]",1.452687847755501,0.2532892278491259,1.5731758536368081,"[1.0998309122219823, 1.5731758536368081, 1.6187630295744222, 1.6953794170776681, 1.2762900262666235]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,M3_CENTER_WIDTH_FULL,14.296369902887417,2.9247792437435507,16.051162306796005,"[10.125387651738096, 16.514392801854296, 16.051162306796005, 16.4932718305945, 12.2976349234542]",8.890472868237447,1.1799869180448799,9.399078099298865,"[7.2864411573084285, 9.734507884465303, 9.399078099298865, 10.01463881836257, 8.017698381752064]",0.6658031120288994,0.12431391407990373,0.6580608762485207,"[0.8257785452529481, 0.4985930189580682, 0.6580608762485207, 0.6096820221956293, 0.7369010974893306]",17.405772256368508,2.3334228860277895,16.96343174528469,"[14.704516936227305, 16.96343174528469, 18.904776847995823, 20.539739250889063, 15.916396501445657]",12.526942914810757,1.6854255093595443,12.19829727824483,"[10.769356321751456, 12.19829727824483, 14.052730938339332, 14.492460252683985, 11.121869783034194]",0.7573666305565767,0.03447984221884107,0.7475598090217714,"[0.8099009559945483, 0.7283788422308894, 0.772459550549992, 0.7285339949856826, 0.7475598090217714]",1.4957163475730446,0.27014746088669067,1.659196657104356,"[1.1153101984535152, 1.659196657104356, 1.6631781569846293, 1.7340100046404887, 1.3068867206822343]",1.4957163475730446,0.27014746088669067,1.659196657104356,"[1.1153101984535152, 1.659196657104356, 1.6631781569846293, 1.7340100046404887, 1.3068867206822343]",1.448511092382298,0.24937332660718728,1.5754973205051939,"[1.0998309122219818, 1.5754973205051939, 1.6064815653136604, 1.6853848348890328, 1.2753608289816214]",1.448511092382298,0.24937332660718728,1.5754973205051939,"[1.0998309122219818, 1.5754973205051939, 1.6064815653136604, 1.6853848348890328, 1.2753608289816214]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,OLD_HIER_REFERENCE,14.269542587183713,2.8766011744358124,16.07317977256964,"[10.145130593266273, 16.306957425092893, 16.07317977256964, 16.490194700347615, 12.33225044464215]",8.895327033226623,1.1773513343857773,9.405426004124436,"[7.3595600270565935, 9.745176385334682, 9.405426004124436, 10.029215192714481, 7.937257556902924]",0.6677152563929678,0.11973039670754446,0.6571221533893223,"[0.825098473042456, 0.5111101391850226, 0.6571221533893223, 0.6098276509377779, 0.7354178654102599]",17.4411247332782,2.2561120124868728,16.903413706910378,"[14.908155117800804, 16.903413706910378, 18.951592112112763, 20.474723434348064, 15.967739295219001]",12.568312341224768,1.6645734058436483,12.18019331147606,"[10.924552845878617, 12.18019331147606, 14.16454947961488, 14.457625200740823, 11.114640868413462]",0.7564812685532779,0.03170527991447842,0.7459285491688286,"[0.8045992551756187, 0.7302974787540548, 0.7713312054829294, 0.7302498541849582, 0.7459285491688286]",1.494456702444067,0.2646044185227152,1.641394007387614,"[1.12196508992395, 1.641394007387614, 1.6659189587637395, 1.7322859578113214, 1.3107194983337096]",1.494456702444067,0.2646044185227152,1.641394007387614,"[1.12196508992395, 1.641394007387614, 1.6659189587637395, 1.7322859578113214, 1.3107194983337096]",1.447908285107469,0.24417578992937972,1.5604679700398016,"[1.1074170989321555, 1.5604679700398016, 1.6093346876514145, 1.683167502045762, 1.2791541668682107]",1.447908285107469,0.24417578992937972,1.5604679700398016,"[1.1074170989321555, 1.5604679700398016, 1.6093346876514145, 1.683167502045762, 1.2791541668682107]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,conditional_EA,15.338436898374761,3.37760205391639,17.333311735378697,"[10.119534321975475, 17.882285493411896, 17.642428875529735, 17.333311735378697, 13.714624065578011]",9.671110386210092,1.6198455497692283,10.349348164064036,"[7.786935292233944, 11.366195726330758, 10.349348164064036, 10.747999379250652, 8.10507336917106]",0.6133317965237592,0.1515942238439367,0.5869024945560255,"[0.825979916480041, 0.4120895170043386, 0.5869024945560255, 0.5689099320757789, 0.6727771225026125]",18.516817048079872,2.3206132672822033,18.35311775283668,"[18.35311775283668, 16.49083902550165, 21.10529414382031, 20.622830899786514, 16.012003418454196]",13.195457596346184,1.6653691865645963,13.262746424397864,"[13.262746424397864, 11.83220995412966, 15.07242624969592, 14.569141465259037, 11.240763888248438]",0.7268836164841751,0.017469761528951758,0.726333170237806,"[0.703859291487061, 0.7433024820707541, 0.7164051633204205, 0.726333170237806, 0.7445179753048339]",1.605990576040464,0.27508584455483337,1.7610356549466801,"[1.2150309037974545, 1.7610356549466801, 1.83527938268894, 1.8006214485521403, 1.417985490217104]",1.605990576040464,0.27508584455483337,1.7610356549466801,"[1.2150309037974545, 1.7610356549466801, 1.83527938268894, 1.8006214485521403, 1.417985490217104]",1.5491898692233668,0.24687113304521302,1.6475980600502824,"[1.2129356418988655, 1.6475980600502824, 1.7758935264326294, 1.7412734222761346, 1.3682486954589228]",1.5491898692233668,0.24687113304521302,1.6475980600502824,"[1.2129356418988655, 1.6475980600502824, 1.7758935264326294, 1.7412734222761346, 1.3682486954589228]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,paper_style_current_v2,13.109113220539323,2.5318741104342615,14.114413126354627,"[10.109055726062499, 14.47478585148574, 14.114413126354627, 16.02823220015688, 10.819079198636862]",7.987240874441571,0.47736826950657435,7.819261609195403,"[7.716983489999999, 7.819261609195403, 8.084523586206895, 8.767093364583333, 7.548342322222222]",0.7208965438625763,0.09526228761842102,0.7355999871697525,"[0.8263401192293771, 0.6147971867377773, 0.7355999871697525, 0.6313823107427392, 0.796363115433235]",15.896779294423913,2.1965660558201576,15.961347115154641,"[15.201236769767034, 15.961347115154641, 16.287930074417332, 19.06873193872977, 12.964650574050788]",10.642956748434866,0.8495092720608624,10.58797157,"[10.58797157, 10.290737839080458, 11.039848701149426, 11.788728020833332, 9.507497611111111]",0.7971981107993977,0.034594517374202695,0.7968409113176415,"[0.7968409113176415, 0.7595220564007742, 0.8310931380784737, 0.7660251233169535, 0.8325093248831461]",1.369921518333949,0.2367854366015019,1.4551699947618149,"[1.1269398156904662, 1.4765203362717207, 1.4551699947618149, 1.6650172826967968, 1.1259601622489461]",1.369921518333949,0.2367854366015019,1.4551699947618149,"[1.1269398156904662, 1.4765203362717207, 1.4551699947618149, 1.6650172826967968, 1.1259601622489461]",1.3262426764694055,0.22085033946761506,1.402198791091514,"[1.1142431995304087, 1.4149089226674607, 1.402198791091514, 1.6101257592792724, 1.089736709778372]",1.3262426764694055,0.22085033946761506,1.402198791091514,"[1.1142431995304087, 1.4149089226674607, 1.402198791091514, 1.6101257592792724, 1.089736709778372]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,row,scale_only,17.46094750705074,1.745648218214971,18.225562054283134,"[14.705791873122346, 18.225562054283134, 18.507325478212522, 19.045010175521032, 16.82104795411468]",12.332099340090798,0.9229943685034278,12.153195106361697,"[11.250265301942362, 12.71396054475154, 12.153195106361697, 13.686216062175523, 11.856859685222876]",0.5109055965397764,0.08910079643433373,0.5077542874980336,"[0.6325018579366382, 0.3893012706140546, 0.5454065778168755, 0.47956398883328033, 0.5077542874980336]",18.159402795371722,1.5117643503199125,17.577335836095394,"[17.577335836095394, 16.595995479167343, 19.026456180059053, 20.34614674012213, 17.25107974141468]",13.020715362046056,1.3380189785692782,12.186460128752147,"[12.186460128752147, 12.07149318990888, 14.462172035633747, 14.500902604740977, 11.882548851194537]",0.7349959522044308,0.023761005716229605,0.7336271578685974,"[0.728365761629254, 0.7400182993240612, 0.7695210263034487, 0.7336271578685974, 0.703447515896793]",1.7597765400371883,0.15625175527825944,1.7910314676794554,"[1.5294596884670564, 1.7910314676794554, 1.8597407106122141, 1.9291851341596786, 1.689465699267537]",1.7597765400371883,0.15625175527825944,1.7910314676794554,"[1.5294596884670564, 1.7910314676794554, 1.8597407106122141, 1.9291851341596786, 1.689465699267537]",1.672756725799994,0.14060669579700216,1.6726510103856524,"[1.4798266145899297, 1.6726510103856524, 1.7661206088558725, 1.8412831980421513, 1.6039021971263634]",1.672756725799994,0.14060669579700216,1.6726510103856524,"[1.4798266145899297, 1.6726510103856524, 1.7661206088558725, 1.8412831980421513, 1.6039021971263634]",1.0,0.0,1.0,"[true, true, true, true, true]"
