column,outer_seed,method,inner_fold,stage,n_inner_train,n_inner_validation,inner_train_group_hash,inner_validation_group_hash,best_epoch,epochs_run,validation_score,last_20_validation_slope,train_loss,parameter_drift,bn_buffer_drift,trainable_parameter_count,quantile_crossing_count,runtime_seconds,inner_validation_combined_nrmse,epoch_150_validation_score,epoch_300_validation_score,epoch_500_validation_score
25g,769539383,P0,1,B,256,64,11d91469cc8b37144c2194db1dd36c3c3c29b2c31ad39c4a7b02335e69dbf2ac,9e8564835eea2efd85601fee960a0c2087ee4475ea8c02849e10b1ab67bffb74,185,265,0.4871343448364325,7.021952155378879e-05,64.8839111328125,1.4626976764109694,185.06958421200488,36387,0,234.4629662036896,0.4871343448364325,0.4875067310313553,,
25g,769539383,P1,1,A,256,64,11d91469cc8b37144c2194db1dd36c3c3c29b2c31ad39c4a7b02335e69dbf2ac,9e8564835eea2efd85601fee960a0c2087ee4475ea8c02849e10b1ab67bffb74,500,500,0.9029622627142692,-0.0012789843203885,521.231201171875,1.2082260616208436,0.0,774,1,809.4710092544556,0.9029622627142692,1.536945191257623,1.21635094251598,0.9029622627142692
25g,769539383,P1,1,B,256,64,11d91469cc8b37144c2194db1dd36c3c3c29b2c31ad39c4a7b02335e69dbf2ac,9e8564835eea2efd85601fee960a0c2087ee4475ea8c02849e10b1ab67bffb74,55,135,0.5014649024195944,0.0002598185102245,68.79590606689453,1.307739875713977,55.125603086498536,36387,0,255.01206398010257,0.5014649024195944,,,
25g,769539383,P0,2,B,256,64,f0c31768bbd49ed3dbdf8f21c4af6ac515501c11a20b92644b54dca8782c6724,d80bf18de8de720fbce18e5e173e6710ba2599e01d0709e3613b17c759ca786f,160,240,0.5161377707022164,0.0002930216302551,67.6356201171875,1.3819286171227545,160.06687746091026,36387,0,444.3596081733704,0.5161377707022164,0.5163573397712342,,
25g,769539383,P1,2,A,256,64,f0c31768bbd49ed3dbdf8f21c4af6ac515501c11a20b92644b54dca8782c6724,d80bf18de8de720fbce18e5e173e6710ba2599e01d0709e3613b17c759ca786f,500,500,1.0476091653554642,-0.0013007444460026,494.49810791015625,1.2023335216755162,0.0,774,3,914.1984388828278,1.0476091653554642,1.6920112111427192,1.3656402474706315,1.0476091653554642
25g,769539383,P1,2,B,256,64,f0c31768bbd49ed3dbdf8f21c4af6ac515501c11a20b92644b54dca8782c6724,d80bf18de8de720fbce18e5e173e6710ba2599e01d0709e3613b17c759ca786f,52,132,0.5042913512318659,0.0005178259216655,69.37637329101562,1.3002331579547808,52.12724752634949,36387,0,241.84068512916565,0.5042913512318659,,,
25g,769539383,P0,3,B,256,64,e83a95955241a178278d27103fb35450eeb93a55dd1f513572a697306dd660ae,24e239e87fe7b5a60e23f8c4612f519fabc4c94c5028e8408cd5af42fd276bfa,157,237,0.9065390681141968,0.0001480595650697,42.54387664794922,1.315093498077407,157.064732251469,36387,1,426.3779261112213,0.9065390681141968,0.90664835641021,,
25g,769539383,P1,3,A,256,64,e83a95955241a178278d27103fb35450eeb93a55dd1f513572a697306dd660ae,24e239e87fe7b5a60e23f8c4612f519fabc4c94c5028e8408cd5af42fd276bfa,500,500,1.1634907042566456,-0.0010428741954541,460.0552978515625,1.2170788165069408,0.0,774,7,900.2559909820557,1.1634907042566456,1.7275755989600958,1.432111149358724,1.1634907042566456
25g,769539383,P1,3,B,256,64,e83a95955241a178278d27103fb35450eeb93a55dd1f513572a697306dd660ae,24e239e87fe7b5a60e23f8c4612f519fabc4c94c5028e8408cd5af42fd276bfa,35,115,0.896808137676367,0.0002514004970831,46.4990234375,1.2628220213935788,35.17967846264809,36387,0,206.60246300697327,0.896808137676367,,,
25g,769539383,P0,4,B,256,64,bed90a12daa24d80d2b270d5e1e29b4b06008629b40261e90ed4543dbd1f6790,81cfc436479d41e395817d34744f8d06a312774f5d66dad58fbece557c89e8f5,355,435,0.5050302561514306,4.8465861873365656e-05,41.984649658203125,2.1602384032415545,355.0509633998696,36387,1,817.0069739818573,0.5050302561514306,0.5107000673326888,0.5051955666534416,
25g,769539383,P1,4,A,256,64,bed90a12daa24d80d2b270d5e1e29b4b06008629b40261e90ed4543dbd1f6790,81cfc436479d41e395817d34744f8d06a312774f5d66dad58fbece557c89e8f5,500,500,1.063907341494739,-0.0013379252468048,488.3385925292969,1.20996931464164,0.0,774,0,987.847207069397,1.063907341494739,1.729531892459531,1.3918234078707494,1.063907341494739
25g,769539383,P1,4,B,256,64,bed90a12daa24d80d2b270d5e1e29b4b06008629b40261e90ed4543dbd1f6790,81cfc436479d41e395817d34744f8d06a312774f5d66dad58fbece557c89e8f5,48,128,0.5032590962223531,-0.0001015355770535,71.67433166503906,1.295720254305056,48.13974278033819,36387,0,260.49419808387756,0.5032590962223531,,,
25g,769539383,P0,5,B,256,64,128a8321caebe79f4756990a795b7beb19fee66e5508de71b2fbab424d6a4161,1cdd8e248d4e7292387a862719b322f0752264376fec54aae06e0d33c6b10a05,94,174,0.5939496954713334,1.857991870593311e-05,75.26673126220703,1.1214678798978486,94.08796975667369,36387,10,388.215626001358,0.5939496954713334,0.5957520924894563,,
25g,769539383,P1,5,A,256,64,128a8321caebe79f4756990a795b7beb19fee66e5508de71b2fbab424d6a4161,1cdd8e248d4e7292387a862719b322f0752264376fec54aae06e0d33c6b10a05,500,500,1.000149690325164,-0.0012543879496509,496.7572326660156,1.2135241454180263,0.0,774,2,1064.566479921341,1.000149690325164,1.642422696389658,1.3133214950342642,1.000149690325164
25g,769539383,P1,5,B,256,64,128a8321caebe79f4756990a795b7beb19fee66e5508de71b2fbab424d6a4161,1cdd8e248d4e7292387a862719b322f0752264376fec54aae06e0d33c6b10a05,44,124,0.5647912085259229,6.344462209499272e-05,67.84799194335938,1.2821326337131882,44.15589316103105,36387,0,239.91663002967832,0.5647912085259229,,,
25g,1425370602,P0,1,B,261,66,bba39307e4957bf51ab7a1604931f7650bebe8015b48b9922dacac0285590ded,e28eb07cae3ec30e59ac7d343908c6f4dd8b16e99b0227a15c75f35507303e24,79,159,0.6437780471539958,-0.0001063838933819,60.391021728515625,1.0378953558634818,79.10098433671808,36387,34,131.87429308891296,0.6437780471539958,0.6512062432252379,,
25g,1425370602,P1,1,A,261,66,bba39307e4957bf51ab7a1604931f7650bebe8015b48b9922dacac0285590ded,e28eb07cae3ec30e59ac7d343908c6f4dd8b16e99b0227a15c75f35507303e24,500,500,0.96219765723768,-0.0012543696788321,522.7860717773438,1.2276291635869674,0.0,774,1,734.345840215683,0.96219765723768,1.6130624174565562,1.2790247947310631,0.96219765723768
25g,1425370602,P1,1,B,261,66,bba39307e4957bf51ab7a1604931f7650bebe8015b48b9922dacac0285590ded,e28eb07cae3ec30e59ac7d343908c6f4dd8b16e99b0227a15c75f35507303e24,33,113,0.6422612926032958,-0.0003156734850176,51.61451721191406,1.2669371495687578,33.195270382986195,36387,0,219.06245803833008,0.6422612926032958,,,
25g,1425370602,P0,2,B,261,66,97456c00e84b49d1a6e5a53180fc8f545ef3a92ac9370a1779fbb6ba087c0cec,98eb4a7b2adf990e548b96f57f4bee8f1c44e9499ab780c3fdc7ec1303930763,91,171,0.6256780073924282,0.0002181291104428,57.08992767333984,1.0826044255479337,91.08679361102196,36387,19,335.8475339412689,0.6256780073924282,0.6378344590764472,,
25g,1425370602,P1,2,A,261,66,97456c00e84b49d1a6e5a53180fc8f545ef3a92ac9370a1779fbb6ba087c0cec,98eb4a7b2adf990e548b96f57f4bee8f1c44e9499ab780c3fdc7ec1303930763,500,500,1.0170005107255382,-0.0012411975522761,492.02825927734375,1.2192498467400594,0.0,774,4,991.4427280426024,1.0170005107255382,1.6437700476185102,1.32450532132107,1.0170005107255382
25g,1425370602,P1,2,B,261,66,97456c00e84b49d1a6e5a53180fc8f545ef3a92ac9370a1779fbb6ba087c0cec,98eb4a7b2adf990e548b96f57f4bee8f1c44e9499ab780c3fdc7ec1303930763,29,109,0.5942505013738253,0.0002261644400986,53.28143310546875,1.2519060357844651,29.22105874308672,36387,1,215.37932181358337,0.5942505013738253,,,
25g,1425370602,P0,3,B,262,65,c815dea9bb12d008fcd4a6d0fa7d1cadc845581e4dc051c58148d26b1693564a,40059a7a503ddc397dcbc49d81d74da48bc7bd5b442fa69a8241c428c5fd315c,180,260,0.5592231013274658,0.0001354788667645,46.459999084472656,1.4361518964864106,180.06513742609388,36387,0,514.62131690979,0.5592231013274658,0.5606973576580323,,
25g,1425370602,P1,3,A,262,65,c815dea9bb12d008fcd4a6d0fa7d1cadc845581e4dc051c58148d26b1693564a,40059a7a503ddc397dcbc49d81d74da48bc7bd5b442fa69a8241c428c5fd315c,500,500,1.0736002996896328,-0.0012518699795936,490.3517150878906,1.2299849137956198,0.0,774,11,993.5575160980223,1.0736002996896328,1.6895327126787236,1.3783890991183332,1.0736002996896328
25g,1425370602,P1,3,B,262,65,c815dea9bb12d008fcd4a6d0fa7d1cadc845581e4dc051c58148d26b1693564a,40059a7a503ddc397dcbc49d81d74da48bc7bd5b442fa69a8241c428c5fd315c,105,185,0.5698873160163286,0.0002375977211052,36.676780700683594,1.4879362514896284,105.08240268324413,36387,0,367.9043841361999,0.5698873160163286,0.5764984981120517,,
25g,1425370602,P0,4,B,262,65,8413144dc9b87843f9c408562c93bd3447028b07c95c7042c300a5d6467f7482,c6d1ed40356b62a658091fb0a448cbbe69b82e846fd0c3d765401fc516d3049d,467,500,0.4962683139194044,2.2728060616072413e-05,26.117412567138672,2.520272894308475,467.0364846919855,36387,0,1057.6393539905548,0.4962683139194044,0.5156473992640052,0.4999864782001365,0.4968079024767236
25g,1425370602,P1,4,A,262,65,8413144dc9b87843f9c408562c93bd3447028b07c95c7042c300a5d6467f7482,c6d1ed40356b62a658091fb0a448cbbe69b82e846fd0c3d765401fc516d3049d,500,500,1.1305025099398118,-0.0013580785543873,486.66900634765625,1.2114393928467335,0.0,774,0,1080.1555950641632,1.1305025099398118,1.7727658437870757,1.4534417175312333,1.1305025099398118
25g,1425370602,P1,4,B,262,65,8413144dc9b87843f9c408562c93bd3447028b07c95c7042c300a5d6467f7482,c6d1ed40356b62a658091fb0a448cbbe69b82e846fd0c3d765401fc516d3049d,122,202,0.5206726810220146,7.103466961396157e-05,36.30897521972656,1.5336866933455051,122.06969557070668,36387,0,489.9186749458313,0.5206726810220146,0.5206874640393906,,
25g,1425370602,P0,5,B,262,65,31eab8815a8998dd324ce1cc342064d6409b6c569add2eecf130d5483b439180,4ca9d8151bcc3a28042676d2661814f5fdd01851e5f90f84d293accfd2792a8b,259,339,0.5204826811995311,0.000117282637989,39.451637268066406,1.7442953358228883,259.05561269847266,36387,1,758.44535779953,0.5204826811995311,0.5313343270439478,0.5220986647020525,
25g,1425370602,P1,5,A,262,65,31eab8815a8998dd324ce1cc342064d6409b6c569add2eecf130d5483b439180,4ca9d8151bcc3a28042676d2661814f5fdd01851e5f90f84d293accfd2792a8b,500,500,1.0759652957783103,-0.0013571324390233,502.5594787597656,1.2077937071338758,0.0,774,2,1029.3851981163025,1.0759652957783103,1.7315360583342316,1.402840771508702,1.0759652957783103
25g,1425370602,P1,5,B,262,65,31eab8815a8998dd324ce1cc342064d6409b6c569add2eecf130d5483b439180,4ca9d8151bcc3a28042676d2661814f5fdd01851e5f90f84d293accfd2792a8b,52,132,0.5231112445775119,0.000129026884389,53.90113067626953,1.28901393644148,52.15097733731158,36387,3,271.74096417427063,0.5231112445775119,,,
25g,536279090,P0,1,B,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,187,267,0.7140284416542322,7.75594611339142e-05,34.079078674316406,1.4081517375604424,187.0574593978513,36387,0,242.34470796585083,0.7140284416542322,0.7154663742157786,,
25g,536279090,P1,1,A,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,500,500,1.1909639611096523,-0.0012602543341714,461.6580505371094,1.221999878093521,0.0,774,0,836.011646270752,1.1909639611096523,1.8360145366198024,1.505313013510081,1.1909639611096523
25g,536279090,P1,1,B,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,101,181,0.7043019563115914,9.596307017807262e-05,29.144309997558594,1.4313399543592589,101.07685195750965,36387,0,353.4536757469177,0.7043019563115914,0.7066159518659024,,
25g,536279090,P0,2,B,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,143,223,0.5713001813544967,0.0001404330833723,50.737552642822266,1.3026419652431314,143.06531826524767,36387,1,434.39078092575073,0.5713001813544967,0.5714250794660458,,
25g,536279090,P1,2,A,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,500,500,1.056107182285605,-0.001361852545938,493.9044189453125,1.2308127119298244,0.0,774,1,965.5124559402466,1.056107182285605,1.724482849853122,1.387478485730827,1.056107182285605
25g,536279090,P1,2,B,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,69,149,0.5579309706600076,0.0003955884230905,44.32255554199219,1.3619243605734033,69.10063394857444,36387,0,285.7126247882843,0.5579309706600076,,,
25g,536279090,P0,3,B,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,223,303,0.4199737398888458,6.889327533046907e-05,49.65743637084961,1.5880813315191968,223.04927271314145,36387,0,578.6280341148376,0.4199737398888458,0.4255829822608301,0.4236937087915915,
25g,536279090,P1,3,A,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,500,500,0.8698762285995838,-0.0011838690668592,528.2769775390625,1.2191400400531298,0.0,774,2,959.030158996582,0.8698762285995838,1.4727314477704552,1.1650408669119487,0.8698762285995838
25g,536279090,P1,3,B,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,151,231,0.4238387873142746,0.0004040311092404,37.748252868652344,1.6668186795584057,151.05282586102012,36387,0,463.6789791584015,0.4238387873142746,0.4238435171192625,,
25g,536279090,P0,4,B,261,65,da5b6abbc83fd6b3c83c4a521cb14342440ad47b1c28bc8708cc13aca06bebd6,4b5c2546f561e281c42553f3bacb47aa255704faa42a75033e70608bb14dbba0,162,242,0.4282627221125587,7.756031601538775e-05,55.7481803894043,1.344216686617396,162.06560093818155,36387,2,528.0521700382233,0.4282627221125587,0.4285859679836479,,
25g,536279090,P1,4,A,261,65,da5b6abbc83fd6b3c83c4a521cb14342440ad47b1c28bc8708cc13aca06bebd6,4b5c2546f561e281c42553f3bacb47aa255704faa42a75033e70608bb14dbba0,500,500,1.0513178227151825,-0.0014418327363652,496.2911376953125,1.2120297908472963,0.0,774,6,1077.4184153079989,1.0513178227151825,1.7404572218671903,1.3965322370303732,1.0513178227151825
25g,536279090,P1,4,B,261,65,da5b6abbc83fd6b3c83c4a521cb14342440ad47b1c28bc8708cc13aca06bebd6,4b5c2546f561e281c42553f3bacb47aa255704faa42a75033e70608bb14dbba0,83,163,0.4190624518794024,0.0002163527492639,49.810646057128906,1.3833395664813937,83.09378901922221,36387,0,393.4615662097931,0.4190624518794024,0.4246987263147191,,
25g,536279090,P0,5,B,262,64,78af0826cab406a5f1db4c5d564e705b9edd34eeebb0b91816db223fbf73106f,e8741885f601346b03e1fd5918e180a87ec2ab7c2823c0d7aa65f6f0794d3e81,184,264,0.4956466519542336,8.384323620512938e-05,48.21956634521485,1.444498946469553,184.05996721270515,36387,0,594.6914808750153,0.4956466519542336,0.4963899732748593,,
25g,536279090,P1,5,A,262,64,78af0826cab406a5f1db4c5d564e705b9edd34eeebb0b91816db223fbf73106f,e8741885f601346b03e1fd5918e180a87ec2ab7c2823c0d7aa65f6f0794d3e81,500,500,1.0023493213224677,-0.0012470648453033,515.423095703125,1.200047950295739,0.0,774,0,1022.5922849178314,1.0023493213224677,1.6038015289330931,1.302390033569166,1.0023493213224677
25g,536279090,P1,5,B,262,64,78af0826cab406a5f1db4c5d564e705b9edd34eeebb0b91816db223fbf73106f,e8741885f601346b03e1fd5918e180a87ec2ab7c2823c0d7aa65f6f0794d3e81,52,132,0.4853812497258208,0.0005227985373168,51.162960052490234,1.2911705001994085,52.136273276513094,36387,0,266.47850489616394,0.4853812497258208,,,
25g,2767143051,P0,1,B,256,64,c4ccb0d9e932b3862d06a9f79c009a7127efbb6d1ba90d6c9acdfa7bfac28afe,6404dd8dd9b1d35a3b34b6fcc65eefc9ff2bf8b4c6ec9aae5a36cbbc7e135c7c,91,171,0.5897809825702819,0.0002913978298719,69.25890350341797,1.1062835294345792,91.09528039919353,36387,13,138.1998188495636,0.5897809825702819,0.6065032581204695,,
25g,2767143051,P1,1,A,256,64,c4ccb0d9e932b3862d06a9f79c009a7127efbb6d1ba90d6c9acdfa7bfac28afe,6404dd8dd9b1d35a3b34b6fcc65eefc9ff2bf8b4c6ec9aae5a36cbbc7e135c7c,500,500,1.0243455177532963,-0.0013857739299789,499.5008544921875,1.1990752165321128,0.0,774,0,727.5490319728851,1.0243455177532963,1.698083562733905,1.359619540944715,1.0243455177532963
25g,2767143051,P1,1,B,256,64,c4ccb0d9e932b3862d06a9f79c009a7127efbb6d1ba90d6c9acdfa7bfac28afe,6404dd8dd9b1d35a3b34b6fcc65eefc9ff2bf8b4c6ec9aae5a36cbbc7e135c7c,48,128,0.5713772201520007,0.0005206696830317,60.86930084228515,1.2860040731873406,48.14758838286741,36387,0,242.84743309020996,0.5713772201520007,,,
25g,2767143051,P0,2,B,256,64,626494c111223b661c09b3a1777d035c0480414ea10658b8778ecd656241171f,378bc65a950141624027163a5a75dc3f3a5b0e90356702fad57ead85cd835bfc,89,169,0.6611856635188942,0.0012046747891843,71.93681335449219,1.102056149343934,89.09375168590617,36387,15,313.6062068939209,0.6611856635188942,0.7213163307914057,,
25g,2767143051,P1,2,A,256,64,626494c111223b661c09b3a1777d035c0480414ea10658b8778ecd656241171f,378bc65a950141624027163a5a75dc3f3a5b0e90356702fad57ead85cd835bfc,500,500,1.0553104730963705,-0.0012735549178977,485.1243896484375,1.2117923987503114,0.0,774,0,919.8290400505066,1.0553104730963705,1.7071541015162963,1.3731328556356628,1.0553104730963705
25g,2767143051,P1,2,B,256,64,626494c111223b661c09b3a1777d035c0480414ea10658b8778ecd656241171f,378bc65a950141624027163a5a75dc3f3a5b0e90356702fad57ead85cd835bfc,33,113,0.6222305999826031,0.0020711588421245,64.99589538574219,1.2641501499201524,33.20195573969466,36387,0,207.69879984855652,0.6222305999826031,,,
25g,2767143051,P0,3,B,256,64,f5bde4e36514d190c47229c9d9f179acdcc1796868e6adebb6529da4590feeed,b38b955df6996a1fa11b4323333a9ecd91b3d88fb534d4b5d79e8d78e2f59568,266,346,0.8624539450492597,0.0001516168617693,33.136024475097656,1.764232894271858,266.0460771129865,36387,1,653.3450322151184,0.8624539450492597,0.8698343090393228,0.8636324618413964,
25g,2767143051,P1,3,A,256,64,f5bde4e36514d190c47229c9d9f179acdcc1796868e6adebb6529da4590feeed,b38b955df6996a1fa11b4323333a9ecd91b3d88fb534d4b5d79e8d78e2f59568,500,500,1.1201575451509571,-0.001055549995126,486.8995666503906,1.2080499553807669,0.0,774,6,942.9857339859008,1.1201575451509571,1.710967503401492,1.3984203856572142,1.1201575451509571
25g,2767143051,P1,3,B,256,64,f5bde4e36514d190c47229c9d9f179acdcc1796868e6adebb6529da4590feeed,b38b955df6996a1fa11b4323333a9ecd91b3d88fb534d4b5d79e8d78e2f59568,153,233,0.8617809907441887,0.0003602285560401,26.380268096923828,1.7007635439650306,153.05476812987828,36387,1,440.35333919525146,0.8617809907441887,0.8618536791665715,,
25g,2767143051,P0,4,B,256,64,832df4bf0518d8587394e78a4d364c9fc1d3de34a030bdd1a5d5a696cc06b2a2,d55afddfabcbbaee26fc777ac2c750e76ff5d47fc68e62d126dbcb709b7fac0b,230,310,0.5132754218832268,6.119024102670368e-05,52.50798797607422,1.6849430682883455,230.0582069301098,36387,0,591.7171568870544,0.5132754218832268,0.5146327515348548,0.5161293666838046,
25g,2767143051,P1,4,A,256,64,832df4bf0518d8587394e78a4d364c9fc1d3de34a030bdd1a5d5a696cc06b2a2,d55afddfabcbbaee26fc777ac2c750e76ff5d47fc68e62d126dbcb709b7fac0b,500,500,1.039214806949667,-0.0012936345345096,493.1094665527344,1.2100727808556822,0.0,774,7,974.47492313385,1.039214806949667,1.7019561509645738,1.3623239362726731,1.039214806949667
25g,2767143051,P1,4,B,256,64,832df4bf0518d8587394e78a4d364c9fc1d3de34a030bdd1a5d5a696cc06b2a2,d55afddfabcbbaee26fc777ac2c750e76ff5d47fc68e62d126dbcb709b7fac0b,129,209,0.5288944144593156,0.0001501538769681,41.516754150390625,1.6416788430315514,129.06703619201295,36387,0,412.1391222476959,0.5288944144593156,0.5320069600124865,,
25g,2767143051,P0,5,B,256,64,fe80a138bc4286c05982669b8d743389b27a5b37c068969192a005137092ecae,5706a4830f10f2de32545c6f7f9c2a72e0457346ae8d6e7d0e2b43523b6618cd,242,322,0.4282977136052239,8.673004172737373e-05,51.95304870605469,1.7147123684944396,242.0546399176707,36387,0,767.1417858600616,0.4282977136052239,0.4416528461018035,0.4303804430374631,
25g,2767143051,P1,5,A,256,64,fe80a138bc4286c05982669b8d743389b27a5b37c068969192a005137092ecae,5706a4830f10f2de32545c6f7f9c2a72e0457346ae8d6e7d0e2b43523b6618cd,500,500,0.9976774798960932,-0.0012855709950209,502.75537109375,1.2010563740597633,0.0,774,3,1037.563187122345,0.9976774798960932,1.620910747732169,1.3078806886876275,0.9976774798960932
25g,2767143051,P1,5,B,256,64,fe80a138bc4286c05982669b8d743389b27a5b37c068969192a005137092ecae,5706a4830f10f2de32545c6f7f9c2a72e0457346ae8d6e7d0e2b43523b6618cd,96,176,0.4348821652517479,0.0002041917396977,55.02460479736328,1.4433599250120386,96.08178026036518,36387,0,356.9958608150482,0.4348821652517479,0.4440965476410987,,
25g,1362771960,P0,1,B,252,63,d1eb9fc24dbfaf44b0abad3a2610f47a4b392313afff97f9e023e5cb8b3de764,ffbeb390b7584f9ce56df5c3c50d3ff6849d87c50537993e7a802150ee255587,83,163,0.689626921208632,0.0001030324174298,75.61042785644531,1.0530326469408633,83.08903034947816,36387,17,312.0764720439911,0.689626921208632,0.6974132282389202,,
25g,1362771960,P1,1,A,252,63,d1eb9fc24dbfaf44b0abad3a2610f47a4b392313afff97f9e023e5cb8b3de764,ffbeb390b7584f9ce56df5c3c50d3ff6849d87c50537993e7a802150ee255587,500,500,1.1288440986231796,-0.0012551402560474,492.3370056152344,1.195800511386229,0.0,774,0,930.878585100174,1.1288440986231796,1.7713797753422216,1.4422471269458406,1.1288440986231796
25g,1362771960,P1,1,B,252,63,d1eb9fc24dbfaf44b0abad3a2610f47a4b392313afff97f9e023e5cb8b3de764,ffbeb390b7584f9ce56df5c3c50d3ff6849d87c50537993e7a802150ee255587,496,500,0.6524228532873714,-3.416482917950031e-05,7.941280364990234,3.0702603808795663,496.0364713026924,36387,2,930.7107498645782,0.6524228532873714,0.7051095314445154,0.6745670861047792,0.652466737397725
25g,1362771960,P0,2,B,252,63,f72503040cdfb4c9f4c0578abbcc001f1b7f98358c0aadf7b7ad2c62404f7017,7a156cbdde49387c33342f9dd121d52c03433d2ffff0fa9a57d1d1e11c8b5eb4,103,183,0.6643677616425178,0.0005053825550108,72.81752014160156,1.1778982626923002,103.08908200919385,36387,6,334.2600829601288,0.6643677616425178,0.6797977382269225,,
