column,seed,method,endpoint,retention_quintile,n,rmse,mae,mean_signed_error,sse_share,top10_retention_sse_share,top20_retention_sse_share
25g,769539383,paper_style_current_v2,V2,2,17,4.015904336688687,3.2681638235294117,0.5360102941176479,0.03910955558725457,0.010008716945257746,0.0377217144291614
25g,769539383,paper_style_current_v2,V2,3,17,9.980720107996472,8.247360529411766,-0.2965505294117647,0.24156828532511612,0.010008716945257746,0.0377217144291614
25g,769539383,paper_style_current_v2,V2,4,16,7.661273854784218,5.807096249999999,0.3788981250000001,0.13396433658372264,0.010008716945257746,0.0377217144291614
25g,769539383,paper_style_current_v2,V2,5,16,15.490035941048149,13.618057937500001,-9.0509996875,0.5476361080747452,0.010008716945257746,0.0377217144291614
25g,1425370602,OLD_HIER_REFERENCE,V1,1,15,20.728728284975,6.996038433148823,5.942802378177131,0.7860465586705605,0.7805564986953416,0.7860465586705605
25g,1425370602,OLD_HIER_REFERENCE,V1,2,15,7.166906618314304,4.645729438104545,3.5782742364032165,0.09396507068477752,0.7805564986953416,0.7860465586705605
25g,1425370602,OLD_HIER_REFERENCE,V1,3,15,4.445784787070796,3.487547550271748,3.2064402340825153,0.03615761897770232,0.7805564986953416,0.7860465586705605
25g,1425370602,OLD_HIER_REFERENCE,V1,4,15,4.537054154064036,3.431055894197769,0.6122172496291858,0.037657447487043305,0.7805564986953416,0.7860465586705605
25g,1425370602,OLD_HIER_REFERENCE,V1,5,14,5.200266637079615,4.154735878914986,-1.181040669946569,0.04617330417991639,0.7805564986953416,0.7860465586705605
25g,1425370602,OLD_HIER_REFERENCE,V2,1,15,3.2927514767667545,2.8694584808020682,0.8549627117973936,0.01025126492377498,0.003329906404198126,0.01025126492377498
25g,1425370602,OLD_HIER_REFERENCE,V2,2,15,26.435480371696205,12.369783466776783,10.756338957239185,0.6607451194316732,0.003329906404198126,0.01025126492377498
25g,1425370602,OLD_HIER_REFERENCE,V2,3,15,9.842909027287131,7.968275249956958,2.505227865648701,0.09160232421174341,0.003329906404198126,0.01025126492377498
25g,1425370602,OLD_HIER_REFERENCE,V2,4,15,12.946337996412762,9.187436855876685,5.468436115287437,0.15847232625372984,0.003329906404198126,0.01025126492377498
25g,1425370602,OLD_HIER_REFERENCE,V2,5,14,9.457362607459498,7.171196313139011,-1.2985930561307204,0.07892896517907848,0.003329906404198126,0.01025126492377498
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,1,15,20.191022504831828,6.839351815378747,5.828119839173782,0.7818266610847432,0.7755942014691973,0.7818266610847432
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,2,15,7.048038985312623,4.634201902638564,3.665386060733065,0.09526435817746612,0.7755942014691973,0.7818266610847432
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,3,15,4.529550896394077,3.547570124703585,3.281337933414688,0.03934632170196425,0.7755942014691973,0.7818266610847432
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,4,15,4.3996896911353005,3.360384891014484,0.5724455931444872,0.037122562263050364,0.7755942014691973,0.7818266610847432
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,5,14,5.09367515170343,4.098358052879825,-1.45235004180641,0.04644009677277601,0.7755942014691973,0.7818266610847432
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,1,15,3.25885304534239,2.7359848997187353,1.358424229251072,0.010790526972754634,0.0034519036469624225,0.010790526972754634
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,2,15,25.681393592022978,12.073163963773526,10.836864710288891,0.6701164432589907,0.0034519036469624225,0.010790526972754634
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,3,15,9.566503687937752,7.709411905505755,2.6271820298225492,0.09298643283223094,0.0034519036469624225,0.010790526972754634
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,4,15,11.748584091315584,8.50919788409412,4.66933053268753,0.14024395813379906,0.0034519036469624225,0.010790526972754634
25g,1425370602,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,5,14,9.515402791811258,7.069517417427171,-2.5958339730273985,0.08586263880222471,0.0034519036469624225,0.010790526972754634
25g,1425370602,CORRECTED_JOINT_FULL128,V1,1,15,19.55684550272719,6.940711602992207,6.161541956469779,0.7761221140321731,0.7725356056040545,0.7761221140321731
25g,1425370602,CORRECTED_JOINT_FULL128,V1,2,15,5.86013869506619,4.30466945916082,1.556328326591682,0.0696864334368991,0.7725356056040545,0.7761221140321731
25g,1425370602,CORRECTED_JOINT_FULL128,V1,3,15,4.279779907645203,3.68410034512205,2.3202445900362663,0.03716852434748053,0.7725356056040545,0.7761221140321731
25g,1425370602,CORRECTED_JOINT_FULL128,V1,4,15,4.630184889042705,3.4425326220782693,1.4081721459044556,0.04350399243756968,0.7725356056040545,0.7761221140321731
25g,1425370602,CORRECTED_JOINT_FULL128,V1,5,14,6.2303865658731805,4.787031499586517,-0.5380043184914403,0.0735189357458774,0.7725356056040545,0.7761221140321731
25g,1425370602,CORRECTED_JOINT_FULL128,V2,1,15,3.2860714216950844,2.639633535050751,1.1268588578008838,0.01101498866662639,0.007406369048813745,0.01101498866662639
25g,1425370602,CORRECTED_JOINT_FULL128,V2,2,15,25.923031472541357,10.727652342242736,9.527910372939433,0.6854908023680919,0.007406369048813745,0.01101498866662639
25g,1425370602,CORRECTED_JOINT_FULL128,V2,3,15,9.517713313775724,7.615558064556949,2.7186822186034534,0.09240496268649803,0.007406369048813745,0.01101498866662639
25g,1425370602,CORRECTED_JOINT_FULL128,V2,4,15,9.123680922260306,7.047271836463724,2.5001017449376977,0.08491222767662443,0.007406369048813745,0.01101498866662639
25g,1425370602,CORRECTED_JOINT_FULL128,V2,5,14,11.512157258160084,9.041966435569906,-2.3195290135410276,0.12617701860215916,0.007406369048813745,0.01101498866662639
25g,1425370602,BALANCED_JOINT_FULL128,V1,1,15,18.087243860219424,6.670320380132487,5.0424135575596365,0.7789433577246893,0.7750170268141723,0.7789433577246893
25g,1425370602,BALANCED_JOINT_FULL128,V1,2,15,5.558960218013509,3.8023483962488984,1.8739054616395263,0.07357804131633103,0.7750170268141723,0.7789433577246893
25g,1425370602,BALANCED_JOINT_FULL128,V1,3,15,4.32251105527133,3.628930818700196,1.9654121689543007,0.04448702006331606,0.7750170268141723,0.7789433577246893
25g,1425370602,BALANCED_JOINT_FULL128,V1,4,15,4.866980909682911,3.6350759696604835,1.6594144919452007,0.05640016517742373,0.7750170268141723,0.7789433577246893
25g,1425370602,BALANCED_JOINT_FULL128,V1,5,14,4.578824732870402,3.3552054535482267,-1.225502805801811,0.04659141571823997,0.7750170268141723,0.7789433577246893
25g,1425370602,BALANCED_JOINT_FULL128,V2,1,15,2.6983272400391307,2.278649163271682,0.231465868955906,0.007409958974266968,0.0038942235384560406,0.007409958974266968
25g,1425370602,BALANCED_JOINT_FULL128,V2,2,15,25.567687885562385,10.736952817300557,9.327564816475654,0.6652876787515094,0.0038942235384560406,0.007409958974266968
25g,1425370602,BALANCED_JOINT_FULL128,V2,3,15,10.042604503355813,8.09021004134254,2.5422930219943156,0.10264062492389073,0.0038942235384560406,0.007409958974266968
25g,1425370602,BALANCED_JOINT_FULL128,V2,4,15,10.678964462793255,7.900459717290588,4.641754184977732,0.11606061050647799,0.0038942235384560406,0.007409958974266968
25g,1425370602,BALANCED_JOINT_FULL128,V2,5,14,10.692653495209997,8.556973196477715,-1.1942040337380644,0.10860112684385495,0.0038942235384560406,0.007409958974266968
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V1,1,15,19.856424658769253,6.789160614241287,5.994830897821783,0.7973791964638396,0.793250116902097,0.7973791964638396
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V1,2,15,6.238284270223383,4.376058877362548,2.6108571936623735,0.07870333186771761,0.793250116902097,0.7973791964638396
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V1,3,15,4.053970532369286,3.4189702520131484,2.800791261725477,0.03323716486665991,0.793250116902097,0.7973791964638396
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V1,4,15,4.302388560042299,3.277410672925775,0.9903088695244714,0.0374353636645924,0.793250116902097,0.7973791964638396
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V1,5,14,5.3111601530854955,4.042969551116049,-0.9951771801489261,0.05324494313719054,0.793250116902097,0.7973791964638396
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V2,1,15,2.6536089190547987,2.3399086094235417,1.2426415435259783,0.007343275012047202,0.004150502721978711,0.007343275012047202
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V2,2,15,25.733955308402304,11.149389426713292,10.182387541614162,0.6906039238196477,0.004150502721978711,0.007343275012047202
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V2,3,15,9.452197181235661,7.512781670066617,2.6729321242129997,0.09317115996645023,0.004150502721978711,0.007343275012047202
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V2,4,15,10.168103172260443,7.612764644819341,3.5847161388126154,0.10781913546935429,0.004150502721978711,0.007343275012047202
25g,1425370602,A2_HIER_SHRINK_ORIGINAL,V2,5,14,10.189870488752952,7.995664522193126,-2.4576814932842135,0.10106250573250057,0.004150502721978711,0.007343275012047202
25g,1425370602,A3_HIER_SHRINK_BALANCED,V1,1,15,18.087243860219424,6.670320380132487,5.0424135575596365,0.7789433577246893,0.7750170268141723,0.7789433577246893
25g,1425370602,A3_HIER_SHRINK_BALANCED,V1,2,15,5.558960218013509,3.8023483962488984,1.8739054616395263,0.07357804131633103,0.7750170268141723,0.7789433577246893
25g,1425370602,A3_HIER_SHRINK_BALANCED,V1,3,15,4.32251105527133,3.628930818700196,1.9654121689543007,0.04448702006331606,0.7750170268141723,0.7789433577246893
25g,1425370602,A3_HIER_SHRINK_BALANCED,V1,4,15,4.866980909682911,3.6350759696604835,1.6594144919452007,0.05640016517742373,0.7750170268141723,0.7789433577246893
25g,1425370602,A3_HIER_SHRINK_BALANCED,V1,5,14,4.578824732870402,3.3552054535482267,-1.225502805801811,0.04659141571823997,0.7750170268141723,0.7789433577246893
25g,1425370602,A3_HIER_SHRINK_BALANCED,V2,1,15,2.6983272400391307,2.278649163271682,0.231465868955906,0.007409958974266968,0.0038942235384560406,0.007409958974266968
25g,1425370602,A3_HIER_SHRINK_BALANCED,V2,2,15,25.567687885562385,10.736952817300557,9.327564816475654,0.6652876787515094,0.0038942235384560406,0.007409958974266968
25g,1425370602,A3_HIER_SHRINK_BALANCED,V2,3,15,10.042604503355813,8.09021004134254,2.5422930219943156,0.10264062492389073,0.0038942235384560406,0.007409958974266968
25g,1425370602,A3_HIER_SHRINK_BALANCED,V2,4,15,10.678964462793255,7.900459717290588,4.641754184977732,0.11606061050647799,0.0038942235384560406,0.007409958974266968
25g,1425370602,A3_HIER_SHRINK_BALANCED,V2,5,14,10.692653495209997,8.556973196477715,-1.1942040337380644,0.10860112684385495,0.0038942235384560406,0.007409958974266968
25g,1425370602,paper_style_current_v2,V1,1,15,15.558545239129934,6.788197933333333,5.804356866666667,0.669393479017646,0.6582135786677271,0.669393479017646
25g,1425370602,paper_style_current_v2,V1,2,15,4.673399673102369,2.7605062666666664,2.1835090666666668,0.0603961633448441,0.6582135786677271,0.669393479017646
25g,1425370602,paper_style_current_v2,V1,3,15,5.58861846478957,3.9703860000000004,3.6381730666666665,0.08636791311509545,0.6582135786677271,0.669393479017646
25g,1425370602,paper_style_current_v2,V1,4,15,5.865620744404649,4.3382141333333335,1.9376721333333335,0.0951418214963347,0.6582135786677271,0.669393479017646
25g,1425370602,paper_style_current_v2,V1,5,14,5.862369594553366,4.390623928571429,-2.603214214285715,0.08870062302607974,0.6582135786677271,0.669393479017646
25g,1425370602,paper_style_current_v2,V2,1,15,4.567403063876803,2.9385681333333338,2.263046666666667,0.02200605266907552,0.011089620348774233,0.02200605266907552
25g,1425370602,paper_style_current_v2,V2,2,15,23.925802120019053,9.907712866666666,9.062117133333334,0.6038603068957324,0.011089620348774233,0.02200605266907552
25g,1425370602,paper_style_current_v2,V2,3,15,11.053905744577712,8.218798399999999,3.7208190666666656,0.12889467756528022,0.011089620348774233,0.02200605266907552
25g,1425370602,paper_style_current_v2,V2,4,15,11.194023218364038,8.871902,3.953354666666667,0.13218308300661297,0.011089620348774233,0.02200605266907552
25g,1425370602,paper_style_current_v2,V2,5,14,10.715845754395465,8.139500000000002,-3.5558579999999993,0.11305587986329856,0.011089620348774233,0.02200605266907552
25g,536279090,OLD_HIER_REFERENCE,V1,1,15,22.31062733347993,9.050244955395865,8.257368651349204,0.8173165360728286,0.814650920573322,0.8173165360728286
25g,536279090,OLD_HIER_REFERENCE,V1,2,15,5.110486214364776,3.434830500182608,1.555636882450204,0.04288359283791394,0.814650920573322,0.8173165360728286
25g,536279090,OLD_HIER_REFERENCE,V1,3,15,4.225308838378548,3.8352449135799143,0.8948659897877138,0.02931457741115937,0.814650920573322,0.8173165360728286
25g,536279090,OLD_HIER_REFERENCE,V1,4,15,5.0505866148350735,4.042193767505844,0.17184505084926016,0.04188421387161503,0.814650920573322,0.8173165360728286
25g,536279090,OLD_HIER_REFERENCE,V1,5,14,6.690579364121414,5.5296561041767776,-3.122205200287399,0.0686010798064832,0.814650920573322,0.8173165360728286
25g,536279090,OLD_HIER_REFERENCE,V2,1,15,4.0316775372633264,3.0059321934295506,1.4377493576671538,0.016487532617179855,0.005381339594973281,0.016487532617179855
25g,536279090,OLD_HIER_REFERENCE,V2,2,15,4.862856105293951,4.4209397352649,2.2027498131240253,0.02398650248106661,0.005381339594973281,0.016487532617179855
25g,536279090,OLD_HIER_REFERENCE,V2,3,15,26.021848796008268,12.927102044799929,7.910448249994842,0.686847604316901,0.005381339594973281,0.016487532617179855
25g,536279090,OLD_HIER_REFERENCE,V2,4,15,9.154115392004968,7.675588743700476,0.39844277104603426,0.0849995947243784,0.005381339594973281,0.016487532617179855
25g,536279090,OLD_HIER_REFERENCE,V2,5,14,14.079821087944948,12.177132692995519,-5.523143778018408,0.18767876586047416,0.005381339594973281,0.016487532617179855
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,1,15,21.190638546137627,8.553663511393504,7.744286509281713,0.8056884102360166,0.8036071469969924,0.8056884102360166
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,2,15,4.890564222437856,3.3245058813061266,1.7871237752462343,0.042913798911685855,0.8036071469969924,0.8056884102360166
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,3,15,4.372594734691956,3.8663371077395663,1.3260315552130137,0.03430500476637393,0.8036071469969924,0.8056884102360166
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,4,15,5.01693688580389,4.059399120113945,0.447938783943251,0.04516024653424763,0.8036071469969924,0.8056884102360166
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V1,5,14,6.553975200965249,5.416510702893872,-3.4633757473860443,0.07193253955167601,0.8036071469969924,0.8056884102360166
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,1,15,4.466275621258884,3.227325421809925,2.493922248175436,0.021825053910068382,0.004324268754934804,0.021825053910068382
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,2,15,5.539438976365118,4.7043644942866045,3.2821652713049496,0.033573440515072744,0.004324268754934804,0.021825053910068382
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,3,15,24.514543509119896,12.391355704096338,8.341849440154123,0.6575244475683575,0.004324268754934804,0.021825053910068382
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,4,15,8.754125995777834,7.450866936003051,0.3974966546789972,0.08384745207297818,0.004324268754934804,0.021825053910068382
25g,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,V2,5,14,14.107269312326476,12.06284086921687,-6.567526223747242,0.20322960593352313,0.004324268754934804,0.021825053910068382
25g,536279090,CORRECTED_JOINT_FULL128,V1,1,15,19.650380740071345,8.724995959623547,7.4596536861092755,0.7772091174367269,0.7721412195420235,0.7772091174367269
25g,536279090,CORRECTED_JOINT_FULL128,V1,2,15,4.241353403538345,3.2740359312120577,0.24727844373233066,0.036208027726944224,0.7721412195420235,0.7772091174367269
25g,536279090,CORRECTED_JOINT_FULL128,V1,3,15,3.1514451539184956,2.5027675642661062,0.05544553288608043,0.01999012243782327,0.7721412195420235,0.7772091174367269
25g,536279090,CORRECTED_JOINT_FULL128,V1,4,15,5.921899924707465,5.319324456386567,1.6912735841556583,0.07058591931047871,0.7721412195420235,0.7772091174367269
