CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,0/1,30,2023-10-30_20-00-41.xlsx,Silica-CS 40g,1241,2163,CCOC(=O)/C=C/C1=CC=CC=C1,1241,2163,2,57bcc79ddb88e585e433,keep,,,verified_t1_t2,31.025,54.075
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,1/1,30,2023-10-30_20-05-49.xlsx,Silica-CS 40g,1288,1946,CCOC(=O)/C=C/C1=CC=CC=C1,1288,1946,3,0defe74121fd2cc056a9,keep,,,verified_t1_t2,32.2,48.65
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,2/1,30,2023-10-30_20-11-32.xlsx,Silica-CS 40g,1504,2273,CCOC(=O)/C=C/C1=CC=CC=C1,1504,2273,4,d77499b6e2eaf950c51e,keep,,,verified_t1_t2,37.6,56.825
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,5/1,30,2023-10-30_20-18-21.xlsx,Silica-CS 40g,1827,2908,CCOC(=O)/C=C/C1=CC=CC=C1,1827,2908,5,16e1201373d47de97027,keep,,,verified_t1_t2,45.675,72.7
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,10/1,30,2023-10-30_20-26-35.xlsx,Silica-CS 40g,2357,3775,CCOC(=O)/C=C/C1=CC=CC=C1,2357,3775,6,6f6340b30a916be701cf,keep,,,verified_t1_t2,58.925,94.375
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,20/1,30,2023-10-30_20-37-05.xlsx,Silica-CS 40g,3323,5146,CCOC(=O)/C=C/C1=CC=CC=C1,3323,5146,7,7d976bbe5a51508b1c3b,keep,,,verified_t1_t2,83.075,128.65
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,50/1,30,2023-10-30_20-54-47.xlsx,Silica-CS 40g,6370,9432,CCOC(=O)/C=C/C1=CC=CC=C1,6370,9432,8,46ce843148f5f1efa0a6,keep,,,verified_t1_t2,159.25,235.8
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,0/1,30,2023-10-31_09-26-33.xlsx,Silica-CS 40g,1031,2351,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1031,2351,9,6bc1f063057ff5a6f53b,keep,,,verified_t1_t2,25.775,58.775
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,1/1,30,2023-10-31_09-31-20.xlsx,Silica-CS 40g,1214,1822,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1214,1822,10,39f83f45ff848c0d07c5,keep,,,verified_t1_t2,30.35,45.55
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,2/1,30,2023-10-31_09-36-17.xlsx,Silica-CS 40g,1389,1932,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1389,1932,11,2c25c3255cb2a14dd1d9,keep,,,verified_t1_t2,34.725,48.3
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,5/1,30,2023-10-31_09-41-49.xlsx,Silica-CS 40g,1642,2276,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1642,2276,12,55d0b43c59477e399995,keep,,,verified_t1_t2,41.05,56.9
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,10/1,30,2023-10-31_09-48-11.xlsx,Silica-CS 40g,1989,2770,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1989,2770,13,9ad3dc9dcb7bf0a43a57,keep,,,verified_t1_t2,49.725,69.25
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,20/1,30,2023-10-31_10-07-02.xlsx,Silica-CS 40g,2358,3406,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,2358,3406,14,106964b204128f7cdb21,keep,,,verified_t1_t2,58.95,85.15
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,50/1,30,2023-10-31_10-18-31.xlsx,Silica-CS 40g,4158,5841,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,4158,5841,15,7229160c6686b3cd7db3,keep,,,verified_t1_t2,103.95,146.025
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,0/1,30,2023-10-31_10-40-05.xlsx,Silica-CS 40g,1062,1654,CC(C)(CCl)C1=CC=CC=C1,1062,1654,16,570e02cc9184c7380ac0,keep,,,verified_t1_t2,26.55,41.35
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,1/1,30,2023-10-31_10-44-32.xlsx,Silica-CS 40g,1252,1629,CC(C)(CCl)C1=CC=CC=C1,1252,1629,17,3635758c147fc4311566,keep,,,verified_t1_t2,31.3,40.725
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,2/1,30,2023-10-31_10-49-03.xlsx,Silica-CS 40g,1331,1657,CC(C)(CCl)C1=CC=CC=C1,1331,1657,18,f95e0e33005f3a7c9054,keep,,,verified_t1_t2,33.275,41.425
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,5/1,30,2023-10-31_10-53-45.xlsx,Silica-CS 40g,1416,1771,CC(C)(CCl)C1=CC=CC=C1,1416,1771,19,ae585d0fa5d22cb49d7b,keep,,,verified_t1_t2,35.4,44.275
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,10/1,30,2023-10-31_10-58-37.xlsx,Silica-CS 40g,1494,1897,CC(C)(CCl)C1=CC=CC=C1,1494,1897,20,0deeb85b6e7589cd5e9e,keep,,,verified_t1_t2,37.35,47.425
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,20/1,30,2023-10-31_11-03-44.xlsx,Silica-CS 40g,1572,2017,CC(C)(CCl)C1=CC=CC=C1,1572,2017,21,22bb78047c4e7e25b395,keep,,,verified_t1_t2,39.3,50.425
515-40-2,Neophyl chloride,0.98,1.047,100,PE,300,50/1,30,2023-10-31_11-09-01.xlsx,Silica-CS 40g,1668,2135,CC(C)(CCl)C1=CC=CC=C1,1668,2135,22,c65c4f37e1f24928b5b7,keep,,,verified_t1_t2,41.7,53.375
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,0/1,30,2023-10-31_11-21-43.xlsx,Silica-CS 40g,1131,3446,CC1=CC=C(C=C1)C(=O)C,1131,3446,23,a3b2c1711d23795c4d76,keep,,,verified_t1_t2,28.275,86.15
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,1/1,30,2023-10-31_11-27-11.xlsx,Silica-CS 40g,1476,2203,CC1=CC=C(C=C1)C(=O)C,1476,2203,24,45f7c9d52f0df9080043,keep,,,verified_t1_t2,36.9,55.075
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,2/1,30,2023-10-31_11-33-18.xlsx,Silica-CS 40g,1778,2621,CC1=CC=C(C=C1)C(=O)C,1778,2621,25,4ded1bfb46b6f5b83e1e,keep,,,verified_t1_t2,44.45,65.525
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,5/1,30,2023-10-31_11-59-37.xlsx,Silica-CS 40g,2451,3665,CC1=CC=C(C=C1)C(=O)C,2451,3665,26,0181314f235159d3f314,keep,,,verified_t1_t2,61.275,91.625
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,10/1,30,2023-10-31_12-10-11.xlsx,Silica-CS 40g,3589,5254,CC1=CC=C(C=C1)C(=O)C,3589,5254,27,c2e27bd4b2b3628c4ca9,keep,,,verified_t1_t2,89.725,131.35
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,20/1,30,2023-10-31_12-25-21.xlsx,Silica-CS 40g,5509,8017,CC1=CC=C(C=C1)C(=O)C,5509,8017,28,af707d6b6ddc73649a36,keep,,,verified_t1_t2,137.725,200.425
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,50/1,30,2023-10-31_12-53-34.xlsx,Silica-CS 40g,11053,15791,CC1=CC=C(C=C1)C(=O)C,11053,15791,29,e322a93a8430ba103b73,keep,,,verified_t1_t2,276.325,394.775
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,0/1,30,2023-10-31_13-16-10.xlsx,Silica-CS 40g,1181,1898,CC(=O)CC(=O)OC(C)(C)C,1181,1898,30,69c992e4a12ad75f718d,keep,,,verified_t1_t2,29.525,47.45
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,1/1,30,2023-10-31_13-21-42.xlsx,Silica-CS 40g,1570,2276,CC(=O)CC(=O)OC(C)(C)C,1570,2276,31,8e41a80de0a77e5be96e,keep,,,verified_t1_t2,39.25,56.9
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,2/1,30,2023-10-31_13-28-20.xlsx,Silica-CS 40g,1944,2938,CC(=O)CC(=O)OC(C)(C)C,1944,2938,32,0f59eb686c5874e97397,keep,,,verified_t1_t2,48.6,73.45
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,5/1,30,2023-10-31_13-38-03.xlsx,Silica-CS 40g,3018,4776,CC(=O)CC(=O)OC(C)(C)C,3018,4776,33,0c87cc32fe914162d1d6,keep,,,verified_t1_t2,75.45,119.4
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,10/1,30,2023-10-31_13-53-08.xlsx,Silica-CS 40g,5021,7972,CC(=O)CC(=O)OC(C)(C)C,5021,7972,34,f00ed10ee0bed6ed169a,keep,,,verified_t1_t2,125.525,199.3
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,20/1,30,2023-10-31_14-18-36.xlsx,Silica-CS 40g,9239,14163,CC(=O)CC(=O)OC(C)(C)C,9239,14163,35,2ffe8a4a298b2eeb705b,keep,,,verified_t1_t2,230.975,354.075
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,50/1,30,2023-10-31_15-09-11.xlsx,Silica-CS 40g,-1,-1,CC(=O)CC(=O)OC(C)(C)C,-1,-1,36,c7d5d8afafaa7d1868ad,drop,negative_t1;negative_t2,,verified_t1_t2,-0.025,-0.025
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,0/1,30,2023-10-31_15-21-46.xlsx,Silica-CS 40g,1240,3041,CCOC(=O)CC(=O)C1=CC=CC=C1,1240,3041,37,f637f4d3dca6ce5c3729,keep,,,verified_t1_t2,31.0,76.025
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,1/1,30,2023-10-31_15-27-54.xlsx,Silica-CS 40g,1447,2607,CCOC(=O)CC(=O)C1=CC=CC=C1,1447,2607,38,54f1fb01750847753a03,keep,,,verified_t1_t2,36.175,65.175
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,2/1,30,2023-10-31_15-34-21.xlsx,Silica-CS 40g,1733,2841,CCOC(=O)CC(=O)C1=CC=CC=C1,1733,2841,39,cc8c868fc0b53f8aa81e,keep,,,verified_t1_t2,43.325,71.025
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,5/1,30,2023-10-31_15-42-44.xlsx,Silica-CS 40g,2478,3962,CCOC(=O)CC(=O)C1=CC=CC=C1,2478,3962,40,96ecc8d7211404bb0601,keep,,,verified_t1_t2,61.95,99.05
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,10/1,30,2023-10-31_15-54-18.xlsx,Silica-CS 40g,3644,5879,CCOC(=O)CC(=O)C1=CC=CC=C1,3644,5879,41,eef103f1dc8232e506c0,keep,,,verified_t1_t2,91.1,146.975
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,20/1,30,2023-10-31_16-11-43.xlsx,Silica-CS 40g,5883,9364,CCOC(=O)CC(=O)C1=CC=CC=C1,5883,9364,42,a89cb007f9d6adcb85d5,keep,,,verified_t1_t2,147.075,234.1
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,50/1,30,2023-10-31_16-46-19.xlsx,Silica-CS 40g,13260,19507,CCOC(=O)CC(=O)C1=CC=CC=C1,13260,19507,43,cf8a4913f4add6e82b18,keep,,,verified_t1_t2,331.5,487.675
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,0/1,30,2023-11-01_09-17-24.xlsx,Silica-CS 40g,1214,1995,COC(=O)C1=CC=CC=C1O,1214,1995,44,bdbc3c4c4a67afcfe78f,keep,,,verified_t1_t2,30.35,49.875
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,1/1,30,2023-11-01_09-22-20.xlsx,Silica-CS 40g,1464,1929,COC(=O)C1=CC=CC=C1O,1464,1929,45,abc2cd8f4a8e6314424a,keep,,,verified_t1_t2,36.6,48.225
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,2/1,30,2023-11-01_09-27-37.xlsx,Silica-CS 40g,1612,2112,COC(=O)C1=CC=CC=C1O,1612,2112,46,e7e3a29ae396913d754a,keep,,,verified_t1_t2,40.3,52.8
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,5/1,30,2023-11-01_09-33-35.xlsx,Silica-CS 40g,1942,2517,COC(=O)C1=CC=CC=C1O,1942,2517,47,e4b6f30d073a0d6968ae,keep,,,verified_t1_t2,48.55,62.925
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,10/1,30,2023-11-01_09-40-22.xlsx,Silica-CS 40g,2302,3003,COC(=O)C1=CC=CC=C1O,2302,3003,48,e0ca14ed6bb47d76d66d,keep,,,verified_t1_t2,57.55,75.075
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,20/1,30,2023-11-01_09-48-10.xlsx,Silica-CS 40g,2775,3611,COC(=O)C1=CC=CC=C1O,2775,3611,49,414e551b38e075886fc3,keep,,,verified_t1_t2,69.375,90.275
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,50/1,30,2023-11-01_09-58-08.xlsx,Silica-CS 40g,3788,4935,COC(=O)C1=CC=CC=C1O,3788,4935,50,1e87dfc5477e6684bfb3,keep,,,verified_t1_t2,94.7,123.375
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,0/1,30,2023-11-01_10-12-45.xlsx,Silica-CS 40g,1239,1939,COC1=CC=C(C=C1)C=O,1239,1939,51,5508401e93b584b0ef6e,keep,,,verified_t1_t2,30.975,48.475
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,1/1,30,2023-11-01_10-19-18.xlsx,Silica-CS 40g,1931,2897,COC1=CC=C(C=C1)C=O,1931,2897,52,4b133a3c1871a9278317,keep,,,verified_t1_t2,48.275,72.425
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,2/1,30,2023-11-01_10-27-35.xlsx,Silica-CS 40g,2563,3911,COC1=CC=C(C=C1)C=O,2563,3911,53,ae26998c8a3eb1f269c5,keep,,,verified_t1_t2,64.075,97.775
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,5/1,30,2023-11-01_10-41-00.xlsx,Silica-CS 40g,4744,6993,COC1=CC=C(C=C1)C=O,4744,6993,54,84e59c12c97181bbf80d,keep,,,verified_t1_t2,118.6,174.825
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,10/1,30,2023-11-01_11-02-42.xlsx,Silica-CS 40g,8115,11923,COC1=CC=C(C=C1)C=O,8115,11923,55,6105ad5790d0956de7fe,keep,,,verified_t1_t2,202.875,298.075
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,20/1,30,2023-11-01_11-38-48.xlsx,Silica-CS 40g,13854,20384,COC1=CC=C(C=C1)C=O,13854,20384,56,86706b8a4a4d4fee2109,keep,,,verified_t1_t2,346.35,509.6
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,PE,300,0/1,30,2023-11-01_12-23-48.xlsx,Silica-CS 40g,1891,2746,C1=CC=C(C=C1)CCCO,1891,2746,57,26ac2786d2897afd9151,keep,,,verified_t1_t2,47.275,68.65
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,PE,300,1/1,30,2023-11-01_12-33-32.xlsx,Silica-CS 40g,3844,4786,C1=CC=C(C=C1)CCCO,3844,4786,58,00764637eeb1ef31ee73,keep,,,verified_t1_t2,96.1,119.65
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,PE,300,2/1,30,2023-11-01_12-48-09.xlsx,Silica-CS 40g,6266,7650,C1=CC=C(C=C1)CCCO,6266,7650,59,c37c9791d5dd428ff137,keep,,,verified_t1_t2,156.65,191.25
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,0/1,30,2023-11-01_12-57-05.xlsx,Silica-CS 40g,1078,1837,CCOC(=O)C(C)(C)Br,1078,1837,60,805a3198d4098eae7f38,keep,,,verified_t1_t2,26.95,45.925
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,1/1,30,2023-11-01_13-12-29.xlsx,Silica-CS 40g,1188,1511,CCOC(=O)C(C)(C)Br,1188,1511,61,14f615a395d22e354b32,keep,,,verified_t1_t2,29.7,37.775
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,2/1,30,2023-11-01_14-12-13.xlsx,Silica-CS 40g,1278,1635,CCOC(=O)C(C)(C)Br,1278,1635,62,93a876f8a44c467a6d57,keep,,,verified_t1_t2,31.95,40.875
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,5/1,30,2023-11-01_14-17-25.xlsx,Silica-CS 40g,1709,2099,CCOC(=O)C(C)(C)Br,1709,2099,63,7d6aa1c8967e6a76cc92,keep,,,verified_t1_t2,42.725,52.475
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,10/1,30,2023-11-01_14-23-22.xlsx,Silica-CS 40g,2024,2501,CCOC(=O)C(C)(C)Br,2024,2501,64,8b1406694a4bcfa15996,keep,,,verified_t1_t2,50.6,62.525
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,20/1,30,2023-11-01_14-30-20.xlsx,Silica-CS 40g,2519,3117,CCOC(=O)C(C)(C)Br,2519,3117,65,d4438b8374837e5c7ae0,keep,,,verified_t1_t2,62.975,77.925
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,0/1,30,2023-11-01_14-50-32.xlsx,Silica-CS 40g,1241,1766,C1=CC=C(C=C1)CCCBr,1241,1766,66,e1299010d5b9bb66ccf4,keep,,,verified_t1_t2,31.025,44.15
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,1/1,30,2023-11-01_14-54-59.xlsx,Silica-CS 40g,1299,1610,C1=CC=C(C=C1)CCCBr,1299,1610,67,e8234048d3ec96df9518,keep,,,verified_t1_t2,32.475,40.25
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,2/1,30,2023-11-01_14-59-30.xlsx,Silica-CS 40g,1357,1685,C1=CC=C(C=C1)CCCBr,1357,1685,68,ed71ac732d548f0dcbd6,keep,,,verified_t1_t2,33.925,42.125
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,5/1,30,2023-11-01_15-04-17.xlsx,Silica-CS 40g,1462,1833,C1=CC=C(C=C1)CCCBr,1462,1833,69,543bb88d621620b062f9,keep,,,verified_t1_t2,36.55,45.825
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,10/1,30,2023-11-01_15-09-19.xlsx,Silica-CS 40g,1555,1996,C1=CC=C(C=C1)CCCBr,1555,1996,70,74570cb56429d6d83294,keep,,,verified_t1_t2,38.875,49.9
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,20/1,30,2023-11-01_15-14-41.xlsx,Silica-CS 40g,1645,2164,C1=CC=C(C=C1)CCCBr,1645,2164,71,d5550211e2b65179350d,keep,,,verified_t1_t2,41.125,54.1
637-59-2,1-Bromo-3-phenylpropane,0.97,1.31,100,PE,300,50/1,30,2023-11-01_15-20-18.xlsx,Silica-CS 40g,1744,2336,C1=CC=C(C=C1)CCCBr,1744,2336,72,de62bb049009ba50cfd2,keep,,,verified_t1_t2,43.6,58.4
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,0/1,30,2023-11-01_15-51-35.xlsx,Silica-CS 40g,1329,2537,CC1=CC=CC=C1C(=O)C,1329,2537,73,0ffa22bda86447e202a1,keep,,,verified_t1_t2,33.225,63.425
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,1/1,30,2023-11-01_15-56-42.xlsx,Silica-CS 40g,1504,2009,CC1=CC=CC=C1C(=O)C,1504,2009,74,dc5dd9936b41d976ea8c,keep,,,verified_t1_t2,37.6,50.225
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,2/1,30,2023-11-01_16-02-20.xlsx,Silica-CS 40g,1703,2300,CC1=CC=CC=C1C(=O)C,1703,2300,75,07efd654c51fd4a1e929,keep,,,verified_t1_t2,42.575,57.5
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,5/1,30,2023-11-01_16-09-07.xlsx,Silica-CS 40g,2224,3024,CC1=CC=CC=C1C(=O)C,2224,3024,76,547df4dcf29fa076a49c,keep,,,verified_t1_t2,55.6,75.6
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,10/1,30,2023-11-01_16-38-18.xlsx,Silica-CS 40g,2759,3934,CC1=CC=CC=C1C(=O)C,2759,3934,77,18f44e542b9205c8c6a0,keep,,,verified_t1_t2,68.975,98.35
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,20/1,30,2023-11-01_16-49-32.xlsx,Silica-CS 40g,4215,5670,CC1=CC=CC=C1C(=O)C,4215,5670,78,3c55e678488664157761,keep,,,verified_t1_t2,105.375,141.75
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,50/1,30,2023-11-01_17-07-53.xlsx,Silica-CS 40g,7662,9924,CC1=CC=CC=C1C(=O)C,7662,9924,79,028bf8bcebe37d14afc3,keep,,,verified_t1_t2,191.55,248.1
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,0/1,30,2023-11-01_18-28-51.xlsx,Silica-CS 40g,1202,2065,COC(=O)C#CC(=O)OC,1202,2065,80,f274465a479adb593c94,keep,,,verified_t1_t2,30.05,51.625
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,1/1,30,2023-11-01_18-33-54.xlsx,Silica-CS 40g,1715,2043,COC(=O)C#CC(=O)OC,1715,2043,81,dbe041e2e234e23a34a1,keep,,,verified_t1_t2,42.875,51.075
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,2/1,30,2023-11-01_18-39-51.xlsx,Silica-CS 40g,2108,2505,COC(=O)C#CC(=O)OC,2108,2505,82,7b9d65dea79bcc07f7aa,keep,,,verified_t1_t2,52.7,62.625
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,5/1,30,2023-11-01_18-47-49.xlsx,Silica-CS 40g,3207,3744,COC(=O)C#CC(=O)OC,3207,3744,83,ad0d29c596fc13e13392,keep,,,verified_t1_t2,80.175,93.6
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,10/1,30,2023-11-01_18-58-37.xlsx,Silica-CS 40g,4715,5434,COC(=O)C#CC(=O)OC,4715,5434,84,2d1bf8b2d788197ba7e1,keep,,,verified_t1_t2,117.875,135.85
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,20/1,30,2023-11-01_19-13-37.xlsx,Silica-CS 40g,6916,8123,COC(=O)C#CC(=O)OC,6916,8123,85,e18fabb0440c61863fe9,keep,,,verified_t1_t2,172.9,203.075
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,50/1,30,2023-11-01_19-37-45.xlsx,Silica-CS 40g,12306,14176,COC(=O)C#CC(=O)OC,12306,14176,86,f32caff95da76f546e51,keep,,,verified_t1_t2,307.65,354.4
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,0/1,30,2023-11-01_19-54-05.xlsx,Silica-CS 40g,1119,1393,CCOC(=O)C(C)Br,1119,1393,87,5e69f2c8f2ccaa8334b0,keep,,,verified_t1_t2,27.975,34.825
