CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,20/1,30,2023-11-17_15-37-04.xlsx,Silica-CS 40g,9884,15994,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,9884,15994,276,44eeaf029889930b1f87,keep,,,verified_t1_t2,247.1,399.85
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,50/1,30,2023-11-17_16-28-00.xlsx,Silica-CS 40g,-1,-1,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,-1,-1,277,5741cc9dcdcc40d508bf,drop,negative_t1;negative_t2,,verified_t1_t2,-0.025,-0.025
21282-97-3,2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,0.95,1.122,100,DCM,300,0/1,30,2023-11-17_16-40-56.xlsx,Silica-CS 40g,1384,2648,CC(=C)C(=O)OCCOC(=O)CC(=O)C,1384,2648,278,26ee9dc3a6c275045f2a,keep,,,verified_t1_t2,34.6,66.2
21282-97-3,2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,0.95,1.122,100,DCM,300,1/1,30,2023-11-17_16-49-04.xlsx,Silica-CS 40g,2299,3614,CC(=C)C(=O)OCCOC(=O)CC(=O)C,2299,3614,279,a789826a9ea342979997,keep,,,verified_t1_t2,57.475,90.35
21282-97-3,2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,0.95,1.122,100,DCM,300,2/1,30,2023-11-17_17-00-08.xlsx,Silica-CS 40g,3454,5375,CC(=C)C(=O)OCCOC(=O)CC(=O)C,3454,5375,280,f2af470c45ffe890a062,keep,,,verified_t1_t2,86.35,134.375
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,0/1,30,2023-11-17_19-12-22.xlsx,Silica-CS 40g,1008,1375,C1=CC(=CC=C1OC(F)(F)F)I,1008,1375,281,6fc0b3e73a54e2a9ea2d,keep,,,verified_t1_t2,25.2,34.375
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,1/1,30,2023-11-17_19-17-09.xlsx,Silica-CS 40g,1220,1630,C1=CC(=CC=C1OC(F)(F)F)I,1220,1630,282,56951f5b413b6dd0171b,keep,,,verified_t1_t2,30.5,40.75
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,2/1,30,2023-11-17_19-22-06.xlsx,Silica-CS 40g,1352,1739,C1=CC(=CC=C1OC(F)(F)F)I,1352,1739,283,847efa7565c18da31ae2,keep,,,verified_t1_t2,33.8,43.475
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,5/1,30,2023-11-17_19-27-13.xlsx,Silica-CS 40g,1389,1825,C1=CC(=CC=C1OC(F)(F)F)I,1389,1825,284,2dc9221aef88fd468fc0,keep,,,verified_t1_t2,34.725,45.625
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,10/1,30,2023-11-17_19-32-25.xlsx,Silica-CS 40g,1435,1897,C1=CC(=CC=C1OC(F)(F)F)I,1435,1897,285,8baa70e9ea9d975a6452,keep,,,verified_t1_t2,35.875,47.425
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,20/1,30,2023-11-17_19-37-42.xlsx,Silica-CS 40g,1490,1935,C1=CC(=CC=C1OC(F)(F)F)I,1490,1935,286,2defae4ea9b0aabc0543,keep,,,verified_t1_t2,37.25,48.375
103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,0.9984,1.84,100,DCM,300,50/1,30,2023-11-17_19-43-09.xlsx,Silica-CS 40g,1551,2003,C1=CC(=CC=C1OC(F)(F)F)I,1551,2003,287,95ad7227144a5e3d4f8b,keep,,,verified_t1_t2,38.775,50.075
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,0/1,30,2023-11-19_12-24-20.xlsx,Silica-CS 40g,1096,1499,C1=CC=C(C(=C1)Cl)I,1096,1499,288,93b6cd688cff46f00698,keep,,,verified_t1_t2,27.4,37.475
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,1/1,30,2023-11-19_12-29-32.xlsx,Silica-CS 40g,1409,1881,C1=CC=C(C(=C1)Cl)I,1409,1881,289,a9327c0ddf79e3c275ec,keep,,,verified_t1_t2,35.225,47.025
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,2/1,30,2023-11-19_12-34-54.xlsx,Silica-CS 40g,1501,1966,C1=CC=C(C(=C1)Cl)I,1501,1966,290,6a561562bd983c52276f,keep,,,verified_t1_t2,37.525,49.15
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,5/1,30,2023-11-19_12-40-51.xlsx,Silica-CS 40g,1663,2305,C1=CC=C(C(=C1)Cl)I,1663,2305,291,c17a8fdc4b250fc72828,keep,,,verified_t1_t2,41.575,57.625
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,10/1,30,2023-11-19_12-46-54.xlsx,Silica-CS 40g,1721,2389,C1=CC=C(C(=C1)Cl)I,1721,2389,292,e09dceb6350284c3ed8e,keep,,,verified_t1_t2,43.025,59.725
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,20/1,30,2023-11-19_12-53-46.xlsx,Silica-CS 40g,2014,2871,C1=CC=C(C(=C1)Cl)I,2014,2871,293,aa4cf1449136194f0da7,keep,,,verified_t1_t2,50.35,71.775
615-41-8,1-Chloro-2-iodobenzene,0.98,1.952,100,DCM,300,50/1,30,2023-11-19_13-00-59.xlsx,Silica-CS 40g,2071,3057,C1=CC=C(C(=C1)Cl)I,2071,3057,294,775d66101224460fa88d,keep,,,verified_t1_t2,51.775,76.425
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,0/1,30,2023-11-19_13-15-53.xlsx,Silica-CS 40g,1150,1518,COC1=CC=C(C=C1)Br,1150,1518,295,2058802b4d71eee951e6,keep,,,verified_t1_t2,28.75,37.95
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,1/1,30,2023-11-19_13-21-40.xlsx,Silica-CS 40g,1666,2213,COC1=CC=C(C=C1)Br,1666,2213,296,05bdc0651f98d0804707,keep,,,verified_t1_t2,41.65,55.325
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,2/1,30,2023-11-19_13-27-48.xlsx,Silica-CS 40g,1843,2446,COC1=CC=C(C=C1)Br,1843,2446,297,b829dab7c73abb5e2170,keep,,,verified_t1_t2,46.075,61.15
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,5/1,30,2023-11-19_13-34-45.xlsx,Silica-CS 40g,2282,2925,COC1=CC=C(C=C1)Br,2282,2925,298,e3cce340bf27f7c74ae0,keep,,,verified_t1_t2,57.05,73.125
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,10/1,30,2023-11-19_13-54-41.xlsx,Silica-CS 40g,2163,2851,COC1=CC=C(C=C1)Br,2163,2851,299,d7d663196c2fe3927fcf,keep,,,verified_t1_t2,54.075,71.275
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,20/1,30,2023-11-19_14-02-31.xlsx,Silica-CS 40g,2633,3419,COC1=CC=C(C=C1)Br,2633,3419,300,99d8adea6a56f02792c5,keep,,,verified_t1_t2,65.825,85.475
104-92-7,4-Bromoanisole,0.98,1.494,100,DCM,300,50/1,30,2023-11-19_14-11-51.xlsx,Silica-CS 40g,3374,4349,COC1=CC=C(C=C1)Br,3374,4349,301,60f4a696292f547210da,keep,,,verified_t1_t2,84.35,108.725
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,0/1,30,2023-11-19_14-30-45.xlsx,Silica-CS 40g,1108,1388,C1=CC(=CC(=C1)Br)Cl,1108,1388,302,3c43065084c0ac60a8a2,keep,,,verified_t1_t2,27.7,34.7
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,1/1,30,2023-11-19_14-35-27.xlsx,Silica-CS 40g,1310,1593,C1=CC(=CC(=C1)Br)Cl,1310,1593,303,e53990e4e0db135663e2,keep,,,verified_t1_t2,32.75,39.825
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,2/1,30,2023-11-19_14-40-14.xlsx,Silica-CS 40g,1355,1648,C1=CC(=CC(=C1)Br)Cl,1355,1648,304,b134643e82fa289d8e9e,keep,,,verified_t1_t2,33.875,41.2
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,5/1,30,2023-11-19_14-45-11.xlsx,Silica-CS 40g,1406,1746,C1=CC(=CC(=C1)Br)Cl,1406,1746,305,cd3c14e06e70e83e511c,keep,,,verified_t1_t2,35.15,43.65
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,10/1,30,2023-11-19_14-50-19.xlsx,Silica-CS 40g,1452,1842,C1=CC(=CC(=C1)Br)Cl,1452,1842,306,de1169e38d0bab5713cd,keep,,,verified_t1_t2,36.3,46.05
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,20/1,30,2023-11-19_14-55-38.xlsx,Silica-CS 40g,1508,1909,C1=CC(=CC(=C1)Br)Cl,1508,1909,307,96b40d5ce5b925a7c08f,keep,,,verified_t1_t2,37.7,47.725
108-37-2,3-BROMOCHLOROBENZENE,0.99,1.63,100,DCM,300,50/1,30,2023-11-19_15-01-02.xlsx,Silica-CS 40g,1575,1957,C1=CC(=CC(=C1)Br)Cl,1575,1957,308,db134a846b99aceda9d1,keep,,,verified_t1_t2,39.375,48.925
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,0/1,30,2023-11-19_15-11-31.xlsx,Silica-CS 40g,1085,1527,CC(C)C1=CC=CC=C1O,1085,1527,309,13ca70faecd0907f91c3,keep,,,verified_t1_t2,27.125,38.175
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,1/1,30,2023-11-19_15-16-33.xlsx,Silica-CS 40g,1336,1787,CC(C)C1=CC=CC=C1O,1336,1787,310,f08f52e6558a2ef42394,keep,,,verified_t1_t2,33.4,44.675
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,2/1,30,2023-11-19_15-21-55.xlsx,Silica-CS 40g,1517,1994,CC(C)C1=CC=CC=C1O,1517,1994,311,3c807bfcc46e41bd4edb,keep,,,verified_t1_t2,37.925,49.85
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,5/1,30,2023-11-19_15-28-27.xlsx,Silica-CS 40g,2067,2669,CC(C)C1=CC=CC=C1O,2067,2669,312,30a82ebab0b1f4cc899d,keep,,,verified_t1_t2,51.675,66.725
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,10/1,30,2023-11-19_15-37-05.xlsx,Silica-CS 40g,3047,3947,CC(C)C1=CC=CC=C1O,3047,3947,313,713e2e0667b52e51e099,keep,,,verified_t1_t2,76.175,98.675
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,20/1,30,2023-11-19_15-50-35.xlsx,Silica-CS 40g,5193,6803,CC(C)C1=CC=CC=C1O,5193,6803,314,d0b680afdaf95b835ac5,keep,,,verified_t1_t2,129.825,170.075
88-69-7,2-Isopropylphenol,0.98,1.012,100,DCM,300,50/1,30,2023-11-19_16-18-48.xlsx,Silica-CS 40g,12219,15552,CC(C)C1=CC=CC=C1O,12219,15552,315,f1ba8691c8b4ef4653df,keep,,,verified_t1_t2,305.475,388.8
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,0/1,30,2023-11-19_16-50-37.xlsx,Silica-CS 40g,1168,1709,CC1=CC=CC=C1C#N,1168,1709,316,60c68f9293ebbcae88ea,keep,,,verified_t1_t2,29.2,42.725
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,1/1,30,2023-11-19_16-55-49.xlsx,Silica-CS 40g,1495,1876,CC1=CC=CC=C1C#N,1495,1876,317,6fa8393b19c6798d7427,keep,,,verified_t1_t2,37.375,46.9
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,2/1,30,2023-11-19_17-01-26.xlsx,Silica-CS 40g,1709,2136,CC1=CC=CC=C1C#N,1709,2136,318,d671b6f496570529a67a,keep,,,verified_t1_t2,42.725,53.4
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,5/1,30,2023-11-19_17-08-09.xlsx,Silica-CS 40g,2175,2752,CC1=CC=CC=C1C#N,2175,2752,319,88ed69819d593e8afef1,keep,,,verified_t1_t2,54.375,68.8
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,10/1,30,2023-11-19_17-15-51.xlsx,Silica-CS 40g,2723,3356,CC1=CC=CC=C1C#N,2723,3356,320,857832f741585699e3d4,keep,,,verified_t1_t2,68.075,83.9
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,20/1,30,2023-11-19_17-25-05.xlsx,Silica-CS 40g,3479,4277,CC1=CC=CC=C1C#N,3479,4277,321,73a2727c154955ca6564,keep,,,verified_t1_t2,86.975,106.925
529-19-1,o-Tolunitrile,0.98,0.989,100,DCM,300,50/1,30,2023-11-19_17-37-19.xlsx,Silica-CS 40g,5032,6075,CC1=CC=CC=C1C#N,5032,6075,322,80168e91e0ca0a291963,keep,,,verified_t1_t2,125.8,151.875
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,0/1,30,2023-11-19_17-49-40.xlsx,Silica-CS 40g,1015,2291,C1=CC=C(C=C1)C2=CC=CC=C2Br,1015,2291,323,af4aabe4d6e55d198b51,keep,,,verified_t1_t2,25.375,57.275
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,1/1,30,2023-11-19_17-54-47.xlsx,Silica-CS 40g,1252,1812,C1=CC=C(C=C1)C2=CC=CC=C2Br,1252,1812,324,2862275294f456ea8898,keep,,,verified_t1_t2,31.3,45.3
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,2/1,30,2023-11-19_18-00-04.xlsx,Silica-CS 40g,1327,1908,C1=CC=C(C=C1)C2=CC=CC=C2Br,1327,1908,325,f2c8b0e058f0c4f14eee,keep,,,verified_t1_t2,33.175,47.7
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,5/1,30,2023-11-19_18-05-36.xlsx,Silica-CS 40g,1400,2064,C1=CC=C(C=C1)C2=CC=CC=C2Br,1400,2064,326,736e52e707c64bf58a8e,keep,,,verified_t1_t2,35.0,51.6
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,10/1,30,2023-11-19_18-11-24.xlsx,Silica-CS 40g,1465,2229,C1=CC=C(C=C1)C2=CC=CC=C2Br,1465,2229,327,0cf0b1568358441004c4,keep,,,verified_t1_t2,36.625,55.725
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,20/1,30,2023-11-19_18-17-41.xlsx,Silica-CS 40g,1570,2518,C1=CC=C(C=C1)C2=CC=CC=C2Br,1570,2518,328,b676a447da369617ca34,keep,,,verified_t1_t2,39.25,62.95
2052-07-5,2-Bromobiphenyl,0.97,1.352,100,DCM,300,50/1,30,2023-11-19_18-24-18.xlsx,Silica-CS 40g,1637,2714,C1=CC=C(C=C1)C2=CC=CC=C2Br,1637,2714,329,c26799c4958fd6c5331a,keep,,,verified_t1_t2,40.925,67.85
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,0/1,30,2023-11-19_18-39-42.xlsx,Silica-CS 40g,1098,1527,C1OC2=C(O1)C=C(C=C2)Br,1098,1527,330,a50adbd38145edd9b7ba,keep,,,verified_t1_t2,27.45,38.175
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,1/1,30,2023-11-19_18-45-00.xlsx,Silica-CS 40g,1389,1902,C1OC2=C(O1)C=C(C=C2)Br,1389,1902,331,5214d785f997e2288e51,keep,,,verified_t1_t2,34.725,47.55
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,2/1,30,2023-11-19_18-50-32.xlsx,Silica-CS 40g,1526,2071,C1OC2=C(O1)C=C(C=C2)Br,1526,2071,332,5a047d7b008156695ba7,keep,,,verified_t1_t2,38.15,51.775
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,5/1,30,2023-11-19_18-56-44.xlsx,Silica-CS 40g,1808,2499,C1OC2=C(O1)C=C(C=C2)Br,1808,2499,333,c39c531b129c53bc7d5c,keep,,,verified_t1_t2,45.2,62.475
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,10/1,30,2023-11-19_19-14-31.xlsx,Silica-CS 40g,2061,3008,C1OC2=C(O1)C=C(C=C2)Br,2061,3008,334,72ef79f9c0dc35a718fb,keep,,,verified_t1_t2,51.525,75.2
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,20/1,30,2023-11-19_19-22-24.xlsx,Silica-CS 40g,2465,3455,C1OC2=C(O1)C=C(C=C2)Br,2465,3455,335,ca3cf4d3f80061fc497d,keep,,,verified_t1_t2,61.625,86.375
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,50/1,30,2023-11-19_19-31-28.xlsx,Silica-CS 40g,2982,4185,C1OC2=C(O1)C=C(C=C2)Br,2982,4185,336,ab6fe9d43265cfe12520,keep,,,verified_t1_t2,74.55,104.625
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,0/1,30,2023-11-19_19-41-58.xlsx,Silica-CS 40g,1286,1682,CC1=C(C=CC(=C1)OC)Br,1286,1682,337,092c28ff072e6ca14c31,keep,,,verified_t1_t2,32.15,42.05
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,1/1,30,2023-11-19_19-47-05.xlsx,Silica-CS 40g,1371,1817,CC1=C(C=CC(=C1)OC)Br,1371,1817,338,245fd1f816d386a5f0d9,keep,,,verified_t1_t2,34.275,45.425
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,2/1,30,2023-11-19_19-55-46.xlsx,Silica-CS 40g,1284,1787,CC1=C(C=CC(=C1)OC)Br,1284,1787,339,2131aebfaa7b2915379c,keep,,,verified_t1_t2,32.1,44.675
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,5/1,30,2023-11-19_20-01-43.xlsx,Silica-CS 40g,1737,2316,CC1=C(C=CC(=C1)OC)Br,1737,2316,340,1b34c82f5c246fbb8bd9,keep,,,verified_t1_t2,43.425,57.9
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,10/1,30,2023-11-19_20-08-15.xlsx,Silica-CS 40g,1999,2678,CC1=C(C=CC(=C1)OC)Br,1999,2678,341,a0e76678616e5f829351,keep,,,verified_t1_t2,49.975,66.95
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,20/1,30,2023-11-19_20-15-33.xlsx,Silica-CS 40g,2339,3137,CC1=C(C=CC(=C1)OC)Br,2339,3137,342,c47e64b9c5f417d45666,keep,,,verified_t1_t2,58.475,78.425
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,50/1,30,2023-11-19_20-24-16.xlsx,Silica-CS 40g,2947,3988,CC1=C(C=CC(=C1)OC)Br,2947,3988,343,4038b099161226969eb4,keep,,,verified_t1_t2,73.675,99.7
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,0/1,30,2023-11-19_20-36-57.xlsx,Silica-CS 40g,1093,1576,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1093,1576,344,f62054da86c4fbcf9e0e,keep,,,verified_t1_t2,27.325,39.4
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,1/1,30,2023-11-19_20-41-14.xlsx,Silica-CS 40g,1077,1546,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1077,1546,345,b83981d396fc0d812b4f,keep,,,verified_t1_t2,26.925,38.65
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,2/1,30,2023-11-19_20-45-31.xlsx,Silica-CS 40g,1108,1548,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1108,1548,346,4c25887624843a26ed45,keep,,,verified_t1_t2,27.7,38.7
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,5/1,30,2023-11-19_20-49-53.xlsx,Silica-CS 40g,1126,1572,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1126,1572,347,72b522d29384247d3d79,keep,,,verified_t1_t2,28.15,39.3
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,10/1,30,2023-11-19_20-54-20.xlsx,Silica-CS 40g,963,1417,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,963,1417,348,3c6d2b3816f6c95e072a,keep,,,verified_t1_t2,24.075,35.425
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,20/1,30,2023-11-19_20-58-52.xlsx,Silica-CS 40g,1181,1653,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1181,1653,349,0ec5ac8e172e965d0b0f,keep,,,verified_t1_t2,29.525,41.325
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,50/1,30,2023-11-19_21-03-24.xlsx,Silica-CS 40g,1202,1698,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,1202,1698,350,7bf849950eaf2917af82,keep,,,verified_t1_t2,30.05,42.45
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,0/1,30,2023-11-19_21-18-28.xlsx,Silica-CS 40g,1203,1682,C1CCC(CC1)C(=O)C2=CC=CC=C2,1203,1682,351,95a3f47ecb2b2992506d,keep,,,verified_t1_t2,30.075,42.05
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,1/1,30,2023-11-19_21-23-10.xlsx,Silica-CS 40g,1233,1772,C1CCC(CC1)C(=O)C2=CC=CC=C2,1233,1772,352,42a9e790900180676f94,keep,,,verified_t1_t2,30.825,44.3
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,2/1,30,2023-11-19_21-28-02.xlsx,Silica-CS 40g,1316,1867,C1CCC(CC1)C(=O)C2=CC=CC=C2,1316,1867,353,146c2d0e59f3c8999e20,keep,,,verified_t1_t2,32.9,46.675
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,5/1,30,2023-11-19_21-33-19.xlsx,Silica-CS 40g,1408,2133,C1CCC(CC1)C(=O)C2=CC=CC=C2,1408,2133,354,152f3a0fd76ba86a8e5e,keep,,,verified_t1_t2,35.2,53.325
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,10/1,30,2023-11-19_21-39-11.xlsx,Silica-CS 40g,1534,2493,C1CCC(CC1)C(=O)C2=CC=CC=C2,1534,2493,355,fedf5de4ceeb0f41407e,keep,,,verified_t1_t2,38.35,62.325
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,20/1,30,2023-11-19_21-45-59.xlsx,Silica-CS 40g,1679,3049,C1CCC(CC1)C(=O)C2=CC=CC=C2,1679,3049,356,10cb40aaaa30c2672585,keep,,,verified_t1_t2,41.975,76.225
712-50-5,Benzoylcyclohexane,0.99,0.9671,100,DCM,300,50/1,30,2023-11-20_09-41-20.xlsx,Silica-CS 40g,1643,4832,C1CCC(CC1)C(=O)C2=CC=CC=C2,1643,4832,357,988232ddaa2cacc792a6,keep,,,verified_t1_t2,41.075,120.8
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,0/1,30,2023-11-20_09-51-49.xlsx,Silica-CS 40g,1127,1632,C1=CC(=C(C(=C1)Br)C=O)Br,1127,1632,358,50ee48a12466c66d6e58,keep,,,verified_t1_t2,28.175,40.8
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,1/1,30,2023-11-20_09-56-58.xlsx,Silica-CS 40g,1394,2022,C1=CC(=C(C(=C1)Br)C=O)Br,1394,2022,359,6de848348fc905018427,keep,,,verified_t1_t2,34.85,50.55
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,2/1,30,2023-11-20_10-02-37.xlsx,Silica-CS 40g,1615,2306,C1=CC(=C(C(=C1)Br)C=O)Br,1615,2306,360,5bfef0bf0b30ab617aa9,keep,,,verified_t1_t2,40.375,57.65
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,5/1,30,2023-11-20_10-09-21.xlsx,Silica-CS 40g,2034,2976,C1=CC(=C(C(=C1)Br)C=O)Br,2034,2976,361,2e44f06e3a9d95663ee1,keep,,,verified_t1_t2,50.85,74.4
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,10/1,30,2023-11-20_10-17-20.xlsx,Silica-CS 40g,2554,3731,C1=CC(=C(C(=C1)Br)C=O)Br,2554,3731,362,1c2efdb993061c63a05a,keep,,,verified_t1_t2,63.85,93.275
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,20/1,30,2023-11-20_10-26-54.xlsx,Silica-CS 40g,3213,4673,C1=CC(=C(C(=C1)Br)C=O)Br,3213,4673,363,8f3c08f6c103d1b6c5dd,keep,,,verified_t1_t2,80.325,116.825
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,50/1,30,2023-11-20_10-39-00.xlsx,Silica-CS 40g,4309,6188,C1=CC(=C(C(=C1)Br)C=O)Br,4309,6188,364,c4f131709fb64e868bf7,keep,,,verified_t1_t2,107.725,154.7
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,0/1,30,2023-11-20_10-52-36.xlsx,Silica-CS 40g,1193,1556,CC1=C(C=C(C=C1)Cl)Br,1193,1556,365,6a3d31548f76e951c143,keep,,,verified_t1_t2,29.825,38.9
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,1/1,30,2023-11-20_10-57-03.xlsx,Silica-CS 40g,1248,1604,CC1=C(C=C(C=C1)Cl)Br,1248,1604,366,08883858fc812dcf1a1b,keep,,,verified_t1_t2,31.2,40.1
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,2/1,30,2023-11-20_11-01-30.xlsx,Silica-CS 40g,1310,1642,CC1=C(C=C(C=C1)Cl)Br,1310,1642,367,85dcd8f8d31c76dab322,keep,,,verified_t1_t2,32.75,41.05
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,5/1,30,2023-11-20_11-06-07.xlsx,Silica-CS 40g,1378,1743,CC1=C(C=C(C=C1)Cl)Br,1378,1743,368,8b3ab2768e043414f4aa,keep,,,verified_t1_t2,34.45,43.575
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,10/1,30,2023-11-20_11-10-49.xlsx,Silica-CS 40g,1419,1792,CC1=C(C=C(C=C1)Cl)Br,1419,1792,369,e05ee5ec92c5e554a057,keep,,,verified_t1_t2,35.475,44.8
