column,protocol,method,reference,endpoint,relative_gain,mean_delta,median_delta,std_delta,wins,ties,seeds,no_output_regression,material,stronger_10pct
25g,row,physics_scale_residual,target_head_only,aulc,0.4018914428369229,-1.3568361925723775,-1.3144177285198708,0.18479273480740935,5,0,5,True,True,True
25g,row,physics_scale_residual,standard_shallow_finetune,aulc,0.04598764367555919,-0.0973387655549097,-0.08140162673741513,0.3145331278970741,4,0,5,True,False,False
25g,row,raw_column_conditioned,scale_only,aulc,-0.657950654894673,1.3554573579246234,1.2090100150398275,0.43034867797932685,0,0,5,True,False,False
25g,row,raw_column_conditioned,local_identity_shrinkage,aulc,-0.6901246702606476,1.3946747815738865,1.3802810141533701,0.3964706053725873,0,0,5,True,False,False
25g,row,raw_column_conditioned,conditional_EA,aulc,-0.7369937184561908,1.4492045033248093,1.4578103999393346,0.3914897180653095,0,0,5,True,False,False
25g,row,raw_column_conditioned,conditional_policy,aulc,-0.7510711286389526,1.4650127923002931,1.4578103999393346,0.396581641940511,0,0,5,True,False,False
25g,row,raw_column_conditioned,target_head_only,aulc,-0.011685385061497966,0.03945133358317978,-0.03076235633953761,0.32513521229971537,3,0,5,True,False,False
25g,row,raw_column_conditioned,standard_shallow_finetune,aulc,-0.6136875931677457,1.2989487606006476,1.2365922567728875,0.2722785310883898,0,0,5,True,False,False
25g,row,mass_normalized_column_conditioned,scale_only,aulc,-0.1918788509621039,0.3952934744146448,0.45793858398694876,0.2610733241048439,1,0,5,True,False,False
25g,row,mass_normalized_column_conditioned,local_identity_shrinkage,aulc,-0.21500832610783505,0.43451089806390775,0.48141075167681113,0.16836675948510332,0,0,5,True,False,False
25g,row,mass_normalized_column_conditioned,conditional_EA,aulc,-0.24870186646989123,0.4890406198148306,0.5517072864617374,0.15460920941484826,0,0,5,True,False,False
25g,row,mass_normalized_column_conditioned,conditional_policy,aulc,-0.2588219309142812,0.5048489087903145,0.5517072864617374,0.17991251295195732,0,0,5,True,False,False
25g,row,mass_normalized_column_conditioned,target_head_only,aulc,0.27271272475907626,-0.9207125499267989,-0.8656157638475523,0.232798485275138,5,0,5,True,True,True
25g,row,mass_normalized_column_conditioned,standard_shallow_finetune,aulc,-0.16005871988920028,0.338784877090669,0.5200948205412022,0.3236368999883837,2,0,5,True,False,False
40g,compound,packing_mass_physical_scale,scale_only,aulc,-0.20242781948340216,0.7289826789774202,0.7751191905364085,0.13081910835225424,0,0,5,True,False,False
40g,compound,packing_mass_physical_scale,local_identity_shrinkage,aulc,-0.1689054295074892,0.6257059176139121,0.7017042498082819,0.41815722698634417,1,0,5,True,False,False
40g,compound,packing_mass_physical_scale,conditional_EA,aulc,-0.2672616123243412,0.9132219310350079,0.8897616118119878,0.10866285984891934,0,0,5,True,False,False
40g,compound,packing_mass_physical_scale,conditional_policy,aulc,-0.16890542856763613,0.6257059146353459,0.7017042498082819,0.418157233187995,1,0,5,True,False,False
40g,compound,packing_mass_physical_scale,target_head_only,aulc,0.4390236297230966,-3.3888266668879865,-3.2615507112727347,0.4390709924559214,5,0,5,True,True,True
40g,compound,packing_mass_physical_scale,standard_shallow_finetune,aulc,-0.09378181369659133,0.3712735044890282,0.4700353445502987,0.4565680335399377,1,0,5,True,False,False
40g,compound,physics_scale_residual,scale_only,aulc,-0.03079003644696421,0.11088102076187578,0.039256160118955385,0.4789537296627272,2,0,5,True,False,False
40g,compound,physics_scale_residual,local_identity_shrinkage,aulc,-0.0020527226347253347,0.007604259398367663,-0.19696189045858725,0.3378541819887643,3,0,5,True,False,False
40g,compound,physics_scale_residual,conditional_EA,aulc,-0.08636927921117321,0.29512027281946346,0.2922496497681135,0.46886281479156133,2,0,5,True,False,False
40g,compound,physics_scale_residual,conditional_policy,aulc,-0.0020527218290293803,0.0076042564198013805,-0.19696189045858725,0.3378541843874421,3,0,5,True,False,False
40g,compound,physics_scale_residual,target_head_only,aulc,0.5190989065671756,-4.006928325103532,-4.26190635019019,0.5464185800064545,5,0,5,True,True,True
40g,compound,physics_scale_residual,standard_shallow_finetune,aulc,0.06234754607580095,-0.24682815372651623,-0.471064043706674,0.48863739524309835,4,0,5,True,True,False
40g,compound,raw_column_conditioned,scale_only,aulc,-0.8183814679641626,2.9471537877772036,2.7991269785740047,0.7069705571413955,0,0,5,True,False,False
40g,compound,raw_column_conditioned,local_identity_shrinkage,aulc,-0.767686954991021,2.843877026413695,2.581739228259791,0.6595157463543676,0,0,5,True,False,False
40g,compound,raw_column_conditioned,conditional_EA,aulc,-0.9164269102680849,3.1313930398347907,3.035442759592588,0.6481354957036308,0,0,5,True,False,False
40g,compound,raw_column_conditioned,conditional_policy,aulc,-0.7676869535697202,2.843877023435129,2.581739228259791,0.6595157489871589,0,0,5,True,False,False
40g,compound,raw_column_conditioned,target_head_only,aulc,0.1516588196407711,-1.1706555580882039,-1.247542874751427,0.4625958162681686,5,0,5,True,True,True
40g,compound,raw_column_conditioned,standard_shallow_finetune,aulc,-0.6540806423429277,2.589444613288811,2.7294123412599145,0.4201661135034501,0,0,5,True,False,False
40g,compound,mass_normalized_column_conditioned,scale_only,aulc,-0.29761098811759235,1.0717561250461842,0.7004421870705002,1.3777334273530777,1,0,5,True,False,False
40g,compound,mass_normalized_column_conditioned,local_identity_shrinkage,aulc,-0.2614349941195526,0.9684793636826763,0.8516046695315467,1.50165575116513,1,0,5,True,False,False
40g,compound,mass_normalized_column_conditioned,conditional_EA,aulc,-0.3675769691341382,1.255995377103772,0.9184426653792532,1.2839658484337606,0,0,5,True,False,False
40g,compound,mass_normalized_column_conditioned,conditional_policy,aulc,-0.2614349931053015,0.9684793607041101,0.8516046695315467,1.5016557554112153,1,0,5,True,False,False
40g,compound,mass_normalized_column_conditioned,target_head_only,aulc,0.3946172149789644,-3.0460532208192235,-3.3298792169001104,0.8890592221957605,5,0,5,True,True,True
40g,compound,mass_normalized_column_conditioned,standard_shallow_finetune,aulc,-0.18036465645452227,0.7140469505577923,0.5324668681284024,0.8586170874321524,1,0,5,True,False,False
40g,row,packing_mass_physical_scale,scale_only,aulc,-0.20267266352530666,0.7366884393059444,0.7631595873006454,0.24280209192549337,0,0,5,True,False,False
40g,row,packing_mass_physical_scale,local_identity_shrinkage,aulc,-0.3302693894637809,1.085337590809722,1.1965108261847073,0.3056907502095617,0,0,5,True,False,False
40g,row,packing_mass_physical_scale,conditional_EA,aulc,-0.4149770896530358,1.282067324572869,1.4035512439784017,0.26861732030396934,0,0,5,True,False,False
40g,row,packing_mass_physical_scale,conditional_policy,aulc,-0.39985031922597636,1.2486823287447748,1.2366262648379305,0.25997827629084513,0,0,5,True,False,False
40g,row,packing_mass_physical_scale,target_head_only,aulc,0.4511122856071308,-3.5928349264177584,-3.3681284724444502,0.7942415154556297,5,0,5,True,True,True
40g,row,packing_mass_physical_scale,standard_shallow_finetune,aulc,-0.2563214463713075,0.8919084751494534,0.698377987545109,0.478359783686515,0,0,5,True,False,False
40g,row,physics_scale_residual,scale_only,aulc,0.158046457291957,-0.5744780570553233,-0.5868135130225216,0.05814071332993915,5,0,5,True,True,True
40g,row,physics_scale_residual,local_identity_shrinkage,aulc,0.06871997744419667,-0.22582890555154575,-0.1761889688616236,0.14430825360734145,5,0,5,True,True,False
40g,row,physics_scale_residual,conditional_EA,aulc,0.009418764045083572,-0.029099171788398694,-0.009263989721152388,0.21105846984781848,3,0,5,True,False,False
40g,row,physics_scale_residual,conditional_policy,aulc,0.020008543240248478,-0.06248416761649293,-0.052040388762784495,0.22014307563559793,3,0,5,True,False,False
40g,row,physics_scale_residual,target_head_only,aulc,0.6157408664071856,-4.904001422779027,-4.718101572767617,0.7547444847155996,5,0,5,True,True,True
40g,row,physics_scale_residual,standard_shallow_finetune,aulc,0.12048862119151549,-0.4192580212118144,-0.5162471465787273,0.5065829631320432,4,0,5,True,True,True
40g,row,raw_column_conditioned,scale_only,aulc,-0.6515432822715383,2.368274020817606,2.1323522476804295,0.8467309302610568,0,0,5,True,False,False
40g,row,raw_column_conditioned,local_identity_shrinkage,aulc,-0.8267626266156824,2.7169231723213834,2.6073357521783445,0.8888844484626384,0,0,5,True,False,False
40g,row,raw_column_conditioned,conditional_EA,aulc,-0.94308557752916,2.91365290608453,2.834989732926964,0.9576232602067605,0,0,5,True,False,False
40g,row,raw_column_conditioned,conditional_policy,aulc,-0.9223130790439575,2.880267910256436,2.834989732926964,0.9970296048419814,0,0,5,True,False,False
40g,row,raw_column_conditioned,target_head_only,aulc,0.24625224724928074,-1.961249344906097,-2.2338099832782365,0.5875122842418022,5,0,5,True,True,True
40g,row,raw_column_conditioned,standard_shallow_finetune,aulc,-0.7252152710000763,2.5234940566611144,2.4573161552905707,0.9025229530225295,0,0,5,True,False,False
40g,row,mass_normalized_column_conditioned,scale_only,aulc,-0.07353666764952038,0.26729610190236974,0.17195949851943926,0.16749717385321564,0,0,5,True,False,False
40g,row,mass_normalized_column_conditioned,local_identity_shrinkage,aulc,-0.18743279925814926,0.6159452534061473,0.625091759859576,0.25382170821331185,0,0,5,True,False,False
40g,row,mass_normalized_column_conditioned,conditional_EA,aulc,-0.2630450792603163,0.8126749871692944,0.8527457406081957,0.25625399548923194,0,0,5,True,False,False
40g,row,mass_normalized_column_conditioned,conditional_policy,aulc,-0.2495425334645518,0.7792899913412,0.8527457406081957,0.22941617685477186,0,0,5,True,False,False
40g,row,mass_normalized_column_conditioned,target_head_only,aulc,0.5100486560525507,-4.062227263821333,-3.9593285612256564,0.7570206350157683,5,0,5,True,True,True
40g,row,mass_normalized_column_conditioned,standard_shallow_finetune,aulc,-0.12142495621436367,0.4225161377458786,0.31243291210717583,0.40971942913542303,0,0,5,True,False,False
8g,compound,packing_mass_physical_scale,scale_only,aulc,0.07141980447886898,-0.05248567753696374,0.0005567290091246235,0.16630356056609166,2,0,5,True,False,False
8g,compound,packing_mass_physical_scale,local_identity_shrinkage,aulc,0.06283952895180234,-0.045757314396846896,0.006474147853423151,0.1456824181960168,2,0,5,True,False,False
8g,compound,packing_mass_physical_scale,conditional_EA,aulc,0.09291442054291066,-0.06989987963914623,-0.015689595444915327,0.17543310023578113,3,0,5,True,False,False
8g,compound,packing_mass_physical_scale,conditional_policy,aulc,0.09355290641395109,-0.0704297896640487,-0.02009601736150146,0.17473998340208793,3,0,5,True,False,False
8g,compound,packing_mass_physical_scale,target_head_only,aulc,0.05876315631258644,-0.04260374374696463,-0.04551750235561769,0.09764915354533844,3,0,5,True,False,False
8g,compound,packing_mass_physical_scale,standard_shallow_finetune,aulc,0.17098707062869756,-0.1407484224885202,-0.16365605817570472,0.04665520396261351,5,0,5,True,True,True
8g,compound,physics_scale_residual,scale_only,aulc,-0.2490801556715283,0.18304643686472888,0.05445091550504544,0.2708358053336707,1,0,5,True,False,False
8g,compound,physics_scale_residual,local_identity_shrinkage,aulc,-0.2606219179692242,0.18977480000484573,0.07137674713213726,0.2975627960485585,2,0,5,True,False,False
8g,compound,physics_scale_residual,conditional_EA,aulc,-0.22016666116790584,0.16563223476254638,0.04841101497974554,0.26849335762748794,2,0,5,True,False,False
8g,compound,physics_scale_residual,conditional_policy,aulc,-0.21930780155078278,0.1651023247376439,0.05858891078659734,0.26875486373665125,2,0,5,True,False,False
8g,compound,physics_scale_residual,target_head_only,aulc,-0.266105252844689,0.19292837065472798,0.0801003057718418,0.43305766985263,2,0,5,True,False,False
8g,compound,physics_scale_residual,standard_shallow_finetune,aulc,-0.11514719338988089,0.09478369191317242,-0.026875157697546226,0.4315038473306744,3,0,5,True,False,False
8g,compound,raw_column_conditioned,scale_only,aulc,-1.627903099820506,1.196329194430692,1.0748206213948608,0.2782971975253162,0,0,5,True,False,False
8g,compound,raw_column_conditioned,local_identity_shrinkage,aulc,-1.6521854749601546,1.203057557570809,1.1119828885936989,0.23532236747137825,0,0,5,True,False,False
8g,compound,raw_column_conditioned,conditional_EA,aulc,-1.5670728468637907,1.1789149923285094,1.0898191452953605,0.25314734329129335,0,0,5,True,False,False
8g,compound,raw_column_conditioned,conditional_policy,aulc,-1.5652659173085492,1.1783850823036068,1.0854127233787745,0.250301370785456,0,0,5,True,False,False
8g,compound,raw_column_conditioned,target_head_only,aulc,-1.6637217023601014,1.206211128220691,1.2611824646551186,0.18721230574739078,0,0,5,True,False,False
8g,compound,raw_column_conditioned,standard_shallow_finetune,aulc,-1.3461254691776894,1.1080664494791355,1.0638592951604426,0.2783939064618808,0,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,scale_only,aulc,-0.32665355378475347,0.2400543268824325,0.1409360184700693,0.3867476041194919,2,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,local_identity_shrinkage,aulc,-0.33891211053121406,0.24678269002254932,0.12650492975982985,0.3909895569047082,1,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,conditional_EA,aulc,-0.29594440348611273,0.22264012478025,0.14039488928502253,0.3990149528763635,1,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,conditional_policy,aulc,-0.2950322048909426,0.22211021475534753,0.13337433029128176,0.3961576629999693,1,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,target_head_only,aulc,-0.344735984736642,0.24993626067243158,0.0901405595774939,0.3092739545784519,0,0,5,True,False,False
8g,compound,mass_normalized_column_conditioned,standard_shallow_finetune,aulc,-0.18440276261407695,0.151791581930876,0.09819248062526831,0.3663032141185246,2,0,5,True,False,False
8g,row,packing_mass_physical_scale,scale_only,aulc,-0.00943294831797914,0.006882795090286176,0.03583612049361906,0.08235026036351169,2,0,5,True,False,False
8g,row,packing_mass_physical_scale,local_identity_shrinkage,aulc,0.023445051378840343,-0.017682732013220015,-0.055191724493340644,0.059842394413072056,3,0,5,True,False,False
8g,row,packing_mass_physical_scale,conditional_EA,aulc,0.02435749792710873,-0.018388098623289183,-0.06234955911755835,0.07610621561892,3,0,5,True,False,False
8g,row,packing_mass_physical_scale,conditional_policy,aulc,0.02178975726763921,-0.016406466187525903,-0.05519172707835751,0.0642772518162746,3,0,5,True,False,False
8g,row,packing_mass_physical_scale,target_head_only,aulc,-0.0847705377918091,0.0575574995118054,0.056684285400253165,0.05385351967489507,1,0,5,True,False,False
8g,row,packing_mass_physical_scale,standard_shallow_finetune,aulc,-0.01583246596606047,0.011479456741119965,0.023407935320045925,0.05109739442415478,2,0,5,True,False,False
8g,row,physics_scale_residual,scale_only,aulc,-0.19126501891968695,0.13955742030885493,0.11031827794653415,0.14351393341153199,0,0,5,True,False,False
8g,row,physics_scale_residual,local_identity_shrinkage,aulc,-0.1524646102386189,0.11499189320534872,0.10999810016866862,0.11811972161266428,0,0,5,True,False,False
8g,row,physics_scale_residual,conditional_EA,aulc,-0.15138780205993063,0.11428652659527956,0.11595232474821848,0.10008854569615837,0,0,5,True,False,False
8g,row,physics_scale_residual,conditional_policy,aulc,-0.15441807725590162,0.11626815903104284,0.11773994203739813,0.11842430583709745,0,0,5,True,False,False
8g,row,physics_scale_residual,target_head_only,aulc,-0.2801733858394029,0.19023212473037415,0.12192779887272698,0.19707131446033205,0,0,5,True,False,False
8g,row,physics_scale_residual,standard_shallow_finetune,aulc,-0.19881730015324628,0.1441540819596887,0.05521533373100829,0.18351156744036962,1,0,5,True,False,False
8g,row,raw_column_conditioned,scale_only,aulc,-1.0917066777795692,0.7965689102242053,0.7972052046930616,0.4665679808995346,0,0,5,True,False,False
8g,row,raw_column_conditioned,local_identity_shrinkage,aulc,-1.023578198683988,0.7720033831206992,0.7787413771533428,0.409397568197225,0,0,5,True,False,False
8g,row,raw_column_conditioned,conditional_EA,aulc,-1.021687463354504,0.77129801651063,0.810631473220158,0.4020730809839141,0,0,5,True,False,False
8g,row,raw_column_conditioned,conditional_policy,aulc,-1.02700823309277,0.7732796489463933,0.7827481951177268,0.4082626072413328,0,0,5,True,False,False
8g,row,raw_column_conditioned,target_head_only,aulc,-1.247818224616641,0.8472436146457245,0.791679806290321,0.4291462278770055,0,0,5,True,False,False
8g,row,raw_column_conditioned,standard_shallow_finetune,aulc,-1.104967502900608,0.801165571875039,0.7847770195194884,0.39568412423569355,0,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,scale_only,aulc,-0.2910790183702938,0.21238717429479087,0.23467362430144867,0.2455571742379677,1,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,local_identity_shrinkage,aulc,-0.24902759172994116,0.18782164719128472,0.21959083010746627,0.19665475509092287,1,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,conditional_EA,aulc,-0.24786055968901488,0.18711628058121554,0.22554505468701613,0.18379536235370378,1,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,conditional_policy,aulc,-0.2511447363107324,0.1890979130169788,0.22733267197619578,0.1944377029413552,1,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,target_head_only,aulc,-0.387436860886067,0.2630618787163101,0.13993294260483669,0.24188356657900056,0,0,5,True,False,False
8g,row,mass_normalized_column_conditioned,standard_shallow_finetune,aulc,-0.29926409195729686,0.21698383594562473,0.10054622954326053,0.20837090662339616,0,0,5,True,False,False
25g,compound,packing_mass_physical_scale,scale_only,budget100,-0.4679626182281751,0.7599313994220382,0.7095035185754832,0.17647850409669774,0,0,5,False,False,False
25g,compound,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.5630881147506293,0.8587586476729193,0.7586325298662888,0.20109210850589163,0,0,5,False,False,False
25g,compound,packing_mass_physical_scale,conditional_EA,budget100,-0.6372119234701314,0.9278060891402433,0.8606456437779317,0.19994425829409673,0,0,5,False,False,False
25g,compound,packing_mass_physical_scale,conditional_policy,budget100,-0.632109472269371,0.9232540823701025,0.8606456437779317,0.19185631863574856,0,0,5,False,False,False
25g,compound,packing_mass_physical_scale,target_head_only,budget100,0.21744597398678,-0.6623922836475697,-0.6177832620556889,0.5196489950702551,4,0,5,True,True,True
25g,compound,packing_mass_physical_scale,standard_shallow_finetune,budget100,-0.13388429792609258,0.2814745464026733,0.24948944734257283,0.34704749525594064,1,0,5,False,False,False
25g,compound,physics_scale_residual,scale_only,budget100,-0.04769977732153019,0.07746037208979732,0.06961826400345061,0.3420486393764739,2,0,5,False,False,False
25g,compound,physics_scale_residual,local_identity_shrinkage,budget100,-0.11559180691862458,0.17628762034067838,0.20190800788502883,0.36064748520644363,2,0,5,False,False,False
25g,compound,physics_scale_residual,conditional_EA,budget100,-0.16849471938064675,0.2453350618080023,0.17358843597955564,0.3138538016178451,1,0,5,False,False,False
25g,compound,physics_scale_residual,conditional_policy,budget100,-0.16485304831869363,0.2407830550378617,0.17358843597955564,0.3047154801141863,1,0,5,False,False,False
25g,compound,physics_scale_residual,target_head_only,budget100,0.4414832717023057,-1.3448633109798105,-1.6454179132386302,0.5875002939681806,5,0,5,True,True,True
25g,compound,physics_scale_residual,standard_shallow_finetune,budget100,0.19073530095785252,-0.4009964809295676,-0.5273295028227936,0.41000391124642593,4,0,5,True,True,True
25g,compound,raw_column_conditioned,scale_only,budget100,-1.0406638538104551,1.6899493847359115,1.7590134163829236,0.6155722711628578,0,0,5,False,False,False
25g,compound,raw_column_conditioned,local_identity_shrinkage,budget100,-1.17290098295714,1.7887766329867927,1.752348451160333,0.6042078684361435,0,0,5,False,False,False
25g,compound,raw_column_conditioned,conditional_EA,budget100,-1.2759429646005285,1.8578240744541161,1.9101555415853722,0.5858947064705634,0,0,5,False,False,False
25g,compound,raw_column_conditioned,conditional_policy,budget100,-1.2688498768052878,1.8532720676839758,1.9101555415853722,0.5939457340376899,0,0,5,False,False,False
25g,compound,raw_column_conditioned,target_head_only,budget100,-0.08785448260699757,0.2676257016663036,0.4317266357517515,0.30369933181392034,2,0,5,False,False,False
25g,compound,raw_column_conditioned,standard_shallow_finetune,budget100,-0.576250425214412,1.2114925317165466,1.2989993451500133,0.4898964714713996,0,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,scale_only,budget100,-0.888126834643203,1.4422422689873717,1.5523054799701097,0.7307500556401066,0,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-1.0104794071219163,1.5410695172382527,1.665106087735969,0.7590566028495327,0,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,conditional_EA,budget100,-1.1058191321199389,1.6101169587055768,1.8201533937956043,0.720398833133376,0,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,conditional_policy,budget100,-1.09925624358655,1.605564951935436,1.8201533937956043,0.7216271736254933,0,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,target_head_only,budget100,-0.0065387481440408735,0.019918585917763743,0.3444842723273873,0.8436583965250007,1,0,5,False,False,False
25g,compound,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,-0.45842771723908227,0.9637854159680067,1.2114496091830773,0.6348030790753578,1,0,5,False,False,False
25g,row,packing_mass_physical_scale,scale_only,budget100,-0.291746426585215,0.6026149473682361,0.5989166159806705,0.12448625564244173,0,0,5,False,False,False
25g,row,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.32457342975770365,0.6538054686988113,0.6404931546618697,0.07385083877087732,0,0,5,False,False,False
25g,row,packing_mass_physical_scale,conditional_EA,budget100,-0.3699485160384959,0.720524357071622,0.6949938133173839,0.09097513945843723,0,0,5,False,False,False
25g,row,packing_mass_physical_scale,conditional_policy,budget100,-0.3623241317635051,0.7096242264005368,0.6829719236511556,0.09780723848610791,0,0,5,False,False,False
25g,row,packing_mass_physical_scale,target_head_only,budget100,0.20804663529632084,-0.700926873872191,-0.7321696951233418,0.10091100400993934,5,0,5,True,True,True
25g,row,packing_mass_physical_scale,standard_shallow_finetune,budget100,-0.38338032278671164,0.7394347354049529,0.7442252086331158,0.2406622662490064,0,0,5,False,False,False
25g,row,physics_scale_residual,scale_only,budget100,0.08000275380058253,-0.16524917146421436,-0.17433557958932777,0.06452350742087296,5,0,5,True,True,False
25g,row,physics_scale_residual,local_identity_shrinkage,budget100,0.05662296973606917,-0.11405865013363928,-0.0748388016270527,0.08535313447180945,5,0,5,True,True,False
25g,row,physics_scale_residual,conditional_EA,budget100,0.024306290885449666,-0.04733976176082857,-0.0311600192310848,0.07850104768595619,3,0,5,True,False,False
25g,row,physics_scale_residual,conditional_policy,budget100,0.029736468505913827,-0.05823989243191372,-0.0311600192310848,0.06852522153950874,4,0,5,True,False,False
25g,row,physics_scale_residual,target_head_only,budget100,0.43596134686293,-1.4687909927046412,-1.4232805836674478,0.16406728602804307,5,0,5,True,True,True
