column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error,compounds,eligible
8g,compound,536279090,100,97,local_identity_shrinkage,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,6.908542318220513,4.4069390494329275,2.247211346098209,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,8.422954803359874,5.796345412786503,4.664213094925664,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,3.843317072452834,2.507921948440901,1.3883914556007664,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.4930324617334538,1.233392882677671,1.0212213817302835,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,7.989220329730384,5.2188146744452535,3.1458039068922474,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,12.354127015485833,9.124130286270411,6.086993445329377,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,EA,low,,,,47,4.897528167065898,3.3610790142307567,1.6629619022427757,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,EA,mid,,,,55,5.740335273379052,2.694743155578803,1.1605764764206068,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,EA,high,,,,19,3.9449009616425896,2.813525572607947,1.8178106643831224,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,source_q50,low,11.39951456,18.381317510000002,31.329919800000003,48,3.215929270804774,2.0536556953344203,1.7179996521557692,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,source_q50,mid,11.39951456,18.381317510000002,31.329919800000003,40,4.719440419585231,3.323784852582432,2.5046040663104634,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,source_q50,high,11.39951456,18.381317510000002,31.329919800000003,33,13.397274758519066,9.046314881469367,6.149751517320453,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,source_q50,top10,11.39951456,18.381317510000002,31.329919800000003,12,18.352965834664552,12.615240467396449,7.337679178672673,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.628375328842848,1.9955186510163117,1.845737339309978,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.409350255111107,2.5872647827070074,1.9715543056225115,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,12.803823352480851,8.603916410904969,6.007245666500641,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,19.63912777057909,13.73179118017775,7.416981457710165,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,EA,low,,,,47,9.086394568496024,6.175607387333527,4.809524374930049,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,EA,mid,,,,55,7.472568690090262,3.4715377112494763,2.3709064494521357,,
8g,compound,536279090,100,97,local_identity_shrinkage,V2,EA,high,,,,19,4.345713184593529,2.5719545918127147,1.935100630977601,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,flow_ml_min,10,,,,121,5.170916832127861,2.972219612439923,1.5173141906413985,18.0,True
8g,compound,536279090,100,97,local_identity_shrinkage,V2,flow_ml_min,10,,,,121,7.772817866604011,4.380621971635028,2.5545591775931022,18.0,True
8g,compound,536279090,100,97,conditional_EA,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.266872382670327,0.8829075595886257,0.6577836913268262,,
8g,compound,536279090,100,97,conditional_EA,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,1.7094620891314307,1.3549080445265564,1.1581500348707783,,
8g,compound,536279090,100,97,conditional_EA,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,6.852457806409012,4.431822232349238,2.736101468200916,,
8g,compound,536279090,100,97,conditional_EA,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,8.679962677367913,6.4031774036238165,4.619585272610198,,
8g,compound,536279090,100,97,conditional_EA,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,3.1800729479308436,1.9273782231705454,0.9525880083535907,,
8g,compound,536279090,100,97,conditional_EA,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.6133682449191016,1.2617400515791015,1.0354779255143232,,
8g,compound,536279090,100,97,conditional_EA,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,8.092731775186417,5.4351973833431035,3.938036252396804,,
8g,compound,536279090,100,97,conditional_EA,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,12.512005666014606,9.315011364335577,6.967931623469148,,
8g,compound,536279090,100,97,conditional_EA,V1,EA,low,,,,47,5.097128661508445,3.510032987432569,2.238091239011373,,
8g,compound,536279090,100,97,conditional_EA,V1,EA,mid,,,,55,5.663997480981161,2.624810109874109,1.0798276265077789,,
8g,compound,536279090,100,97,conditional_EA,V1,EA,high,,,,19,2.766210823107866,1.942013680151705,1.1559697698852034,,
8g,compound,536279090,100,97,conditional_EA,V2,source_q50,low,11.39951456,18.381317510000002,31.329919800000003,48,3.3398820824696664,2.0746797210540415,1.398071850622416,,
8g,compound,536279090,100,97,conditional_EA,V2,source_q50,mid,11.39951456,18.381317510000002,31.329919800000003,40,4.625523301892443,3.2451226601909817,2.5171833730268443,,
8g,compound,536279090,100,97,conditional_EA,V2,source_q50,high,11.39951456,18.381317510000002,31.329919800000003,33,13.536467288657715,9.265897502884906,6.692191980077027,,
8g,compound,536279090,100,97,conditional_EA,V2,source_q50,top10,11.39951456,18.381317510000002,31.329919800000003,12,18.59763890593328,12.936653530359335,6.6169059175269425,,
8g,compound,536279090,100,97,conditional_EA,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.5545479135073728,1.9057478803128596,1.398071850622416,,
8g,compound,536279090,100,97,conditional_EA,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.4518735477358637,2.5986169491872544,1.9613542012092857,,
8g,compound,536279090,100,97,conditional_EA,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,12.93104267997568,8.809773512106085,6.4832550008564525,,
8g,compound,536279090,100,97,conditional_EA,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,19.700772210833208,13.866965347955588,6.73047970175719,,
8g,compound,536279090,100,97,conditional_EA,V2,EA,low,,,,47,9.335719162801189,6.38077821196502,5.29533374839022,,
8g,compound,536279090,100,97,conditional_EA,V2,EA,mid,,,,55,7.328571170335966,3.3934552474723976,2.207788377792994,,
8g,compound,536279090,100,97,conditional_EA,V2,EA,high,,,,19,4.517700040834975,2.5593440021103864,1.5573041310529234,,
8g,compound,536279090,100,97,conditional_EA,V1,flow_ml_min,10,,,,121,5.086790625032535,2.861441044423877,1.2767252187002516,18.0,True
8g,compound,536279090,100,97,conditional_EA,V2,flow_ml_min,10,,,,121,7.840368025559549,4.422844219945745,2.5871340201383077,18.0,True
8g,compound,536279090,100,97,conditional_policy,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.706329731800154,1.2203223599714077,0.9522873172756352,,
8g,compound,536279090,100,97,conditional_policy,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,2.4384620457524675,2.0949030269637436,2.0566815146675816,,
8g,compound,536279090,100,97,conditional_policy,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,6.82911470415525,4.543367798077247,2.705120581244249,,
8g,compound,536279090,100,97,conditional_policy,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,8.297844278578372,6.103624477442847,4.310063119894956,,
8g,compound,536279090,100,97,conditional_policy,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,4.221915764093077,2.868963688371084,1.78412716555194,,
8g,compound,536279090,100,97,conditional_policy,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.8242770269117243,1.4612020767355396,1.370582160975017,,
8g,compound,536279090,100,97,conditional_policy,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,7.71391963996645,5.210129456402859,3.7907059234341336,,
8g,compound,536279090,100,97,conditional_policy,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,11.818099930186223,8.759784348960519,5.9689059961296635,,
8g,compound,536279090,100,97,conditional_policy,V1,EA,low,,,,47,5.1882525047556545,3.5276752064260766,2.169641925138741,,
8g,compound,536279090,100,97,conditional_policy,V1,EA,mid,,,,55,5.411070292311992,2.8696712675397684,1.6161789020783246,,
8g,compound,536279090,100,97,conditional_policy,V1,EA,high,,,,19,4.316954374088722,3.1284398168632577,2.2099158335353035,,
8g,compound,536279090,100,97,conditional_policy,V2,source_q50,low,11.39951456,18.381317510000002,31.329919800000003,48,3.2243097283505184,2.0993403408968376,1.7391865144240484,,
8g,compound,536279090,100,97,conditional_policy,V2,source_q50,mid,11.39951456,18.381317510000002,31.329919800000003,40,4.697593502209301,3.207316524649807,2.0083633159197856,,
8g,compound,536279090,100,97,conditional_policy,V2,source_q50,high,11.39951456,18.381317510000002,31.329919800000003,33,13.898179647815214,8.058240308280048,5.136334050808557,,
8g,compound,536279090,100,97,conditional_policy,V2,source_q50,top10,11.39951456,18.381317510000002,31.329919800000003,12,19.438725440912677,11.319143043770062,5.476580517999388,,
8g,compound,536279090,100,97,conditional_policy,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.573561538354158,2.0172609655220297,1.8458766815410401,,
8g,compound,536279090,100,97,conditional_policy,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.0940109287357056,2.369515960316142,1.7874762185574262,,
8g,compound,536279090,100,97,conditional_policy,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,13.321555852381563,7.928558363210977,5.485159693737611,,
8g,compound,536279090,100,97,conditional_policy,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,21.028984166638594,13.05853460125229,5.8339853366666645,,
8g,compound,536279090,100,97,conditional_policy,V2,EA,low,,,,47,8.237332574993301,5.480241098769313,3.595469457143622,,
8g,compound,536279090,100,97,conditional_policy,V2,EA,mid,,,,55,8.748397769965806,3.4277453810727305,1.9975519907570742,,
8g,compound,536279090,100,97,conditional_policy,V2,EA,high,,,,19,4.337443298711862,2.572926311638118,1.8900083365682594,,
8g,compound,536279090,100,97,conditional_policy,V1,flow_ml_min,10,,,,121,5.166334610916133,3.1658926523728494,1.8919028476715756,18.0,True
8g,compound,536279090,100,97,conditional_policy,V2,flow_ml_min,10,,,,121,8.006181403990121,4.090767996051919,2.428654166063838,18.0,True
8g,compound,536279090,100,97,target_head_only,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.5447652631201088,1.1524694548387093,0.9808669999999999,,
8g,compound,536279090,100,97,target_head_only,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,2.214951525331866,1.6396020320512823,1.074750166666667,,
8g,compound,536279090,100,97,target_head_only,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,7.171045181029546,4.374461934895834,2.0454491666666668,,
8g,compound,536279090,100,97,target_head_only,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,9.290411781688174,6.128733841269842,2.8014896666666615,,
8g,compound,536279090,100,97,target_head_only,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,2.972804396808027,1.8634177066666666,1.0282723333333323,,
8g,compound,536279090,100,97,target_head_only,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.813784652321397,1.4386611260162598,1.1157776666666663,,
8g,compound,536279090,100,97,target_head_only,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,8.666422861588602,5.619998883333333,2.798276833333329,,
8g,compound,536279090,100,97,target_head_only,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,13.700058933369478,10.353638333333333,6.936412999999998,,
8g,compound,536279090,100,97,target_head_only,V1,EA,low,,,,47,5.812363716228015,3.91295719503546,2.5171233333333376,,
8g,compound,536279090,100,97,target_head_only,V1,EA,mid,,,,55,5.65354285638656,2.483060819999999,1.0498936666666676,,
8g,compound,536279090,100,97,target_head_only,V1,EA,high,,,,19,2.780500665771257,1.9918124473684202,1.2974439999999996,,
8g,compound,536279090,100,97,target_head_only,V2,source_q50,low,11.39951456,18.381317510000002,31.329919800000003,48,3.341793918911028,2.0590081354166663,1.3799013333333319,,
8g,compound,536279090,100,97,target_head_only,V2,source_q50,mid,11.39951456,18.381317510000002,31.329919800000003,40,4.949145555788722,3.588704866666667,2.6668246666666686,,
8g,compound,536279090,100,97,target_head_only,V2,source_q50,high,11.39951456,18.381317510000002,31.329919800000003,33,18.526062360070327,9.87264611111111,4.741746999999997,,
8g,compound,536279090,100,97,target_head_only,V2,source_q50,top10,11.39951456,18.381317510000002,31.329919800000003,12,27.61919398939641,16.893612972222215,10.264849999999978,,
8g,compound,536279090,100,97,target_head_only,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.027009702616725,1.535963820833333,1.0856673333333315,,
8g,compound,536279090,100,97,target_head_only,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.0154227875290056,2.6135610731707315,2.6552436666666672,,
8g,compound,536279090,100,97,target_head_only,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,17.53906061569461,9.989583749999998,6.5793079999999975,,
8g,compound,536279090,100,97,target_head_only,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,28.86638713419807,19.36251492307692,13.343736333333325,,
8g,compound,536279090,100,97,target_head_only,V2,EA,low,,,,47,8.788520881602437,5.5852108368794315,3.056765666666667,,
8g,compound,536279090,100,97,target_head_only,V2,EA,mid,,,,55,12.638166815850973,4.597906160606061,2.03322,,
8g,compound,536279090,100,97,target_head_only,V2,EA,high,,,,19,4.7402553265718765,2.778324140350877,1.9949943333333344,,
8g,compound,536279090,100,97,target_head_only,V1,flow_ml_min,10,,,,121,5.37261225324255,2.9613369402203857,1.4550663333333311,18.0,True
8g,compound,536279090,100,97,target_head_only,V2,flow_ml_min,10,,,,121,10.302009906885662,4.695685180440771,2.444752000000001,18.0,True
8g,compound,536279090,100,97,standard_shallow_finetune,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.7856787772449088,1.4825122903225807,1.2283686666666664,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,2.526889768677011,1.6535413833333332,1.0756375,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,7.231418775349215,4.2362995755208335,2.258481166666667,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,9.181254216531629,6.076911507936509,5.997193333333335,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,2.9676190855015028,1.8748842074999998,1.380514816666666,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,2.3315633882546196,1.5777459308943087,1.1086930000000006,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,8.712759431846626,5.509754458333334,3.687498166666666,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,13.364289353664697,9.59925564102564,6.536199999999997,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,EA,low,,,,47,5.6418699458817665,3.9083519397163116,2.157306000000002,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,EA,mid,,,,55,6.068813679257011,2.548877113939394,1.141434666666667,,
8g,compound,536279090,100,97,standard_shallow_finetune,V1,EA,high,,,,19,2.1754744603858067,1.9048603877192982,1.5112439999999996,,
