column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
8g,compound,536279090,100,97,packing_mass_physical_scale,width,121,8.86678517846687,6.170192807568007,4.086388397216794
8g,compound,536279090,100,97,physics_scale_residual,center,121,6.799792516842732,3.6878211169536117,2.1221440684897317
8g,compound,536279090,100,97,physics_scale_residual,width,121,6.215471395215748,3.3445942192217575,2.008890969160827
8g,compound,536279090,100,97,raw_column_conditioned,center,121,25.567387851311025,13.161868884710744,4.800495166666668
8g,compound,536279090,100,97,raw_column_conditioned,width,121,16.358009671850393,7.671093961707989,3.722979999999996
8g,compound,536279090,100,97,mass_normalized_column_conditioned,center,121,7.256478740741196,4.246130163911846,2.759073833333334
8g,compound,536279090,100,97,mass_normalized_column_conditioned,width,121,7.701998190068858,4.909588146005509,2.9635800000000003
8g,compound,2767143051,30,27,scale_only,center,109,8.788109618196035,4.633445535493506,2.199377990915842
8g,compound,2767143051,30,27,scale_only,width,109,7.575490480046496,4.925743578687575,3.2128232138279955
8g,compound,2767143051,30,27,local_identity_shrinkage,center,109,8.63618995349803,4.655935351549289,2.297149688363538
8g,compound,2767143051,30,27,local_identity_shrinkage,width,109,6.954881882837212,4.008656058126645,2.1043324520680944
8g,compound,2767143051,30,27,conditional_EA,center,109,8.798752817882832,4.700405459710663,2.3998056380498394
8g,compound,2767143051,30,27,conditional_EA,width,109,6.834724276572113,3.951188006204063,2.373732806399204
8g,compound,2767143051,30,27,conditional_policy,center,109,8.798752817882832,4.700405459710663,2.3998056380498394
8g,compound,2767143051,30,27,conditional_policy,width,109,6.834724276572113,3.951188006204063,2.373732806399204
8g,compound,2767143051,30,27,target_head_only,center,109,8.355377366991197,4.073768963761468,2.026798000000001
8g,compound,2767143051,30,27,target_head_only,width,109,7.525563712807783,4.108527508562691,2.2668666666666635
8g,compound,2767143051,30,27,standard_shallow_finetune,center,109,12.690591270159945,8.272601878134557,5.386605333333332
8g,compound,2767143051,30,27,standard_shallow_finetune,width,109,8.031224324640679,4.678173643119266,2.5907818666666644
8g,compound,2767143051,30,27,packing_mass_physical_scale,center,109,8.804703284217352,4.6138658740834,2.221372763315836
8g,compound,2767143051,30,27,packing_mass_physical_scale,width,109,10.885068655116616,7.0905214382603265,4.273797162373857
8g,compound,2767143051,30,27,physics_scale_residual,center,109,9.363247724480905,5.764055045370162,3.1426795635383016
8g,compound,2767143051,30,27,physics_scale_residual,width,109,7.523019363417635,4.675700496963328,2.850760350563297
8g,compound,2767143051,30,27,raw_column_conditioned,center,109,21.091755688416185,9.45707682201835,2.990230166666665
8g,compound,2767143051,30,27,raw_column_conditioned,width,109,12.414004526017292,6.103396732110091,2.8499826666666674
8g,compound,2767143051,30,27,mass_normalized_column_conditioned,center,109,10.13789045464849,5.283263667584097,2.415218499999998
8g,compound,2767143051,30,27,mass_normalized_column_conditioned,width,109,8.08563881272228,5.516291759633027,3.8999933333333363
8g,compound,2767143051,50,47,scale_only,center,109,8.607464275946645,4.436873868499717,2.1752185279476777
8g,compound,2767143051,50,47,scale_only,width,109,7.013338607624124,4.313694687102633,2.608890579318576
8g,compound,2767143051,50,47,local_identity_shrinkage,center,109,8.573321211943979,4.339244371744673,1.9599991397629353
8g,compound,2767143051,50,47,local_identity_shrinkage,width,109,7.21966886894248,4.144902734714119,2.0829549444608855
8g,compound,2767143051,50,47,conditional_EA,center,109,8.779123688253968,4.395342523197157,2.010941923790842
8g,compound,2767143051,50,47,conditional_EA,width,109,6.899528826750488,3.8447340980796647,2.208224750705284
8g,compound,2767143051,50,47,conditional_policy,center,109,8.573321211943979,4.339244371744673,1.9599991397629353
8g,compound,2767143051,50,47,conditional_policy,width,109,7.21966886894248,4.144902734714119,2.0829549444608855
8g,compound,2767143051,50,47,target_head_only,center,109,7.977698818511582,3.7678034123853212,1.5536121666666638
8g,compound,2767143051,50,47,target_head_only,width,109,6.79953019270068,3.6158432425076454,1.6295473333333312
8g,compound,2767143051,50,47,standard_shallow_finetune,center,109,11.159133282129137,6.90942043287462,4.251189500000001
8g,compound,2767143051,50,47,standard_shallow_finetune,width,109,7.3246434642490685,3.9224376394495417,1.8615650000000024
8g,compound,2767143051,50,47,packing_mass_physical_scale,center,109,8.804703284217352,4.6138658740834,2.221372763315836
8g,compound,2767143051,50,47,packing_mass_physical_scale,width,109,10.885068655116616,7.0905214382603265,4.273797162373857
8g,compound,2767143051,50,47,physics_scale_residual,center,109,8.332122118191778,4.48834904838558,2.3172467901510387
8g,compound,2767143051,50,47,physics_scale_residual,width,109,7.079062145779947,3.9663339967613642,1.9081316989746533
8g,compound,2767143051,50,47,raw_column_conditioned,center,109,22.754409154175036,12.700359936544345,6.477601333333336
8g,compound,2767143051,50,47,raw_column_conditioned,width,109,13.037675982096225,7.332565122018349,4.130779733333334
8g,compound,2767143051,50,47,mass_normalized_column_conditioned,center,109,9.284833197575782,5.0642151522935785,2.2872801666666653
8g,compound,2767143051,50,47,mass_normalized_column_conditioned,width,109,8.890657122576439,5.42794931620795,3.422679333333331
8g,compound,2767143051,70,71,scale_only,center,109,8.621889405598534,4.451218905046824,2.1979305493648624
8g,compound,2767143051,70,71,scale_only,width,109,6.953937928570047,4.232677047098571,2.6601244006827507
8g,compound,2767143051,70,71,local_identity_shrinkage,center,109,8.709028577677836,4.244123657535664,1.9567221352259594
8g,compound,2767143051,70,71,local_identity_shrinkage,width,109,7.271123239834375,4.164904387071202,2.031288943522952
8g,compound,2767143051,70,71,conditional_EA,center,109,8.905688570017665,4.3546915162613775,1.819243328457663
8g,compound,2767143051,70,71,conditional_EA,width,109,6.917594469301558,3.867068406184501,2.1216843937488665
8g,compound,2767143051,70,71,conditional_policy,center,109,8.621889405598534,4.451218905046824,2.1979305493648624
8g,compound,2767143051,70,71,conditional_policy,width,109,6.953937928570047,4.232677047098571,2.6601244006827507
8g,compound,2767143051,70,71,target_head_only,center,109,8.055748982018802,3.738438790061161,1.4747801666666653
8g,compound,2767143051,70,71,target_head_only,width,109,6.889126133540461,3.6056509917431194,1.5777776666666643
8g,compound,2767143051,70,71,standard_shallow_finetune,center,109,10.33977987966996,6.379066039296635,3.9569451666666655
8g,compound,2767143051,70,71,standard_shallow_finetune,width,109,6.956553637462128,3.658265755657493,1.7888093333333295
8g,compound,2767143051,70,71,packing_mass_physical_scale,center,109,8.804703284217352,4.6138658740834,2.221372763315836
8g,compound,2767143051,70,71,packing_mass_physical_scale,width,109,10.885068655116616,7.0905214382603265,4.273797162373857
8g,compound,2767143051,70,71,physics_scale_residual,center,109,9.861827592670874,5.019478536221647,2.227603289563712
8g,compound,2767143051,70,71,physics_scale_residual,width,109,6.71036683746914,3.6654410638796127,1.9197431623378618
8g,compound,2767143051,70,71,raw_column_conditioned,center,109,17.116623589675903,7.864972691437308,3.656915416666667
8g,compound,2767143051,70,71,raw_column_conditioned,width,109,11.347380007250845,5.589235787155963,2.5594566666666623
8g,compound,2767143051,70,71,mass_normalized_column_conditioned,center,109,8.823530644331605,3.882650444495413,1.480115833333329
8g,compound,2767143051,70,71,mass_normalized_column_conditioned,width,109,8.934673511791576,5.395562135474005,2.9363560000000017
8g,compound,2767143051,100,98,scale_only,center,109,8.207703093516614,3.939364460871436,1.918076749644623
8g,compound,2767143051,100,98,scale_only,width,109,6.9540254264047725,4.190890911392121,2.551675561959433
8g,compound,2767143051,100,98,local_identity_shrinkage,center,109,8.437866073034098,4.02953729443636,1.8601728501506898
8g,compound,2767143051,100,98,local_identity_shrinkage,width,109,7.266967888531947,4.125289101608456,2.068874390507778
8g,compound,2767143051,100,98,conditional_EA,center,109,8.50009625852283,4.080426936675649,1.8323789793402199
8g,compound,2767143051,100,98,conditional_EA,width,109,6.918925940811122,3.838974384592875,2.2291016303408
8g,compound,2767143051,100,98,conditional_policy,center,109,8.207703093516614,3.939364460871436,1.918076749644623
8g,compound,2767143051,100,98,conditional_policy,width,109,6.9540254264047725,4.190890911392121,2.551675561959433
8g,compound,2767143051,100,98,target_head_only,center,109,7.956667186531881,3.701597613914373,1.5396824999999996
8g,compound,2767143051,100,98,target_head_only,width,109,6.976033117981136,3.6830065275229362,1.7589486666666652
8g,compound,2767143051,100,98,standard_shallow_finetune,center,109,9.637844671809976,5.523126482110091,3.1069726666666675
8g,compound,2767143051,100,98,standard_shallow_finetune,width,109,6.828119482438999,3.508975648012232,1.6390200000000021
8g,compound,2767143051,100,98,packing_mass_physical_scale,center,109,8.804703284217352,4.6138658740834,2.221372763315836
8g,compound,2767143051,100,98,packing_mass_physical_scale,width,109,10.885068655116616,7.0905214382603265,4.273797162373857
8g,compound,2767143051,100,98,physics_scale_residual,center,109,9.254511957684542,4.652351207775911,1.8698139707525634
8g,compound,2767143051,100,98,physics_scale_residual,width,109,6.512411835328612,3.585753327994478,1.8892642568952258
8g,compound,2767143051,100,98,raw_column_conditioned,center,109,23.351505994609234,13.03642755703364,6.471069999999997
8g,compound,2767143051,100,98,raw_column_conditioned,width,109,13.73156565219207,7.816786504892967,4.421743333333337
8g,compound,2767143051,100,98,mass_normalized_column_conditioned,center,109,8.304969834153242,4.3570567019877675,1.8946189999999987
8g,compound,2767143051,100,98,mass_normalized_column_conditioned,width,109,7.2529146163394556,4.594551421712538,2.750440000000003
8g,compound,1362771960,30,28,scale_only,center,115,5.197826905532691,3.212275074919096,2.2610588768938698
8g,compound,1362771960,30,28,scale_only,width,115,7.07671539540748,4.894133041721107,3.442965595562484
8g,compound,1362771960,30,28,local_identity_shrinkage,center,115,5.777353786468279,3.6446370209502175,2.9090177003073734
8g,compound,1362771960,30,28,local_identity_shrinkage,width,115,6.844059817702298,4.886602006618878,3.810007046234924
8g,compound,1362771960,30,28,conditional_EA,center,115,5.488835676462818,3.401445787842128,2.416389578906081
8g,compound,1362771960,30,28,conditional_EA,width,115,7.042876123214635,4.993253957594418,3.6512697026160446
8g,compound,1362771960,30,28,conditional_policy,center,115,5.777353856533621,3.644637032187544,2.9090173104669645
8g,compound,1362771960,30,28,conditional_policy,width,115,6.844059370361491,4.886601768172612,3.8100070421268093
8g,compound,1362771960,30,28,target_head_only,center,115,8.400241913521038,3.9085232742028992,1.6487374999999993
8g,compound,1362771960,30,28,target_head_only,width,115,4.666495003420515,3.125381615072464,1.7404636666666669
8g,compound,1362771960,30,28,standard_shallow_finetune,center,115,7.026397989570583,3.5443731078260865,1.9875588499999992
8g,compound,1362771960,30,28,standard_shallow_finetune,width,115,4.5532720864731875,3.5154601240579706,3.195971333333329
8g,compound,1362771960,30,28,packing_mass_physical_scale,center,115,5.325171362967606,3.567361735882966,2.545442835489908
8g,compound,1362771960,30,28,packing_mass_physical_scale,width,115,9.02279957158333,6.372097566853399,4.741669591267904
8g,compound,1362771960,30,28,physics_scale_residual,center,115,6.677822928170555,4.202674637520707,3.1355366957397415
8g,compound,1362771960,30,28,physics_scale_residual,width,115,5.751622918046716,4.710973011782236,4.3542041684995
8g,compound,1362771960,30,28,raw_column_conditioned,center,115,21.58204672426796,10.747835252173914,3.6979454999999994
8g,compound,1362771960,30,28,raw_column_conditioned,width,115,12.079084662011383,7.818452606376811,4.279074333333333
8g,compound,1362771960,30,28,mass_normalized_column_conditioned,center,115,10.626925519750204,7.443858135072464,4.668990000000001
8g,compound,1362771960,30,28,mass_normalized_column_conditioned,width,115,7.925263405015627,6.079049155942028,4.776108833333334
8g,compound,1362771960,50,48,scale_only,center,115,5.181504490155196,3.143429962713409,2.2384419007340846
8g,compound,1362771960,50,48,scale_only,width,115,4.733817828578405,3.240912984572227,2.1354416048287277
8g,compound,1362771960,50,48,local_identity_shrinkage,center,115,5.078827314883584,3.0878920278027744,2.154354115576197
8g,compound,1362771960,50,48,local_identity_shrinkage,width,115,5.608269494745332,3.8332601934752715,2.580731705115447
8g,compound,1362771960,50,48,conditional_EA,center,115,5.039761017255801,3.0211736423790216,1.954678029534504
8g,compound,1362771960,50,48,conditional_EA,width,115,5.457969712829167,3.867271389487822,2.940904824878512
8g,compound,1362771960,50,48,conditional_policy,center,115,5.181504490155196,3.143429962713409,2.2384419007340846
8g,compound,1362771960,50,48,conditional_policy,width,115,4.733817828578405,3.240912984572227,2.1354416048287277
8g,compound,1362771960,50,48,target_head_only,center,115,6.483214130955694,2.9925928788405796,1.5154433333333337
8g,compound,1362771960,50,48,target_head_only,width,115,4.538962128863565,3.09718147942029,1.8130013333333341
8g,compound,1362771960,50,48,standard_shallow_finetune,center,115,9.350861844441484,4.626029984782609,2.1630200000000013
8g,compound,1362771960,50,48,standard_shallow_finetune,width,115,3.825549691783199,2.7455400878260874,1.9265933333333365
8g,compound,1362771960,50,48,packing_mass_physical_scale,center,115,5.325171362967606,3.567361735882966,2.545442835489908
8g,compound,1362771960,50,48,packing_mass_physical_scale,width,115,9.02279957158333,6.372097566853399,4.741669591267904
8g,compound,1362771960,50,48,physics_scale_residual,center,115,5.500181882514894,3.9955703606636073,2.64984061402755
8g,compound,1362771960,50,48,physics_scale_residual,width,115,4.750246233879752,3.708182643944362,3.171050965422312
8g,compound,1362771960,50,48,raw_column_conditioned,center,115,18.42758276440189,8.873922806231885,2.834618166666665
8g,compound,1362771960,50,48,raw_column_conditioned,width,115,9.456378914075641,6.4780749301449285,4.298753666666666
8g,compound,1362771960,50,48,mass_normalized_column_conditioned,center,115,6.306219011549783,4.463500220289855,3.1916455
8g,compound,1362771960,50,48,mass_normalized_column_conditioned,width,115,6.140352367051832,4.711115457971014,4.121596333333334
8g,compound,1362771960,70,69,scale_only,center,115,5.229270710812589,3.032867233538897,1.9432702503662043
8g,compound,1362771960,70,69,scale_only,width,115,4.613522055984834,3.1640846230747917,1.9802363821455415
8g,compound,1362771960,70,69,local_identity_shrinkage,center,115,5.0388060895991345,2.9617083131167394,1.8465121884303741
8g,compound,1362771960,70,69,local_identity_shrinkage,width,115,5.666469750797508,3.7817103602447832,2.459348207871882
8g,compound,1362771960,70,69,conditional_EA,center,115,5.0134529153047644,2.93043148140323,1.7563825847768406
8g,compound,1362771960,70,69,conditional_EA,width,115,5.404284254618754,3.7289987798213797,2.6329398071795627
8g,compound,1362771960,70,69,conditional_policy,center,115,5.229270710812589,3.032867233538897,1.9432702503662043
8g,compound,1362771960,70,69,conditional_policy,width,115,4.613522055984834,3.1640846230747917,1.9802363821455415
8g,compound,1362771960,70,69,target_head_only,center,115,5.290909732517627,2.7966119246376806,1.5548856666666673
8g,compound,1362771960,70,69,target_head_only,width,115,3.9637531857638924,2.833683696811594,2.055390000000001
8g,compound,1362771960,70,69,standard_shallow_finetune,center,115,7.825628906637206,3.7345405898550728,1.7837270000000007
8g,compound,1362771960,70,69,standard_shallow_finetune,width,115,3.6184739852603633,2.6132774527536236,1.7478526666666632
8g,compound,1362771960,70,69,packing_mass_physical_scale,center,115,5.325171362967606,3.567361735882966,2.545442835489908
8g,compound,1362771960,70,69,packing_mass_physical_scale,width,115,9.02279957158333,6.372097566853399,4.741669591267904
8g,compound,1362771960,70,69,physics_scale_residual,center,115,5.075390461937237,3.6163471383280474,2.3978332817834414
8g,compound,1362771960,70,69,physics_scale_residual,width,115,4.6535163567996864,3.5509313513021583,2.8149549590482117
8g,compound,1362771960,70,69,raw_column_conditioned,center,115,22.04953377408711,11.370818429710145,3.9270496333333327
8g,compound,1362771960,70,69,raw_column_conditioned,width,115,12.506503330208554,8.211765869275363,5.016625666666666
8g,compound,1362771960,70,69,mass_normalized_column_conditioned,center,115,5.758077288077549,4.064787599130435,3.006663333333334
8g,compound,1362771960,70,69,mass_normalized_column_conditioned,width,115,7.063966753781138,5.362517178550726,4.224457333333341
8g,compound,1362771960,100,97,scale_only,center,115,5.25569996813403,3.0024335937489233,1.8499544038733635
8g,compound,1362771960,100,97,scale_only,width,115,4.628667887918614,3.175919802757737,2.0406188626687065
8g,compound,1362771960,100,97,local_identity_shrinkage,center,115,5.061947513152924,2.982758964014055,1.9112016210864624
8g,compound,1362771960,100,97,local_identity_shrinkage,width,115,5.821049569525127,3.8809021180503067,2.4836508261502335
8g,compound,1362771960,100,97,conditional_EA,center,115,5.04583767171763,2.9602661026367763,1.9061927563655878
8g,compound,1362771960,100,97,conditional_EA,width,115,5.5397596385835355,3.8234534152249426,2.748964511683477
8g,compound,1362771960,100,97,conditional_policy,center,115,5.25569996813403,3.0024335937489233,1.8499544038733635
8g,compound,1362771960,100,97,conditional_policy,width,115,4.628667887918614,3.175919802757737,2.0406188626687065
8g,compound,1362771960,100,97,target_head_only,center,115,5.253025912006394,2.81914889115942,1.5902596666666664
8g,compound,1362771960,100,97,target_head_only,width,115,4.001037565334972,2.769937506376812,1.7515800000000024
8g,compound,1362771960,100,97,standard_shallow_finetune,center,115,7.721987735812406,3.6187021533333334,1.7934737500000004
8g,compound,1362771960,100,97,standard_shallow_finetune,width,115,3.571763593447862,2.4991920278260875,1.6731467333333327
8g,compound,1362771960,100,97,packing_mass_physical_scale,center,115,5.325171362967606,3.567361735882966,2.545442835489908
8g,compound,1362771960,100,97,packing_mass_physical_scale,width,115,9.02279957158333,6.372097566853399,4.741669591267904
8g,compound,1362771960,100,97,physics_scale_residual,center,115,5.075582832651309,3.5604499396416402,2.258025809035434
8g,compound,1362771960,100,97,physics_scale_residual,width,115,4.507076332290484,3.316505841575906,2.377080973224901
8g,compound,1362771960,100,97,raw_column_conditioned,center,115,21.798280005891105,11.290024061884056,3.658160500000001
8g,compound,1362771960,100,97,raw_column_conditioned,width,115,12.538858786427722,8.311721559710145,4.855787166666667
8g,compound,1362771960,100,97,mass_normalized_column_conditioned,center,115,5.35839505356681,3.7941645173913043,2.7052699999999987
8g,compound,1362771960,100,97,mass_normalized_column_conditioned,width,115,6.146748711347916,4.20318867826087,3.253411666666672
25g,row,769539383,30,30,scale_only,center,98,21.45314016231567,10.922713638098239,7.120119726550147
25g,row,769539383,30,30,scale_only,width,98,12.472979354869741,8.42384479487184,5.7510148621729
25g,row,769539383,30,30,local_identity_shrinkage,center,98,20.50414444560804,11.761419096667487,7.076441288018202
25g,row,769539383,30,30,local_identity_shrinkage,width,98,16.87480159419297,11.746343111025501,8.598961865793726
25g,row,769539383,30,30,conditional_EA,center,98,20.70119472872883,11.912169645964529,7.437594837778956
25g,row,769539383,30,30,conditional_EA,width,98,15.618524058856487,10.79057884252686,8.188668754184816
25g,row,769539383,30,30,conditional_policy,center,98,20.70119472872883,11.912169645964529,7.437594837778956
25g,row,769539383,30,30,conditional_policy,width,98,15.618524058856487,10.79057884252686,8.188668754184816
25g,row,769539383,30,30,target_head_only,center,98,35.80711690527523,20.732916862244895,10.299119499999996
25g,row,769539383,30,30,target_head_only,width,98,20.426111152436164,13.083115397959183,8.584506000000005
25g,row,769539383,30,30,standard_shallow_finetune,center,98,22.108744576292835,12.093138801020407,7.377536250000006
25g,row,769539383,30,30,standard_shallow_finetune,width,98,12.324771873107235,7.896835867346939,4.663847499999999
25g,row,769539383,30,30,packing_mass_physical_scale,center,98,28.42528269437348,23.770981487327692,20.53720952272415
25g,row,769539383,30,30,packing_mass_physical_scale,width,98,34.76291583208958,28.90667566790873,25.7469362616539
25g,row,769539383,30,30,physics_scale_residual,center,98,19.502672209846306,10.162803769442196,5.70261433641301
25g,row,769539383,30,30,physics_scale_residual,width,98,12.024425482063357,8.016411022895275,5.504842155509586
25g,row,769539383,30,30,raw_column_conditioned,center,98,32.18056409051191,20.633807390306124,13.649981099999998
25g,row,769539383,30,30,raw_column_conditioned,width,98,13.18123921526453,7.635671852040817,4.787790500000002
25g,row,769539383,30,30,mass_normalized_column_conditioned,center,98,26.665103076256297,17.003243252551023,11.242941500000004
25g,row,769539383,30,30,mass_normalized_column_conditioned,width,98,20.319944544454387,15.15139469897959,11.574749999999996
25g,row,769539383,50,50,scale_only,center,98,21.442129914647808,13.208501940227952,9.252612247483768
25g,row,769539383,50,50,scale_only,width,98,12.723384492366598,8.474972426467431,5.8427038991084395
25g,row,769539383,50,50,local_identity_shrinkage,center,98,20.09322669181524,10.689135498278493,6.244323553455811
25g,row,769539383,50,50,local_identity_shrinkage,width,98,13.954447984687622,9.950272224408906,8.250962324098495
25g,row,769539383,50,50,conditional_EA,center,98,21.21479155421228,13.195141546432852,7.931680444342502
25g,row,769539383,50,50,conditional_EA,width,98,15.535873112134638,10.445229730074823,7.146307631399466
25g,row,769539383,50,50,conditional_policy,center,98,21.21479155421228,13.195141546432852,7.931680444342502
25g,row,769539383,50,50,conditional_policy,width,98,15.535873112134638,10.445229730074823,7.146307631399466
25g,row,769539383,50,50,target_head_only,center,98,35.268927401203314,20.524089311224493,10.745876249999997
25g,row,769539383,50,50,target_head_only,width,98,21.008010566275896,13.572738642857145,8.806125000000003
25g,row,769539383,50,50,standard_shallow_finetune,center,98,20.58436599359537,11.789254153061226,6.298848999999999
25g,row,769539383,50,50,standard_shallow_finetune,width,98,11.675186496334378,7.476926653061227,4.285664000000001
25g,row,769539383,50,50,packing_mass_physical_scale,center,98,28.42528269437348,23.770981487327692,20.53720952272415
25g,row,769539383,50,50,packing_mass_physical_scale,width,98,34.76291583208958,28.90667566790873,25.7469362616539
25g,row,769539383,50,50,physics_scale_residual,center,98,19.78859256795315,11.478129000209531,7.411421225500497
25g,row,769539383,50,50,physics_scale_residual,width,98,11.968957482764004,8.074902302588532,5.981055118909417
25g,row,769539383,50,50,raw_column_conditioned,center,98,31.71952841230038,21.59793978928571,15.235670999999996
25g,row,769539383,50,50,raw_column_conditioned,width,98,13.115702256080015,7.909126880612246,4.513009000000003
25g,row,769539383,50,50,mass_normalized_column_conditioned,center,98,36.44128973429422,18.477365097142854,8.28684675
25g,row,769539383,50,50,mass_normalized_column_conditioned,width,98,29.175821903370952,17.65312909755102,12.272359000000002
25g,row,769539383,70,70,scale_only,center,98,21.444591436727382,13.221550057415552,9.265767626361757
25g,row,769539383,70,70,scale_only,width,98,12.838520660404274,8.605482694540651,5.685925542997685
25g,row,769539383,70,70,local_identity_shrinkage,center,98,19.948705825755095,10.354798287072967,6.134235965335142
25g,row,769539383,70,70,local_identity_shrinkage,width,98,14.134670558414312,10.174504787717218,8.4350791670364
25g,row,769539383,70,70,conditional_EA,center,98,19.889611298592218,10.421374667557972,6.286989921731859
25g,row,769539383,70,70,conditional_EA,width,98,13.02229346191223,8.906444868073695,6.414910001734988
25g,row,769539383,70,70,conditional_policy,center,98,19.889611298592218,10.421374667557972,6.286989921731859
25g,row,769539383,70,70,conditional_policy,width,98,13.02229346191223,8.906444868073695,6.414910001734988
25g,row,769539383,70,70,target_head_only,center,98,35.11245825136355,20.28388250765306,10.601430999999998
25g,row,769539383,70,70,target_head_only,width,98,21.21329683377334,13.820029209183676,8.872365
25g,row,769539383,70,70,standard_shallow_finetune,center,98,20.302318364805945,11.308798267857142,6.369900999999995
25g,row,769539383,70,70,standard_shallow_finetune,width,98,10.985003482019968,6.651312892857144,3.4512205000000016
25g,row,769539383,70,70,packing_mass_physical_scale,center,98,28.42528269437348,23.770981487327692,20.53720952272415
25g,row,769539383,70,70,packing_mass_physical_scale,width,98,34.76291583208958,28.90667566790873,25.7469362616539
25g,row,769539383,70,70,physics_scale_residual,center,98,19.36578143224515,11.70515643848553,7.395208627986905
25g,row,769539383,70,70,physics_scale_residual,width,98,12.094374457482393,8.478560848234823,5.870990609872246
25g,row,769539383,70,70,raw_column_conditioned,center,98,31.20611680499714,20.93900935510204,14.703040750000003
25g,row,769539383,70,70,raw_column_conditioned,width,98,12.894263470273808,7.750266997959183,4.3863283499999985
25g,row,769539383,70,70,mass_normalized_column_conditioned,center,98,24.98199473563395,15.132319915153062,8.749948750000001
25g,row,769539383,70,70,mass_normalized_column_conditioned,width,98,22.576987467194957,18.162779544591835,16.147990499999995
25g,row,769539383,100,100,scale_only,center,98,21.203815010817625,12.205663008845713,7.925315939653327
25g,row,769539383,100,100,scale_only,width,98,12.74637326973024,8.579624747541283,5.733619718383924
25g,row,769539383,100,100,local_identity_shrinkage,center,98,19.89035798089407,9.77206950234998,4.848048299588779
25g,row,769539383,100,100,local_identity_shrinkage,width,98,14.087457310394552,10.292991643324719,8.832703455419061
25g,row,769539383,100,100,conditional_EA,center,98,19.80074326746441,9.812518481651894,5.139419506125961
25g,row,769539383,100,100,conditional_EA,width,98,13.271908578911308,9.428585472711134,6.8866031811993835
25g,row,769539383,100,100,conditional_policy,center,98,19.80074326746441,9.812518481651894,5.139419506125961
25g,row,769539383,100,100,conditional_policy,width,98,13.271908578911308,9.428585472711134,6.8866031811993835
25g,row,769539383,100,100,target_head_only,center,98,35.11550104337873,20.519141150510205,10.746595000000001
25g,row,769539383,100,100,target_head_only,width,98,21.204744878576726,13.637799454081634,8.878176000000002
25g,row,769539383,100,100,standard_shallow_finetune,center,98,20.616504364477425,11.122844219387753,5.794411249999996
25g,row,769539383,100,100,standard_shallow_finetune,width,98,11.28934046244903,6.857753438775509,4.033575500000001
25g,row,769539383,100,100,packing_mass_physical_scale,center,98,28.42528269437348,23.770981487327692,20.53720952272415
25g,row,769539383,100,100,packing_mass_physical_scale,width,98,34.76291583208958,28.90667566790873,25.7469362616539
25g,row,769539383,100,100,physics_scale_residual,center,98,19.735140016847467,11.129102536802856,7.01086332901858
25g,row,769539383,100,100,physics_scale_residual,width,98,11.95979974023179,7.950780758225535,5.230085724886061
25g,row,769539383,100,100,raw_column_conditioned,center,98,30.849324626285743,20.40499575255102,14.530746075
25g,row,769539383,100,100,raw_column_conditioned,width,98,13.023156113159803,7.931786492857144,4.91824685
25g,row,769539383,100,100,mass_normalized_column_conditioned,center,98,19.501085011122026,13.859690260204083,10.661023500000002
25g,row,769539383,100,100,mass_normalized_column_conditioned,width,98,17.80530353410896,13.802935091836735,11.501476499999999
25g,row,1425370602,30,30,scale_only,center,98,25.6861675454509,16.39706757050373,11.347025750010506
25g,row,1425370602,30,30,scale_only,width,98,16.413534060748873,10.82710210324945,6.9478213858383135
25g,row,1425370602,30,30,local_identity_shrinkage,center,98,27.081146679497305,16.05819366403662,7.737827834750172
25g,row,1425370602,30,30,local_identity_shrinkage,width,98,18.111776094148105,12.982371008883606,9.196079091470658
25g,row,1425370602,30,30,conditional_EA,center,98,26.6579155876083,15.891439612970586,7.09122270573037
25g,row,1425370602,30,30,conditional_EA,width,98,18.65110104318171,12.717397449755254,8.114301641838615
25g,row,1425370602,30,30,conditional_policy,center,98,25.6861675454509,16.39706757050373,11.347025750010506
25g,row,1425370602,30,30,conditional_policy,width,98,16.413534060748873,10.82710210324945,6.9478213858383135
25g,row,1425370602,30,30,target_head_only,center,98,46.027475148434064,27.204411198979592,11.721813000000001
25g,row,1425370602,30,30,target_head_only,width,98,27.966915107720347,18.022638438775513,9.739891
25g,row,1425370602,30,30,standard_shallow_finetune,center,98,28.821148218563113,16.44485270408163,8.728990499999998
25g,row,1425370602,30,30,standard_shallow_finetune,width,98,13.16285949153833,8.40123875510204,4.925027000000005
25g,row,1425370602,30,30,packing_mass_physical_scale,center,98,35.84250298373935,29.13938444992717,21.870958060026165
25g,row,1425370602,30,30,packing_mass_physical_scale,width,98,43.76864603865559,35.741780827118426,31.081202036142347
25g,row,1425370602,30,30,physics_scale_residual,center,98,28.657449605476504,17.642460356369025,9.840925500068446
25g,row,1425370602,30,30,physics_scale_residual,width,98,15.964876528057196,10.722942264646637,7.7527763501025575
25g,row,1425370602,30,30,raw_column_conditioned,center,98,45.584794969899676,28.394094085714283,15.7977177
25g,row,1425370602,30,30,raw_column_conditioned,width,98,16.851344493506133,9.884364808163264,4.755308499999998
25g,row,1425370602,30,30,mass_normalized_column_conditioned,center,98,41.44637168448771,21.907534673469385,9.27813875
25g,row,1425370602,30,30,mass_normalized_column_conditioned,width,98,33.692036888746976,18.95742775510204,9.694330000000003
25g,row,1425370602,50,50,scale_only,center,98,26.928425304753553,18.88411024863606,13.374773629620451
