column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
8g,row,2767143051,50,50,target_head_only,center,115,8.93251977487037,4.805916295652175,2.291389166666665
8g,row,2767143051,50,50,target_head_only,width,115,4.850832448326257,3.4156315594202895,2.0194126666666676
8g,row,2767143051,50,50,standard_shallow_finetune,center,115,9.387493270807019,5.495992804202898,2.541532333333329
8g,row,2767143051,50,50,standard_shallow_finetune,width,115,5.798792666495796,4.059120760869566,2.7953256666666686
8g,row,2767143051,50,50,packing_mass_physical_scale,center,115,7.607119191020314,4.735573408154473,2.7979780832926444
8g,row,2767143051,50,50,packing_mass_physical_scale,width,115,9.851474514301026,7.08229364035786,4.724210993448892
8g,row,2767143051,50,50,physics_scale_residual,center,115,9.537764016414366,6.1918187390811426,3.5890147611766103
8g,row,2767143051,50,50,physics_scale_residual,width,115,7.187560006386886,4.746240333166649,2.6942765668030066
8g,row,2767143051,50,50,raw_column_conditioned,center,115,17.12060339019834,7.804183624492754,2.846047999999996
8g,row,2767143051,50,50,raw_column_conditioned,width,115,7.161156270340381,4.943549646086957,2.8105300000000035
8g,row,2767143051,50,50,mass_normalized_column_conditioned,center,115,11.054535092752616,5.822236275652173,2.9002950000000016
8g,row,2767143051,50,50,mass_normalized_column_conditioned,width,115,6.293295460996348,4.084395199420289,2.7111236666666585
8g,row,2767143051,70,70,scale_only,center,115,7.76000262992678,4.580948394514854,2.3617867031251905
8g,row,2767143051,70,70,scale_only,width,115,5.53735818114369,3.7955256521177203,2.6227856400560405
8g,row,2767143051,70,70,local_identity_shrinkage,center,115,7.746086880451074,4.711452862302756,2.675223509735032
8g,row,2767143051,70,70,local_identity_shrinkage,width,115,6.081086755010122,4.138325579513262,2.6193516727274755
8g,row,2767143051,70,70,conditional_EA,center,115,7.8259171059444,4.793730927814979,2.647070313549218
8g,row,2767143051,70,70,conditional_EA,width,115,6.049355578815966,4.190583280666694,3.048452520678069
8g,row,2767143051,70,70,conditional_policy,center,115,7.8259171059444,4.793730927814979,2.647070313549218
8g,row,2767143051,70,70,conditional_policy,width,115,6.049355578815966,4.190583280666694,3.048452520678069
8g,row,2767143051,70,70,target_head_only,center,115,8.710768130404883,4.768376349999999,2.250361833333333
8g,row,2767143051,70,70,target_head_only,width,115,4.862107857624715,3.3707230623188402,1.8963670000000015
8g,row,2767143051,70,70,standard_shallow_finetune,center,115,9.525025963652135,5.824001517101449,3.068071500000002
8g,row,2767143051,70,70,standard_shallow_finetune,width,115,5.940889192397611,4.222079475942029,3.210076666666664
8g,row,2767143051,70,70,packing_mass_physical_scale,center,115,7.607119191020314,4.735573408154473,2.7979780832926444
8g,row,2767143051,70,70,packing_mass_physical_scale,width,115,9.851474514301026,7.08229364035786,4.724210993448892
8g,row,2767143051,70,70,physics_scale_residual,center,115,8.954120725115873,5.583178008936916,3.0522143700844744
8g,row,2767143051,70,70,physics_scale_residual,width,115,6.115226782734911,4.153999640178538,3.244144994376546
8g,row,2767143051,70,70,raw_column_conditioned,center,115,14.761820213376714,7.185692435942029,2.8483802500000017
8g,row,2767143051,70,70,raw_column_conditioned,width,115,6.016783108903378,4.2916709571014495,2.983336999999997
8g,row,2767143051,70,70,mass_normalized_column_conditioned,center,115,8.981233035972881,4.988069141014493,2.650545666666666
8g,row,2767143051,70,70,mass_normalized_column_conditioned,width,115,7.450222802786183,4.6794295742028975,2.835011333333334
8g,row,2767143051,100,100,scale_only,center,115,7.521195274489256,4.766130451299448,2.88048834861835
8g,row,2767143051,100,100,scale_only,width,115,5.729114195887578,3.920306984293343,2.826877124844464
8g,row,2767143051,100,100,local_identity_shrinkage,center,115,7.594453932884206,4.919384937121663,2.9882002052939782
8g,row,2767143051,100,100,local_identity_shrinkage,width,115,6.181906460281911,4.368181735345371,3.1943632398571182
8g,row,2767143051,100,100,conditional_EA,center,115,7.523216525074363,4.725678116336604,2.940726093850463
8g,row,2767143051,100,100,conditional_EA,width,115,6.186481424321555,4.280569678352757,3.0749352905600205
8g,row,2767143051,100,100,conditional_policy,center,115,7.523216525074363,4.725678116336604,2.940726093850463
8g,row,2767143051,100,100,conditional_policy,width,115,6.186481424321555,4.280569678352757,3.0749352905600205
8g,row,2767143051,100,100,target_head_only,center,115,8.847321160801833,4.7777892971014495,2.279102166666668
8g,row,2767143051,100,100,target_head_only,width,115,4.869264664440323,3.3764343565217394,2.0040466666666603
8g,row,2767143051,100,100,standard_shallow_finetune,center,115,8.61734265639338,5.031882984202899,2.337404499999998
8g,row,2767143051,100,100,standard_shallow_finetune,width,115,5.31328498029204,3.8274047504347823,2.6263466666666666
8g,row,2767143051,100,100,packing_mass_physical_scale,center,115,7.607119191020314,4.735573408154473,2.7979780832926444
8g,row,2767143051,100,100,packing_mass_physical_scale,width,115,9.851474514301026,7.08229364035786,4.724210993448892
8g,row,2767143051,100,100,physics_scale_residual,center,115,8.669362012389726,5.224338820346769,2.6750308526384785
8g,row,2767143051,100,100,physics_scale_residual,width,115,6.035150595225187,4.11395257865946,2.786840465435345
8g,row,2767143051,100,100,raw_column_conditioned,center,115,14.986079268499836,7.197608746521738,2.4066461666666665
8g,row,2767143051,100,100,raw_column_conditioned,width,115,6.552908065432205,4.526161242028985,2.7664263333333334
8g,row,2767143051,100,100,mass_normalized_column_conditioned,center,115,9.645200101959784,5.584109394202898,2.4885686666666658
8g,row,2767143051,100,100,mass_normalized_column_conditioned,width,115,6.420767077362644,4.1381081014492755,2.109771000000002
8g,row,1362771960,30,30,scale_only,center,115,9.698642643421243,6.731425179646588,4.464243814508535
8g,row,1362771960,30,30,scale_only,width,115,8.029804804372786,5.43798030615677,3.2789931516652384
8g,row,1362771960,30,30,local_identity_shrinkage,center,115,9.487291356891381,5.156934695727477,2.4780597845492096
8g,row,1362771960,30,30,local_identity_shrinkage,width,115,7.943376384590134,5.100573074415866,3.0068807455161384
8g,row,1362771960,30,30,conditional_EA,center,115,9.105433450080168,5.297132338993857,3.055216826111579
8g,row,1362771960,30,30,conditional_EA,width,115,7.908004991717264,5.071494750249252,2.923743220219878
8g,row,1362771960,30,30,conditional_policy,center,115,9.105433450080168,5.297132338993857,3.055216826111579
8g,row,1362771960,30,30,conditional_policy,width,115,7.908004991717264,5.071494750249252,2.923743220219878
8g,row,1362771960,30,30,target_head_only,center,115,7.54089976391032,4.232558678550725,2.2816168333333327
8g,row,1362771960,30,30,target_head_only,width,115,5.766669171920448,3.592316557101448,2.3524501666666637
8g,row,1362771960,30,30,standard_shallow_finetune,center,115,9.006383188753388,5.463158637971015,3.9578438333333352
8g,row,1362771960,30,30,standard_shallow_finetune,width,115,8.660327632118989,4.900050273623188,2.321301
8g,row,1362771960,30,30,packing_mass_physical_scale,center,115,7.295086791853647,4.032504111994867,2.292468897501628
8g,row,1362771960,30,30,packing_mass_physical_scale,width,115,9.226360318538848,6.416595671556997,4.198275216420489
8g,row,1362771960,30,30,physics_scale_residual,center,115,9.284793199284403,5.086888955100235,2.4954107096752214
8g,row,1362771960,30,30,physics_scale_residual,width,115,7.700818540434026,4.60458290837957,2.4632269418778954
8g,row,1362771960,30,30,raw_column_conditioned,center,115,21.28948944628929,14.29734975768116,7.425738166666669
8g,row,1362771960,30,30,raw_column_conditioned,width,115,19.57583681635964,12.903141544927536,7.041199999999996
8g,row,1362771960,30,30,mass_normalized_column_conditioned,center,115,11.327870153356612,5.655224089710144,2.5308131666666647
8g,row,1362771960,30,30,mass_normalized_column_conditioned,width,115,9.607315106919533,5.220962903478259,2.5949953333333315
8g,row,1362771960,50,50,scale_only,center,115,8.010242905547347,4.96636691760158,3.2988373585992328
8g,row,1362771960,50,50,scale_only,width,115,6.915341999970692,4.550021533326713,2.788370418193832
8g,row,1362771960,50,50,local_identity_shrinkage,center,115,8.780387743511138,4.984417503498473,2.9206146911890425
8g,row,1362771960,50,50,local_identity_shrinkage,width,115,7.331591068745789,4.862250263836112,2.9125538781424734
8g,row,1362771960,50,50,conditional_EA,center,115,8.935693124409196,5.034291483117113,2.5122933436132886
8g,row,1362771960,50,50,conditional_EA,width,115,7.161621025005351,4.651996526633397,2.7360676935969757
8g,row,1362771960,50,50,conditional_policy,center,115,8.935693124409196,5.034291483117113,2.5122933436132886
8g,row,1362771960,50,50,conditional_policy,width,115,7.161621025005351,4.651996526633397,2.7360676935969757
8g,row,1362771960,50,50,target_head_only,center,115,7.2397121157762045,3.709270210289856,1.7316246666666686
8g,row,1362771960,50,50,target_head_only,width,115,5.766617941399058,3.5957712466666654,2.280028999999997
8g,row,1362771960,50,50,standard_shallow_finetune,center,115,8.27386041420601,4.608655964202899,2.7070453333333333
8g,row,1362771960,50,50,standard_shallow_finetune,width,115,8.113363432730658,4.643597893043478,2.1794379999999993
8g,row,1362771960,50,50,packing_mass_physical_scale,center,115,7.295086791853647,4.032504111994867,2.292468897501628
8g,row,1362771960,50,50,packing_mass_physical_scale,width,115,9.226360318538848,6.416595671556997,4.198275216420489
8g,row,1362771960,50,50,physics_scale_residual,center,115,9.36236514432535,5.291249051125197,3.028413261187616
8g,row,1362771960,50,50,physics_scale_residual,width,115,8.014200867242227,4.860829762532063,2.865414210858714
8g,row,1362771960,50,50,raw_column_conditioned,center,115,21.908896136493077,14.76539220594203,7.617075666666665
8g,row,1362771960,50,50,raw_column_conditioned,width,115,19.462836222379522,13.044330660579712,7.817055333333336
8g,row,1362771960,50,50,mass_normalized_column_conditioned,center,115,16.286999225861212,7.833572314637681,2.9185828333333337
8g,row,1362771960,50,50,mass_normalized_column_conditioned,width,115,13.478393014870367,6.459521028695652,3.2467066666666646
8g,row,1362771960,70,70,scale_only,center,115,7.5581296931250534,4.432472669168243,2.7866509643717343
8g,row,1362771960,70,70,scale_only,width,115,6.763237122371018,4.437755888713851,2.7434984565286467
8g,row,1362771960,70,70,local_identity_shrinkage,center,115,8.39515135414853,4.678489615902119,2.6334708079770817
8g,row,1362771960,70,70,local_identity_shrinkage,width,115,7.155510891518295,4.6389753847828485,2.489257870297939
8g,row,1362771960,70,70,conditional_EA,center,115,8.69203573419313,4.893054816894524,2.781701830088723
8g,row,1362771960,70,70,conditional_EA,width,115,7.03920536353471,4.517585756136322,2.661819232028888
8g,row,1362771960,70,70,conditional_policy,center,115,8.69203573419313,4.893054816894524,2.781701830088723
8g,row,1362771960,70,70,conditional_policy,width,115,7.03920536353471,4.517585756136322,2.661819232028888
8g,row,1362771960,70,70,target_head_only,center,115,7.187604696525341,3.5850541482608693,1.5735475
8g,row,1362771960,70,70,target_head_only,width,115,5.765913278517859,3.6290349005797102,2.305450666666667
8g,row,1362771960,70,70,standard_shallow_finetune,center,115,7.980869382187307,4.299770382463769,2.6370883333333346
8g,row,1362771960,70,70,standard_shallow_finetune,width,115,7.844835482555687,4.612664949275364,2.1669209999999985
8g,row,1362771960,70,70,packing_mass_physical_scale,center,115,7.295086791853647,4.032504111994867,2.292468897501628
8g,row,1362771960,70,70,packing_mass_physical_scale,width,115,9.226360318538848,6.416595671556997,4.198275216420489
8g,row,1362771960,70,70,physics_scale_residual,center,115,8.6833791789875,4.729136395972997,2.6578323438943148
8g,row,1362771960,70,70,physics_scale_residual,width,115,7.75434736327873,4.626638030801583,2.558409971170681
8g,row,1362771960,70,70,raw_column_conditioned,center,115,22.650343989921268,15.218183500289854,7.345115166666666
8g,row,1362771960,70,70,raw_column_conditioned,width,115,19.87178371979253,13.383694823188407,7.797229999999992
8g,row,1362771960,70,70,mass_normalized_column_conditioned,center,115,15.93766564046392,7.958900721304349,2.841498166666666
8g,row,1362771960,70,70,mass_normalized_column_conditioned,width,115,12.100942024457751,5.84665201826087,3.0016750000000005
8g,row,1362771960,100,100,scale_only,center,115,7.462699875362268,4.2909342738432565,2.6215996046888783
8g,row,1362771960,100,100,scale_only,width,115,6.143926246816341,3.873657637140388,2.381948559041346
8g,row,1362771960,100,100,local_identity_shrinkage,center,115,7.600902567468501,3.982092729041964,1.998774295761141
8g,row,1362771960,100,100,local_identity_shrinkage,width,115,6.254676098150207,3.9673751627991334,2.4060794309386715
8g,row,1362771960,100,100,conditional_EA,center,115,7.6115549060041685,4.006664235570297,1.8776049645605006
8g,row,1362771960,100,100,conditional_EA,width,115,6.211080626122044,3.8656251201423575,2.3072304725374604
8g,row,1362771960,100,100,conditional_policy,center,115,7.6115549060041685,4.006664235570297,1.8776049645605006
8g,row,1362771960,100,100,conditional_policy,width,115,6.211080626122044,3.8656251201423575,2.3072304725374604
8g,row,1362771960,100,100,target_head_only,center,115,7.111380321056548,3.5809779660869565,1.7319631666666595
8g,row,1362771960,100,100,target_head_only,width,115,5.761066107538232,3.5875990759420286,2.4005346666666636
8g,row,1362771960,100,100,standard_shallow_finetune,center,115,7.330075651724006,4.044506868405796,2.251262333333333
8g,row,1362771960,100,100,standard_shallow_finetune,width,115,5.892205510561835,3.6878828805797106,2.4716070000000006
8g,row,1362771960,100,100,packing_mass_physical_scale,center,115,7.295086791853647,4.032504111994867,2.292468897501628
8g,row,1362771960,100,100,packing_mass_physical_scale,width,115,9.226360318538848,6.416595671556997,4.198275216420489
8g,row,1362771960,100,100,physics_scale_residual,center,115,8.00317584716327,4.6069120375286445,2.627350544309504
8g,row,1362771960,100,100,physics_scale_residual,width,115,6.184555506842285,3.829395485523595,2.429176147698886
8g,row,1362771960,100,100,raw_column_conditioned,center,115,24.226955525317674,16.048786440724637,6.82942816666667
8g,row,1362771960,100,100,raw_column_conditioned,width,115,20.214098143882648,13.466386700579712,6.291814000000005
8g,row,1362771960,100,100,mass_normalized_column_conditioned,center,115,9.171498236162678,5.999892192753624,4.131207333333332
8g,row,1362771960,100,100,mass_normalized_column_conditioned,width,115,6.706178904977174,4.447426417391304,3.248600333333334
8g,compound,769539383,30,31,scale_only,center,114,16.85177137351713,11.576577678941726,7.480074230150919
8g,compound,769539383,30,31,scale_only,width,114,7.484587863743366,4.92555746758348,3.3355667781894267
8g,compound,769539383,30,31,local_identity_shrinkage,center,114,19.324923831079474,10.255730853173338,4.513878030038872
8g,compound,769539383,30,31,local_identity_shrinkage,width,114,8.160735510746713,5.5276691747302955,3.567480613847019
