column,protocol,seed,budget,target,scale,train_rows,compounds,q50_min,q50_max,q50_q90,upper10_x2_leverage,without_upper10_scale,without_upper10_relative_change,leave_compound_min_scale,leave_compound_max_scale,leave_compound_max_relative_change,packing_mass_ratio,absolute_difference,relative_difference
8g,row,1425370602,70,V2,1.9002175724885255,62,46,6.675283,106.010735,33.294782999999995,0.7002709419248887,1.6656119561269058,-0.1234625022725056,1.656637639385769,1.9587186075957288,0.1281852860584613,2.0,0.09978242751147448,0.04989121375573724
8g,row,1425370602,100,V1,2.25611860288985,92,61,3.7184713,56.89812,11.656595200000002,0.7526320095050913,1.920436899065096,-0.148787259408606,2.17423362515359,2.2893026742730003,0.0362946245961423,2.0,0.2561186028898499,0.12805930144492494
8g,row,1425370602,100,V2,1.8374826578642232,92,61,6.675283,114.823456,33.926833900000005,0.7124514792567396,1.6870697883085826,-0.0818581165443332,1.7236008024176286,1.8656081229250523,0.0619771049044697,2.0,0.16251734213577684,0.08125867106788842
8g,row,2767143051,30,V1,2.200570081993294,22,20,3.896998,31.897373,16.515605100000005,0.6945352864844494,2.21037486232343,0.0044555637697549,2.128839502897619,2.2903010079408728,0.0407762182544533,2.0,0.20057008199329385,0.10028504099664692
8g,row,2767143051,30,V2,1.83128603178537,22,20,7.96384,69.369545,39.6593907,0.6393991317131378,1.9600301304352536,0.0703025613777916,1.7365656669602807,1.8629623117836016,0.0517234135907999,2.0,0.16871396821462992,0.08435698410731496
8g,row,2767143051,50,V1,2.177424899077072,42,34,3.7184713,31.897373,14.7242883,0.5943815191034484,2.1671160160171854,-0.0047344379428453,2.127606049150439,2.222672541631268,0.0228797098571571,2.0,0.17742489907707215,0.08871244953853608
8g,row,2767143051,50,V2,1.802395631151407,42,34,6.966473,69.369545,35.651397499999995,0.5524580932168116,1.8782016566546036,0.0420584827176762,1.7399698926321685,1.8205393084264871,0.0346348700808599,2.0,0.1976043688485929,0.09880218442429645
8g,row,2767143051,70,V1,2.2026776104016745,62,46,3.7184713,50.51095,15.768687299999998,0.7019813760210025,2.1629096561640413,-0.0180543689416179,2.1556632444567265,2.3071992313555256,0.0474520739940651,2.0,0.20267761040167454,0.10133880520083727
8g,row,2767143051,70,V2,1.748704434144776,62,46,6.943158,107.1606,36.3632964,0.6543089389583794,1.8473972185525287,0.0564376589209139,1.715673326125626,1.8503043923717093,0.0581001318708396,2.0,0.25129556585522406,0.12564778292761203
8g,row,2767143051,100,V1,2.371545818992602,92,58,3.5858183,50.51095,14.7242883,0.7361544301715874,2.2017363446056786,-0.0716028646914593,2.232718532992928,2.4755517117981176,0.0585387323693564,2.0,0.371545818992602,0.185772909496301
8g,row,2767143051,100,V2,1.8306326081958604,92,58,6.943158,122.58781,35.864771800000014,0.745479372581003,1.906083889066432,0.0412159602821293,1.7618942604705925,1.8975852457532156,0.0375489584406624,2.0,0.16936739180413962,0.08468369590206981
