selection_order,pool_position,selected_from_center,largest_cluster_score,nearest_center_sq_distance_before_selection
252,1419,57,48190.33373740502,4896.8561015782525
253,52,415,47930.38933015083,7896.262141311054
254,1064,136,47918.81970923856,10741.77222398046
255,2922,355,47899.14718323748,47899.1442300459
256,1099,83,47895.36924341733,5564.7313312884
257,516,427,47618.6610543952,13178.393841581768
258,583,590,58605.30981174682,13691.961107456242
259,1514,215,47263.042582591,8046.894275765502
260,1059,89,46103.85155510603,3240.117751678976
261,1848,443,45768.781715831436,10060.358937513338
262,1153,577,45367.834923604874,2903.4744180309544
263,609,407,44943.14538903786,14981.33517838968
264,2522,280,44885.6123845057,4781.0495947889285
265,2114,326,44576.59926773914,7895.830185538402
266,1845,238,44257.62439400637,4122.598733059222
267,2719,305,44060.34944582117,4733.132330851788
268,2614,298,44022.12458668077,11017.00004686549
269,1727,216,43996.71833905147,43996.716611908516
270,2807,353,43811.0236516314,21905.60441646492
271,2945,70,43751.66745294829,2967.9715070686116
272,2927,181,43233.15454911071,43233.15454911071
273,1109,39,43232.121294163684,4203.142580489976
274,790,126,43151.59006649401,6319.784260826046
275,1540,418,43055.331060652155,14352.597377545433
276,285,33,42764.71240122928,21382.397954261425
277,2804,7,42599.21391920133,21299.52759219827
278,2950,500,42479.09005525449,5274.8887183508705
279,2434,405,42450.889333459345,21225.59580845936
280,990,303,42157.6710727848,2433.061391069461
281,197,28,42091.61068589772,6377.307386324283
282,2071,246,41511.20335550426,3015.2630650864253
283,2148,265,41366.6890872914,4659.7088955130985
284,2607,3,41193.277349519354,4944.423891580967
285,2887,70,40783.69594587968,2802.6651465802515
286,2509,284,40300.01038340468,3212.2597749988618
287,497,619,48922.12213559159,6391.11222537912
288,1070,78,40290.728184776206,3766.8125341114937
289,1351,231,40273.01101662471,11260.706026744047
290,2970,185,39740.897681145085,15408.028659750362
291,1395,354,39565.84570578506,19783.004553974082
292,2440,577,39560.90505258091,2464.9453205756745
293,2936,201,38734.59627467074,6594.701805762017
294,2762,57,38397.628318641495,3935.071427640827
295,1903,237,38134.02044520847,12711.406774728399
296,672,79,38121.72076787279,7921.358796031345
297,480,59,38105.896438619195,3740.0748248391164
298,269,236,38047.70906745024,7609.622229518842
299,991,70,37981.03079929943,2587.587733589595
300,2635,232,37666.164240566846,2216.7681657625626
301,2792,131,37259.35725739656,9378.018708148404
302,586,6,37097.751901129915,2223.4751126317396
303,2991,469,36948.65320328891,36948.65320328891
304,1469,326,36680.769082200735,6259.609568653443
305,2744,229,36630.75376285429,3957.511441380553
306,2697,72,36568.76274594725,7014.961883079879
307,2340,300,36488.16417998985,18244.307886235212
308,709,436,36395.62257214307,18197.971277776465
309,124,455,36340.53402116049,8448.089984870508
310,1663,578,35988.21001709347,4855.79188125981
311,1266,197,35556.010277972746,3962.8805890697386
312,1627,255,35496.35494710069,4469.497436834961
313,339,172,35464.12311136862,3374.5523961520303
314,148,56,35375.25691118179,4104.2959753717405
315,962,252,35355.001204177315,4490.801557308343
316,888,208,35319.9270319411,11773.50120327952
317,417,40,35314.33402971426,8726.714019934734
318,1347,324,35231.176164701596,6043.522744974616
319,1877,319,35020.251650247206,7615.842814397358
