score,rows,top_rows,base_tail_fraction,top_tail_fraction,tail_enrichment,hard_error_top10_overlap,top_mean_V1,top_mean_V2,top_mean_error,split_mode,seed,protocol,evaluation_split
raw_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.6666666666666666,54.106944719950356,100.83888880411784,2.167780827170604,row,42,no_threshold,valid
calibrated_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.6666666666666666,54.106944719950356,100.83888880411784,2.167780827170604,row,42,no_threshold,valid
raw_quantile_width_score,59,6,0.05084745762711865,0.5,9.833333333333332,0.5,69.94444433848064,132.97638829549155,4.122356263206121,row,525,legacy_threshold,test
calibrated_quantile_width_score,59,6,0.05084745762711865,0.5,9.833333333333332,0.5,69.94444433848064,132.97638829549155,4.122356263206121,row,525,legacy_threshold,test
raw_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.5,41.411111990610756,70.77083206176758,1.4596108646051436,row,525,legacy_threshold,valid
calibrated_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.6666666666666666,40.5763897895813,69.3916654586792,1.7270777852051296,row,525,legacy_threshold,valid
raw_quantile_width_score,59,6,0.05084745762711865,0.5,9.833333333333332,0.6666666666666666,74.35694440205891,136.77083269755045,4.380997463391225,row,525,no_threshold,test
calibrated_quantile_width_score,59,6,0.05084745762711865,0.5,9.833333333333332,0.6666666666666666,74.35694440205891,136.77083269755045,4.380997463391225,row,525,no_threshold,test
raw_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.16666666666666666,41.411111990610756,70.77083206176758,0.7652015855436168,row,525,no_threshold,valid
calibrated_quantile_width_score,57,6,0.03508771929824561,0.3333333333333333,9.5,0.16666666666666666,41.411111990610756,70.77083206176758,0.7652015855436168,row,525,no_threshold,valid
raw_quantile_width_score,59,6,0.05084745762711865,0.16666666666666666,3.2777777777777772,0.16666666666666666,28.325000286102295,54.049999396006264,1.3447657405944529,row,1101,legacy_threshold,test
calibrated_quantile_width_score,59,6,0.05084745762711865,0.16666666666666666,3.2777777777777772,0.3333333333333333,32.33472235997518,65.64166593551636,1.921089063778162,row,1101,legacy_threshold,test
raw_quantile_width_score,57,6,0.03508771929824561,0.0,0.0,0.16666666666666666,19.788888772328693,37.191665967305504,0.9204902416246984,row,1101,legacy_threshold,valid
calibrated_quantile_width_score,57,6,0.03508771929824561,0.0,0.0,0.16666666666666666,19.788888772328693,37.191665967305504,0.9204902416246984,row,1101,legacy_threshold,valid
raw_quantile_width_score,59,6,0.05084745762711865,0.0,0.0,0.16666666666666666,13.773611148198446,34.85833295186361,1.3282954343032798,row,1101,no_threshold,test
calibrated_quantile_width_score,59,6,0.05084745762711865,0.0,0.0,0.16666666666666666,13.598611116409302,33.381944020589195,1.3339864080019261,row,1101,no_threshold,test
raw_quantile_width_score,57,6,0.03508771929824561,0.0,0.0,0.0,14.519444465637207,31.286110719045002,0.6730446326948035,row,1101,no_threshold,valid
calibrated_quantile_width_score,57,6,0.03508771929824561,0.0,0.0,0.0,20.449999968210857,40.75416612625122,0.6598336599237942,row,1101,no_threshold,valid
