gradient_norm_mean,gradient_norm_std,gradient_norm_p50,gradient_norm_p90,gradient_norm_p95,gradient_norm_max,gradient_effective_rank_participation_ratio,coverage_nearest_distance_mean,coverage_nearest_distance_median,coverage_nearest_distance_p90,coverage_nearest_distance_max,active_label_count,candidate_pool_size,recent_validation_nrmse,recent_validation_last_step_delta,recent_validation_2step_linear_slope_per_label,recent_validation_3step_linear_slope_per_label,seed,source_trajectory,anchor_budget,state_kind,gradient_bank_hash,ivr_integrated_variance_before,ivr_predicted_total_reduction_B32,ivr_predicted_relative_reduction_B32,maxdet_total_marginal_logdet_gain_B32,lcmd_largest_cluster_score_first,strategy,rollout_step,gradient_extraction_seconds
180.0288333212591,149.24856385631313,127.24105358317519,364.96878205115354,489.0352168701029,1284.0876573979467,10.206989324432824,66.46876971758682,65.50530006390083,132.90073347068585,290.3454480980386,685,2645,,,,,157,kernel_ivr,653,branch_after_1,be5f77d8b9e4b286f698d44e971e3de78f392075fc4859cf31e179b725af1d93,,,,,,gradient_maxdet,1.0,38.330680375001975
184.87340264398543,175.87012271121802,115.3331292109692,409.7981449125684,568.1721404038301,1483.1499236580885,7.024453634107915,79.57616411507668,62.369178658803186,184.23317087601828,531.7918483968419,429,2901,0.8006044018195179,-0.1096779699403381,-0.0016717476215064,-0.0020567528554539,6101,gradient_lcmd,429,anchor,620ca917eb3e1afa0f8b202be14b7ba0be38ef7a4906e6b5cb597cff8fd065d3,0.1409389637604147,0.0154174907548716,0.109391259475131,13.555454393704691,1336790.5928079165,,,
213.40838823269664,208.7458976926843,133.9217133209307,496.8593829771823,690.2520134578573,1553.075047989858,8.659718091153817,53.19285563367763,53.28305437347273,118.18422156840298,333.7040985026329,653,2677,0.4621232653518304,-0.0180155260455097,-0.0017345675948823,-0.0020876345530076,6101,gradient_lcmd,653,anchor,66b29f204969ce4cd0ddc2526497ed845b44d4e7d619fde2f127ce3356e4a4ff,0.1065679803812405,0.00754485969764,0.0707985613563166,11.347170314847755,253591.84041872615,,,
164.79124526672985,169.2186154767916,101.1862508513627,358.46186602244336,510.14025146440025,1715.1713650791075,5.036329111106946,65.12806029495084,53.89980749400682,143.7498960451966,484.9174454804291,429,2901,0.8325299621281126,-0.0622556245022222,-0.0013105595753651,-0.0018334079478267,6101,kernel_ivr,429,anchor,a3ed602ccd362ce50fe111b8f1acba5d67a4c50d85d2363076ddb5acf2ba3160,0.1150786837829356,0.0107871945246575,0.0937375556450108,11.332837190325208,697898.0547545932,,,
169.6704400810202,182.3662981669763,99.76734362836716,383.6181795764249,578.5451970197387,1697.460048214923,6.420956647069499,51.22059033051976,47.67505185374135,108.73345898305362,370.3493771024511,653,2677,0.559874894956655,-0.0059130309795822,-0.0002262038001777,-0.0008514635833661,6101,kernel_ivr,653,anchor,9bfb0f7c8d5bc46dee807066669bb87d97b2159f7f4f283ee85eeaab3444d250,0.0806394609090428,0.0036741364170652,0.0455625121453812,5.888446261899472,354880.32726157684,,,
179.01296155374786,164.2187487355885,116.5279595781261,385.31746478602395,549.8496775389917,1380.0094704557778,7.057500152671608,70.52342662760483,62.04287108111313,150.3338045152974,578.5861818138244,461,2869,,,,,6101,gradient_lcmd,429,branch_after_1,3e3f7280f6626461bfa0f877d9ef8fb8d199a3c735118d899725eddc9a994e36,,,,,,gradient_lcmd,1.0,42.52318316599849
182.7573545432044,182.43855632051927,112.86925957860171,423.49702369066665,580.2059715043529,1859.3410087931493,5.687084623651821,70.41666006223564,60.99622154846375,158.9944245882837,504.872814961105,461,2869,,,,,6101,gradient_lcmd,429,branch_after_1,76c400e65110fb91497ceb118d03537ed57f95a346092c1792c276701aca6273,,,,,,kernel_ivr,1.0,74.33033695800259
205.59937329144282,210.67834582907406,119.59423978784369,481.4995120648986,655.5605498875535,1681.4443774310719,5.550979779341335,79.2074618541775,62.92391834036809,187.00583484567485,486.61763547629823,461,2869,,,,,6101,gradient_lcmd,429,branch_after_1,aceabd3a8a9c913c154b2c86495de986b91d8bd1c70f4ca7f22f603065f68bd5,,,,,,gradient_maxdet,1.0,44.0056019160038
202.10705312845855,211.51333906512372,119.51822225191304,467.98249538468326,680.3369397681121,1857.6036988407077,5.9332177943779865,42.18110437720481,42.554821068037185,97.24859044681568,272.3053799782385,685,2645,,,,,6101,gradient_lcmd,653,branch_after_1,2304bc9e6c59a9f00e116c8f4775bcc2d65c2b449ca77df147f3b12164af80bd,,,,,,gradient_lcmd,1.0,104.16269808300422
193.95055911164474,201.78531689008574,116.60169254054446,453.7257222360138,666.5232386928078,1777.3865126161916,6.4132543517552305,45.716714678289826,46.528703200654014,100.24584220400978,354.2203410297365,685,2645,,,,,6101,gradient_lcmd,653,branch_after_1,d1fff1f89e32d593c9fb11db6aadca2aa1a5667a8b2f09239d23140a26d1c741,,,,,,kernel_ivr,1.0,80.09694183299871
211.6736192751034,201.38632814326195,138.6923256395839,447.35518525304946,675.8801952801967,1677.555931066548,8.737967064476184,54.82130464005417,58.07996345290081,122.22786999483208,336.24333531566407,685,2645,,,,,6101,gradient_lcmd,653,branch_after_1,a5da11f7fbe0448d72ac8e536fcadb37844bccf07bccec64b7cd2ef5e0ea80a5,,,,,,gradient_maxdet,1.0,107.96258254199347
185.994832574721,175.33878655488593,121.31281715131742,375.71063382333165,536.7090514807427,1680.6720346279249,6.754151173963491,75.60376704974604,68.86194147709416,163.17137842956387,398.2614449740016,461,2869,,,,,6101,kernel_ivr,429,branch_after_1,d5ba761fc2b651cab17c8aba009aefc4fcf5f0082c1dbb117582704f36fdc145,,,,,,gradient_lcmd,1.0,138.90039375000924
194.77913987169885,177.10597150160706,130.80354910343533,400.7887221762606,570.2448432288111,1446.423458908654,7.3877094074911795,81.5042974017524,72.88126068268254,174.2637548158499,446.3826337969097,461,2869,,,,,6101,kernel_ivr,429,branch_after_1,1b5e2c54b0e942a1aeee4a1d50509af4de7726b7bf27b48d3df41d4f88abd54c,,,,,,kernel_ivr,1.0,54.87429066700861
172.98436325565245,172.07959752936583,105.4257975033105,361.55341448115064,529.7379707740675,1683.020813689411,5.4634171208877875,71.58459344795892,57.60808095855308,161.00161902206392,424.6355724591897,461,2869,,,,,6101,kernel_ivr,429,branch_after_1,7c7e6c733fd2c131f634543717df4ffd21356eff7bdea75b7148289037e3a723,,,,,,gradient_maxdet,1.0,48.269128375002765
193.8368167646,183.740907010878,125.0802726362147,415.3866191654119,606.9987023030525,1608.802512723198,8.139018573962014,60.39114444165546,62.186494814329684,122.07162394142752,345.102627140812,685,2645,,,,,6101,kernel_ivr,653,branch_after_1,a3904008e9fcd7df21e21e94945e38ec490acd0755e44d1602709a77a7b7b647,,,,,,gradient_lcmd,1.0,40.475247082998976
205.0594615745566,198.31014712307982,131.66250523496808,454.294121548398,653.5434146431761,1599.0991135356526,7.383662495057592,70.11615977437144,67.15950277910123,149.04511533433632,336.89800103973454,685,2645,,,,,6101,kernel_ivr,653,branch_after_1,a04cd1446c6ad970a31caafe17af77ed631a629a5562c3168d07f8a2f2c482fc,,,,,,kernel_ivr,1.0,44.67251054100052
172.49953610033143,182.9011217573457,104.22484220377473,374.4051388504448,588.7370089417335,1714.7244675793872,6.578789637099239,52.26073180107404,52.12485049180974,106.02931417507142,338.1801054034961,685,2645,,,,,6101,kernel_ivr,653,branch_after_1,fe7a9a5f695196f4b04825ba8ad10b4ffa930a32d4bd51482d319ad1b1111876,,,,,,gradient_maxdet,1.0,41.61662141600391
