dataset,outer_seed,role,section,metric,value
8g_target,42.0,l0_train,condition_dimension,eluent_descriptor_5_std,0.6886427402496338
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_min,0.0
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_q25,0.0
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_median,2.0
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_q75,2.0
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_max,2.0
8g_target,42.0,l0_train,condition_dimension,loading_solvent_code_std,0.942808985710144
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_min,88.5
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_q25,102.22999954223633
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_median,107.9000015258789
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_q75,115.4000015258789
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_max,164.0
8g_target,42.0,l0_train,condition_dimension,loading_mass_proxy_std,14.418004989624023
8g_target,42.0,l0_train,condition_dimension,loading_volume_min,300.0
8g_target,42.0,l0_train,condition_dimension,loading_volume_q25,300.0
8g_target,42.0,l0_train,condition_dimension,loading_volume_median,300.0
8g_target,42.0,l0_train,condition_dimension,loading_volume_q75,300.0
8g_target,42.0,l0_train,condition_dimension,loading_volume_max,500.0
8g_target,42.0,l0_train,condition_dimension,loading_volume_std,30.49106788635254
8g_target,42.0,u0,compound,rows,466.0
8g_target,42.0,u0,compound,unique_compounds,88.0
8g_target,42.0,u0,compound,samples_per_compound_mean,5.295454545454546
8g_target,42.0,u0,compound,samples_per_compound_median,5.0
8g_target,42.0,u0,compound,samples_per_compound_p90,7.0
8g_target,42.0,u0,compound,samples_per_compound_max,11.0
8g_target,42.0,u0,compound,compound_HHI,0.01224925859750594
8g_target,42.0,u0,condition,unique_condition_vectors,430.0
8g_target,42.0,u0,condition,mean_unique_conditions_per_compound,5.238636363636363
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_min,86.14764404296875
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_q25,86.20206451416016
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_median,86.43336486816406
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_q75,87.08099365234375
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_max,88.05242919921875
8g_target,42.0,u0,condition_dimension,eluent_descriptor_0_std,0.6499223709106445
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_min,0.5156862735748291
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_q25,1.2523809671401978
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_median,4.383333206176758
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_q75,13.149999618530273
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_max,26.299999237060547
8g_target,42.0,u0,condition_dimension,eluent_descriptor_1_std,8.79773998260498
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_min,1.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_q25,2.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_median,2.6666667461395264
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_q75,2.904762029647827
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_max,2.9607841968536377
8g_target,42.0,u0,condition_dimension,eluent_descriptor_2_std,0.6690296530723572
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_min,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_q25,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_median,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_q75,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_max,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_3_std,0.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_min,0.03921568766236305
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_q25,0.095238097012043
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_median,0.3333333432674408
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_q75,1.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_max,2.0
8g_target,42.0,u0,condition_dimension,eluent_descriptor_4_std,0.6690296530723572
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_min,0.5694000124931335
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_q25,1.5780000686645508
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_median,2.2503998279571533
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_q75,2.4905431270599365
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_max,2.5470471382141113
8g_target,42.0,u0,condition_dimension,eluent_descriptor_5_std,0.6747833490371704
8g_target,42.0,u0,condition_dimension,loading_solvent_code_min,0.0
8g_target,42.0,u0,condition_dimension,loading_solvent_code_q25,0.0
8g_target,42.0,u0,condition_dimension,loading_solvent_code_median,2.0
8g_target,42.0,u0,condition_dimension,loading_solvent_code_q75,2.0
8g_target,42.0,u0,condition_dimension,loading_solvent_code_max,2.0
8g_target,42.0,u0,condition_dimension,loading_solvent_code_std,0.961536169052124
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_min,86.0
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_q25,102.19999694824219
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_median,107.79999542236328
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_q75,122.0
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_max,173.6999969482422
8g_target,42.0,u0,condition_dimension,loading_mass_proxy_std,21.573423385620117
8g_target,42.0,u0,condition_dimension,loading_volume_min,300.0
8g_target,42.0,u0,condition_dimension,loading_volume_q25,300.0
8g_target,42.0,u0,condition_dimension,loading_volume_median,300.0
8g_target,42.0,u0,condition_dimension,loading_volume_q75,300.0
8g_target,42.0,u0,condition_dimension,loading_volume_max,1000.0
8g_target,42.0,u0,condition_dimension,loading_volume_std,105.13028717041016
8g_target,42.0,u0,representation,kmeans10_silhouette,0.18635415819449186
8g_target,42.0,u0,representation,mean_nearest_L0_graph_component,6.026261800258764
8g_target,42.0,u0,representation,mean_nearest_L0_condition_component,2.1848606019238836
8g_target,42.0,u0,representation,fraction_condition_component_gt_graph,0.07296137339055794
8g_target,42.0,u0,compound_condition_coupling,adjusted_mutual_information_compound_vs_condition_cluster,0.1997380723132381
8g_target,525.0,l0_train,compound,rows,42.0
8g_target,525.0,l0_train,compound,unique_compounds,32.0
8g_target,525.0,l0_train,compound,samples_per_compound_mean,1.3125
8g_target,525.0,l0_train,compound,samples_per_compound_median,1.0
8g_target,525.0,l0_train,compound,samples_per_compound_p90,2.0
8g_target,525.0,l0_train,compound,samples_per_compound_max,2.0
8g_target,525.0,l0_train,compound,compound_HHI,0.03514739229024943
8g_target,525.0,l0_train,condition,unique_condition_vectors,42.0
8g_target,525.0,l0_train,condition,mean_unique_conditions_per_compound,1.3125
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_min,86.14764404296875
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_q25,86.28617858886719
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_median,86.43336486816406
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_q75,86.7571792602539
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_max,88.05242919921875
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_0_std,0.45940542221069336
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_min,0.5156862735748291
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_q25,2.390909194946289
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_median,4.383333206176758
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_q75,8.766666412353516
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_max,26.299999237060547
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_1_std,6.218783855438232
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_min,1.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_q25,2.3333332538604736
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_median,2.6666667461395264
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_q75,2.8181817531585693
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_max,2.9607841968536377
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_2_std,0.4729113280773163
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_min,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_q25,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_median,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_q75,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_max,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_3_std,0.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_min,0.03921568766236305
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_q25,0.1818181872367859
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_median,0.3333333432674408
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_q75,0.6666666865348816
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_max,2.0
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_4_std,0.4729113280773163
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_min,0.5694000124931335
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_q25,1.9142000675201416
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_median,2.2503998279571533
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_q75,2.4032182693481445
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_max,2.5470471382141113
8g_target,525.0,l0_train,condition_dimension,eluent_descriptor_5_std,0.4769783616065979
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_min,0.0
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_q25,0.0
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_median,2.0
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_q75,2.0
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_max,2.0
8g_target,525.0,l0_train,condition_dimension,loading_solvent_code_std,0.9583147764205933
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_min,88.5
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_q25,102.19999694824219
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_median,105.0
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_q75,119.20000457763672
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_max,154.0
8g_target,525.0,l0_train,condition_dimension,loading_mass_proxy_std,15.272980690002441
8g_target,525.0,l0_train,condition_dimension,loading_volume_min,300.0
8g_target,525.0,l0_train,condition_dimension,loading_volume_q25,300.0
8g_target,525.0,l0_train,condition_dimension,loading_volume_median,300.0
8g_target,525.0,l0_train,condition_dimension,loading_volume_q75,300.0
8g_target,525.0,l0_train,condition_dimension,loading_volume_max,1000.0
8g_target,525.0,l0_train,condition_dimension,loading_volume_std,116.4721450805664
8g_target,525.0,u0,compound,rows,466.0
8g_target,525.0,u0,compound,unique_compounds,88.0
8g_target,525.0,u0,compound,samples_per_compound_mean,5.295454545454546
8g_target,525.0,u0,compound,samples_per_compound_median,5.0
8g_target,525.0,u0,compound,samples_per_compound_p90,7.0
8g_target,525.0,u0,compound,samples_per_compound_max,10.0
8g_target,525.0,u0,compound,compound_HHI,0.01223083865976533
8g_target,525.0,u0,condition,unique_condition_vectors,429.0
8g_target,525.0,u0,condition,mean_unique_conditions_per_compound,5.261363636363637
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_min,86.14764404296875
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_q25,86.20206451416016
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_median,86.43336486816406
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_q75,87.08099365234375
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_max,88.05242919921875
8g_target,525.0,u0,condition_dimension,eluent_descriptor_0_std,0.6494069695472717
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_min,0.5156862735748291
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_q25,1.2523809671401978
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_median,4.383333206176758
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_q75,13.149999618530273
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_max,26.299999237060547
8g_target,525.0,u0,condition_dimension,eluent_descriptor_1_std,8.790761947631836
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_min,1.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_q25,2.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_median,2.6666667461395264
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_q75,2.904762029647827
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_max,2.9607841968536377
8g_target,525.0,u0,condition_dimension,eluent_descriptor_2_std,0.6684991121292114
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_min,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_q25,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_median,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_q75,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_max,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_3_std,0.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_min,0.03921568766236305
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_q25,0.095238097012043
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_median,0.3333333432674408
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_q75,1.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_max,2.0
8g_target,525.0,u0,condition_dimension,eluent_descriptor_4_std,0.6684990525245667
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_min,0.5694000124931335
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_q25,1.5780000686645508
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_median,2.2503998279571533
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_q75,2.4905431270599365
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_max,2.5470471382141113
8g_target,525.0,u0,condition_dimension,eluent_descriptor_5_std,0.674248218536377
8g_target,525.0,u0,condition_dimension,loading_solvent_code_min,0.0
8g_target,525.0,u0,condition_dimension,loading_solvent_code_q25,0.0
8g_target,525.0,u0,condition_dimension,loading_solvent_code_median,2.0
8g_target,525.0,u0,condition_dimension,loading_solvent_code_q75,2.0
8g_target,525.0,u0,condition_dimension,loading_solvent_code_max,2.0
8g_target,525.0,u0,condition_dimension,loading_solvent_code_std,0.9564654231071472
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_min,86.0
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_q25,102.19999694824219
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_median,108.00000762939453
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_q75,122.0
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_max,173.6999969482422
8g_target,525.0,u0,condition_dimension,loading_mass_proxy_std,22.087955474853516
8g_target,525.0,u0,condition_dimension,loading_volume_min,300.0
8g_target,525.0,u0,condition_dimension,loading_volume_q25,300.0
8g_target,525.0,u0,condition_dimension,loading_volume_median,300.0
8g_target,525.0,u0,condition_dimension,loading_volume_q75,300.0
8g_target,525.0,u0,condition_dimension,loading_volume_max,1000.0
8g_target,525.0,u0,condition_dimension,loading_volume_std,97.34947967529297
8g_target,525.0,u0,representation,kmeans10_silhouette,0.18502005166035837
8g_target,525.0,u0,representation,mean_nearest_L0_graph_component,3.9691087748823084
8g_target,525.0,u0,representation,mean_nearest_L0_condition_component,1.482361081647882
8g_target,525.0,u0,representation,fraction_condition_component_gt_graph,0.0815450643776824
8g_target,525.0,u0,compound_condition_coupling,adjusted_mutual_information_compound_vs_condition_cluster,0.1545095493356814
8g_target,1101.0,l0_train,compound,rows,42.0
8g_target,1101.0,l0_train,compound,unique_compounds,33.0
8g_target,1101.0,l0_train,compound,samples_per_compound_mean,1.2727272727272727
8g_target,1101.0,l0_train,compound,samples_per_compound_median,1.0
8g_target,1101.0,l0_train,compound,samples_per_compound_p90,2.0
8g_target,1101.0,l0_train,compound,samples_per_compound_max,3.0
8g_target,1101.0,l0_train,compound,compound_HHI,0.036281179138321996
8g_target,1101.0,l0_train,condition,unique_condition_vectors,42.0
8g_target,1101.0,l0_train,condition,mean_unique_conditions_per_compound,1.2727272727272727
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_min,86.14764404296875
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_q25,86.20206451416016
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_median,86.7571792602539
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_q75,87.08099365234375
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_max,88.05242919921875
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_0_std,0.6728838682174683
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_min,0.5156862735748291
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_q25,1.2523809671401978
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_median,8.766666412353516
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_q75,13.149999618530273
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_max,26.299999237060547
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_1_std,9.108558654785156
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_min,1.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_q25,2.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_median,2.3333332538604736
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_q75,2.904762029647827
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_max,2.9607841968536377
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_2_std,0.6926660537719727
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_min,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_q25,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_median,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_q75,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_max,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_3_std,0.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_min,0.03921568766236305
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_q25,0.095238097012043
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_median,0.6666666865348816
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_q75,1.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_max,2.0
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_4_std,0.6926660537719727
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_min,0.5694000124931335
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_q25,1.5780000686645508
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_median,1.9142000675201416
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_q75,2.4905431270599365
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_max,2.5470471382141113
8g_target,1101.0,l0_train,condition_dimension,eluent_descriptor_5_std,0.69862300157547
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_min,0.0
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_q25,0.0
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_median,2.0
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_q75,2.0
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_max,2.0
8g_target,1101.0,l0_train,condition_dimension,loading_solvent_code_std,0.9816918969154358
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_min,86.0999984741211
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_q25,104.34999465942383
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_median,106.9000015258789
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_q75,119.20000457763672
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_max,169.89999389648438
8g_target,1101.0,l0_train,condition_dimension,loading_mass_proxy_std,19.623558044433594
8g_target,1101.0,l0_train,condition_dimension,loading_volume_min,300.0
8g_target,1101.0,l0_train,condition_dimension,loading_volume_q25,300.0
8g_target,1101.0,l0_train,condition_dimension,loading_volume_median,300.0
8g_target,1101.0,l0_train,condition_dimension,loading_volume_q75,300.0
8g_target,1101.0,l0_train,condition_dimension,loading_volume_max,400.0
8g_target,1101.0,l0_train,condition_dimension,loading_volume_std,15.24553394317627
8g_target,1101.0,u0,compound,rows,466.0
8g_target,1101.0,u0,compound,unique_compounds,88.0
8g_target,1101.0,u0,compound,samples_per_compound_mean,5.295454545454546
8g_target,1101.0,u0,compound,samples_per_compound_median,5.0
8g_target,1101.0,u0,compound,samples_per_compound_p90,7.0
8g_target,1101.0,u0,compound,samples_per_compound_max,11.0
8g_target,1101.0,u0,compound,compound_HHI,0.012267678535246549
8g_target,1101.0,u0,condition,unique_condition_vectors,428.0
8g_target,1101.0,u0,condition,mean_unique_conditions_per_compound,5.25
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_min,86.14764404296875
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_q25,86.28617858886719
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_median,86.43336486816406
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_q75,87.08099365234375
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_max,88.05242919921875
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_0_std,0.6365626454353333
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_min,0.5156862735748291
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_q25,2.390909194946289
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_median,4.383333206176758
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_q75,13.149999618530273
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_max,26.299999237060547
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_1_std,8.616894721984863
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_min,1.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_q25,2.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_median,2.6666667461395264
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_q75,2.8181817531585693
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_max,2.9607841968536377
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_2_std,0.6552771925926208
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_min,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_q25,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_median,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_q75,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_max,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_3_std,0.0
8g_target,1101.0,u0,condition_dimension,eluent_descriptor_4_min,0.03921568766236305
