protocol,outer_seed,inner_fold,arm,column,regime,n,V1_rmse,V2_rmse
compound,1362771960,2,A1,40g,low,30,4.917190070690626,6.083576517031935
compound,1362771960,2,A1,40g,mid,27,7.670326457507359,11.655379789750947
compound,1362771960,2,A1,40g,high,22,16.332225573212405,19.606410149138572
compound,1362771960,2,A2,4g,low,155,1.445227239213062,3.878716670139129
compound,1362771960,2,A2,4g,mid,127,1.814476140413146,3.379599838235358
compound,1362771960,2,A2,4g,high,134,5.89005284128774,8.130285829113788
compound,1362771960,2,A2,25g,low,19,9.747757639160849,14.765391068120508
compound,1362771960,2,A2,25g,mid,13,3.6700116281042714,4.06221115700929
compound,1362771960,2,A2,25g,high,23,8.880182122047303,9.058485406448067
compound,1362771960,2,A2,40g,low,30,5.800733637804675,6.717741669292826
compound,1362771960,2,A2,40g,mid,27,8.152913973548758,11.916802608222644
compound,1362771960,2,A2,40g,high,22,18.457426039185375,22.2840312226358
compound,1362771960,3,A1,4g,low,155,2.07771887281801,3.25994083849016
compound,1362771960,3,A1,4g,mid,127,2.8560706985164575,3.1346200866317635
compound,1362771960,3,A1,4g,high,134,5.424899637355126,7.0799083896472625
compound,1362771960,3,A1,25g,low,21,2.1631803516169823,3.2944487361405437
compound,1362771960,3,A1,25g,mid,22,2.937909954598001,6.017996652059838
compound,1362771960,3,A1,25g,high,20,10.68734207316496,15.679374229443676
compound,1362771960,3,A1,40g,low,18,6.559971363279252,11.96207946713851
compound,1362771960,3,A1,40g,mid,26,8.156772629046644,15.35617105926626
compound,1362771960,3,A1,40g,high,27,32.02403147507889,33.18759580711327
compound,1362771960,3,A2,4g,low,155,1.556366980746423,3.8334322074047855
compound,1362771960,3,A2,4g,mid,127,1.6429380629956831,2.644469014217931
compound,1362771960,3,A2,4g,high,134,4.855145083372827,6.278871110826394
compound,1362771960,3,A2,25g,low,21,1.9199861842344712,3.4044479821917784
compound,1362771960,3,A2,25g,mid,22,3.46958521548105,6.409313206761036
compound,1362771960,3,A2,25g,high,20,10.452435111803828,15.961533542042034
compound,1362771960,3,A2,40g,low,18,4.2420972384040345,14.3185228834341
compound,1362771960,3,A2,40g,mid,26,8.441560506361885,15.799643077872547
compound,1362771960,3,A2,40g,high,27,30.96693393552236,31.53395357040181
compound,1362771960,4,A1,4g,low,155,2.3193355673199476,2.9047977909450595
compound,1362771960,4,A1,4g,mid,127,2.890553016480929,2.681212947747751
compound,1362771960,4,A1,4g,high,134,5.541696715126385,6.624800087130781
compound,1362771960,4,A1,25g,low,24,3.8738389358790823,8.257281277167026
compound,1362771960,4,A1,25g,mid,23,3.810017613351762,7.183598619765338
compound,1362771960,4,A1,25g,high,18,9.176834252465223,13.231496244217151
compound,1362771960,4,A1,40g,low,23,8.015308108478063,12.045656741439018
compound,1362771960,4,A1,40g,mid,21,7.869714212153022,11.584829195003971
compound,1362771960,4,A1,40g,high,23,22.141122092742187,29.875536513746717
compound,1362771960,4,A2,4g,low,155,1.6884894449452807,3.291177982596899
compound,1362771960,4,A2,4g,mid,127,1.7984515950385824,2.792720661681013
compound,1362771960,4,A2,4g,high,134,5.144867503119359,7.424107714254136
compound,1362771960,4,A2,25g,low,24,2.9054634590878914,7.946815504628543
compound,1362771960,4,A2,25g,mid,23,5.781099326591754,8.730255900307542
compound,1362771960,4,A2,25g,high,18,8.056369849184714,9.956675440723057
compound,1362771960,4,A2,40g,low,23,6.133737408048898,12.467955629943944
compound,1362771960,4,A2,40g,mid,21,12.115349107817446,15.499144464202592
compound,1362771960,4,A2,40g,high,23,21.1004315785057,26.37162096162932
compound,1362771960,5,A1,4g,low,155,2.1639216439486244,3.2526253198820623
compound,1362771960,5,A1,4g,mid,127,3.007579599424673,2.6168380499107387
compound,1362771960,5,A1,4g,high,134,5.880782269038007,6.922731368780817
compound,1362771960,5,A1,25g,low,25,3.7489657105656535,9.042375519918034
compound,1362771960,5,A1,25g,mid,22,9.745982379992158,10.11727031786419
compound,1362771960,5,A1,25g,high,21,8.95444970456931,10.700251371170706
compound,1362771960,5,A1,40g,low,26,7.14076390154924,7.864692142311336
compound,1362771960,5,A1,40g,mid,21,10.19598254985076,11.670881056101504
compound,1362771960,5,A1,40g,high,17,22.1904037862258,30.557385432339625
compound,1362771960,5,A2,4g,low,155,1.6605260097361545,3.5804423105604375
compound,1362771960,5,A2,4g,mid,127,1.98537205632927,3.2392208027438025
compound,1362771960,5,A2,4g,high,134,5.888487778037422,7.923351288230787
compound,1362771960,5,A2,25g,low,25,2.855979058785397,4.455195834144391
compound,1362771960,5,A2,25g,mid,22,7.753920909255243,8.098024236809804
compound,1362771960,5,A2,25g,high,21,7.331064422947566,9.04824887456881
compound,1362771960,5,A2,40g,low,26,6.183698232412924,8.340628155127296
compound,1362771960,5,A2,40g,mid,21,8.389414131279665,12.393765970378729
compound,1362771960,5,A2,40g,high,17,18.954288270806753,26.445251410583225
