outer_seed,inner_fold,column,combined_normalized_rmse_candidate,V1_rmse_candidate,V1_mae_candidate,V2_rmse_candidate,V2_mae_candidate,combined_normalized_rmse_reference,V1_rmse_reference,V1_mae_reference,V2_rmse_reference,V2_mae_reference,combined_normalized_rmse_relative_gain,V1_rmse_relative_gain,V1_mae_relative_gain,V2_rmse_relative_gain,V2_mae_relative_gain
1425370602,1,25g,0.7213237593185085,8.05684889147222,4.698361445582189,10.398709298856112,6.66904573218767,0.7094613275513607,7.977582979908228,4.899748005977896,10.102233199066388,6.988035805280818,-0.01672033598799505,-0.009936081111738382,0.04110141177668869,-0.029347580277311547,0.045648030717313826
1425370602,1,40g,0.5372717228959465,14.75977495669677,9.596409719130572,19.72449473346351,14.001626841227212,0.580296553868843,16.057944596804656,10.635324283674654,21.13546083550386,15.353484000411685,0.07414283384254061,0.08084282719260394,0.09768527379450276,0.06675823692806249,0.08804888578698
1425370602,2,25g,0.7648107089731699,8.779156506591864,5.5064955881663735,11.457481727571594,7.837730850492205,0.7708414598634953,8.89412927907905,5.618674724442619,11.444615580011885,7.938394921166556,0.007823594350248486,0.012926815979347861,0.01996540853099016,-0.001124209674825627,0.012680657950884355
1425370602,2,40g,0.5954647803456824,16.404936022591087,11.384743456840516,20.479555968116305,14.697217416763303,0.6064309646317293,16.655574007162908,11.40779956817627,20.93578706022774,14.90121678352356,0.018083153607940217,0.015048294610803037,0.0020210831368454585,0.021791924554780517,0.013690114688206023
1425370602,3,25g,0.5473201046707068,5.858154761787006,4.240666348593575,8.8382619159137,6.638219206673759,0.5500750929668639,5.957284928536498,4.20650703907013,8.737665055873556,6.735222469057355,0.0050083858211028565,0.016640158719728237,-0.008120587748023045,-0.011513013991366172,0.014402384305677085
1425370602,3,40g,0.6438830899028969,17.802389336325927,11.90493754863739,21.74051341646754,15.827466173171995,0.6314452577554078,17.69903545507332,11.725748939514158,20.93417381777881,15.40980826377869,-0.019697403685794868,-0.005839520549860255,-0.015281634465103666,-0.0385178610681034,-0.02710338131688661
1425370602,4,25g,0.4001126807622533,4.272839957542128,2.804096042926495,6.844659431722274,4.41239858187162,0.3861735169565103,4.10379636852992,2.727970375647911,6.645356056845335,4.267608032226562,-0.03609559742884394,-0.04119200219302366,-0.027905606291821927,-0.029991376409641335,-0.033927799496036526
1425370602,4,40g,0.4321742728803695,12.580115815343596,9.246959380028954,15.287687792047567,11.50394248425121,0.4279486429899141,12.509344103357568,9.20252780108385,15.054138261522857,11.419577176805952,-0.00987415186301921,-0.005657507811863027,-0.004828192851519697,-0.01551397539118149,-0.007387778561242175
1425370602,5,25g,0.5049092407691159,5.3557903794376225,3.680993496287953,8.486610865218966,6.415996544577859,0.5280327406464987,5.741840537195996,3.929280177029696,8.570420990000072,6.61793930053711,0.043791791867056395,0.06723456620878221,0.06318884618949039,0.009778997423684932,0.03051444668627601
1425370602,5,40g,0.5606057467851039,17.02383740815085,11.037486789844657,19.27864807187674,13.579427224618415,0.5575786210987322,16.85817107907463,10.991674889458553,19.300369483193364,13.54029655456543,-0.005429056229606877,-0.00982706417553536,-0.0041678725805509576,0.0011254401805902425,-0.0028899418779562147
536279090,1,25g,0.6962351938221334,7.700538913381621,4.373668855428696,12.051382478256876,8.459982973337173,0.7075067825683478,7.836109364284585,4.500971621274949,12.226916750584545,8.694460529088975,0.01593142147033122,0.01730073491838524,0.02828339668806723,0.01435638075472112,0.026968614667616575
