outer_seed,arm,member_index,member_seed,initial_parameter_hash,validation_ids_hash,scaler_hash,test_used_for_checkpoint_selection
17,random_4,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_4,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_4,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_5,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_5,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_5,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_6,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_6,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_6,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_7,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_7,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_7,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_8,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_8,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_8,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_9,0,1700,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_9,1,1701,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
17,random_9,2,1702,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,False
137,hybrid,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,hybrid,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,hybrid,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_0,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_0,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_0,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_1,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_1,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_1,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_2,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_2,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_2,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_3,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_3,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_3,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_4,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_4,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_4,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_5,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_5,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_5,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_6,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_6,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_6,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_7,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_7,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_7,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_8,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_8,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_8,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_9,0,13700,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_9,1,13701,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
137,random_9,2,13702,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,False
941,hybrid,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,hybrid,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,hybrid,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_0,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_0,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_0,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_1,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_1,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_1,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_2,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_2,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_2,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_3,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_3,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_3,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_4,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_4,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_4,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_5,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_5,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_5,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_6,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_6,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_6,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_7,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_7,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_7,2,94102,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_8,0,94100,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
941,random_8,1,94101,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,False
