outer_seed,control_draw_index,control_seed,selection_order,sample_id
4099,5,409970005,6,d54c93a11164b4abac6e
4099,5,409970005,7,04ea307c7b7f3321cc20
4099,5,409970005,8,4fb92bd1fab3ba235858
4099,5,409970005,9,5ba8cead5a790ba93029
4099,5,409970005,10,41bda518b4b1e6fe001d
4099,5,409970005,11,10ea0c665f5ba7c91bbf
4099,5,409970005,12,79362765eb92377a5970
4099,5,409970005,13,29b39881584c4fec1c58
4099,5,409970005,14,f4a4fc4d6e4dea59b061
4099,5,409970005,15,3aed7873d2fd1cf48684
4099,5,409970005,16,1d458e17713f9272f4ef
4099,5,409970005,17,2767e0b150dc0e6a1b6f
4099,5,409970005,18,2a7062ac85d66260b3be
4099,5,409970005,19,f7bbba9684bf7983ccbf
4099,5,409970005,20,892c3900698d3de38b1c
4099,5,409970005,21,eceaa4f4139cde7ba166
4099,5,409970005,22,777a87b895af5e6bc380
4099,5,409970005,23,086c54fea97e433c7cd8
4099,5,409970005,24,b81fe27eac5700614ba2
4099,6,409970006,0,a1a20c44f0f897b9626c
4099,6,409970006,1,59f48cda668bdb63730d
4099,6,409970006,2,3b2c663a28a9f32bd1d3
4099,6,409970006,3,5fd0921bbbba1e22abf9
4099,6,409970006,4,b6bf451b4911ee22d4a4
4099,6,409970006,5,c45057c2cab40f4fa2be
4099,6,409970006,6,5bf4578bc08db91b5967
4099,6,409970006,7,20d919989660f0116d9e
4099,6,409970006,8,b673a92ba6de805c4251
4099,6,409970006,9,b37608f8c4a8ee4b8696
4099,6,409970006,10,93d0b949ca6dc0685979
4099,6,409970006,11,0d1de4d9779730c6f1e1
4099,6,409970006,12,cb534927304d5c892100
4099,6,409970006,13,a4923e4c1f935a466f3b
4099,6,409970006,14,0a198329beafc8de5ed0
4099,6,409970006,15,1965d663b09320f566a5
4099,6,409970006,16,a6145bb0c9947f9515df
4099,6,409970006,17,a0fb18191ba692cab285
4099,6,409970006,18,76435080f7632be26e64
4099,6,409970006,19,749f06e2d4f714844341
4099,6,409970006,20,8f5acbec0c511bb1ea89
4099,6,409970006,21,24ac14b3a19069ee1128
4099,6,409970006,22,6a53fc46345dc50021ae
4099,6,409970006,23,5d450444eb031c873584
4099,6,409970006,24,b9682bf3eb345e24a41f
4099,7,409970007,0,d2b4c39faa51bb75bbfb
4099,7,409970007,1,ed3a90d38ff02a38deba
4099,7,409970007,2,4b39568fb3ff725fec83
4099,7,409970007,3,c11d5c3acbc28dddd0cf
4099,7,409970007,4,5b1b0390c90ceb580c5e
4099,7,409970007,5,810b065b0b86ff8c9aae
4099,7,409970007,6,42b3b7216aee53ebe1cc
4099,7,409970007,7,b6bf451b4911ee22d4a4
4099,7,409970007,8,9fa9fb28b91ddf9af555
4099,7,409970007,9,d05a91dc8e32e9edd7d0
4099,7,409970007,10,2d27f02deb37eeb61bfe
4099,7,409970007,11,c17fee6d4419cf961d3a
4099,7,409970007,12,cb534927304d5c892100
4099,7,409970007,13,1c52010cfa0344fd2b6b
4099,7,409970007,14,f91e857aa14399ede600
4099,7,409970007,15,7f03fef6741ddd243d91
4099,7,409970007,16,693a65467095367c8e95
4099,7,409970007,17,9b63440194c1907efecf
4099,7,409970007,18,5fd0921bbbba1e22abf9
4099,7,409970007,19,f448a4f7519121eb227b
4099,7,409970007,20,d5b6201c7690d729361c
4099,7,409970007,21,2e181a70e997f2b6d728
4099,7,409970007,22,facbcedbecb46072b04c
4099,7,409970007,23,da42a0a387a029f477c4
4099,7,409970007,24,8af7ab6d0c4dde52bba2
4099,8,409970008,0,3eeaab90fb52af252a51
4099,8,409970008,1,c698c0c44dc3e81c2f47
4099,8,409970008,2,04ea307c7b7f3321cc20
4099,8,409970008,3,59bbda2fab97a5d45827
4099,8,409970008,4,5bad82a6cffd60e7a6c9
4099,8,409970008,5,ef36ab8e507cfc035f9f
4099,8,409970008,6,62d1db91c3839882736a
4099,8,409970008,7,74701496b6fc5465eea7
4099,8,409970008,8,65651134a7c70aa64d32
4099,8,409970008,9,181f4a164df2a06f6b96
4099,8,409970008,10,db2709229820b71e283b
4099,8,409970008,11,1668026caa5d708642cf
4099,8,409970008,12,4df0734ab058c0eeed78
4099,8,409970008,13,6f3dff9a427ee1563a3e
4099,8,409970008,14,8677f09af6df7d38aa80
4099,8,409970008,15,88d22d4f503314c0e664
4099,8,409970008,16,f7bbba9684bf7983ccbf
4099,8,409970008,17,1395836aef00d6a880b0
4099,8,409970008,18,a1d9a0b7b03901c439bc
4099,8,409970008,19,a05989f2de32dc6a3f64
4099,8,409970008,20,de48048a8916e9bf8c99
4099,8,409970008,21,edfbbb86c05a0aeb1bfb
4099,8,409970008,22,122fbec0df9ecf1c5d89
4099,8,409970008,23,810b065b0b86ff8c9aae
4099,8,409970008,24,852d4f3443a81d662552
4099,9,409970009,0,781b8d96d8bc7c124dc9
4099,9,409970009,1,2f9a457ea51fb6156dbc
4099,9,409970009,2,606886b17304ec494aa0
4099,9,409970009,3,6344eef305d5c2c9e159
4099,9,409970009,4,5b1b0390c90ceb580c5e
4099,9,409970009,5,7bde1bbf34aba54ccfef
4099,9,409970009,6,cc2a23d8eb9de61d2ab3
4099,9,409970009,7,eb151126b40eda411ab7
4099,9,409970009,8,7c6e7b244de393e8554d
4099,9,409970009,9,f10605f57638fcf2b4fb
4099,9,409970009,10,b51b5dbcd2a38b174973
4099,9,409970009,11,5806c857509e09634010
4099,9,409970009,12,057b8c550ec0b75b1af1
4099,9,409970009,13,c9bef93a79964dc6ede1
4099,9,409970009,14,a1ea7a9303a5fc7a7b0f
4099,9,409970009,15,1a55639d058c08a1a06e
4099,9,409970009,16,df71c07fd931cc29213b
4099,9,409970009,17,596bd04bfe916866f908
4099,9,409970009,18,94be7930f29fabd4159d
4099,9,409970009,19,2dbfdf9c2d5defd09f7a
4099,9,409970009,20,a7adf2acd9c98e468b6a
4099,9,409970009,21,b6bf451b4911ee22d4a4
4099,9,409970009,22,a7bc3fb68bdecbbe086f
4099,9,409970009,23,de48048a8916e9bf8c99
4099,9,409970009,24,b1af54c32bec21b8bee1
