outer_seed,control_draw_index,control_seed,selection_order,sample_id
17,7,1770007,24,53a9a2469f8d4ead8732
17,8,1770008,0,cdc8c1db00222994a1aa
17,8,1770008,1,5e5b7c697bc0c268b288
17,8,1770008,2,994a1f65509549a84ede
17,8,1770008,3,66da447ca0fe7160cc1c
17,8,1770008,4,434ffacb33eccce497c5
17,8,1770008,5,db26f51c86dc787ac633
17,8,1770008,6,e6544a01d42439a41712
17,8,1770008,7,fce2741d123dd81a8fa6
17,8,1770008,8,2ced3ffcad9d3e3d21e1
17,8,1770008,9,f8235c550c614221a158
17,8,1770008,10,db2709229820b71e283b
17,8,1770008,11,3ad8ec5752f3c638e2ff
17,8,1770008,12,68c511d842fc030aa84b
17,8,1770008,13,cace6f00c46aea69fe39
17,8,1770008,14,6f548d72f01fc85debdc
17,8,1770008,15,dfd15398154ac2f524d5
17,8,1770008,16,e3a799d0fa90b649a157
17,8,1770008,17,61090cfdcf019e0891a3
17,8,1770008,18,6d21e9ec887b3408c612
17,8,1770008,19,f49d1b5c0b35dbe61bef
17,8,1770008,20,9e3f598e00375ec93d9b
17,8,1770008,21,0da8847ecc094a8c14db
17,8,1770008,22,859ae738b615cf17b849
17,8,1770008,23,062e85da36395276eb89
17,8,1770008,24,60b2d87cf24b037a7193
17,9,1770009,0,ece815bb9caf05c4cf62
17,9,1770009,1,b29c3ac2de3ba2d8b5c9
17,9,1770009,2,3cd0aa35793392d15513
17,9,1770009,3,bd3435c0f9b14ec7997d
17,9,1770009,4,e99da719af7e2c3e9a93
17,9,1770009,5,591b1bb527d42e831f12
17,9,1770009,6,8a7e4cadaea654017cb4
17,9,1770009,7,7ac90b210e42d27c5a04
17,9,1770009,8,4508cb72ef4489429d15
17,9,1770009,9,a64d40ac128465d2bb6f
17,9,1770009,10,0e5b806832eaea6e01b6
17,9,1770009,11,6a14c52ea5a2435a909a
17,9,1770009,12,c5b88ffca991e883ab64
17,9,1770009,13,fcb9019ffbdb889489f7
17,9,1770009,14,254ff4f90474bb68c388
17,9,1770009,15,58394a71418a9623e18a
17,9,1770009,16,57646b9484b03f4076bb
17,9,1770009,17,54d9921472c8d46b7b9a
17,9,1770009,18,ae8805bc02bce03072e2
17,9,1770009,19,87996db5ddb7565fe66f
17,9,1770009,20,a83fb14090f1518df5a7
17,9,1770009,21,b7fffd840d208b29776c
17,9,1770009,22,c9e08e156472783dee4e
17,9,1770009,23,73a35f890e678b320073
17,9,1770009,24,062e85da36395276eb89
137,0,13770000,0,eb8fe82f34df6bf3ff38
137,0,13770000,1,9139c55b31e4e4b0e062
137,0,13770000,2,8af7ab6d0c4dde52bba2
137,0,13770000,3,655dc9dfb978b4ffd624
137,0,13770000,4,64c9e190e213bb061867
137,0,13770000,5,23ef03f3e75e40b20095
137,0,13770000,6,7d5a5e7ce28dafd856c2
137,0,13770000,7,bc2a96424966b655227f
137,0,13770000,8,65f6e8326897810ec715
137,0,13770000,9,53d14fe6b27f5c325b09
137,0,13770000,10,485f8bcfb08d6eaf3463
137,0,13770000,11,27f29e20ad7b3f90539d
137,0,13770000,12,bef8e35136c28810eb6b
137,0,13770000,13,cd566862a517dd7cdc8d
137,0,13770000,14,b37608f8c4a8ee4b8696
137,0,13770000,15,1b4be0410f927930d56e
137,0,13770000,16,4fb92bd1fab3ba235858
137,0,13770000,17,d6faa7e77464f5f9a34b
137,0,13770000,18,425fe9dfe0c3f345460b
137,0,13770000,19,be82391d6b3e742f1f26
137,0,13770000,20,c5a12771920c4410d921
137,0,13770000,21,12aed585647de3f03908
137,0,13770000,22,54be765bfa5d47a7d908
137,0,13770000,23,33ffc69a253a89f15995
137,0,13770000,24,dd4829f39cdf781ffaf9
137,1,13770001,0,9ffee2813aef5c26f96f
137,1,13770001,1,4e93e36ab850bab3d594
137,1,13770001,2,35dd0118b9a2d30ca70e
137,1,13770001,3,8e7636d7a60a6058305a
137,1,13770001,4,80762b40f399bb68342a
137,1,13770001,5,3c4c856ec5ee29c66540
137,1,13770001,6,f9564b598f30f816ac19
137,1,13770001,7,7ea7715f3f6626cb5bfa
137,1,13770001,8,ae377e903c7cb2c36b71
137,1,13770001,9,358461ff3742e78ea3b6
137,1,13770001,10,51f5ae6a991eea9e720e
137,1,13770001,11,4862e2fb71344ce16021
137,1,13770001,12,9dd4e8dae2357c6de73e
137,1,13770001,13,716d04ed1943f0708912
137,1,13770001,14,f6c49d6bc4b677f17278
137,1,13770001,15,8b0153f031bc52c2c1dd
137,1,13770001,16,7a461dbe017030c8ac23
137,1,13770001,17,aa3ac48b626bc54d5dc6
137,1,13770001,18,19e5d078bc0eb8a91e1e
137,1,13770001,19,ac9bd2379845cb41edb8
137,1,13770001,20,95c38850fe1789c7efcc
137,1,13770001,21,17ff70c0f8a083dcf5f0
137,1,13770001,22,d5234e966aa231be05e5
137,1,13770001,23,419f6eb4080dcb9d293b
137,1,13770001,24,d1e71a8278523e7a10e3
137,2,13770002,0,cdd3b7758b3405a7b53f
137,2,13770002,1,426ed16e4b39d346244b
137,2,13770002,2,3016ab4b83227fcf83e4
137,2,13770002,3,a1ea7a9303a5fc7a7b0f
137,2,13770002,4,857ae40d0fdf1c7e387e
137,2,13770002,5,ae377e903c7cb2c36b71
137,2,13770002,6,5580a36d869fbaf15a47
137,2,13770002,7,db7f9ffa50eb931613f6
137,2,13770002,8,e7bf6bd74f8498f1cb11
137,2,13770002,9,95a211366968c4cd1f0f
137,2,13770002,10,40ea5a107cd72829ff82
137,2,13770002,11,810b065b0b86ff8c9aae
137,2,13770002,12,34a20bc9c1f8c8bdf357
137,2,13770002,13,41d19259284061aa29e7
137,2,13770002,14,a775926fce57b3bf9ec1
137,2,13770002,15,c45057c2cab40f4fa2be
137,2,13770002,16,cdf40bcb3f4392f8d7d1
137,2,13770002,17,fc1bce3cffd86cabf1e3
137,2,13770002,18,9cad3bab10930468747d
137,2,13770002,19,75f973363b6239ac22da
137,2,13770002,20,855456da9ea892f7216b
137,2,13770002,21,16afd85aa788409b8d07
137,2,13770002,22,fd1d673cc647d6745303
137,2,13770002,23,25fcfe22a4504f391482
137,2,13770002,24,13ba7659fc6b864608f8
137,3,13770003,0,2d870d7a88b5d7b7ef47
137,3,13770003,1,2dbfdf9c2d5defd09f7a
137,3,13770003,2,8f9a7ca0380c405ee685
137,3,13770003,3,b8c35c514f5ef6c0f3bc
137,3,13770003,4,a8a8b4ab0ef68c063c29
137,3,13770003,5,51f5ae6a991eea9e720e
137,3,13770003,6,56151359aadfa5411fc6
137,3,13770003,7,043a0d0addd3cb32d73b
137,3,13770003,8,e2f15590b7142490599b
137,3,13770003,9,d8fcb58722028dbf9c02
137,3,13770003,10,3f1a96aa336ea0741b5a
137,3,13770003,11,4508cb72ef4489429d15
137,3,13770003,12,35944fdd59ac331c3fcb
137,3,13770003,13,bcd986158b7450087591
137,3,13770003,14,ddb0a18bcd9c5fc460c2
137,3,13770003,15,471287eecf7b94603e9e
137,3,13770003,16,0296d31e8c2e55602a19
137,3,13770003,17,9b63440194c1907efecf
137,3,13770003,18,368328d329ceec73c0ab
137,3,13770003,19,918504cfbad81b27c08e
137,3,13770003,20,054d4605355a706a3605
137,3,13770003,21,f9564b598f30f816ac19
137,3,13770003,22,1723e818bb3500feacec
137,3,13770003,23,5ce90b59d89383abc568
137,3,13770003,24,cd12334b3ac8c4cb255a
137,4,13770004,0,5f81e2ff4fea8e839c4d
137,4,13770004,1,47da5f4843d3fa0b50d2
137,4,13770004,2,c4b5a5499258f39b7ac1
137,4,13770004,3,163874b97308a1ea2507
137,4,13770004,4,206b2cd651e4b3a5a841
137,4,13770004,5,ab1062a71079c605f750
137,4,13770004,6,101e73ea321226570290
137,4,13770004,7,17c1bb3be086a2b6ffec
137,4,13770004,8,195ef0093f90d8fd51ad
137,4,13770004,9,2d55c475fcf1f4ced2d2
137,4,13770004,10,a0fb13951a097b6a1516
137,4,13770004,11,252c027cf5a42b92c953
137,4,13770004,12,ab887fd709fc1dc0d59b
137,4,13770004,13,6c79b254471fec29c482
137,4,13770004,14,52348febee6695107c49
137,4,13770004,15,3016ab4b83227fcf83e4
137,4,13770004,16,c76d0420b34df595c0c9
137,4,13770004,17,db7f9ffa50eb931613f6
137,4,13770004,18,c63ed0daca6f4e0f5c52
137,4,13770004,19,2cfa393cb79664e100ce
137,4,13770004,20,ff3b6b1069b7d66ad021
137,4,13770004,21,93bcd806b8dcb8c0cab9
137,4,13770004,22,e868755bce7658ed8227
137,4,13770004,23,9862563d18aae2868342
137,4,13770004,24,4caaa164908173f305cd
137,5,13770005,0,606886b17304ec494aa0
137,5,13770005,1,71abc36775b6cce56da7
137,5,13770005,2,a1dc71bed9d8f372c9e5
137,5,13770005,3,48679ae48dd485ffb7a6
137,5,13770005,4,9fde4f980246629c5b0d
137,5,13770005,5,50e113fcc37184809670
137,5,13770005,6,6c387793968257d2f169
137,5,13770005,7,5b445b457a8b897a2d6c
137,5,13770005,8,f433bc672465387d951a
137,5,13770005,9,5d274cbcb3c8532e483f
137,5,13770005,10,70cba7a21b5a01fb8e73
137,5,13770005,11,7b69466d230dfaae0ae1
137,5,13770005,12,df71c07fd931cc29213b
137,5,13770005,13,c395b34d5d170a501543
137,5,13770005,14,156594686f5cf7182bcc
137,5,13770005,15,b74e52e34e191277dd69
137,5,13770005,16,be82391d6b3e742f1f26
137,5,13770005,17,ba4d64425eed071718e4
137,5,13770005,18,692318a7ef5974282184
137,5,13770005,19,d7b688cd2da99329d657
137,5,13770005,20,8ab554cd154e9749790b
137,5,13770005,21,4a4b159460fe624a95fc
137,5,13770005,22,2dbfdf9c2d5defd09f7a
137,5,13770005,23,45a1b11ae63f2dab2e48
137,5,13770005,24,fbf7711e24f45bf06d4f
137,6,13770006,0,8f683baab6101dc15006
137,6,13770006,1,5ba8cead5a790ba93029
137,6,13770006,2,6c387793968257d2f169
137,6,13770006,3,471287eecf7b94603e9e
137,6,13770006,4,196c6af7a2a8d2ac178e
137,6,13770006,5,0774ceee565be86b891c
137,6,13770006,6,74cf50c6ec476a394b01
137,6,13770006,7,fe80387e23f7c4a6c3d2
137,6,13770006,8,5bad82a6cffd60e7a6c9
137,6,13770006,9,162ffd9b0db1fd3c1509
137,6,13770006,10,6fbc3a0669e9db3520ba
137,6,13770006,11,9ae9c8b491a04e429a11
137,6,13770006,12,5307ce95bcee2886afe0
137,6,13770006,13,655dc9dfb978b4ffd624
137,6,13770006,14,aed6d224edcb21e5d658
137,6,13770006,15,5e784130c58b8175024e
137,6,13770006,16,81ac865dd40a21b73e6d
137,6,13770006,17,96b9b370ade7a60366fa
137,6,13770006,18,51f4126a3aadb3239225
137,6,13770006,19,d5234e966aa231be05e5
137,6,13770006,20,8b556440cbbd8224f6ff
137,6,13770006,21,19e5d078bc0eb8a91e1e
137,6,13770006,22,862513bccbf27b7e8f06
137,6,13770006,23,9aa141b690ed5878facd
137,6,13770006,24,4f84797fc03e8f4f2473
137,7,13770007,0,d0cc8f9af20c2aaeb9d5
137,7,13770007,1,989b2145455d703d3b6d
137,7,13770007,2,eb383b92fe958c91d272
137,7,13770007,3,4e93e36ab850bab3d594
137,7,13770007,4,d7b688cd2da99329d657
137,7,13770007,5,c023e9fab656fe2ce6a6
137,7,13770007,6,a3ae677aae8a8faf5786
137,7,13770007,7,0fb4ba3b33f8740a6a8a
137,7,13770007,8,292e0342682192a69fce
137,7,13770007,9,f46da3c00b2199795e4c
137,7,13770007,10,cace6f00c46aea69fe39
137,7,13770007,11,a5f9179bfb146ad70953
137,7,13770007,12,476cfe5a707e309dcbc1
137,7,13770007,13,13ba7659fc6b864608f8
137,7,13770007,14,b51a88b6dc4049704214
137,7,13770007,15,0892bc6cad36949f9030
137,7,13770007,16,7b4c7795735c2133d544
137,7,13770007,17,97318de99bab4460cf4e
137,7,13770007,18,cd566862a517dd7cdc8d
137,7,13770007,19,10ea0c665f5ba7c91bbf
137,7,13770007,20,832eaa9c6b2f7a68f2a5
137,7,13770007,21,862513bccbf27b7e8f06
137,7,13770007,22,b8268449dc991ce92f3d
137,7,13770007,23,47da5f4843d3fa0b50d2
137,7,13770007,24,2f9a457ea51fb6156dbc
137,8,13770008,0,91b6bda771851a5c78ac
137,8,13770008,1,8f9a7ca0380c405ee685
137,8,13770008,2,5df546d9e2f2a29dfc89
137,8,13770008,3,f15b726ca5b4897ed80c
137,8,13770008,4,5524670e4337370c2ef6
137,8,13770008,5,bc3692f55b839d2f2c07
137,8,13770008,6,fe80387e23f7c4a6c3d2
137,8,13770008,7,d7452aadf19fd7c0248e
137,8,13770008,8,50fbcf5ece9bd5fc2d70
137,8,13770008,9,0f5a668aff17f4f3cc95
137,8,13770008,10,4d3dddb7f2bd6bdeb5ea
137,8,13770008,11,292e0342682192a69fce
137,8,13770008,12,10f14f6ee69ba06bbe68
137,8,13770008,13,279654c9a255466c0dfa
137,8,13770008,14,4caaa164908173f305cd
137,8,13770008,15,7ea7715f3f6626cb5bfa
137,8,13770008,16,3016ab4b83227fcf83e4
137,8,13770008,17,f2a71cf81760d14bc8cf
137,8,13770008,18,16cee53cbe16b60fb395
137,8,13770008,19,b40d8c452de81f2360b9
137,8,13770008,20,5da8c25a3982216fb112
137,8,13770008,21,95e11ec70cd7b493e3f8
137,8,13770008,22,e3a799d0fa90b649a157
137,8,13770008,23,65bb637fa567663f5c54
137,8,13770008,24,862513bccbf27b7e8f06
137,9,13770009,0,2f48e798c7917fb7d2ae
137,9,13770009,1,ae8805bc02bce03072e2
137,9,13770009,2,75232f4ee5de52a0499e
137,9,13770009,3,d824f03d11ae777a2d00
137,9,13770009,4,ad02251a0bccf82e2001
137,9,13770009,5,c8b332c6c452d13fcc6e
137,9,13770009,6,50e7c46baee1bcdc90b0
137,9,13770009,7,d8fcb58722028dbf9c02
137,9,13770009,8,cdd3b7758b3405a7b53f
137,9,13770009,9,a45500adef751d92ffd8
137,9,13770009,10,d6f36b5de45565d68603
137,9,13770009,11,86258f5c8ffdb874521f
137,9,13770009,12,537a64f15ea470d73b03
137,9,13770009,13,64f99f02d02cc2d0791d
137,9,13770009,14,2745c6978a8911fc3dda
137,9,13770009,15,2012223149ba23d26ec2
137,9,13770009,16,8bef7f788af60df5e18a
137,9,13770009,17,7b69466d230dfaae0ae1
137,9,13770009,18,08f5a209b38c4c65b5c3
137,9,13770009,19,7bde1bbf34aba54ccfef
137,9,13770009,20,c4b2566e6fe1d00b20ea
137,9,13770009,21,e3c2b5ea1c83276cf63a
137,9,13770009,22,20711ea4080ba078e890
137,9,13770009,23,483022b02f8329c323ac
137,9,13770009,24,0b8c6c59ae5e24b420e5
941,0,94170000,0,d074d3b670ffc9e13369
941,0,94170000,1,2e6a6b82f8ddb64a9011
941,0,94170000,2,09c2a4beb05ca5c84aab
941,0,94170000,3,810b16f35a3a86f451ce
941,0,94170000,4,8850f83121d2dae0c774
941,0,94170000,5,e83cbe662d2235b30b7e
941,0,94170000,6,71abc36775b6cce56da7
941,0,94170000,7,a01a137fa48c1391b9e7
941,0,94170000,8,6e800c2cd97dce7ae296
941,0,94170000,9,852d4f3443a81d662552
941,0,94170000,10,80f546c47198fa7c6dbf
941,0,94170000,11,53ceb391785085223695
941,0,94170000,12,96710afeabc594baa359
941,0,94170000,13,ae8805bc02bce03072e2
941,0,94170000,14,efe7c6b0783a33974807
941,0,94170000,15,70cba7a21b5a01fb8e73
941,0,94170000,16,cf8ab33c25ad391a584c
941,0,94170000,17,723a7255bbbef8dcad76
941,0,94170000,18,d49f2ae16cf70d54ccf4
941,0,94170000,19,10ea0c665f5ba7c91bbf
941,0,94170000,20,efc1e677ddbcf36b5ef9
941,0,94170000,21,3bb54d92fcc3ef0fc388
941,0,94170000,22,9fde4f980246629c5b0d
941,0,94170000,23,39815ababe97d7acc107
941,0,94170000,24,30970941542856ce8eb1
941,1,94170001,0,ca5c649ce727f8a36f41
941,1,94170001,1,e1da389a795a7f30c216
941,1,94170001,2,b187c8a6f7beb2c7f61f
941,1,94170001,3,6716006fb3d4c4c8a766
941,1,94170001,4,61771d230b285babe4b6
941,1,94170001,5,7f4f64cb791c71ba0420
941,1,94170001,6,ebf38d80f4c5674cf120
941,1,94170001,7,eb151126b40eda411ab7
941,1,94170001,8,19229d505f75d05a0bcb
941,1,94170001,9,5f8a81445707df0eaad0
941,1,94170001,10,fc47eff9bc6b7be6c207
941,1,94170001,11,bfbe491a54086b98874d
941,1,94170001,12,7ac90b210e42d27c5a04
941,1,94170001,13,2d178efe0181baca2bd5
941,1,94170001,14,2c1a26f1476e0550985e
941,1,94170001,15,df118a80070e524e5b67
941,1,94170001,16,122fbec0df9ecf1c5d89
941,1,94170001,17,71cde2967a339690e3de
941,1,94170001,18,6cf24e264547d6bffd62
941,1,94170001,19,540ef35dda953d3557c9
941,1,94170001,20,21cfd66397382d7ad042
941,1,94170001,21,b52b86b1b9a2a78f0452
941,1,94170001,22,810b065b0b86ff8c9aae
941,1,94170001,23,cd3c75eca39365e943e4
941,1,94170001,24,2d27f02deb37eeb61bfe
941,2,94170002,0,0b540a11a900ffa66fb2
941,2,94170002,1,7b8eaa0c9205349f60b1
941,2,94170002,2,4ee0e15840492362f7d8
941,2,94170002,3,a78f7bae6726f8eb382a
941,2,94170002,4,5fd0921bbbba1e22abf9
941,2,94170002,5,9bdc860a29cf942d2e7e
941,2,94170002,6,d0bae432e3ede2ada257
941,2,94170002,7,292e0342682192a69fce
941,2,94170002,8,827a3b0963882acf7f7a
941,2,94170002,9,7de812bda21b4dfe46dc
941,2,94170002,10,c6e78c97267cbb98dc22
941,2,94170002,11,17c3981767dbd7d80169
941,2,94170002,12,db30f87487b96ba6d141
941,2,94170002,13,aa83ae83c0fa0cc37777
941,2,94170002,14,bf09d868ed4d68a97b40
941,2,94170002,15,a74a5af182f6efc00698
941,2,94170002,16,4e71aa5ec7e9c4e414dc
941,2,94170002,17,fe7d7af2c919facfe5f5
941,2,94170002,18,b38269af25220f62d607
941,2,94170002,19,fe81eae9ca771781c285
941,2,94170002,20,53dc2340c848330a9220
