method,comparator,metric,statistic,n_pairs,directional_wins,ties,mean_difference,median_difference,sample_std_difference,bootstrap_low,bootstrap_high
hybrid,random,V2_MAE,gap_closed,2,2,0,0.40520272925894874,0.40520272925894874,0.13748608518528513,0.3079853861056423,0.5024200724122552
hybrid,u50_gradient_maxdet,V2_MAE,gap_closed,2,2,0,0.11759793427656401,0.11759793427656401,0.08409122921077136,0.058136455863315284,0.17705941268981273
kernel_ivr,lcmd,V2_MAE,gap_closed,2,0,0,-0.05161847157861099,-0.05161847157861099,0.059678576248362966,-0.09381759753538688,-0.009419345621835107
kernel_ivr,random,V2_MAE,gap_closed,2,2,0,0.33226862651176503,0.33226862651176503,0.13489279552311195,0.23688501606416223,0.4276522369593679
kernel_ivr,u50_gradient_maxdet,V2_MAE,gap_closed,2,1,0,0.04466383152938036,0.04466383152938036,0.08668451887294448,-0.01663137958957195,0.10595904264833267
lcmd,random,V2_MAE,gap_closed,2,2,0,0.383887098090376,0.383887098090376,0.07521421927474899,0.3307026135995491,0.437071582581203
u50_gradient_maxdet,lcmd,V2_MAE,gap_closed,2,1,0,-0.09628230310799135,-0.09628230310799135,0.14636309512130746,-0.19977664018371954,0.007212033967736842
u50_gradient_maxdet,random,V2_MAE,gap_closed,2,2,0,0.28760479498238467,0.28760479498238467,0.22157731439605646,0.13092597341582957,0.44428361654893983
gradient_maxdet,hybrid,V2_R2,aulc,2,1,0,-0.014938170652344929,-0.014938170652344929,0.036543254401705624,-0.040778153646416126,0.010901812341726269
gradient_maxdet,kernel_ivr,V2_R2,aulc,2,1,0,-0.004369683050982953,-0.004369683050982953,0.011122261561996983,-0.012234309623601503,0.003494943521635596
gradient_maxdet,lcmd,V2_R2,aulc,2,1,0,0.001471513766507726,0.001471513766507726,0.03566560142408914,-0.02374787485556229,0.026690902388577742
gradient_maxdet,random,V2_R2,aulc,2,2,0,0.16955736744230082,0.16955736744230082,0.13071659116229106,0.07712677941785528,0.26198795546674636
gradient_maxdet,u50_gradient_maxdet,V2_R2,aulc,2,1,0,-0.0009693061189297025,-0.0009693061189297025,0.005503986488866196,-0.004861212288766126,0.0029226000509067207
hybrid,kernel_ivr,V2_R2,aulc,2,1,0,0.010568487601361976,0.010568487601361976,0.02542099283970864,-0.007406868820090673,0.028543844022814624
hybrid,lcmd,V2_R2,aulc,2,2,0,0.016409684418852655,0.016409684418852655,0.0008776529776164853,0.015789090046851473,0.017030278790853837
hybrid,random,V2_R2,aulc,2,2,0,0.18449553809464575,0.18449553809464575,0.09417333676058544,0.11790493306427141,0.2510861431250201
hybrid,u50_gradient_maxdet,V2_R2,aulc,2,1,0,0.013968864533415226,0.013968864533415226,0.031039267912839428,-0.007979212290819548,0.03591694135765
kernel_ivr,lcmd,V2_R2,aulc,2,1,0,0.005841196817490679,0.005841196817490679,0.024543339862092155,-0.011513565231960787,0.023195958866942146
kernel_ivr,random,V2_R2,aulc,2,2,0,0.17392705049328377,0.17392705049328377,0.11959432960029408,0.08936108904145679,0.25849301194511076
kernel_ivr,u50_gradient_maxdet,V2_R2,aulc,2,1,0,0.0034003769320532506,0.0034003769320532506,0.005618275073130788,-0.0005723434707288755,0.007373097334835377
lcmd,random,V2_R2,aulc,2,2,0,0.1680858536757931,0.1680858536757931,0.09505098973820193,0.10087465427341757,0.23529705307816862
u50_gradient_maxdet,lcmd,V2_R2,aulc,2,1,0,0.0024408198854374286,0.0024408198854374286,0.030161614935222944,-0.018886662566796164,0.02376830233767102
u50_gradient_maxdet,random,V2_R2,aulc,2,2,0,0.17052667356123052,0.17052667356123052,0.12521260467342488,0.08198799170662141,0.25906535541583964
gradient_maxdet,hybrid,V2_R2,endpoint,2,2,0,0.01030042281309157,0.01030042281309157,0.0109172801949812,0.00258073995510677,0.01802010567107637
gradient_maxdet,kernel_ivr,V2_R2,endpoint,2,2,0,0.006608953321838307,0.006608953321838307,0.001104026103150845,0.0058282889776933855,0.007389617665983228
gradient_maxdet,lcmd,V2_R2,endpoint,2,2,0,0.019084448235968055,0.019084448235968055,0.013245721948683896,0.009718308424342181,0.028450588047593928
gradient_maxdet,random,V2_R2,endpoint,2,2,0,0.17155150238746708,0.17155150238746708,0.048352099003778466,0.13736140529729202,0.20574159947764215
gradient_maxdet,u50_gradient_maxdet,V2_R2,endpoint,2,2,0,0.014250855143551289,0.014250855143551289,0.008583685531759795,0.008181272896471081,0.020320437390631496
hybrid,kernel_ivr,V2_R2,endpoint,2,1,0,-0.003691469491253263,-0.003691469491253263,0.009813254091830355,-0.010630488005093142,0.0032475490225866155
hybrid,lcmd,V2_R2,endpoint,2,2,0,0.008784025422876485,0.008784025422876485,0.0023284417537026963,0.007137568469235411,0.010430482376517558
hybrid,random,V2_R2,endpoint,2,2,0,0.1612510795743755,0.1612510795743755,0.03743481880879727,0.13478066534218525,0.18772149380656578
hybrid,u50_gradient_maxdet,V2_R2,endpoint,2,1,0,0.003950432330459719,0.003950432330459719,0.019500965726740996,-0.009838832774605288,0.017739697435524726
kernel_ivr,lcmd,V2_R2,endpoint,2,2,0,0.012475494914129748,0.012475494914129748,0.01214169584553305,0.003890019446648796,0.0210609703816107
kernel_ivr,random,V2_R2,endpoint,2,2,0,0.16494254906562877,0.16494254906562877,0.04724807290062762,0.13153311631959863,0.19835198181165892
kernel_ivr,u50_gradient_maxdet,V2_R2,endpoint,2,2,0,0.007641901821712982,0.007641901821712982,0.009687711634910641,0.0007916552304878532,0.01449214841293811
lcmd,random,V2_R2,endpoint,2,2,0,0.15246705415149903,0.15246705415149903,0.035106377055094576,0.12764309687294983,0.17729101143004822
u50_gradient_maxdet,lcmd,V2_R2,endpoint,2,1,0,0.004833593092416766,0.004833593092416766,0.02182940748044369,-0.010602128966289315,0.020269315151122846
u50_gradient_maxdet,random,V2_R2,endpoint,2,2,0,0.1573006472439158,0.1573006472439158,0.05693578453553826,0.11704096790666052,0.19756032658117106
gradient_maxdet,hybrid,V2_R2,gap_closed,2,2,0,0.0342788610699023,0.0342788610699023,0.03946859566836821,0.006370349428889144,0.062187372710915456
gradient_maxdet,kernel_ivr,V2_R2,gap_closed,2,2,0,0.01994411458918549,0.01994411458918549,0.007859422677714339,0.014386663517562348,0.025501565660808634
gradient_maxdet,lcmd,V2_R2,gap_closed,2,2,0,0.061085912373952,0.061085912373952,0.052463148540804354,0.023988864278352118,0.09818296046955188
gradient_maxdet,random,V2_R2,gap_closed,2,2,0,0.5245398632631668,0.5245398632631668,0.26230021393934205,0.3390656032799758,0.7100141232463577
gradient_maxdet,u50_gradient_maxdet,V2_R2,gap_closed,2,2,0,0.0391964679789894,0.0391964679789894,0.015503882772547866,0.028233567335799514,0.05015936862217929
hybrid,kernel_ivr,V2_R2,gap_closed,2,1,0,-0.014334746480716809,-0.014334746480716809,0.03160917299065387,-0.03668580705010682,0.008016314088673204
hybrid,lcmd,V2_R2,gap_closed,2,2,0,0.0268070513040497,0.0268070513040497,0.012994552872436142,0.017618514849462974,0.03599558775863643
hybrid,random,V2_R2,gap_closed,2,2,0,0.49026100219326446,0.49026100219326446,0.22283161827097384,0.33269525385108667,0.6478267505354423
hybrid,u50_gradient_maxdet,V2_R2,gap_closed,2,1,0,0.004917606909087102,0.004917606909087102,0.05497247844091607,-0.03395380537511594,0.043789019193290146
kernel_ivr,lcmd,V2_R2,gap_closed,2,2,0,0.04114179778476651,0.04114179778476651,0.04460372586309001,0.00960220076078977,0.07268139480874325
kernel_ivr,random,V2_R2,gap_closed,2,2,0,0.5045957486739813,0.5045957486739813,0.2544407912616277,0.32467893976241347,0.6845125575855491
kernel_ivr,u50_gradient_maxdet,V2_R2,gap_closed,2,2,0,0.01925235338980391,0.01925235338980391,0.023363305450262207,0.0027320016749908804,0.03577270510461694
lcmd,random,V2_R2,gap_closed,2,2,0,0.46345395088921476,0.46345395088921476,0.2098370653985377,0.3150767390016237,0.6118311627768058
u50_gradient_maxdet,lcmd,V2_R2,gap_closed,2,1,0,0.0218894443949626,0.0218894443949626,0.06796703131335222,-0.026170504343827172,0.06994939313375237
u50_gradient_maxdet,random,V2_R2,gap_closed,2,2,0,0.4853433952841774,0.4853433952841774,0.27780409671189,0.2889062346577965,0.6817805559105583
gradient_maxdet,hybrid,V2_RMSE,aulc,2,1,0,0.21306570515660628,0.21306570515660628,0.6378610814881563,-0.23797019101865402,0.6641016013318666
gradient_maxdet,kernel_ivr,V2_RMSE,aulc,2,1,0,0.07415583201892684,0.07415583201892684,0.1626249635075167,-0.040837382467453054,0.18914904650530673
gradient_maxdet,lcmd,V2_RMSE,aulc,2,1,0,-0.03413705016273383,-0.03413705016273383,0.6368716257735996,-0.48447329549254725,0.4161991951670796
gradient_maxdet,random,V2_RMSE,aulc,2,2,0,-2.4880544808550127,-2.4880544808550127,2.002284293886579,-3.9038832829255306,-1.0722256787844948
gradient_maxdet,u50_gradient_maxdet,V2_RMSE,aulc,2,1,0,0.005686066945184365,0.005686066945184365,0.09948323078037519,-0.0646592001539652,0.07603133404433393
hybrid,kernel_ivr,V2_RMSE,aulc,2,1,0,-0.13890987313767944,-0.13890987313767944,0.4752361179806396,-0.47495255482655985,0.19713280855120097
hybrid,lcmd,V2_RMSE,aulc,2,2,0,-0.2472027553193401,-0.2472027553193401,0.0009894557145567733,-0.24790240616478698,-0.24650310447389323
hybrid,random,V2_RMSE,aulc,2,2,0,-2.701120186011619,-2.701120186011619,1.3644232123984226,-3.6659130919068765,-1.7363272801163614
hybrid,u50_gradient_maxdet,V2_RMSE,aulc,2,1,0,-0.2073796382114219,-0.2073796382114219,0.5383778507077811,-0.5880702672875326,0.17331099086468882
kernel_ivr,lcmd,V2_RMSE,aulc,2,1,0,-0.10829288218166067,-0.10829288218166067,0.4742466622660828,-0.4436359130250942,0.22705014866177287
kernel_ivr,random,V2_RMSE,aulc,2,2,0,-2.5622103128739395,-2.5622103128739395,1.839659330379062,-3.8630459004580775,-1.2613747252898015
kernel_ivr,u50_gradient_maxdet,V2_RMSE,aulc,2,2,0,-0.06846976507374247,-0.06846976507374247,0.06314173272714152,-0.1131177124609728,-0.023821817686512148
lcmd,random,V2_RMSE,aulc,2,2,0,-2.453917430692279,-2.453917430692279,1.3654126681129792,-3.4194099874329833,-1.4884248739515744
u50_gradient_maxdet,lcmd,V2_RMSE,aulc,2,1,0,-0.03982311710791819,-0.03982311710791819,0.5373883949932243,-0.41981409533858205,0.34016786112274566
u50_gradient_maxdet,random,V2_RMSE,aulc,2,2,0,-2.493740547800197,-2.493740547800197,1.9028010631062036,-3.8392240827715653,-1.1482570128288287
gradient_maxdet,hybrid,V2_RMSE,endpoint,2,2,0,-0.23439716650169995,-0.23439716650169995,0.2609514791957064,-0.4189177270016442,-0.0498766060017557
gradient_maxdet,kernel_ivr,V2_RMSE,endpoint,2,2,0,-0.14407435462503848,-0.14407435462503848,0.045349023285087386,-0.1761409565101104,-0.11200775273996655
gradient_maxdet,lcmd,V2_RMSE,endpoint,2,2,0,-0.41598044182790517,-0.41598044182790517,0.32590186353829065,-0.6464278595371633,-0.18553302411864703
gradient_maxdet,random,V2_RMSE,endpoint,2,2,0,-2.913969350314534,-2.913969350314534,0.9846286535372711,-3.610206948181318,-2.21773175244775
gradient_maxdet,u50_gradient_maxdet,V2_RMSE,endpoint,2,2,0,-0.28793779395427466,-0.28793779395427466,0.13194953600747056,-0.3812402056395756,-0.1946353822689737
hybrid,kernel_ivr,V2_RMSE,endpoint,2,1,0,0.09032281187666147,0.09032281187666147,0.215602455910619,-0.06213114673821085,0.2427767704915338
hybrid,lcmd,V2_RMSE,endpoint,2,2,0,-0.18158327532620522,-0.18158327532620522,0.06495038434258425,-0.2275101325355191,-0.13565641811689133
hybrid,random,V2_RMSE,endpoint,2,2,0,-2.679572183812834,-2.679572183812834,0.7236771743415648,-3.191289221179674,-2.1678551464459943
hybrid,u50_gradient_maxdet,V2_RMSE,endpoint,2,1,0,-0.05354062745257471,-0.05354062745257471,0.39290101520317694,-0.3313635996378199,0.2242823447326705
kernel_ivr,lcmd,V2_RMSE,endpoint,2,2,0,-0.2719060872028667,-0.2719060872028667,0.2805528402532032,-0.4702869030270529,-0.07352527137868048
kernel_ivr,random,V2_RMSE,endpoint,2,2,0,-2.7698949956894956,-2.7698949956894956,0.9392796302521838,-3.4340659916712077,-2.1057239997077835
kernel_ivr,u50_gradient_maxdet,V2_RMSE,endpoint,2,2,0,-0.14386343932923618,-0.14386343932923618,0.17729855929255794,-0.26923245289960906,-0.018494425758863287
lcmd,random,V2_RMSE,endpoint,2,2,0,-2.497988908486629,-2.497988908486629,0.6587267899989805,-2.963779088644155,-2.032198728329103
u50_gradient_maxdet,lcmd,V2_RMSE,endpoint,2,1,0,-0.1280426478736305,-0.1280426478736305,0.4578513995457612,-0.4517924772681896,0.19570718152092859
u50_gradient_maxdet,random,V2_RMSE,endpoint,2,2,0,-2.6260315563602594,-2.6260315563602594,1.1165781895447415,-3.4155715659123445,-1.8364915468081744
gradient_maxdet,hybrid,V2_RMSE,gap_closed,2,2,0,0.047882662516624874,0.047882662516624874,0.054908816714220786,0.009056265871070113,0.08670905916217964
gradient_maxdet,kernel_ivr,V2_RMSE,gap_closed,2,2,0,0.02839795151743646,0.02839795151743646,0.011399015158836855,0.02033763059977467,0.03645827243509825
gradient_maxdet,lcmd,V2_RMSE,gap_closed,2,2,0,0.08374388457984533,0.08374388457984533,0.07078990106967295,0.03368786549395475,0.1337999036657359
gradient_maxdet,random,V2_RMSE,gap_closed,2,2,0,0.5749672109147635,0.5749672109147635,0.24364930329117368,0.40268113632619684,0.7472532855033303
gradient_maxdet,u50_gradient_maxdet,V2_RMSE,gap_closed,2,2,0,0.05475470051019782,0.05475470051019782,0.020461389150614347,0.04028631348930156,0.06922308753109407
hybrid,kernel_ivr,V2_RMSE,gap_closed,2,1,0,-0.019484710999188415,-0.019484710999188415,0.043509801555383934,-0.05025078672708139,0.011281364728704557
hybrid,lcmd,V2_RMSE,gap_closed,2,2,0,0.035861222063220455,0.035861222063220455,0.015881084355452168,0.024631599622884637,0.04709084450355627
hybrid,random,V2_RMSE,gap_closed,2,2,0,0.5270845483981388,0.5270845483981388,0.18874048657695297,0.39362487045512673,0.6605442263411507
hybrid,u50_gradient_maxdet,V2_RMSE,gap_closed,2,1,0,0.006872037993572944,0.006872037993572944,0.07537020586483513,-0.046422745672878074,0.06016682166002396
kernel_ivr,lcmd,V2_RMSE,gap_closed,2,2,0,0.05534593306240887,0.05534593306240887,0.0593908859108361,0.01335023489418008,0.09734163123063766
kernel_ivr,random,V2_RMSE,gap_closed,2,2,0,0.5465692593973271,0.5465692593973271,0.23225028813233692,0.3823435057264222,0.7107950130682321
kernel_ivr,u50_gradient_maxdet,V2_RMSE,gap_closed,2,2,0,0.02635674899276136,0.02635674899276136,0.031860404309451196,0.0038280410542033128,0.048885456931319404
lcmd,random,V2_RMSE,gap_closed,2,2,0,0.4912233263349183,0.4912233263349183,0.1728594022215008,0.3689932708322421,0.6134533818375945
u50_gradient_maxdet,lcmd,V2_RMSE,gap_closed,2,1,0,0.02898918406964751,0.02898918406964751,0.0912512902202873,-0.035535222037139325,0.09351359017643435
u50_gradient_maxdet,random,V2_RMSE,gap_closed,2,2,0,0.5202125104045658,0.5202125104045658,0.2641106924417881,0.33345804879510277,0.7069669720140288
gradient_maxdet,hybrid,combined_normalized_RMSE,aulc,2,1,0,0.015215478526504733,0.015215478526504733,0.08479053302246556,-0.04474048235410255,0.07517143940711202
gradient_maxdet,kernel_ivr,combined_normalized_RMSE,aulc,2,1,0,0.006339591218927465,0.006339591218927465,0.022665092468144184,-0.00968704936151743,0.02236623179937236
gradient_maxdet,lcmd,combined_normalized_RMSE,aulc,2,1,0,0.0017469229643272133,0.0017469229643272133,0.06480027536300789,-0.04407379116761123,0.04756763709626566
gradient_maxdet,random,combined_normalized_RMSE,aulc,2,2,0,-0.1600801884661121,-0.1600801884661121,0.10583754000465488,-0.23491863070750607,-0.08524174622471814
gradient_maxdet,u50_gradient_maxdet,combined_normalized_RMSE,aulc,2,1,0,-0.0013750394930371335,-0.0013750394930371335,0.007061375250373039,-0.006368185817078764,0.0036181068310044973
hybrid,kernel_ivr,combined_normalized_RMSE,aulc,2,1,0,-0.008875887307577268,-0.008875887307577268,0.06212544055432138,-0.05280520760773966,0.03505343299258512
hybrid,lcmd,combined_normalized_RMSE,aulc,2,1,0,-0.01346855556217752,-0.01346855556217752,0.01999025765945767,-0.02760380231084636,0.0006666911864913194
hybrid,random,combined_normalized_RMSE,aulc,2,2,0,-0.17529566699261684,-0.17529566699261684,0.02104700698218932,-0.19017814835340352,-0.16041318563183016
hybrid,u50_gradient_maxdet,combined_normalized_RMSE,aulc,2,1,0,-0.016590518019541867,-0.016590518019541867,0.07772915777209252,-0.07155333257610752,0.03837229653702379
kernel_ivr,lcmd,combined_normalized_RMSE,aulc,2,1,0,-0.004592668254600252,-0.004592668254600252,0.042135182894863704,-0.0343867418060938,0.025201405296893298
kernel_ivr,random,combined_normalized_RMSE,aulc,2,2,0,-0.16641977968503957,-0.16641977968503957,0.0831724475365107,-0.22523158134598864,-0.1076079780240905
kernel_ivr,u50_gradient_maxdet,combined_normalized_RMSE,aulc,2,1,0,-0.0077146307119645985,-0.0077146307119645985,0.015603717217771144,-0.018748124968367863,0.003318863544438666
lcmd,random,combined_normalized_RMSE,aulc,2,2,0,-0.16182711143043932,-0.16182711143043932,0.04103726464164699,-0.19084483953989484,-0.1328093833209838
u50_gradient_maxdet,lcmd,combined_normalized_RMSE,aulc,2,1,0,0.0031219624573643467,0.0031219624573643467,0.05773890011263485,-0.03770560535053247,0.04394953026526116
u50_gradient_maxdet,random,combined_normalized_RMSE,aulc,2,2,0,-0.15870514897307497,-0.15870514897307497,0.09877616475428183,-0.2285504448904273,-0.08885985305572264
gradient_maxdet,hybrid,combined_normalized_RMSE,endpoint,2,1,0,-0.01765130897167072,-0.01765130897167072,0.0613163241264206,-0.061008497558895036,0.025705879615553595
gradient_maxdet,kernel_ivr,combined_normalized_RMSE,endpoint,2,1,0,-0.0023827718515747054,-0.0023827718515747054,0.011035101355365413,-0.01018576685103445,0.005420223147885039
gradient_maxdet,lcmd,combined_normalized_RMSE,endpoint,2,1,0,-0.009243409843934569,-0.009243409843934569,0.021955358915126805,-0.024768193016205253,0.006281373328336115
gradient_maxdet,random,combined_normalized_RMSE,endpoint,2,2,0,-0.1982738563135913,-0.1982738563135913,0.019265083104191835,-0.21189632721668772,-0.18465138541049486
gradient_maxdet,u50_gradient_maxdet,combined_normalized_RMSE,endpoint,2,1,0,-0.012416342176843204,-0.012416342176843204,0.020012462494091027,-0.026567290114656417,0.0017346057609700094
hybrid,kernel_ivr,combined_normalized_RMSE,endpoint,2,1,0,0.015268537120096015,0.015268537120096015,0.07235142548178601,-0.035891646466588045,0.06642872070678008
hybrid,lcmd,combined_normalized_RMSE,endpoint,2,1,0,0.008407899127736151,0.008407899127736151,0.03936096521129379,-0.01942450628721748,0.03624030454268978
hybrid,random,combined_normalized_RMSE,endpoint,2,2,0,-0.18062254734192057,-0.18062254734192057,0.08058140723061244,-0.23760220683224131,-0.12364288785159983
hybrid,u50_gradient_maxdet,combined_normalized_RMSE,endpoint,2,1,0,0.005234966794827517,0.005234966794827517,0.08132878662051163,-0.05227316973021001,0.06274310331986505
kernel_ivr,lcmd,combined_normalized_RMSE,endpoint,2,1,0,-0.006860637992359864,-0.006860637992359864,0.03299046027049222,-0.030188416164090293,0.016467140179370565
kernel_ivr,random,combined_normalized_RMSE,endpoint,2,2,0,-0.19589108446201658,-0.19589108446201658,0.00822998174882642,-0.20171056036565327,-0.1900716085583799
kernel_ivr,u50_gradient_maxdet,combined_normalized_RMSE,endpoint,2,2,0,-0.010033570325268498,-0.010033570325268498,0.008977361138725616,-0.016381523263621967,-0.00368561738691503
lcmd,random,combined_normalized_RMSE,endpoint,2,2,0,-0.18903044646965672,-0.18903044646965672,0.04122044201931863,-0.21817770054502383,-0.1598831923942896
u50_gradient_maxdet,lcmd,combined_normalized_RMSE,endpoint,2,1,0,0.0031729323329086345,0.0031729323329086345,0.04196782140921783,-0.026502798777175263,0.03284866344299253
u50_gradient_maxdet,random,combined_normalized_RMSE,endpoint,2,2,0,-0.1858575141367481,-0.1858575141367481,0.0007473793898991935,-0.18638599117146487,-0.1853290371020313
gradient_maxdet,hybrid,combined_normalized_RMSE,gap_closed,2,1,0,0.06941755609569661,0.06941755609569661,0.17890310135615967,-0.057086040048548115,0.19592115223994133
gradient_maxdet,kernel_ivr,combined_normalized_RMSE,gap_closed,2,1,0,0.002606778954339417,0.002606778954339417,0.028302863962038623,-0.01740636808021845,0.022619925988897283
gradient_maxdet,lcmd,combined_normalized_RMSE,gap_closed,2,1,0,0.03279533134696272,0.03279533134696272,0.06610687527179702,-0.013949288440778251,0.07953995113470369
gradient_maxdet,random,combined_normalized_RMSE,gap_closed,2,2,0,0.5317755842399339,0.5317755842399339,0.08656291394328627,0.4705663607913686,0.5929848076884991
gradient_maxdet,u50_gradient_maxdet,combined_normalized_RMSE,gap_closed,2,1,0,0.026714269190120765,0.026714269190120765,0.04565751495344557,-0.0055704692455867955,0.058999007625828326
hybrid,kernel_ivr,combined_normalized_RMSE,gap_closed,2,1,0,-0.06681077714135719,-0.06681077714135719,0.2072059653181983,-0.21332752032015978,0.0797059660374454
hybrid,lcmd,combined_normalized_RMSE,gap_closed,2,1,0,-0.03662222474873389,-0.03662222474873389,0.11279622608436263,-0.11638120110523764,0.04313675160776986
hybrid,random,combined_normalized_RMSE,gap_closed,2,2,0,0.46235802814423727,0.46235802814423727,0.09234018741287339,0.3970636554485578,0.5276524008399167
hybrid,u50_gradient_maxdet,combined_normalized_RMSE,gap_closed,2,1,0,-0.042703286905575844,-0.042703286905575844,0.22456061630960522,-0.20149162148552813,0.11608504767437644
kernel_ivr,lcmd,combined_normalized_RMSE,gap_closed,2,1,0,0.030188552392623302,0.030188552392623302,0.09440973923383565,-0.036569214429675534,0.09694631921492214
kernel_ivr,random,combined_normalized_RMSE,gap_closed,2,2,0,0.5291688052855945,0.5291688052855945,0.1148657779053249,0.4479464348024713,0.6103911757687176
kernel_ivr,u50_gradient_maxdet,combined_normalized_RMSE,gap_closed,2,2,0,0.024107490235781348,0.024107490235781348,0.017354650991406952,0.011835898834631653,0.03637908163693104
lcmd,random,combined_normalized_RMSE,gap_closed,2,2,0,0.49898025289297115,0.49898025289297115,0.020456038671489252,0.48451564923214685,0.5134448565537955
u50_gradient_maxdet,lcmd,combined_normalized_RMSE,gap_closed,2,1,0,0.006081062156841954,0.006081062156841954,0.11176439022524261,-0.07294829606660658,0.08511042038029049
u50_gradient_maxdet,random,combined_normalized_RMSE,gap_closed,2,2,0,0.5050613150498131,0.5050613150498131,0.13222042889673186,0.4115673531655403,0.598555276934086
