sample_id,source_row_1based,canonical_index,split,seed
5eb80e21463443b22d14,147,140,train,525
f6e991e3dc3a3d3c5d89,148,141,train,525
9991421da8e18008fc91,149,142,train,525
9e93bad2014e7ab1a680,150,143,train,525
d5a7e1d47a58e1323805,152,144,train,525
5c32bb6f3bbf72dcb37e,153,145,train,525
e545485bf1a51a3ea557,154,146,train,525
8ea9d90b217f4096f42f,155,147,train,525
9ed80c28328fabe87261,156,148,train,525
f1ea027f4cb80b10d15b,157,149,train,525
dcfc9eaebf799d451fdb,158,150,test,525
6c1f19a34a40cbf98728,159,151,valid,525
cf45ee02778c0243ad50,160,152,train,525
88581d99a415bf271788,161,153,train,525
8753ab545dd1cf036a3a,162,154,train,525
964a62fb7d677de0f711,164,155,valid,525
f35f8782c107387233ed,165,156,train,525
4d602abaaf336ac523e4,166,157,train,525
4768b747981033fbdf34,167,158,test,525
3df34ab1c0d58c86999e,168,159,train,525
8b67a1246fe892b6581d,169,160,train,525
2bafcbea1bb66eb60a71,170,161,train,525
2beadb75e05408973f02,171,162,valid,525
dd7cae2667a1348a2caf,172,163,train,525
56f1cecfc0c6c3d224be,173,164,train,525
6278b7d64a22dbe3844e,174,165,train,525
a75e421e756083edea35,175,166,valid,525
c9f7ab78e90454873661,176,167,train,525
b36d7c12e6d3072467ee,177,168,train,525
5dc7d31c57624ac47575,178,169,train,525
7dea14d96460814919d3,179,170,train,525
83a16763654b3b743265,180,171,train,525
ee96bcc328a38cb12519,181,172,train,525
62763fd48ebc7554402f,182,173,train,525
dd29d0f859e11f70f4ec,183,174,train,525
2e684264400b651dae88,185,175,valid,525
e4f37e6e6def0eec724a,186,176,train,525
fda6d7aa920e5400a222,187,177,train,525
ee0eba88726c692c7f0c,188,178,train,525
c438c37de3a60de0e84a,189,179,train,525
f51bc35441c8ba7713b6,190,180,train,525
cb1bb21d54890633943c,191,181,train,525
2e561b136ec088ba3eff,192,182,train,525
0d6f66d7971473a2cef9,193,183,train,525
6950f8ebe95298defec5,194,184,train,525
1837a52df085e2fc70d1,195,185,train,525
8067767b73f132489d46,196,186,test,525
bc3f10fed296515e66e5,197,187,train,525
369517a8e4fab7d4e0e5,198,188,train,525
acc1a540efdb60e4fa76,199,189,train,525
b849b02cc7a096ff6f6a,200,190,train,525
75b105d94d176eec90ba,201,191,train,525
4699975b36aa2351be18,202,192,train,525
a2ecd7c05da585c2a35e,203,193,train,525
82843c7e3b9005c1abb0,204,194,valid,525
216e9e13c0587f197c0b,205,195,test,525
31162ac7e21c9688cbdc,206,196,valid,525
82ffe9abc3d02f4b970f,207,197,test,525
35eae227e68fe7434e68,208,198,test,525
82b6a0a8f122317d79d4,209,199,train,525
9b28c23ad1d4dda9fe1a,210,200,train,525
4455212440cbaf6d51e2,211,201,train,525
fcea8574ae051fe11483,212,202,train,525
04d4a16ff682bc7c55c8,213,203,train,525
62ca5eadee5ef28e9aeb,214,204,train,525
42f031acb8211bfbf67f,215,205,train,525
472b8f06caf25ffe6c7a,216,206,train,525
d532e4ccbab971232d40,217,207,train,525
bae9f1ce7c04e7ccf16b,218,208,train,525
fc58ac30a03fcb0ec051,219,209,train,525
c4b569d1149e4ec87b12,220,210,train,525
53d7fb31d852cbb33059,221,211,test,525
265addbdd355a85c628d,222,212,train,525
b07e3b186c5f9a698624,223,213,train,525
28c4b7ec4bf7f486b68c,224,214,train,525
c9d7d885160197c7f67c,225,215,valid,525
e2869f5cf5635b6ae9c1,226,216,train,525
49865eda3c0e936157be,227,217,valid,525
d26cffd9ef4da9800470,228,218,train,525
ce9ac115ce41ab41f01d,229,219,train,525
b2b5155e06ff9134c6a4,230,220,train,525
f1aabb6243aed53011cb,231,221,train,525
ebc9c107c2207e99cf79,232,222,train,525
f373e0ffa24cb51dd13a,233,223,train,525
bcb35848089ca50a1eef,234,224,train,525
ef8527c6b63d54b73966,235,225,train,525
86f385aa0925171d22cc,236,226,train,525
982585c1a4e89f10713f,238,227,train,525
36af0c588eb2e094a55e,239,228,test,525
afcb9ffea06f12f9e0f5,240,229,train,525
e584c52185ccefd22a26,241,230,valid,525
39e40f336da135e6a7b5,242,231,train,525
e3c9408f01aa7642870f,243,232,train,525
f84aa17604ca7f927b8c,245,233,train,525
6b8023df74ccc51e5c76,246,234,train,525
b056b793f5b571e6cdee,247,235,test,525
934f00061cc32bab10e8,248,236,test,525
b983d4c3094d909b570e,249,237,train,525
b6f53d16978daf702470,250,238,train,525
de2563a5f711307823f1,252,239,train,525
e2e681b0653ec64f7c14,253,240,test,525
fbf392edaddff6347b58,254,241,train,525
3955ae590ac179d279b6,255,242,train,525
db51f6df02555cb9c264,256,243,valid,525
2195290d04210cdb253f,257,244,train,525
8063e3de9de70b75def1,258,245,train,525
88771c5c64ed839a4436,259,246,valid,525
b5365d56777fde5c4dfc,260,247,train,525
4513e318c9d037303b13,261,248,train,525
efca00a284b2cadc5737,262,249,test,525
b473ef06a415d0f114b0,263,250,train,525
df02863943321996441f,264,251,train,525
194278dd9ee3d2407ed5,265,252,train,525
cc31b914acbab022eb9a,266,253,test,525
a9eea85ddeee2da33706,267,254,train,525
640353c89b3ce64ee98b,268,255,train,525
b11bb6293c307f7f7282,269,256,train,525
77b0577e6b0adb649e63,270,257,train,525
543561ac99bc28db6f2f,271,258,train,525
056255620b7acc9c630f,272,259,train,525
7b1589ae321d27608509,273,260,train,525
0fee19a828ef997229fd,274,261,valid,525
222dede783147d5efa63,275,262,train,525
d9a40ac35b79fbcf214a,276,263,train,525
aaf22f8324aad12a55fa,277,264,train,525
a9bfabe931467745353e,278,265,train,525
be7d68067464e72d0b8d,279,266,train,525
b418a712463f5abf8b81,280,267,train,525
850a69ce73ac04035aa3,281,268,test,525
7c4153fe9561da818ae1,282,269,train,525
a67016d937c499be9d64,283,270,train,525
4559d83db38cc3c39d13,284,271,train,525
bf8409f12dae2388c6a0,285,272,train,525
832899abb44b8d2246cd,286,273,train,525
5729cc87eb48a75655ad,287,274,train,525
adb6d48eec0fb576d7fc,288,275,train,525
bc789871fe39d967a9e0,289,276,train,525
fff65bc451d163b1b106,290,277,train,525
c761659793c5929e2214,291,278,train,525
4c7d7c5f8b0c317c5548,292,279,train,525
a9656ffd805f80fcf143,293,280,train,525
da10d2f67a989e8b16b5,294,281,train,525
7ca22b2f4d23a7afb10e,295,282,train,525
38f57a9d08efd5f070d0,296,283,train,525
1619a0c8b233772ba0c0,297,284,valid,525
0b9968c1280b5e4f726a,298,285,train,525
0d5196ceda603b66bd22,299,286,train,525
244e5c6375ff0c923725,300,287,valid,525
4f34bbce67c94a44318a,301,288,test,525
0f8a39d1c0a7eaf35c75,302,289,valid,525
6de4f7fd8ac19d183348,303,290,train,525
8bac25cfab022a9fb887,304,291,train,525
aeef2128392508cc81cc,305,292,train,525
a2eefb55da4d47a4347b,306,293,test,525
3c7f7a7105a5eb39ca89,307,294,train,525
2bf67acb4c861cf83990,308,295,train,525
d67e364fd6830aa2bf6f,309,296,train,525
84caf30ea66b29e2ea91,310,297,train,525
1bd5bb3744b78ada7307,311,298,train,525
dd7fdbe3fa3800e6499f,312,299,train,525
ab84efb31c801e49c87c,313,300,train,525
69f6dbdc304c0475f868,314,301,train,525
a43656cab81e1b0fcccf,315,302,train,525
bcf8bb13e4fca185fe68,316,303,train,525
fe71f29c800d4ee35138,317,304,train,525
2416be80d114ff60224d,318,305,test,525
9201cead3641f52a1f20,319,306,train,525
49276f9b1cc72d41bbfd,320,307,train,525
6cb8bbf843e6064ce249,321,308,valid,525
a6b1d92e3de602f8963c,322,309,train,525
135ac7deca522d1e7929,323,310,test,525
0f3bd8418ab9ba9d1ed2,324,311,train,525
6cd5860914563da59932,325,312,valid,525
5179c3962ada5450dde7,326,313,train,525
ad45b4b8aaed2c2b0b33,327,314,train,525
6c8de7fb3dbd4f5adabf,328,315,train,525
f72724ff299c47641488,329,316,train,525
2cde006ff48a36a368d2,330,317,train,525
09879f6853acb50e1280,331,318,valid,525
cd492dbc52d170e5a396,332,319,train,525
e1244cc412f81ac11bd3,333,320,train,525
69bed1df8dc3cf82927c,334,321,train,525
adc9f476f8b5d66fa85d,335,322,valid,525
e7e3cdff8a4b43574b19,336,323,train,525
22fcaa293d9525e1f4e7,337,324,valid,525
5965305884ee5fba94d8,338,325,train,525
556baeed852270e9c0fc,339,326,train,525
376fc6387117429bcb19,340,327,train,525
3fbc880a145bcc2155c9,341,328,train,525
2964279ae2fd8a820ae1,342,329,test,525
c084940b1be4fa61738d,343,330,train,525
deac65153d9204a230ec,344,331,train,525
b5f0b6271cd244ade9a3,345,332,train,525
79723584590c0a689474,346,333,train,525
984bc17b1da105c753eb,347,334,train,525
1b7e334ea83516d08ff5,348,335,train,525
b8018c4bdaadd42a057a,349,336,train,525
3b03dfa8ff44ff554734,350,337,train,525
167f49f748fa35bdb29e,351,338,train,525
7e19b816ecd8282ce2a1,352,339,train,525
0dffde5d00d50ee96173,353,340,train,525
65bfb38b53dd53bc4f4c,354,341,train,525
e79c5aedcfa41a5f23c9,355,342,train,525
27b234a05f8c66fd059f,356,343,test,525
1bf52d57e3b0d9ef0662,357,344,train,525
867407c66038f21466a8,358,345,test,525
fb19bbc052a528249f36,359,346,train,525
13bebd0b1ab22fc7e93b,360,347,train,525
c1b4c0f7481c01c40ec6,361,348,train,525
bb159f5b8695e842d4ff,362,349,train,525
ce70dba7026ce0b64f62,363,350,train,525
a5ea3136b642f8a49607,364,351,valid,525
8671b386166171ebd7f7,365,352,train,525
d344b363b8c01e73a6fa,366,353,valid,525
70e13ddfe9e6cc9b0f56,367,354,train,525
35046c5ff35d8c8617bb,368,355,train,525
848f6c84b4d5fc44c3c2,369,356,train,525
0974fc9cbeb3820c4065,370,357,train,525
bc486e940c369b85ce28,371,358,train,525
9a29b268530b7a3321a0,372,359,train,525
51394d9af7adc7eff816,373,360,train,525
5cbed870fef2de105046,374,361,train,525
dbb854b36df7ed31d95f,375,362,valid,525
0c0f89307cc4aff87ab6,376,363,train,525
a5d9706079ccfee3bdf4,377,364,test,525
bacef06b4d4d7374a4e4,378,365,train,525
74097878150c8a5a8d79,379,366,train,525
fb80794857ddc46e142c,381,367,train,525
6f34563b6236c57b9c60,382,368,train,525
147b560e4c606680c7b2,383,369,train,525
7396668aaa8d372aa464,384,370,train,525
78b04c44dfa852f4e621,385,371,train,525
45264f1c88b241fb888c,388,372,train,525
7b0fa77cbbcbd8e7c87a,389,373,train,525
c514f60c28973fc116c5,390,374,test,525
b63d546347919cb66716,391,375,train,525
823c667f35cddfcbc346,392,376,train,525
d2955aa36bd2b103c981,393,377,train,525
4ce730c9ad4e20a0386e,394,378,train,525
f3531a1565c8159ac5e2,395,379,valid,525
c359fd726e50e2123f43,396,380,train,525
a9a623a9853c6b493ce4,397,381,train,525
784ca4af1517dac8cd11,398,382,valid,525
4c36e8e7d179b4bfa11a,399,383,test,525
77fe8c752e01feedccfa,400,384,train,525
0a1949b42050f41b0db4,401,385,train,525
118d66c0e53f510c51ed,402,386,train,525
38aa81d53a6b39e9d8ef,403,387,test,525
c780d2f5194817087e07,404,388,train,525
546046afb5114d631360,405,389,train,525
dc9f747c03c55d77bf72,406,390,train,525
d29c00125d1c5dc55586,407,391,train,525
509e53644c411798f5b0,408,392,train,525
5ac5df671efee45d3ddf,409,393,train,525
1e8c03a5d84f08329475,410,394,train,525
a7f9a08159d001c30f67,411,395,train,525
97feb43dae8371e80d3b,412,396,train,525
2f612d3ec5e270672ad1,413,397,train,525
b089551184e4d70e386d,414,398,valid,525
95f7b6c8f44b25feade0,415,399,train,525
b0f39affa1970d2700b7,416,400,train,525
af2973fb82b6d79d8c5e,417,401,train,525
3545611fd9950a160288,418,402,train,525
786c4179676f46638e4a,419,403,train,525
937105af8867732c56ec,420,404,train,525
711f210d4869259d0651,421,405,train,525
26bb8ff67b7738527484,422,406,valid,525
6624c43f78e6697c8ac9,423,407,train,525
f9b97e958092bd5cb81a,424,408,train,525
2d53109003f718b780fa,425,409,train,525
b9b624baffe611c30836,426,410,test,525
f8a590eaa91d155f61da,427,411,valid,525
2fcaa537474ba2ae579f,428,412,train,525
d914e4c833f2df567cac,429,413,valid,525
5048acae682925888d12,430,414,train,525
41927f703a0632f098fb,431,415,train,525
760d0bf0ec31747d3969,432,416,train,525
d71aab82a8179d05294a,433,417,train,525
25ffb25df5bec65a633b,434,418,valid,525
92d69b1849c34b7f1a80,435,419,train,525
a289439d96e27bec7cbc,436,420,train,525
4707a180fe4230c208ff,437,421,test,525
41921840a5681261ba98,438,422,train,525
b5080cde4f493a415fc5,439,423,train,525
1bbec08f4838f06da0fb,440,424,train,525
b7fa3dd8e6040788ae14,442,425,train,525
2deca509a22158d15375,443,426,train,525
b48dea92ecfc07816494,444,427,train,525
7dec4c1259ce3660b729,447,428,train,525
768064b2e2a953d147d0,448,429,train,525
212154e56fe15a3333a2,449,430,valid,525
c56a92db4ce7de66bee1,450,431,train,525
48b99ebef2fd7718f678,451,432,test,525
6da48b9dd6e1ed7e26fd,452,433,train,525
a2eeeea4e6525c9d22d4,453,434,train,525
1e0e33b1a77df72f4dd8,454,435,train,525
371711577127c07527e3,455,436,train,525
78d4810a82f060b5cf49,456,437,train,525
1c04f02c0ea8c00b358d,457,438,train,525
4bc0dc84991def63aa1b,458,439,train,525
2433f7a3f7959e1d1b74,459,440,test,525
944f0a85ec8978a60444,460,441,train,525
8afc083342d1c2e7f78a,461,442,valid,525
c35ed383b2db14b3bc06,462,443,train,525
d7c72c92165e2c129547,463,444,train,525
fdc873b5607287090ff3,465,445,train,525
80b4e33a8434ac29ed52,466,446,test,525
ee60c3ffc43a4c2c965e,467,447,train,525
95f10fffb85ea1b1f47a,468,448,test,525
793d8259fd7820530cfe,469,449,valid,525
13fb1511fffef8fc96e0,470,450,train,525
532a47d1b45e54d6326b,471,451,train,525
dcd70c2b5039c4268d56,472,452,train,525
22d860e7f246ca4272a4,473,453,train,525
f21df276243d861dc2b2,474,454,test,525
08820514e662ce6ea8f0,475,455,train,525
d60e09bca01342c7cfa6,476,456,train,525
9dda290379fb047fc74d,477,457,train,525
4a58b799c494875f6f27,478,458,train,525
98a1ca00445d60f415d4,479,459,train,525
ddecd252bb1099fb20f7,480,460,train,525
226ebdbf914ce9333de8,481,461,train,525
99dd4a9a47de5c84b7c0,482,462,train,525
ecc7e2759499addc038f,483,463,train,525
66c1ee6eed3d1587de50,484,464,train,525
a26a131344d4dbd9645b,485,465,valid,525
f0edd899ac987a1de9dd,486,466,train,525
0e13b08b0f9c772699e1,487,467,train,525
1254297404cc9db52ee2,488,468,train,525
cd998cddd3dcb4fc8c92,490,469,test,525
12e11e8eaee71fc57209,491,470,train,525
054457c7699aabd6c619,492,471,train,525
893e4c91da1b0b2f7d3e,493,472,test,525
18e8a9c1ea6aa15c0d01,494,473,train,525
bc582f1f4f4225f6d249,495,474,train,525
d92ef85db0d1c0979197,496,475,train,525
ddc0b27538aa926cbb6e,497,476,train,525
6dcfe9b1e0958f22523b,498,477,train,525
3cdf1bcd3739e20f72d2,499,478,train,525
a8e4c6001ce3245c634b,500,479,train,525
24b540d7814b4d9c5183,501,480,train,525
b0cadf050313e9a3a162,502,481,train,525
8837a8a19c37b63d2e48,503,482,train,525
23a832560d234735d954,504,483,train,525
90777be8090491479de1,505,484,train,525
926a7862066269f98d62,506,485,train,525
2c51476c6fa3121c5dfc,507,486,train,525
5a9449a7562d442b8669,508,487,train,525
2cbca950d64fdcd81660,509,488,train,525
fb1fdaa4bc60434648f7,510,489,train,525
9e46dbe8a460d3f96a27,511,490,valid,525
31e75b850983502aa64f,512,491,train,525
b566ed83f272904657ba,513,492,train,525
c2be1e8f7c2c080f49f5,514,493,valid,525
fde2d968ab29d13d4f1d,515,494,test,525
240da69c823911ff5ccc,516,495,train,525
b2b26956a788c2a8c7e9,517,496,train,525
f3b80f5fe97d26fd8383,518,497,train,525
d60f7e6b21ea96567843,519,498,train,525
bb61793cbbbe2bfa4e12,520,499,valid,525
d078d930aa37448ec4aa,521,500,train,525
8cd132f293d2823adc8d,522,501,train,525
88f58ab7b7cf02f8f134,523,502,train,525
77c599d272254892b6ec,525,503,train,525
b393af61f6769ceccbc0,526,504,test,525
49668be051b44a819f00,527,505,train,525
ffa86b2ffa5ac89b0720,528,506,test,525
43aa4f12be94a8a96b35,529,507,train,525
c09fbafa246c8d17b677,530,508,train,525
f38afd5febe30c01c852,531,509,train,525
490ab56dde175e9b97f5,532,510,train,525
3156893d5d2368c286a5,533,511,valid,525
5ca73775e77c8e07812b,534,512,test,525
e90e636dced92c2b53d7,535,513,train,525
21e4905ef98fba65035a,536,514,valid,525
2eda4e5a40a9021016cb,537,515,train,525
9c357cc9e9b8199eb1e0,538,516,train,525
51091e7a7f83732eaf1b,539,517,train,525
71577790a52cb379d81f,540,518,train,525
e3b2ac778da2b86aa873,541,519,train,525
1046fdfaf24728b107ba,542,520,train,525
2e10d8b186d86053260f,543,521,train,525
5111664a952a4ab7d54e,544,522,test,525
ffcab07e0d31056e0d4a,545,523,train,525
b6bb9be5584029502820,546,524,train,525
60a000cb56517513c4d2,547,525,train,525
677c30b5727454c7a81e,548,526,train,525
94bc1858c275dcb3d476,549,527,valid,525
06c29062334b43b0d12f,550,528,test,525
b82c7c8060589ec1974b,552,529,valid,525
57e291b74a249c9dd3ff,553,530,train,525
7d6bcd84e5a6861fc8fc,554,531,train,525
2d37adf0d65a19bc2c0c,555,532,train,525
3c892a45de6ec4625f37,556,533,valid,525
e2c826d98b2bbeb6f48b,557,534,train,525
ce61c0bd799e65402b75,558,535,train,525
0f05b5ba6eb528d54b4b,559,536,train,525
c4412adf038c7f6ea3c2,560,537,train,525
182fc7fe888dbb9535bb,561,538,train,525
8abf9c0719e2d67a22f9,562,539,train,525
b8a4c06710d95c33cfe1,563,540,train,525
7e451fd74af5bfa51ac9,564,541,train,525
2f828b7aa8c3e93352da,566,542,train,525
4365d2fb106c18823aac,567,543,train,525
4c6a8ef1c87748df99f2,568,544,train,525
aca0ef1613a0a07a0431,569,545,train,525
f98f5943ca73a5b809a1,570,546,train,525
405638494c5a95206866,571,547,train,525
76e188b0e48b99f36582,572,548,train,525
26aa0143305ac532a560,573,549,train,525
283be89c092cfa4a5cbb,574,550,valid,525
0ffc20c3f979502b8a09,575,551,train,525
