outer_seed,comparator,metric,direction,CW_minus_comparator
6101,gradient_maxdet,NRMSE@845,negative_is_CW_better,-0.1064962249678455
6101,gradient_maxdet,NRMSE@877,negative_is_CW_better,-0.00568694721977292
6101,gradient_maxdet,NRMSE@909,negative_is_CW_better,-0.0316516600369926
6101,gradient_maxdet,NRMSE@941,negative_is_CW_better,-0.007744541796070203
6101,gradient_maxdet,NRMSE@973,negative_is_CW_better,-0.015487566121971441
6101,gradient_maxdet,NRMSE@1005,negative_is_CW_better,-0.019927560549688028
6101,gradient_maxdet,V1_RMSE@1005,negative_is_CW_better,-0.15959975996056874
6101,gradient_maxdet,V2_RMSE@1005,negative_is_CW_better,-0.09726131914631697
6101,gradient_maxdet,V1_R2@1005,positive_is_CW_better,0.01713263379476182
6101,gradient_maxdet,V2_R2@1005,positive_is_CW_better,0.004965240160608397
6101,hybrid,AULC_653_1005,negative_is_CW_better,0.03517617550558716
6101,hybrid,AULC_525_1005,negative_is_CW_better,0.03135725323852878
6101,hybrid,AULC_429_1005,negative_is_CW_better,0.023697626990449527
6101,hybrid,AULC_333_1005,negative_is_CW_better,0.024793657208617037
6101,hybrid,NRMSE@685,negative_is_CW_better,0.10704627094768004
6101,hybrid,NRMSE@717,negative_is_CW_better,0.032489518397593176
6101,hybrid,NRMSE@749,negative_is_CW_better,0.023261107026741112
6101,hybrid,NRMSE@781,negative_is_CW_better,0.012500827690928085
6101,hybrid,NRMSE@813,negative_is_CW_better,0.01731475153461781
6101,hybrid,NRMSE@845,negative_is_CW_better,-0.0026147743937291468
6101,hybrid,NRMSE@877,negative_is_CW_better,0.028348122764875527
6101,hybrid,NRMSE@909,negative_is_CW_better,0.03271864207260755
6101,hybrid,NRMSE@941,negative_is_CW_better,0.0441593608622326
6101,hybrid,NRMSE@973,negative_is_CW_better,0.053227211102740424
6101,hybrid,NRMSE@1005,negative_is_CW_better,0.005778319065865567
6101,hybrid,V1_RMSE@1005,negative_is_CW_better,0.10756662198102873
6101,hybrid,V2_RMSE@1005,negative_is_CW_better,-0.14713792514807267
6101,hybrid,V1_R2@1005,positive_is_CW_better,-0.011072783375955741
6101,hybrid,V2_R2@1005,positive_is_CW_better,0.007545980115715167
6101,kernel_ivr,AULC_653_1005,negative_is_CW_better,-0.05098935650882863
6101,kernel_ivr,AULC_525_1005,negative_is_CW_better,-0.05414906005973552
6101,kernel_ivr,AULC_429_1005,negative_is_CW_better,-0.04683111714600763
6101,kernel_ivr,AULC_333_1005,negative_is_CW_better,-0.02801155039912262
6101,kernel_ivr,NRMSE@685,negative_is_CW_better,-0.06323126380050448
6101,kernel_ivr,NRMSE@717,negative_is_CW_better,-0.1396983487621528
6101,kernel_ivr,NRMSE@749,negative_is_CW_better,-0.09198502911667272
6101,kernel_ivr,NRMSE@781,negative_is_CW_better,-0.11518400976602916
6101,kernel_ivr,NRMSE@813,negative_is_CW_better,-0.05159124840430229
6101,kernel_ivr,NRMSE@845,negative_is_CW_better,0.0008192132970725741
6101,kernel_ivr,NRMSE@877,negative_is_CW_better,-0.002614378408427931
6101,kernel_ivr,NRMSE@909,negative_is_CW_better,-0.016753276147716045
6101,kernel_ivr,NRMSE@941,negative_is_CW_better,-0.011119138099491721
6101,kernel_ivr,NRMSE@973,negative_is_CW_better,0.003281454564056374
6101,kernel_ivr,NRMSE@1005,negative_is_CW_better,-0.03011332740072248
6101,kernel_ivr,V1_RMSE@1005,negative_is_CW_better,-0.22059899814785888
6101,kernel_ivr,V2_RMSE@1005,negative_is_CW_better,-0.20926907188628352
6101,kernel_ivr,V1_R2@1005,positive_is_CW_better,0.023902799478247028
6101,kernel_ivr,V2_R2@1005,positive_is_CW_better,0.010793529138301783
6101,lcmd,AULC_653_1005,negative_is_CW_better,0.006119157538754916
6101,lcmd,AULC_525_1005,negative_is_CW_better,0.011216641950616224
6101,lcmd,AULC_429_1005,negative_is_CW_better,-0.0014716262126863722
6101,lcmd,AULC_333_1005,negative_is_CW_better,-0.0028101451022293222
6101,lcmd,NRMSE@685,negative_is_CW_better,0.06698665861809161
6101,lcmd,NRMSE@717,negative_is_CW_better,-0.0034546025416022363
6101,lcmd,NRMSE@749,negative_is_CW_better,0.04078112007494428
6101,lcmd,NRMSE@781,negative_is_CW_better,-0.018470264210271203
6101,lcmd,NRMSE@813,negative_is_CW_better,-0.012215049371562037
6101,lcmd,NRMSE@845,negative_is_CW_better,-0.006393423612620075
6101,lcmd,NRMSE@877,negative_is_CW_better,-0.01564445453283081
6101,lcmd,NRMSE@909,negative_is_CW_better,-0.009221378265687696
6101,lcmd,NRMSE@941,negative_is_CW_better,0.010787252044884288
6101,lcmd,NRMSE@973,negative_is_CW_better,0.0006390117388176408
6101,lcmd,NRMSE@1005,negative_is_CW_better,-0.013646187221351913
6101,lcmd,V1_RMSE@1005,negative_is_CW_better,-0.036067754194208046
6101,lcmd,V2_RMSE@1005,negative_is_CW_better,-0.282794343264964
6101,lcmd,V1_R2@1005,positive_is_CW_better,0.003798260052896296
6101,lcmd,V2_R2@1005,positive_is_CW_better,0.014683548584950579
