outer_seed,method,round,active_label_count,combined_normalized_RMSE,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2
157,kernel_ivr,21,1005,0.4790361153234307,3.6871032265918338,1.7868989777507829,0.7544090615011518,4.878868932480097,2.557627804845357,0.8957773708679897
6101,kernel_ivr,0,333,0.9507187465219588,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357
6101,kernel_ivr,1,365,0.8481465380768495,4.998650027657557,2.3293528722630414,0.5876848487434438,9.511596818897477,4.572973466319717,0.5745225911329566
6101,kernel_ivr,2,397,0.7701551414883739,4.538484666834404,2.3869192763198193,0.6601043736427884,8.63831929179804,4.506922373097006,0.6490638196423091
6101,kernel_ivr,3,429,0.7862095559263846,4.622231813468629,2.226836803719866,0.6474446771937789,8.847090291775185,4.399338917766544,0.6318959810685083
6101,kernel_ivr,4,461,0.7925050759006572,4.757795340492416,2.1995871918950436,0.6264615223058105,8.651513196943046,3.986704693709632,0.647990982543706
6101,kernel_ivr,5,493,0.7234923651039313,4.259984321330908,2.005374383011596,0.7005393019235768,8.124249684407722,3.704906645438654,0.6895896709097216
6101,kernel_ivr,6,525,0.6840793596847708,4.063608430221047,1.836032514091876,0.7275119026340859,7.586270396869168,3.436522687367684,0.7293386297435847
6101,kernel_ivr,7,557,0.7598107790234359,4.51220992556151,2.0660983778589923,0.6640285109012036,8.42952336307309,3.8683793390397545,0.665823676169452
6101,kernel_ivr,8,589,0.7105072377276958,4.352501011589629,1.9202419156364972,0.6873909168632537,7.508702447608338,3.316424523040259,0.7348452393190058
6101,kernel_ivr,9,621,0.7175991086348668,4.321189608842976,1.9415881462234388,0.691872487881601,7.797338036860894,3.634453526503748,0.7140682614673659
6101,kernel_ivr,10,653,0.7228726271701763,4.330557428316608,1.9636637495576048,0.6905350729825177,7.916809849100865,3.566665722025956,0.7052389685053075
6101,kernel_ivr,11,685,0.6901936854637417,4.168590722691534,1.8446864158415397,0.7132507131043753,7.464679756108381,3.178098325249102,0.7379452710664902
6101,kernel_ivr,12,717,0.6867802520425387,4.198205545911812,1.8272200608425,0.7091619479213082,7.284034143758315,3.0828874883034247,0.7504752750343294
6101,kernel_ivr,13,749,0.6649742807063379,3.9974047546483154,1.8417778849887616,0.7363182449777107,7.244746193423074,3.202218711519127,0.7531597426525704
6101,kernel_ivr,14,781,0.6497171596890435,4.008785053527369,1.715277859918791,0.7348147451549061,6.781598716310279,2.836960212789851,0.7837113072813316
6101,kernel_ivr,15,813,0.5821374779158323,3.604642055861557,1.8394927618314896,0.7855884768643404,6.03778522584256,3.0932639114004816,0.8285549460558802
6101,kernel_ivr,16,845,0.5363469943833243,3.2999253203140846,1.6528518056983856,0.8203066296611652,5.626066474847519,2.741691637382233,0.851139539427396
6101,kernel_ivr,17,877,0.5471073633253427,3.4256975637994564,1.62674788592218,0.8063480525159671,5.558314819094354,2.647696166873264,0.8547032425492141
6101,kernel_ivr,18,909,0.5558612609211329,3.4330196677259637,1.79241613289721,0.8055193424419047,5.792011182236124,2.9464122888853224,0.8422285477531921
6101,kernel_ivr,19,941,0.5652992809358411,3.508220741152769,1.696535962376949,0.7969057373373679,5.839455453272387,2.875076482621886,0.8396332457775938
6101,kernel_ivr,20,973,0.5443125881603544,3.3819200014853887,1.7609464710564922,0.8112658490475051,5.610702571355024,2.917330372533638,0.8519514583534586
6101,kernel_ivr,21,1005,0.5447445130577747,3.393454642504546,1.6553281571367662,0.8099762306244376,5.588146364099824,2.6962789105568574,0.8531394382805649
157,lcmd,0,333,0.7552330820189761,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434
157,lcmd,1,365,0.7228472492098076,5.149783360892966,2.711555643333234,0.5209071770495723,8.506234942560331,4.312909799799931,0.6831903004674056
157,lcmd,2,397,0.7316333918409569,5.078863293018754,2.595354929816523,0.5340119368296644,8.930373554945422,4.597700098435656,0.6508090549326404
157,lcmd,3,429,0.6852433230171132,4.88705081086749,2.529781197472442,0.5685450514884871,8.050893397653814,4.1334327553673615,0.7162003376809795
157,lcmd,4,461,0.7009823699135802,5.1530311779681774,2.5062029115873563,0.5203026869553293,7.838256538664525,3.913694386287845,0.7309935650953753
157,lcmd,5,493,0.6173606748960914,4.612469610591266,2.269040860718103,0.6156660218615866,6.698955264179862,3.479671268440265,0.8035111652247507
157,lcmd,6,525,0.598520584055285,4.474627284267899,2.1537446315340003,0.6382941952806636,6.486290504216401,3.2589592190383434,0.8157885956463907
157,lcmd,7,557,0.6078074214915472,4.497754100871712,2.1511096668472107,0.6345456278484681,6.715793158940434,3.351327610244568,0.8025221703402077
