portfolio_step,expert,pool_position,shared_context_count,coverage_center_count,cw_proposal_pool_position,ivr_proposal_pool_position,proposals_agree,proposal_cw_sq_distance,nearest_center_sq_distance_before_selection,largest_cluster_score,selected_from_center,integrated_variance_before,selected_marginal_variance_reduction,integrated_variance_after,conditional_variance,selected_sample_id,selected_canonical_index,outer_seed,round,active_labels_before,active_labels_after,checkpoint_sha256,gradient_bank_sha256
13,ivr,701,13,474,961,701,False,70622.88194182674,29537.523701151786,,,0.1212549797297841,0.0003908435226912,0.1208641362070929,0.4261842584571045,9e6c69af6f5142faa049,994,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
14,cw,961,14,475,961,1292,False,115988.31662827612,24793.479626351687,304563.05726945156,47.0,0.1208641362070928,9.106002354122217e-05,0.1207730761835517,0.1674541779127726,edfbbb86c05a0aeb1bfb,1373,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
15,ivr,1292,15,476,2585,1292,False,253059.3928535715,51898.024932382395,,,0.1207730761835516,0.0003711142791416,0.1204019619044099,0.6612052613881815,48853fd78c77153b963a,1866,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
16,cw,2585,16,477,2585,1671,False,288703.5798143626,98181.58927871048,301076.0247067815,278.0,0.12040196190441,0.0002449740414935,0.1201569878629164,0.4479671315394475,b0a156972380db9bb945,3753,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
17,ivr,1671,17,478,1411,1671,False,251632.26266011005,44638.629964992506,,,0.1201569878629164,0.0003367565155791,0.1198202313473373,0.4320240341910513,9a2827b8fbd3fba49050,2435,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
18,cw,1411,18,479,1411,1610,False,236812.94919608004,100065.40617315916,300196.0932554804,291.0,0.1198202313473373,0.0002085806572409,0.1196116506900964,0.3643791391086175,db26f51c86dc787ac633,2045,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
19,ivr,1610,19,480,594,1610,False,170162.68683095608,68651.90713959931,,,0.1196116506900964,0.0003272849591335,0.1192843657309629,0.5248048340528733,ff3b6b1069b7d66ad021,2338,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
20,cw,594,20,481,594,47,False,525729.6527851812,58875.554276624,282065.92433406063,186.0,0.1192843657309628,0.0002413416131957,0.119043024117767,0.3792204614163437,de833d1e7905f1cc3be9,847,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
21,ivr,47,21,482,1426,47,False,548306.3591920262,25732.815769397657,,,0.119043024117767,0.000325080927958,0.118717943189809,0.458588284809034,6d07662cb17b795ea5e2,70,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
22,cw,1426,22,483,1426,2707,False,331596.46082373697,57433.88148254345,275730.3518051725,168.0,0.1187179431898089,0.0001850807020966,0.1185328624877123,0.3071556254777511,aef5cafc63ca445e92fa,2065,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
23,ivr,2707,23,484,880,2707,False,269678.53062576876,53359.89846316754,,,0.1185328624877123,0.0003234730138519,0.1182093894738603,0.7976294612658679,9ffee2813aef5c26f96f,3934,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
24,cw,880,24,485,880,1420,False,93303.17457630056,24630.191513069803,271532.39805651736,236.0,0.1182093894738603,9.273083494220832e-05,0.1181166586389182,0.1246870939058206,22300151ccec3f1f1c24,1253,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
25,ivr,1420,25,486,2350,1420,False,102849.16725643096,30849.242553083444,,,0.1181166586389181,0.0003214772781142,0.1177951813608039,0.3401228492843834,5f8a81445707df0eaad0,2057,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
26,cw,2350,26,487,2350,2208,False,198564.44862894077,26923.424177679943,268996.42073995207,230.0,0.1177951813608038,0.0001241119985163,0.1176710693622875,0.2086885530109956,ae377e903c7cb2c36b71,3415,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
27,ivr,2208,27,488,2704,2208,False,185219.1800884203,77873.18857033129,,,0.1176710693622875,0.0003049832146546,0.1173660861476328,0.579752544789462,8e330202a1983cbc02b5,3192,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
28,cw,2704,28,489,2704,2865,False,95497.47139702692,46701.29250900117,268655.4732228812,17.0,0.1173660861476328,0.0001297924224507,0.117236293725182,0.2692719622418437,6b5982c6e1bbaadd6a95,3929,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
29,ivr,2696,29,490,1651,2696,False,334778.3061021458,89880.6202057848,,,0.117236293725182,0.000296266620126,0.116940027105056,0.6048800269271937,0ac58929e586a4da4056,3916,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
30,cw,1651,30,491,1651,2865,False,169896.63251988994,69137.86136893713,267400.05145329516,318.0,0.116940027105056,0.0002267585977007,0.1167132685073552,0.3726025416669543,fd327bd31cbab5b296a7,2405,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
31,ivr,2865,31,492,593,2865,False,130672.9370111249,65971.78404855222,,,0.1167132685073552,0.0002922549755227,0.1164210135318324,0.558425721932565,1e775e7d8dcbf48fd6f8,4158,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
0,cw,1059,0,493,1059,2715,False,308867.1733009008,48537.00281363151,464759.21332930034,103.0,0.1386139781022956,0.0002040791192016,0.1384098989830939,0.2628165272725363,d04db9386313746ba5e3,1537,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
1,ivr,2715,1,494,1007,2715,False,225833.15623628272,94562.53461251257,,,0.1384098989830939,0.0007307516569375,0.1376791473261564,1.0698549529125765,c68db037670dea886720,3987,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
2,cw,1007,2,495,1007,1280,False,157039.18753325328,25573.800396144456,441436.54922122177,241.0,0.1376791473261564,8.41447639620243e-05,0.1375950025621944,0.1324006579233199,062e85da36395276eb89,1456,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
3,ivr,1280,3,496,419,1280,False,215425.94208211335,99993.3633789168,,,0.1375950025621944,0.000569248771082,0.1370257537911123,0.883783616344251,91b6bda771851a5c78ac,1864,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
4,cw,419,4,497,419,1260,False,220941.3274225872,44936.14243238405,432530.35590167297,49.0,0.1370257537911124,0.0002519450535188,0.1367738087375934,0.2742617149376561,9ea972636933bded6999,617,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
5,ivr,1260,5,498,2453,1260,False,265579.0430294239,66713.66590628476,,,0.1367738087375935,0.0005600367569186,0.1362137719806749,0.7759399643353673,d4bcc09609c820442d3d,1832,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
6,cw,2453,6,499,2453,1222,False,527660.3970245305,81174.10633655424,427377.3917704492,457.0,0.1362137719806749,0.0002804666758061,0.1359333053048687,0.3642278135193695,b8268449dc991ce92f3d,3599,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
7,ivr,1222,7,500,112,1222,False,338128.02792251087,110458.37371782318,,,0.1359333053048687,0.0005147742752085,0.1354185310296601,0.8449135183764966,3032c273eee09a2644c3,1770,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
8,cw,112,8,501,112,1996,False,357212.14607604843,34436.1678955096,427127.9136817264,203.0,0.1354185310296601,0.0001876085963436,0.1352309224333165,0.194405348743262,6a14c52ea5a2435a909a,168,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
9,ivr,1996,9,502,2152,1996,False,224201.40299832457,137524.14793808083,,,0.1352309224333165,0.0004737169970214,0.1347572054362949,1.179548055743603,68a01853008546de06a1,2922,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
10,cw,2152,10,503,2152,2214,False,313393.5321139306,22673.64616077554,417649.5423826164,223.0,0.134757205436295,0.0001406522931893,0.1346165531431056,0.1928852874064037,8bd97d062735af1ba0aa,3131,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
11,ivr,2214,11,504,1921,2214,False,407559.7703782781,120862.98438140668,,,0.1346165531431056,0.0004428042655543,0.1341737488775512,0.8793394500363797,55200f8e501a16ffa0cf,3231,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
12,cw,1921,12,505,1921,1582,False,129923.22296038784,33738.791494924706,401214.27253976505,216.0,0.1341737488775513,0.0001060163795439,0.1340677324980075,0.1364339907305248,3d473593f8a917401398,2818,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
13,ivr,1582,13,506,1193,1582,False,100968.28490412388,55105.44446025802,,,0.1340677324980074,0.0004182799790155,0.1336494525189918,0.7252129203662997,5e784130c58b8175024e,2321,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
14,cw,1193,14,507,1193,2717,False,437765.0399357952,18085.719906218284,358761.27097157575,130.0,0.1336494525189918,8.286884535439446e-05,0.1335665836736374,0.1529413417471928,192516b3cc0500ef715b,1731,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
15,ivr,2717,15,508,506,2717,False,405665.1501700651,43463.749527325504,,,0.1335665836736374,0.0003647505669604,0.133201833106677,0.618591145525135,72231b208c5287c32d70,3992,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
16,cw,506,16,509,506,140,False,205455.23723037884,22308.890937056454,356686.52608415554,242.0,0.1332018331066769,7.108854749147138e-05,0.1331307445591855,0.1139349566311012,130a4d6f3299791112ea,735,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
17,ivr,140,17,510,1394,140,False,280720.3320132197,40070.67546466604,,,0.1331307445591855,0.0003529883662635,0.1327777561929218,0.3976657565241123,b6b8449bda1ec4f0697f,200,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
18,cw,1394,18,511,1394,2560,False,175379.4821232445,53039.581260778854,339619.37412304204,294.0,0.1327777561929219,0.0002345032175425,0.1325432529753794,0.3117785340453053,195ef0093f90d8fd51ad,2038,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
19,ivr,1327,19,512,2117,1327,False,399506.7817310287,100396.81896542152,,,0.1325432529753794,0.0003427993432557,0.1322004536321236,0.9200847520421408,b6f1b33a5491968c645e,1938,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
20,cw,2117,20,513,2117,2560,False,180178.15394407616,18744.097850111444,337814.96774885326,223.0,0.1322004536321236,9.778857547856014e-05,0.1321026650566451,0.1148874098326807,2ced3ffcad9d3e3d21e1,3086,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
21,ivr,2560,21,514,1112,2560,False,230899.6521799684,98189.98351177176,,,0.132102665056645,0.0003380504669648,0.13176461458968,0.4712133472080514,50fbcf5ece9bd5fc2d70,3750,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
22,cw,1112,22,515,1112,2394,False,117255.70333036224,79535.9643060846,333144.5809149416,278.0,0.1317646145896801,0.0002192251039824,0.1315453894856977,0.4252086011175943,ce2b3297b07008700156,1611,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
23,ivr,1389,23,516,1792,1389,False,104767.07774289644,40794.71470310846,,,0.1315453894856977,0.0003288114975253,0.1312165779881724,0.3803127845027549,13aa7f454204d054a196,2030,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
24,cw,1792,24,517,1792,2254,False,190983.11310190012,22766.612585463277,323313.9549914752,271.0,0.1312165779881723,0.0002599814061003,0.1309565965820719,0.2172487289229933,4ea178918812712ff767,2641,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
25,ivr,2254,25,518,868,2254,False,170963.4251683721,117484.43144063155,,,0.130956596582072,0.0003182951578046,0.1306383014242674,0.8046221966415706,86fb9a8fd6633397d670,3294,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
26,cw,868,26,519,868,2394,False,176016.98780468066,80078.47268082714,322657.4232509,465.0,0.1306383014242674,0.0002192576535969,0.1304190437706704,0.3288126310944066,7ad7f454a7b16a9ff211,1247,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
27,ivr,2394,27,520,1383,2394,False,112434.18762275849,42203.09062743111,,,0.1304190437706704,0.0003112606201504,0.1301077831505199,0.4062446983139812,d2b2a221080a75b4729f,3519,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
28,cw,1383,28,521,1383,1605,False,276894.509908703,12955.748622288493,322589.9635835429,130.0,0.1301077831505199,2.4966725911651743e-05,0.1300828164246083,0.0434339856163335,88bd894f636978ba76e5,2020,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
29,ivr,1605,29,522,1256,1605,False,288752.33157885436,109358.03820742124,,,0.1300828164246083,0.0003080156864252,0.1297748007381831,0.5437264572546292,690924276beda2d5e719,2356,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
30,cw,1256,30,523,1256,835,False,157792.65349767197,16897.83898769119,320894.35425060784,241.0,0.129774800738183,7.931739409323453e-05,0.1296954833440899,0.1362811554897661,e1820b06a1bf3612ff8c,1826,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
31,ivr,835,31,524,1972,835,False,157947.84387263333,96527.92875291395,,,0.1296954833440898,0.0002970469102517,0.129398436433838,0.5624901569770024,f5d802ca42b1a7226fc0,1193,157,6,493,525,7044528024d5f96c34aa6e6a73b8dff79e11fe4d9b38189af37578932f805e97,dc5d725edde179bf91e1b7fd9b238274bf206bdefada4e85474e65ce7c39bd33
0,cw,1051,0,525,1051,2709,False,665324.0065643756,19309.624350617614,385085.22181946633,99.0,0.120913167141173,7.601202967336326e-05,0.1208371551114997,0.1254669137076217,1a53d7b807a4a60e963e,1536,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
1,ivr,2709,1,526,1394,2709,False,1001330.215973698,203097.70343647397,,,0.1208371551114997,0.0005347291640452,0.1203024259474545,1.4087470710742322,4c46ceefd6147b1e0a7a,4023,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
2,cw,1394,2,527,1394,1258,False,695468.8927212533,182121.1475739117,364240.89523441007,169.0,0.1203024259474544,0.0003655705262019,0.1199368554212524,0.6602858706159671,aa43fe84c0d8c825fe58,2066,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
3,ivr,1258,3,528,966,1258,False,309378.06622036203,113415.65593395784,,,0.1199368554212525,0.0003798958337608,0.1195569595874916,0.9523059491762093,b645df00945e594953a6,1852,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
4,cw,966,4,529,966,1095,False,156213.3794395451,14867.194122766785,327156.89050543914,99.0,0.1195569595874916,4.695359810464866e-05,0.119510005989387,0.0788137643846467,34e3e4807176cfd57e57,1402,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
5,ivr,1095,5,530,1372,1095,False,274656.79794260283,95212.83357320138,,,0.1195100059893869,0.0003491668923322,0.1191608390970547,0.5575650357994333,98dd7f94e58da879b609,1599,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
6,cw,1372,6,531,1372,2708,False,253001.28189588405,70164.52544988279,302157.0011888623,378.0,0.1191608390970547,0.0001418984277033,0.1190189406693513,0.3214382856281789,bef8e35136c28810eb6b,2029,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
7,ivr,2708,7,532,1406,2708,False,205590.10398079228,104976.9327487586,,,0.1190189406693513,0.0003272239477163,0.1186917167216349,0.7301372815039034,cf8ab33c25ad391a584c,4022,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
8,cw,1406,8,533,1406,2369,False,262965.20234199316,12153.625998650648,282556.24898080854,99.0,0.118691716721635,6.695369304123198e-05,0.1186247630285938,0.0999471896575865,b1c3b81bc99165da53b3,2083,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
9,ivr,2369,9,534,9,2369,False,247354.13553798225,75604.22627002542,,,0.1186247630285938,0.0003171643713488,0.118307598657245,0.5473528231515224,6c28e50241ca84637c9f,3522,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
10,cw,9,10,535,9,305,False,385038.7710151534,29972.522797142738,263657.5761653539,203.0,0.118307598657245,0.0001460995841281,0.1181614990731169,0.2070270928475302,812adebe27af25dc2242,14,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
11,ivr,305,11,536,2772,305,False,330605.58877399995,48535.72462262411,,,0.1181614990731168,0.0002792605035128,0.1178822385696039,0.5695466364871197,327064e6ca2c38d79d76,440,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
12,cw,2772,12,537,2772,835,False,196163.92878791437,20618.514399731837,256450.76864325392,0.0,0.117882238569604,5.381455140614785e-05,0.1178284240181979,0.1113363098671615,cb534927304d5c892100,4113,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
13,ivr,835,13,538,584,835,False,110094.97948650284,37796.02031635272,,,0.1178284240181978,0.0002665169344929,0.1175619070837048,0.4068544388527474,cf36dbeee8bb51632d84,1204,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
14,cw,584,14,539,584,1397,False,502959.8094717872,20809.967585898303,245568.5153860012,14.0,0.1175619070837048,7.648260444953901e-05,0.1174854244792553,0.1196394523298107,0abac89ea336b403f597,844,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
15,ivr,1397,15,540,214,1397,False,498194.6183763675,0.0035001171054318,,,0.1174854244792553,0.000260475668731,0.1172249488105243,0.5906525224167413,b514312eda7950cdcf1c,2070,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
16,cw,214,16,541,214,2413,False,166515.63136130574,9711.250061743494,237197.11684273556,99.0,0.1172249488105243,5.330373398090321e-05,0.1171716450765434,0.0767031270459724,e6aa01e185a9653117cd,305,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
17,ivr,2413,17,542,2176,2413,False,141696.52539041665,70458.41522160938,,,0.1171716450765434,0.0002584359473653,0.1169132091291781,0.5038560463905735,5b445b457a8b897a2d6c,3581,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
18,cw,2176,18,543,2176,1607,False,428377.3938925678,12154.015857176037,235832.2542435221,0.0,0.1169132091291781,5.5471138734507685e-05,0.1168577379904435,0.0846462791172792,f4fd9dc02cc082b1dccd,3210,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
19,ivr,1607,19,544,1613,1607,False,462995.5309763251,0.000917361699976,,,0.1168577379904436,0.0002582218185609,0.1165995161718825,0.5950493258804661,25fcfe22a4504f391482,2394,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
20,cw,1613,20,545,1613,2549,False,259273.52898927956,44016.13055594248,235155.00838341968,238.0,0.1165995161718826,0.0001689113720977,0.1164306047997849,0.2898675366477722,eedc2caf00196610c74d,2402,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
21,ivr,1745,21,546,2420,1745,False,118076.6348985662,45751.40158016208,,,0.1164306047997849,0.0002514939520201,0.1161791108477648,0.6084072634526493,8e701efd2ee4729edc4b,2597,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
22,cw,2420,22,547,2420,2549,False,209998.43779303285,20333.16763610798,214081.18270876812,77.0,0.1161791108477648,7.337091296247203e-05,0.1161057399348024,0.1108188259695833,8a00e449393f9942971d,3594,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
