portfolio_step,expert,pool_position,shared_context_count,coverage_center_count,cw_proposal_pool_position,ivr_proposal_pool_position,proposals_agree,proposal_cw_sq_distance,nearest_center_sq_distance_before_selection,largest_cluster_score,selected_from_center,integrated_variance_before,selected_marginal_variance_reduction,integrated_variance_after,conditional_variance,selected_sample_id,selected_canonical_index,outer_seed,round,active_labels_before,active_labels_after,checkpoint_sha256,gradient_bank_sha256
23,ivr,2549,23,548,2778,2549,False,194229.5750589113,60642.09874448599,,,0.1161057399348023,0.0002513909216088,0.1158543490131935,0.4373367492768292,6998dee6f6e69401798a,3778,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
24,cw,2778,24,549,2778,1351,False,61373.08870526483,15313.286324663595,213799.28458649127,54.0,0.1158543490131935,7.71253073484756e-05,0.115777223705845,0.1268391009592729,8f5acbec0c511bb1ea89,4123,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
25,ivr,1351,25,550,376,1351,False,54096.70908683774,19573.79189881742,,,0.115777223705845,0.0002447841428559,0.115532439562989,0.304385403136266,9fcf89b00bb880c8a5ba,1989,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
26,cw,376,26,551,376,807,False,634358.3416494149,15224.653157798875,212156.5437556382,32.0,0.115532439562989,7.362965564938034e-05,0.1154588099073396,0.1046223249614924,303a8a967047b5307933,554,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
27,ivr,807,27,552,558,807,False,717216.2258938295,0.0021761630196124,,,0.1154588099073396,0.0002386166427728,0.1152201932645669,0.5362729865880969,222a68fc192f66c1c080,1155,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
28,cw,558,28,553,558,2428,False,668173.3334725201,27308.86886258189,209864.4265878736,433.0,0.1152201932645668,0.0001063384906491,0.1151138547739176,0.133438085722034,61d5633c7221b3040a5f,809,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
29,ivr,2428,29,554,2701,2428,False,699215.401274557,0.0017699140589684,,,0.1151138547739176,0.0002381036393781,0.1148757511345395,0.534040496242721,0cf0d36290765378ae8d,3605,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
30,cw,2701,30,555,2701,864,False,153550.7910599753,13691.998693436362,198485.99826182768,54.0,0.1148757511345395,5.752925884955357e-05,0.1148182218756899,0.0733830592736602,5149828089c3ed20123a,4013,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
31,ivr,864,31,556,1722,864,False,161946.39729908545,47941.292533396336,,,0.11481822187569,0.0002317800875095,0.1145864417881804,0.436893522626025,5fd49a50595624496938,1250,157,7,525,557,457f35af21fee2809f5e8bb21982fb0c303a096b9a23a11e9490efc350ce533f,498ce45d48548bfcf4920efae230dd5f493c261943957298ecccd8e2b3632695
0,cw,2689,0,557,2689,1270,False,360712.5313954008,66291.5541735724,392560.02541843726,494.0,0.1047143477592676,0.0003568866388631,0.1043574611204044,0.5057527315561148,2029b30e714e5ff498bf,4037,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
1,ivr,1270,1,558,567,1270,False,285529.9764145262,99988.03616908024,,,0.1043574611204044,0.0003879225711631,0.1039695385492413,0.7867332411448609,a01a137fa48c1391b9e7,1895,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
2,cw,567,2,559,567,414,False,223361.90799597124,27122.10776562834,272446.48969497264,0.0,0.1039695385492412,0.0001057098512744,0.1038638286979668,0.1928178768914872,6e4a682eb75435f87780,828,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
3,ivr,414,3,560,2476,414,False,273832.58481310576,30098.666405640717,,,0.1038638286979668,0.0002756122419429,0.1035882164560238,0.4413924038929189,10f14f6ee69ba06bbe68,620,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
4,cw,2476,4,561,2476,985,False,358104.5319049322,62298.636628187814,266223.9829880178,553.0,0.1035882164560238,0.0002197300013597,0.1033684864546641,0.3690141755693708,d2c44b46eb306c56f241,3716,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
5,ivr,984,5,562,644,984,False,397661.1608549225,83551.58162775589,,,0.1033684864546641,0.0002513862375024,0.1031171002171616,0.5451979350672569,619663c2b3ffb3a6c497,1442,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
6,cw,644,6,563,644,1435,False,849267.7733134202,21893.79649004484,252267.38919133312,373.0,0.1031171002171616,0.0001276399533195,0.102989460263842,0.1400532657577365,23fc3cce7e0bad6c114c,931,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
7,ivr,1435,7,564,27,1435,False,763758.1668119084,0.0017748393584042,,,0.1029894602638421,0.0002335556937473,0.1027559045700947,0.5198166128253499,a1dc71bed9d8f372c9e5,2149,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
8,cw,27,8,565,27,1286,False,759689.4314749709,25518.339943993356,218202.27416371595,0.0,0.1027559045700947,4.061700403323271e-05,0.1027152875660614,0.0814644472573573,3016ab4b83227fcf83e4,43,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
9,ivr,1286,9,566,1372,1286,False,818651.7078628778,0.0004917341284453,,,0.1027152875660615,0.0002298525404335,0.1024854350256279,0.5438576847236299,c6159dcb5802e62284d1,1920,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
10,cw,1372,10,567,1372,2752,False,293016.99190060206,25181.653839270937,209553.87654049465,9.0,0.1024854350256279,0.0002100628520369,0.1022753721735909,0.300960315206625,61764a2e9f71f1caa18e,2055,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
11,ivr,2752,11,568,2768,2752,False,233934.4609509237,110391.0086533972,,,0.1022753721735909,0.0002215032600475,0.1020538689135432,0.6016949704910369,f46da3c00b2199795e4c,4132,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
12,cw,2768,12,569,2768,1598,False,452085.0507449622,18910.06909241156,191513.9038523345,157.0,0.1020538689135433,5.033041812895296e-05,0.1020035384954144,0.0900204914405785,f90a5a5a54509c085ebd,4154,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
13,ivr,1598,13,570,1971,1598,False,442558.421711291,120702.4600236151,,,0.1020035384954144,0.0002132621260794,0.1017902763693349,0.6022152263671519,0655d71fcec0d1c3c73f,2413,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
14,cw,1971,14,571,1971,1765,False,936716.2283023576,7651.515786001316,175588.60533605685,240.0,0.1017902763693349,3.572778355786359e-05,0.1017545485857771,0.0631428114652328,05532ff0857a33a604d0,2947,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
15,ivr,1765,15,572,2750,1765,False,912772.2443673592,0.0019051632843911,,,0.101754548585777,0.0002103083938549,0.1015442401919221,0.4934341705714302,2b97a1e0a6a4b944b760,2663,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
16,cw,2750,16,573,2750,982,False,169014.9812487598,32808.46180712573,174542.83252016548,457.0,0.101544240191922,9.43261597436784e-05,0.1014499140321784,0.2049945826493595,9b11493847c035abf800,4130,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
17,ivr,982,17,574,2596,982,False,79293.75591281067,44190.682060399966,,,0.1014499140321784,0.0002086098817196,0.1012413041504588,0.368968515361016,70abe1d9543e6cae908e,1438,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
18,cw,2596,18,575,2596,1702,False,109126.23503210538,19684.68737236954,169408.22356052586,330.0,0.1012413041504587,6.617980779705955e-05,0.1011751243426617,0.1162605036827503,89d8c3c7ccaf88632c79,3888,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
19,ivr,1702,19,576,92,1702,False,249035.8145226412,35023.764703829045,,,0.1011751243426617,0.0002058526509479,0.1009692716917137,0.4042079922045465,13bfaf03c35b4cff3bd5,2562,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
20,cw,92,20,577,92,867,False,568448.4856944185,41990.29892288559,167960.45320617457,12.0,0.1009692716917138,0.0001516104527307,0.100817661238983,0.2522532862330908,e9dc948c0e68a88eb621,143,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
21,ivr,867,21,578,867,867,True,0.0,167163.99932700256,,,0.1008176612389831,0.0002038862437505,0.1006137749952325,0.6733707411688045,6f548d72f01fc85debdc,1268,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
22,cw,2610,22,579,2610,2672,False,478161.7482026516,42511.30411106099,165981.13946090447,154.0,0.1006137749952325,7.608627171427553e-05,0.1005376887235183,0.1670053536870104,4da6e3b93f29af1efa94,3907,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
23,ivr,2672,23,580,2364,2672,False,580853.4004952349,0.0006053592078387,,,0.1005376887235182,0.0002011477495649,0.1003365409739532,0.4956045704148921,351c17dfa8f46a8cb40a,4010,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
24,cw,2364,24,581,2364,1234,False,291151.5115000357,20740.11946912529,164044.67331725894,223.0,0.1003365409739532,6.656393704249077e-05,0.1002699770369107,0.1252075691417039,a191e77d2e2d127e7ad7,3542,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
25,ivr,1234,25,582,153,1234,False,306920.4827790942,0.002250678371638,,,0.1002699770369107,0.0001932820031368,0.1000766950337739,0.4579927132790864,fea75df17d0bf593243f,1830,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
26,cw,153,26,583,153,679,False,1299309.2373513798,54366.85818093474,163099.51317278724,437.0,0.1000766950337739,9.01893977246348e-05,0.0999865056360493,0.1751430818492797,00fe2a10256cea9affd4,225,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
27,ivr,679,27,584,994,679,False,1261491.3106336808,0.0005230004899203,,,0.0999865056360493,0.0001917681332372,0.099794737502812,0.6113533769924231,0f06772820e6693753e3,985,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
28,cw,994,28,585,994,1337,False,237198.02044709725,54176.49766613217,162527.05990260682,269.0,0.099794737502812,0.0001146158151973,0.0996801216876146,0.2335384897876805,54a23aa9aaa695bdc06b,1462,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
29,ivr,1337,29,586,1974,1337,False,135253.10778408925,0.000263123482,,,0.0996801216876146,0.0001897456812943,0.0994903760063202,0.3112843851206726,6b7209c2e8154837a8c7,1988,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
30,cw,1974,30,587,1974,1027,False,504365.1903998322,10599.353668542251,161578.61951297437,237.0,0.0994903760063203,3.2535031273488376e-05,0.0994578409750468,0.0666486314753213,a539b04b0ab3606e7dd3,2950,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
31,ivr,1027,31,588,1293,1027,False,510009.5513894202,0.0003799740225076,,,0.0994578409750468,0.0001833410098307,0.099274499965216,0.4893199486920219,0d588f7534b7a34cb10a,1521,157,8,557,589,237bac4b86b1af639a685bc20eb546d8a2b26b4a28c3fd64c9db003f3a7011c1,65e68c251df608227b4d6adfd2f04d7dde3757dc4e34219eb394ba45c2fe8148
0,cw,964,0,589,964,1659,False,310634.70199876727,110672.8799476962,540751.6400841358,319.0,0.1166899349359613,0.0002461339229634,0.1164438010129978,0.3464172744088865,69be7348f9ab10739164,1428,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
1,ivr,1659,1,590,1660,1659,False,0.0008039628155529,126442.54901708604,,,0.1164438010129978,0.0002969103621691,0.1161468906508287,0.4949204708319322,dbbaf7572643228cf3aa,2531,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
2,cw,1500,2,591,1500,720,False,158597.20102293615,42058.48441714341,388274.9371310504,54.0,0.1161468906508287,0.0002262473154906,0.1159206433353381,0.3561384794884042,b579bb037defe81a2b27,2277,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
3,ivr,720,3,592,2118,720,False,131708.08190723046,16906.377576160856,,,0.1159206433353381,0.0002448302291712,0.1156758131061668,0.4117900793441637,376ba323d8d487f80cee,1056,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
4,cw,2118,4,593,2118,2739,False,307793.77461108536,29507.57472855424,384145.215456457,0.0,0.1156758131061668,5.279316621826903e-05,0.1156230199399485,0.1078090559134281,c717afaee5336c60c59f,3190,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
5,ivr,2739,5,594,1079,2739,False,338502.15577090124,175863.8922314662,,,0.1156230199399485,0.0002409863407942,0.1153820335991542,0.5337669060483629,9a32b65bc21fdc5f7286,4160,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
6,cw,1079,6,595,1079,645,False,255116.58484680275,21444.7033995753,355871.4107045017,240.0,0.1153820335991543,5.9877304402301904e-05,0.115322156294752,0.1392489716485657,c11cd3254f56bcefba08,1608,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
7,ivr,645,7,596,1309,645,False,214904.5817117835,57944.16177771194,,,0.115322156294752,0.0002369151423069,0.1150852411524451,0.4950117347556063,b7b1a1bb666c8cc99bad,941,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
8,cw,1309,8,597,1309,1503,False,354295.21962229686,34701.85284081404,344514.50792318385,157.0,0.1150852411524451,0.0001763763025136,0.1149088648499314,0.2560026438440871,97318de99bab4460cf4e,1975,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
9,ivr,1503,9,598,1968,1503,False,340120.89992414886,0.003215467906557,,,0.1149088648499314,0.0002278139419561,0.1146810509079753,0.5399335051895165,6bd128bde2e137ea54f3,2284,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
10,cw,1968,10,599,1968,1163,False,57316.209865002245,13066.308626163216,334426.70730492636,240.0,0.1146810509079753,3.366724650004968e-05,0.1146473836614752,0.0707014973735971,99fb49a26d4f0f1440df,2974,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
11,ivr,1163,11,600,264,1163,False,65708.22494305093,22370.243223249796,,,0.1146473836614752,0.000217777999733,0.1144296056617423,0.332948124686255,2ea3aaf8c11138b62a49,1735,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
12,cw,264,12,601,264,1528,False,316216.9491177882,23817.5783054877,321072.61050037894,35.0,0.1144296056617421,7.204499271069582e-05,0.1143575606690315,0.1267113352731491,f38d5dff7d60bacd8a21,382,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
13,ivr,1528,13,602,966,1528,False,322758.25639067544,0.0007947892881929,,,0.1143575606690314,0.0002082409551702,0.1141493197138611,0.4732720068279636,2cf4f6424b85ab121943,2322,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
14,cw,966,14,603,966,2417,False,373447.3486676414,36997.98537225969,320492.9669266763,21.0,0.1141493197138612,0.0001303071150754,0.1140190125987857,0.2177429015616179,8f1e0cc3cdc0e6164229,1430,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
15,ivr,2417,15,604,492,2417,False,361538.7083927031,90496.1550392842,,,0.1140190125987858,0.0001992183441225,0.1138197942546633,0.4246481073669894,f73fd2f4c55177304721,3663,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
16,cw,492,16,605,492,569,False,285382.1261450804,18736.404429846694,320083.8749227628,242.0,0.1138197942546632,8.278953885612949e-05,0.1137370047158071,0.1233923420292452,b7ebe910f1966ad518b8,732,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
17,ivr,569,17,606,1702,569,False,316280.10061349656,0.0039828968001529,,,0.113737004715807,0.0001964011088248,0.1135406036069822,0.4592970182712113,20913a7c2077b80b7351,838,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
18,cw,1702,18,607,1702,2633,False,705364.5636637101,68799.31458341742,319407.57340185886,319.0,0.1135406036069822,0.0001814597935571,0.1133591438134251,0.30961786290501,3ef36e4ee22e16660eb4,2593,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
19,ivr,2633,19,608,2639,2633,False,697900.497599244,0.00474050687626,,,0.1133591438134251,0.0001955763761148,0.1131635674373103,0.4516045150018996,b1801204c2c4a34a9278,3994,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
20,cw,2639,20,609,2639,1240,False,373791.6185869685,35603.64908383957,304158.27325358626,54.0,0.1131635674373103,0.0001189338390906,0.1130446335982196,0.1914452249717432,9845fd896eb72b0e149f,4002,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
21,ivr,1240,21,610,1680,1240,False,255146.095767037,0.0007875931914895,,,0.1130446335982196,0.0001857169197158,0.1128589166785037,0.5107553459966188,c973d4c257be9ef08216,1863,157,9,589,621,f69a7cb2a7fac3292dd9a97401963d185e79cbfb13d7cea84e79e2ba8dd7527d,f5977dcd3fcf8513c3dd3f3f6abefd36e03c961e2182784f34ef512b56c7caee
