column,protocol,outer_seed,planned_budget,actual_budget,sample_id,canonical_smiles,role
25g,row,769539383,30,30,eb4e491949246f5131fb,Brc1ccccc1-c1ccccc1,pool
25g,row,769539383,30,30,24a97cd5f864bed6d3c3,Brc1ccccc1-c1ccccc1,test
25g,row,769539383,30,30,a79063764818124abd24,COc1ccc(Br)c(C)c1,test
25g,row,769539383,30,30,40237e4553a8e4aebf25,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,ad9c20db94f8f8095ca0,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,7f1c75b216e3d24b7ec2,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,7a2902325d54e5c68fe5,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,1ce1416b8f77c01b230b,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,84e181caaa3c4c55f141,COc1ccc(Br)c(C)c1,pool
25g,row,769539383,30,30,85be6ad364dee19d2c56,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,5463b83c37b0bfbc789c,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,b06cd84a000d9cd87002,Brc1ccc(Br)c2ccccc12,test
25g,row,769539383,30,30,761e675592e3a2067c75,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,bc12a25f1a22d816c277,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,f9b1d6eaa166fb233e1e,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,09c9551b7568602f1f84,Brc1ccc(Br)c2ccccc12,pool
25g,row,769539383,30,30,3311ca70c1d6cd5b1e09,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,f29b74ebe526abe522f6,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,185cd08977c202e4dd26,CCCCCCCCCCCCc1cc(Br)sc1Br,test
25g,row,769539383,30,30,e0d02eae5cfa35459d55,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,9188194dbb2bc3fa6821,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,86ab142da80aec5fedec,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,4b51ac2a4b9b4d579000,CCCCCCCCCCCCc1cc(Br)sc1Br,pool
25g,row,769539383,30,30,f5f48ee679f094df5c02,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
25g,row,769539383,30,30,9d6e6e09712f1cbec673,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
25g,row,769539383,30,30,d6af47f42d432c0edaed,O=C(c1ccccc1)c1ccc(Cl)cc1,test
25g,row,769539383,30,30,0aa9085d5efc16a80f25,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
25g,row,769539383,30,30,71b66ec976a562e56acd,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
25g,row,769539383,30,30,f10e38c0beb7f893f386,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
25g,row,769539383,30,30,99c4018f20a7997e1220,O=C(c1ccccc1)c1ccc(Cl)cc1,gradient_train
25g,row,769539383,30,30,cf64bf299c0b6b17de4d,O=C(c1ccccc1)C1CCCCC1,test
25g,row,769539383,30,30,a4231d67e5d13ab37679,O=C(c1ccccc1)C1CCCCC1,gradient_train
25g,row,769539383,30,30,1f2955eb379fbd5f7acd,O=C(c1ccccc1)C1CCCCC1,pool
25g,row,769539383,30,30,86766eb436725f32cb05,O=C(c1ccccc1)C1CCCCC1,pool
25g,row,769539383,30,30,f75dd88e2677ad712164,O=C(c1ccccc1)C1CCCCC1,pool
25g,row,769539383,30,30,a1161f6dda7784521b41,O=C(c1ccccc1)C1CCCCC1,pool
25g,row,769539383,30,30,66d494e35467c8043ccb,O=C(c1ccccc1)C1CCCCC1,test
25g,row,769539383,30,30,fdf151719cb0544109ab,COc1cccc(OC)c1C=O,pool
25g,row,769539383,30,30,81e6b2a63408a098c133,COc1cccc(OC)c1C=O,pool
25g,row,769539383,30,30,85aaed6135342af384be,COc1cccc(OC)c1C=O,pool
25g,row,769539383,30,30,3cfdac3e3d123071ff55,COc1cccc(OC)c1C=O,pool
25g,row,769539383,30,30,6b4899da3a32ec55cff0,Brc1ccc2occc2c1,pool
25g,row,769539383,30,30,ff0f889a9ecb2348cb60,Brc1ccc2occc2c1,test
25g,row,769539383,30,30,e892c42671fe869c63bf,Brc1ccc2occc2c1,pool
25g,row,769539383,30,30,859183ebecf4827cc3a2,Brc1ccc2occc2c1,pool
25g,row,769539383,30,30,519e14bc43b7d89cc4fb,Brc1ccc2occc2c1,test
25g,row,769539383,30,30,b076b685ce8a3aa77117,Brc1ccc2occc2c1,gradient_train
25g,row,769539383,30,30,1b6cb686edf51ee0f5ae,Brc1ccc2occc2c1,test
25g,row,769539383,30,30,0272fedd4a91d6574501,FC(F)(F)Oc1ccc(I)c(Br)c1,pool
25g,row,769539383,30,30,c3e2282934f18b50d4cb,FC(F)(F)Oc1ccc(I)c(Br)c1,test
25g,row,769539383,30,30,15a56a6e1c3c63fad6e1,FC(F)(F)Oc1ccc(I)c(Br)c1,pool
25g,row,769539383,30,30,db75e8bed915db4cd232,FC(F)(F)Oc1ccc(I)c(Br)c1,pool
25g,row,769539383,30,30,331feab8b3738c071c7e,FC(F)(F)Oc1ccc(I)c(Br)c1,test
25g,row,769539383,30,30,20d5c7e5a509a592e1b6,FC(F)(F)Oc1ccc(I)c(Br)c1,pool
25g,row,769539383,30,30,c5cf1db1a3e19d7eeb3b,FC(F)(F)Oc1ccc(I)c(Br)c1,test
25g,row,769539383,30,30,e97902d0d282bbfa834b,CC(C)C(=O)c1ccccc1,pool
25g,row,769539383,30,30,b61d9b5a2762d68ac2dd,CC(C)C(=O)c1ccccc1,pool
25g,row,769539383,30,30,6b7da3a072dc617f552d,CC(C)C(=O)c1ccccc1,pool
25g,row,769539383,30,30,e32a1009dfb101d4816d,CC(C)C(=O)c1ccccc1,test
25g,row,769539383,30,30,865cbecc6948450c0cc0,CC(C)C(=O)c1ccccc1,pool
25g,row,769539383,30,30,0ea0ed934aae8d025b1a,CC(C)C(=O)c1ccccc1,test
25g,row,769539383,30,30,6ffa9fc976064d7aeddf,CC(C)C(=O)c1ccccc1,pool
25g,row,769539383,30,30,94851e42825ce0ad0bff,CC(=O)c1ccccc1Br,pool
25g,row,769539383,30,30,a8f0e4e671476e7660ff,CC(=O)c1ccccc1Br,pool
25g,row,769539383,30,30,5161cc0d8ef8c9f3508c,CC(=O)c1ccccc1Br,pool
25g,row,769539383,30,30,2386e45b1271db543447,CC(=O)c1ccccc1Br,test
25g,row,769539383,30,30,910807e16ddc4dc9191b,CC(=O)c1ccccc1Br,test
25g,row,769539383,30,30,16c899c30c69bc7e22cd,CC(=O)c1ccccc1Br,test
25g,row,769539383,30,30,4579d4e9fafa1c5d6c9d,CC(=O)c1ccccc1Br,validation
25g,row,769539383,30,30,49aef4ccf9723483372f,O=Cc1c(F)cccc1F,pool
25g,row,769539383,30,30,c896eb524e29d5e4bdd0,O=Cc1c(F)cccc1F,pool
25g,row,769539383,30,30,6fbdc91f9c6d50f706ca,O=Cc1c(F)cccc1F,pool
25g,row,769539383,30,30,18fa623a7f694a38c3f4,O=Cc1c(F)cccc1F,test
25g,row,769539383,30,30,bf95bdb6398278e539bf,O=Cc1c(F)cccc1F,pool
25g,row,769539383,30,30,b1f7b1ecea0292fcf2db,COC(=O)CC(=O)C1CC1,gradient_train
25g,row,769539383,30,30,12f89eb4c4daad037bb1,COC(=O)CC(=O)C1CC1,pool
25g,row,769539383,30,30,efd35b304c79ccc19f1e,COC(=O)CC(=O)C1CC1,test
25g,row,769539383,30,30,913da8e8c8ea437de39a,COC(=O)CC(=O)C1CC1,pool
25g,row,769539383,30,30,0d98f74a164f802ac91c,COC(=O)CC(=O)C1CC1,pool
25g,row,769539383,30,30,27a28db884b973d12cde,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,1368379b749b32d1fdcd,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,d4ac46edc51bdaca0bec,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,ba7dc6ef2a77556a5b18,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,821bb39a9f5175a64f51,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,2131f3bbf366d9f71fda,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,e77370d45b86f259bbc0,O=C1CCCc2ccccc21,pool
25g,row,769539383,30,30,8178ea799914f45ea337,CSc1ccc(C=O)cc1,test
25g,row,769539383,30,30,088024177d9c54addb50,CSc1ccc(C=O)cc1,pool
25g,row,769539383,30,30,cf3c76f2eaf06632a9e8,CSc1ccc(C=O)cc1,gradient_train
25g,row,769539383,30,30,08a897a8999697187200,CSc1ccc(C=O)cc1,pool
25g,row,769539383,30,30,c9000126c4cb710d7a43,CSc1ccc(C=O)cc1,pool
25g,row,769539383,30,30,449d33615aafa9694207,CSc1ccc(C=O)cc1,pool
25g,row,769539383,30,30,35c84df95fd50b1b1546,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,91c3796ae178d1fe06aa,Cc1ccccc1C=O,test
25g,row,769539383,30,30,6211defd8635697e4fbb,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,e9d31d3be8f49570f46b,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,b04a947cda799efdd6fc,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,54477d255c5c3bcf9f88,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,20cdc4add478e1ead931,Cc1ccccc1C=O,pool
25g,row,769539383,30,30,70d9254751f5eb5697a0,O=Cc1ccc(Br)cc1O,pool
25g,row,769539383,30,30,ba1adb8c17096e1245dc,O=Cc1ccc(Br)cc1O,pool
25g,row,769539383,30,30,9adc3f6b5754207e21ac,O=Cc1ccc(Br)cc1O,pool
25g,row,769539383,30,30,3f45faf65f2ef106cbe1,O=Cc1ccc(Br)cc1O,test
25g,row,769539383,30,30,03d21b096ab20f7bec36,O=Cc1ccc(Br)cc1O,pool
25g,row,769539383,30,30,43a67454952269d55d26,O=Cc1ccc(Br)cc1O,pool
25g,row,769539383,30,30,7f4b9a82a252613c3034,CC(=O)c1ccc(Br)cc1,pool
25g,row,769539383,30,30,a68e50d402b122bd2a8f,CC(=O)c1ccc(Br)cc1,pool
25g,row,769539383,30,30,3759fd5e9bd720fa0586,CC(=O)c1ccc(Br)cc1,pool
25g,row,769539383,30,30,364120422b287667e050,CC(=O)c1ccc(Br)cc1,test
25g,row,769539383,30,30,7e4a20bc25b269265dee,CC(=O)c1ccc(Br)cc1,pool
25g,row,769539383,30,30,d13d1bdd4516b84ded9b,CC(=O)c1ccc(Br)cc1,pool
25g,row,769539383,30,30,5d5e8835e9b287cdb912,CC(=O)c1ccc(Br)cc1,test
25g,row,769539383,30,30,7b87a9d8decea9a2f9a8,O=C(Cc1ccccc1)c1ccccc1,test
25g,row,769539383,30,30,2b219d85feca84883925,O=C(Cc1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,f9d3c0c6419cb4ccc8e6,O=C(Cc1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,34c0aa9f7d996a9cb911,O=C(Cc1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,3e68b8ac12b44d90772f,O=C(Cc1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,f7799b8b07335d1b76fe,O=C(Cc1ccccc1)c1ccccc1,test
25g,row,769539383,30,30,b500fad99ff720c2be9f,O=C(Cc1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,33322e348fc6683ba33c,O=Cc1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,419a270fac584e0233d6,O=Cc1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,9326d65ad13f8538dc59,O=Cc1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,dcd543bff61fadc51140,O=Cc1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,a763335476941b78d216,O=Cc1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,fb11bbef620e008e130d,O=Cc1ccc(-c2ccccc2)cc1,test
25g,row,769539383,30,30,b7bfcb6f6bb6606542ca,O=Cc1ccc(-c2ccccc2)cc1,gradient_train
25g,row,769539383,30,30,c8c80d129bbdc98c1074,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,d42ab26d8730ec3af030,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,f9c7f74798ec7a98bdce,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,5a4aa1796d1a26dfe089,O=Cc1ccc2ccccc2c1Br,test
25g,row,769539383,30,30,c4a6d5306355744b2a53,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,4730e80cb3245321ca6e,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,f293672555d1609a55bc,O=Cc1ccc2ccccc2c1Br,pool
25g,row,769539383,30,30,d04d40ea23a57d87aa15,O=C(/C=C/c1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,4f3375726f4c47596901,O=C(/C=C/c1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,9704d795444cbcf576c5,O=C(/C=C/c1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,49e5a3b10b12af75157d,O=C(/C=C/c1ccccc1)c1ccccc1,validation
25g,row,769539383,30,30,bc45f40382f757c819d1,O=C(/C=C/c1ccccc1)c1ccccc1,validation
25g,row,769539383,30,30,fd69bb2a1029c6903ad5,O=C(/C=C/c1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,51215fa8ea4d7f7ebc7f,O=C(/C=C/c1ccccc1)c1ccccc1,pool
25g,row,769539383,30,30,52e7b6a93166db759d05,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
25g,row,769539383,30,30,c6ec29b183a71114c279,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
25g,row,769539383,30,30,96393d74d2fa6203cd8e,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,validation
25g,row,769539383,30,30,cbe937c6b4f123c6d5d9,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
25g,row,769539383,30,30,0b3715d20f7a10045e4b,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
25g,row,769539383,30,30,950f80661c44d26f7adf,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
25g,row,769539383,30,30,f29827dd3b9a54ba9006,CC1CCC(=O)c2ccccc21,gradient_train
25g,row,769539383,30,30,7451b026e01b69e56e43,CC1CCC(=O)c2ccccc21,pool
25g,row,769539383,30,30,292f5c63b98ed4d8b46c,CC1CCC(=O)c2ccccc21,pool
25g,row,769539383,30,30,63f63d1fa9bee9359474,CC1CCC(=O)c2ccccc21,pool
25g,row,769539383,30,30,8a92d928b562f6e6cccc,CC1CCC(=O)c2ccccc21,pool
25g,row,769539383,30,30,475099031c8992d3a4f8,CC1CCC(=O)c2ccccc21,gradient_train
25g,row,769539383,30,30,4967376f28fcb0f0d2d6,CC1CCC(=O)c2ccccc21,test
25g,row,769539383,30,30,4667a945eb6a72dabd73,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,486318b710e994632af9,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,6ec31cb77df8f613cad3,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,eaedd417a3ed26c50296,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,a2a91cb346e599152f75,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,c68516686c9df1855d1a,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,389eabc9b65cd217ce5d,O=C(Cc1ccccc1F)C1CC1,pool
25g,row,769539383,30,30,17cb105bac927adf6a69,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,0e73d0308a17acc30ef3,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,0987175fcdab9f0d3a6f,CCC(=O)c1cccc(Br)c1,test
25g,row,769539383,30,30,181a9bb7e52ca66e296f,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,c0bac6f2c85d42c06b7c,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,2f8ace395896891d16aa,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,3d968cd2780d692e5fd8,CCC(=O)c1cccc(Br)c1,pool
25g,row,769539383,30,30,ad0273e5f1d84aed41a8,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
25g,row,769539383,30,30,834913600111fac7ab29,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,test
25g,row,769539383,30,30,2b306fa21a4e75f4cc78,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
25g,row,769539383,30,30,3d6af14607546fb1de0b,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
25g,row,769539383,30,30,507a545715cc8d4e0e37,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
25g,row,769539383,30,30,1386ed4ba3668d7f2149,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,0b789e740d34d12a01cf,CCCC(=O)c1ccc(-c2ccccc2)cc1,gradient_train
25g,row,769539383,30,30,7b8a03e07e1678ca0d67,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,ba4c8f9aa4163924e0f5,CCCC(=O)c1ccc(-c2ccccc2)cc1,test
25g,row,769539383,30,30,278a7a3266b04259e8be,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,061884a87f85c1fc4c8e,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
25g,row,769539383,30,30,584addcc1d3444ec6f12,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
25g,row,769539383,30,30,5731d186953d31c6223e,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,gradient_train
25g,row,769539383,30,30,734ce34ed1d368754112,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,gradient_train
25g,row,769539383,30,30,5e45049689497ae544df,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,test
25g,row,769539383,30,30,dab1a00029877d5401d4,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
25g,row,769539383,30,30,b822a2f2e1a7e05127c5,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
25g,row,769539383,30,30,44f0c32cbb6848029ec5,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,30,30,020d0072b0c4be89b2ac,O=C(CCCCl)c1ccc(F)cc1,test
25g,row,769539383,30,30,330a1a2553a2cc8cdde3,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,30,30,e5281de5c1ffb5b5d68d,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,30,30,f52471d64a6a90a238cf,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,30,30,a71967b2ade7f7dec9f5,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,30,30,542c276f2e4a1d1d20b7,O=C(CCCCl)c1ccc(F)cc1,pool
25g,row,769539383,50,50,2bb0b424be9f80c38013,CCOC(=O)c1ccccc1,test
25g,row,769539383,50,50,dffe78ef61ff9f0b3c95,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,d79a3fe72ac3a9fba9cb,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,e5fad12bd9aa5b8f139f,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,f83bbbbcadad8cece5d1,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,12787d4ff0c5ef2869a4,CCOC(=O)c1ccccc1,gradient_train
25g,row,769539383,50,50,807ed88222c66bdb76c2,CCOC(=O)c1ccccc1,gradient_train
25g,row,769539383,50,50,0815f76eede6a2947f79,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,ca82919deafea92a65fa,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,3698bb883e7b5adc6503,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,f22d2fd5ce5271fa56ed,CCOC(=O)c1ccccc1,test
25g,row,769539383,50,50,47a37c196cfcc8a2adcd,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,92b4442f029bd2b52e98,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,67c36d1c198aa43502b1,CCOC(=O)c1ccccc1,pool
25g,row,769539383,50,50,a4be93de6d5738c27ca4,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,ccda847b26c529ff33cf,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,f973abb3536190fcd526,CCOC(=O)Cc1ccccc1,gradient_train
25g,row,769539383,50,50,a112bc8b77fb0211e81e,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,434ce0c029d26e7f46d9,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,82169c113b8ac0311126,CCOC(=O)Cc1ccccc1,test
25g,row,769539383,50,50,aa61fdd9bb9a6135974f,CCOC(=O)Cc1ccccc1,test
25g,row,769539383,50,50,b4982c6fe4189a6e69ae,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,2ce21e06dbdf4ea05c18,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,1463d076a03f802af828,CCOC(=O)Cc1ccccc1,gradient_train
25g,row,769539383,50,50,f79ab1e2a84d07ac4ba6,CCOC(=O)Cc1ccccc1,pool
25g,row,769539383,50,50,4e646ecf53aa1f54aa4c,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,d904ffc0b7ecd5a31e99,COC(=O)c1ccccc1O,test
25g,row,769539383,50,50,53127d2db66fef2adf5d,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,6d519fda6f562cc6a9d1,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,e3eab9862434eff9ff48,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,3f5658daadb03557f978,COC(=O)c1ccccc1O,test
25g,row,769539383,50,50,f0cd8f38ea399995c1c0,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,4a815890fd69218c7348,COC(=O)c1ccccc1O,test
25g,row,769539383,50,50,335a16c740c4c46056d8,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,c13f53ca5fa5d58db4e3,COC(=O)c1ccccc1O,test
25g,row,769539383,50,50,be81dcc53bd497de4045,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,79675bcf5b0e99e5b61b,COC(=O)c1ccccc1O,pool
25g,row,769539383,50,50,3b862f9a958f542037f0,COC(=O)c1ccc(C(C)(C)C)cc1,pool
25g,row,769539383,50,50,19d469b56d039f4b97d9,COC(=O)c1ccc(C(C)(C)C)cc1,pool
25g,row,769539383,50,50,1bcc67553db325699e45,COC(=O)c1ccc(C(C)(C)C)cc1,pool
25g,row,769539383,50,50,ca8d7b6d27aec00c49c2,CCOC(=O)C(C)Br,pool
25g,row,769539383,50,50,66e275ad235046c4d08d,CCOC(=O)C(C)Br,pool
25g,row,769539383,50,50,322557fad8d88c9def2f,CCOC(=O)CC(=O)c1ccccc1,pool
25g,row,769539383,50,50,b48cf6017216045f161b,CCOC(=O)CC(=O)c1ccccc1,validation
25g,row,769539383,50,50,3dae39678226d5c021f3,CCOC(=O)CC(=O)c1ccccc1,gradient_train
25g,row,769539383,50,50,554f6af68bde46382b43,CCOC(=O)CC(=O)c1ccccc1,gradient_train
25g,row,769539383,50,50,bf8d3a50b7c1c5fa885c,CCOC(=O)CC(=O)c1ccccc1,test
25g,row,769539383,50,50,26b93c7f1eb64f9bb085,CCOC(=O)C(C)(C)Br,pool
25g,row,769539383,50,50,d41b5b3d67de8abe1722,CCOC(=O)C(C)(C)Br,gradient_train
25g,row,769539383,50,50,5bb9c972dff9492adfe5,CCOC(=O)C(C)(C)Br,gradient_train
25g,row,769539383,50,50,46360fa3bfdc184e60c6,CCOC(=O)C(C)(C)Br,pool
25g,row,769539383,50,50,2c60fd9f5b8e7a7cebe0,CCOC(=O)C(C)(C)Br,pool
25g,row,769539383,50,50,b776e9fe6fb1d6ec39a7,CCOC(=O)C(C)(C)Br,pool
25g,row,769539383,50,50,20d53be22d752b1ce3db,CCOC(=O)C(C)(C)Br,pool
25g,row,769539383,50,50,f7d083ce300f7f32efde,CCOC(=O)/C=C/c1ccccc1,test
25g,row,769539383,50,50,50fb3c6eb81de4a012f8,CCOC(=O)/C=C/c1ccccc1,pool
25g,row,769539383,50,50,1981ec7ebc0e1f69ab59,CCOC(=O)/C=C/c1ccccc1,gradient_train
25g,row,769539383,50,50,2f6ba9a4bf41d66f13e5,CCOC(=O)/C=C/c1ccccc1,pool
25g,row,769539383,50,50,8f8c7a8eef2727c2faed,CCOC(=O)/C=C/c1ccccc1,pool
25g,row,769539383,50,50,60ff058a547f1a77a0df,CCOC(=O)/C=C/c1ccccc1,pool
25g,row,769539383,50,50,00a552cee199fca32813,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,0bdbf0345265fba28be3,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,4a2f611598e15ac768d5,CCOC(=O)/C=C(/C)N,gradient_train
25g,row,769539383,50,50,266fb539c3be42bea3c4,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,8f7fb924ad5a7e58c9bf,CC(=O)CC(=O)OC(C)(C)C,pool
25g,row,769539383,50,50,6518882abdf6d0bf6529,CC(=O)CC(=O)OC(C)(C)C,test
25g,row,769539383,50,50,47c08b4a6d6b5ba7ae19,CC(=O)CC(=O)OC(C)(C)C,pool
25g,row,769539383,50,50,edf1e51b8a60841ace1f,CC(=O)CC(=O)OC(C)(C)C,pool
25g,row,769539383,50,50,bcfa257346e108f3963d,CC(=O)CC(=O)OC(C)(C)C,test
25g,row,769539383,50,50,fa35075c7b1b11294e8b,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,e82082b78656dff724ae,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,ee80ca8de5e7edea00b4,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,d92b25c3e3d025c31803,CCOC(=O)/C=C(/C)N,pool
25g,row,769539383,50,50,2abeeb46cc4cccb9bd95,COC(=O)CC(C)=O,pool
25g,row,769539383,50,50,136e7fe0558cbe0b528e,COC(=O)CC(C)=O,pool
25g,row,769539383,50,50,9dcfa0ef18b33850eec9,COC(=O)CC(C)=O,test
25g,row,769539383,50,50,1e8e6785f41642e9e299,COC(=O)CC(C)=O,pool
25g,row,769539383,50,50,99614f82a30bbabe4c93,COC(=O)C#CC(=O)OC,pool
25g,row,769539383,50,50,49f557a2833c04ff812b,COC(=O)C#CC(=O)OC,pool
25g,row,769539383,50,50,88f788f99ed3f46c3062,COC(=O)C#CC(=O)OC,pool
25g,row,769539383,50,50,7f1150e8e4f5430c5eed,COC(=O)C#CC(=O)OC,pool
25g,row,769539383,50,50,4fd3083cc8a398dce337,COC(=O)c1ccccc1N,pool
25g,row,769539383,50,50,f6875a82e44243a25a33,COC(=O)c1ccccc1N,pool
25g,row,769539383,50,50,645f40e3d4ee2de29718,COC(=O)c1ccccc1N,pool
25g,row,769539383,50,50,466ae247e1f554e07bd7,COC(=O)c1ccccc1N,pool
25g,row,769539383,50,50,b2d7fe2a11a26dbd4be6,COC(=O)c1ccccc1N,pool
