parameter_name,parameter_count,requires_grad,gradient_tensor_observed,ever_nonzero_elements,shape,outer_seed
condition_branch.solvent_embedding.weight,12,True,True,12,3x4,4093
condition_branch.hidden.weight,128,True,True,112,16x8,4093
condition_branch.hidden.bias,16,True,True,14,16,4093
condition_branch.output.weight,2048,True,True,1792,128x16,4093
condition_branch.output.bias,128,True,True,128,128,4093
backbone.atom_encoder.atom_embedding_list.0.weight,15872,True,True,1280,124x128,8191
backbone.atom_encoder.atom_embedding_list.1.weight,1792,True,True,256,14x128,8191
backbone.atom_encoder.atom_embedding_list.2.weight,2176,True,True,512,17x128,8191
backbone.atom_encoder.atom_embedding_list.3.weight,2432,True,True,512,19x128,8191
backbone.atom_encoder.atom_embedding_list.4.weight,2816,True,True,384,22x128,8191
backbone.atom_encoder.atom_embedding_list.5.weight,1792,True,True,384,14x128,8191
backbone.atom_encoder.atom_embedding_list.6.weight,2432,True,True,512,19x128,8191
backbone.atom_encoder.atom_embedding_list.7.weight,896,True,True,256,7x128,8191
backbone.atom_encoder.atom_embedding_list.8.weight,1920,True,True,512,15x128,8191
backbone.bond_encoder.bond_embedding_list.0.weight,1664,True,True,348,13x128,8191
backbone.bond_encoder.bond_embedding_list.1.weight,3584,True,True,425,28x128,8191
backbone.bond_encoder.bond_embedding_list.2.weight,1024,True,True,273,8x128,8191
backbone.bond_float_encoder.linear_list.0.weight,2560,True,True,1940,128x20,8191
backbone.bond_float_encoder.linear_list.0.bias,128,True,True,97,128,8191
backbone.bond_float_encoder.linear_list.1.weight,2560,True,True,1940,128x20,8191
backbone.bond_float_encoder.linear_list.1.bias,128,True,True,97,128,8191
backbone.bond_float_encoder.linear_list.2.weight,2560,True,True,1940,128x20,8191
backbone.bond_float_encoder.linear_list.2.bias,128,True,True,97,128,8191
backbone.bond_float_encoder.linear_list.3.weight,2560,True,True,1940,128x20,8191
backbone.bond_float_encoder.linear_list.3.bias,128,True,True,97,128,8191
backbone.bond_float_encoder.linear_list.4.weight,2560,True,True,1940,128x20,8191
backbone.bond_float_encoder.linear_list.4.bias,128,True,True,97,128,8191
backbone.bond_float_encoder.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.bond_float_encoder.rbf_list.1.gamma,1,True,True,1,1,8191
backbone.bond_float_encoder.rbf_list.2.gamma,1,True,True,1,1,8191
backbone.bond_float_encoder.rbf_list.3.gamma,1,True,True,1,1,8191
backbone.bond_float_encoder.rbf_list.4.gamma,1,True,True,1,1,8191
backbone.convs.0.eps,1,True,True,1,1,8191
backbone.convs.0.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs.0.mlp.0.bias,128,True,True,128,128,8191
backbone.convs.0.mlp.1.weight,128,True,True,128,128,8191
backbone.convs.0.mlp.1.bias,128,True,True,128,128,8191
backbone.convs.0.mlp.3.weight,16384,True,True,15836,128x128,8191
backbone.convs.0.mlp.3.bias,128,True,True,127,128,8191
backbone.convs.1.eps,1,True,True,1,1,8191
backbone.convs.1.mlp.0.weight,16384,True,True,16368,128x128,8191
backbone.convs.1.mlp.0.bias,128,True,True,128,128,8191
backbone.convs.1.mlp.1.weight,128,True,True,128,128,8191
backbone.convs.1.mlp.1.bias,128,True,True,128,128,8191
backbone.convs.1.mlp.3.weight,16384,True,True,16346,128x128,8191
backbone.convs.1.mlp.3.bias,128,True,True,128,128,8191
backbone.convs.2.eps,1,True,True,1,1,8191
backbone.convs.2.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs.2.mlp.0.bias,128,True,True,128,128,8191
backbone.convs.2.mlp.1.weight,128,True,True,128,128,8191
backbone.convs.2.mlp.1.bias,128,True,True,128,128,8191
backbone.convs.2.mlp.3.weight,16384,True,True,16099,128x128,8191
backbone.convs.2.mlp.3.bias,128,True,True,127,128,8191
backbone.convs.3.eps,1,True,True,1,1,8191
backbone.convs.3.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs.3.mlp.0.bias,128,True,True,128,128,8191
backbone.convs.3.mlp.1.weight,128,True,True,128,128,8191
backbone.convs.3.mlp.1.bias,128,True,True,128,128,8191
backbone.convs.3.mlp.3.weight,16384,True,True,16251,128x128,8191
backbone.convs.3.mlp.3.bias,128,True,True,127,128,8191
backbone.convs.4.eps,1,True,True,1,1,8191
backbone.convs.4.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs.4.mlp.0.bias,128,True,True,128,128,8191
backbone.convs.4.mlp.1.weight,128,True,True,128,128,8191
backbone.convs.4.mlp.1.bias,128,True,True,128,128,8191
backbone.convs.4.mlp.3.weight,16384,True,True,16384,128x128,8191
backbone.convs.4.mlp.3.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.0.eps,1,True,True,1,1,8191
backbone.convs_bond_angle.0.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs_bond_angle.0.mlp.0.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.0.mlp.1.weight,128,True,True,128,128,8191
backbone.convs_bond_angle.0.mlp.1.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.0.mlp.3.weight,16384,True,True,15836,128x128,8191
backbone.convs_bond_angle.0.mlp.3.bias,128,True,True,126,128,8191
backbone.convs_bond_angle.1.eps,1,True,True,1,1,8191
backbone.convs_bond_angle.1.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs_bond_angle.1.mlp.0.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.1.mlp.1.weight,128,True,True,128,128,8191
backbone.convs_bond_angle.1.mlp.1.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.1.mlp.3.weight,16384,True,True,15960,128x128,8191
backbone.convs_bond_angle.1.mlp.3.bias,128,True,True,126,128,8191
backbone.convs_bond_angle.2.eps,1,True,True,1,1,8191
backbone.convs_bond_angle.2.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs_bond_angle.2.mlp.0.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.2.mlp.1.weight,128,True,True,128,128,8191
backbone.convs_bond_angle.2.mlp.1.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.2.mlp.3.weight,16384,True,True,15627,128x128,8191
backbone.convs_bond_angle.2.mlp.3.bias,128,True,True,125,128,8191
backbone.convs_bond_angle.3.eps,1,True,True,1,1,8191
backbone.convs_bond_angle.3.mlp.0.weight,16384,True,True,16384,128x128,8191
backbone.convs_bond_angle.3.mlp.0.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.3.mlp.1.weight,128,True,True,128,128,8191
backbone.convs_bond_angle.3.mlp.1.bias,128,True,True,128,128,8191
backbone.convs_bond_angle.3.mlp.3.weight,16384,True,True,16038,128x128,8191
backbone.convs_bond_angle.3.mlp.3.bias,128,True,True,127,128,8191
backbone.convs_bond_float.0.linear_list.0.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.0.linear_list.0.bias,128,True,True,128,128,8191
backbone.convs_bond_float.0.linear_list.1.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.0.linear_list.1.bias,128,True,True,128,128,8191
backbone.convs_bond_float.0.linear_list.2.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.0.linear_list.2.bias,128,True,True,128,128,8191
backbone.convs_bond_float.0.linear_list.3.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.0.linear_list.3.bias,128,True,True,128,128,8191
backbone.convs_bond_float.0.linear_list.4.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.0.linear_list.4.bias,128,True,True,128,128,8191
backbone.convs_bond_float.0.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.0.rbf_list.1.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.0.rbf_list.2.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.0.rbf_list.3.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.0.rbf_list.4.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.1.linear_list.0.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.1.linear_list.0.bias,128,True,True,128,128,8191
backbone.convs_bond_float.1.linear_list.1.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.1.linear_list.1.bias,128,True,True,128,128,8191
backbone.convs_bond_float.1.linear_list.2.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.1.linear_list.2.bias,128,True,True,128,128,8191
backbone.convs_bond_float.1.linear_list.3.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.1.linear_list.3.bias,128,True,True,128,128,8191
backbone.convs_bond_float.1.linear_list.4.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.1.linear_list.4.bias,128,True,True,128,128,8191
backbone.convs_bond_float.1.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.1.rbf_list.1.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.1.rbf_list.2.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.1.rbf_list.3.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.1.rbf_list.4.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.2.linear_list.0.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.2.linear_list.0.bias,128,True,True,128,128,8191
backbone.convs_bond_float.2.linear_list.1.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.2.linear_list.1.bias,128,True,True,128,128,8191
backbone.convs_bond_float.2.linear_list.2.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.2.linear_list.2.bias,128,True,True,128,128,8191
backbone.convs_bond_float.2.linear_list.3.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.2.linear_list.3.bias,128,True,True,128,128,8191
backbone.convs_bond_float.2.linear_list.4.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.2.linear_list.4.bias,128,True,True,128,128,8191
backbone.convs_bond_float.2.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.2.rbf_list.1.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.2.rbf_list.2.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.2.rbf_list.3.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.2.rbf_list.4.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.3.linear_list.0.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.3.linear_list.0.bias,128,True,True,128,128,8191
backbone.convs_bond_float.3.linear_list.1.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.3.linear_list.1.bias,128,True,True,128,128,8191
backbone.convs_bond_float.3.linear_list.2.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.3.linear_list.2.bias,128,True,True,128,128,8191
backbone.convs_bond_float.3.linear_list.3.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.3.linear_list.3.bias,128,True,True,128,128,8191
backbone.convs_bond_float.3.linear_list.4.weight,2560,True,True,2560,128x20,8191
backbone.convs_bond_float.3.linear_list.4.bias,128,True,True,128,128,8191
backbone.convs_bond_float.3.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.3.rbf_list.1.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.3.rbf_list.2.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.3.rbf_list.3.gamma,1,True,True,1,1,8191
backbone.convs_bond_float.3.rbf_list.4.gamma,1,True,True,1,1,8191
backbone.convs_bond_embeding.0.bond_embedding_list.0.weight,1664,True,True,512,13x128,8191
backbone.convs_bond_embeding.0.bond_embedding_list.1.weight,3584,True,True,640,28x128,8191
backbone.convs_bond_embeding.0.bond_embedding_list.2.weight,1024,True,True,384,8x128,8191
backbone.convs_bond_embeding.1.bond_embedding_list.0.weight,1664,True,True,512,13x128,8191
backbone.convs_bond_embeding.1.bond_embedding_list.1.weight,3584,True,True,640,28x128,8191
backbone.convs_bond_embeding.1.bond_embedding_list.2.weight,1024,True,True,384,8x128,8191
backbone.convs_bond_embeding.2.bond_embedding_list.0.weight,1664,True,True,512,13x128,8191
backbone.convs_bond_embeding.2.bond_embedding_list.1.weight,3584,True,True,640,28x128,8191
backbone.convs_bond_embeding.2.bond_embedding_list.2.weight,1024,True,True,384,8x128,8191
backbone.convs_bond_embeding.3.bond_embedding_list.0.weight,1664,True,True,512,13x128,8191
backbone.convs_bond_embeding.3.bond_embedding_list.1.weight,3584,True,True,640,28x128,8191
backbone.convs_bond_embeding.3.bond_embedding_list.2.weight,1024,True,True,384,8x128,8191
backbone.convs_angle_float.0.linear_list.0.weight,4096,True,True,3390,128x32,8191
backbone.convs_angle_float.0.linear_list.0.bias,128,True,True,106,128,8191
backbone.convs_angle_float.0.linear_list.1.weight,2048,True,True,1669,128x16,8191
backbone.convs_angle_float.0.linear_list.1.bias,128,True,True,106,128,8191
backbone.convs_angle_float.0.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_angle_float.1.linear_list.0.weight,4096,True,True,2912,128x32,8191
backbone.convs_angle_float.1.linear_list.0.bias,128,True,True,91,128,8191
backbone.convs_angle_float.1.linear_list.1.weight,2048,True,True,1433,128x16,8191
backbone.convs_angle_float.1.linear_list.1.bias,128,True,True,91,128,8191
backbone.convs_angle_float.1.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_angle_float.2.linear_list.0.weight,4096,True,True,2879,128x32,8191
backbone.convs_angle_float.2.linear_list.0.bias,128,True,True,90,128,8191
backbone.convs_angle_float.2.linear_list.1.weight,2048,True,True,1411,128x16,8191
backbone.convs_angle_float.2.linear_list.1.bias,128,True,True,90,128,8191
backbone.convs_angle_float.2.rbf_list.0.gamma,1,True,True,1,1,8191
backbone.convs_angle_float.3.linear_list.0.weight,4096,True,True,2939,128x32,8191
backbone.convs_angle_float.3.linear_list.0.bias,128,True,True,92,128,8191
backbone.convs_angle_float.3.linear_list.1.weight,2048,True,True,1435,128x16,8191
backbone.convs_angle_float.3.linear_list.1.bias,128,True,True,92,128,8191
backbone.convs_angle_float.3.rbf_list.0.gamma,1,True,True,1,1,8191
head.0.weight,768,True,True,256,6x128,8191
head.0.bias,6,True,True,2,6,8191
condition_branch.solvent_embedding.weight,12,True,True,12,3x4,8191
condition_branch.hidden.weight,128,True,True,102,16x8,8191
condition_branch.hidden.bias,16,True,True,13,16,8191
condition_branch.output.weight,2048,True,True,1792,128x16,8191
condition_branch.output.bias,128,True,True,128,128,8191
