selection_order,pool_position,selected_from_center,largest_cluster_score,nearest_center_sq_distance_before_selection
49,605,186,286719.23526561726,22423.99723704908
50,2712,282,286450.3912543497,43435.19022892628
51,2299,341,282242.53229539806,47862.24017901096
52,1562,165,276145.7292283044,62886.218986416585
53,693,143,274906.7030587071,61088.63263722026
54,48,3,270538.10274415737,23130.306523770472
55,451,15,265921.91635267774,20807.26492222387
56,1479,349,265861.65947137517,40028.5703949841
57,2779,221,260571.18971495665,38068.80881543041
58,1351,292,252587.6185340166,38075.13628586772
59,2976,62,250116.93358326505,15228.930007064344
60,1946,198,248919.52303461768,58014.300238260475
61,2886,294,247051.63978636908,34908.51994987338
62,1675,218,246477.1096167136,22099.825409876838
63,405,44,246007.88693282346,20807.514419992265
64,471,287,244094.69577479424,42097.94821661583
65,1773,220,239987.35510963254,19781.216174801157
66,2354,250,238579.13811700462,13303.00281383705
67,1158,321,237740.601347588,29043.891923787916
68,2989,62,234888.00357620072,12379.113397807581
69,868,249,231712.61850250076,53449.276272392366
70,195,44,225200.37251283118,19808.706953034896
71,467,317,224930.092459326,32747.927088315657
72,1927,7,224238.219291446,46470.961989093135
73,835,288,220830.7189326596,20542.30482101198
74,484,15,219068.41182204295,20017.66953992653
75,799,329,214349.43794442108,35264.31326429124
76,625,179,210089.83076322253,11341.819208148056
77,1202,80,209781.57031799026,39880.047752554354
78,2543,187,209479.3439988333,35106.40055854409
79,2819,304,203242.56556348287,43660.46057251352
80,306,281,201372.67637906168,23368.47262994855
81,722,220,200425.17151898064,19558.819556654293
82,813,123,194774.0710067854,24927.964765907578
83,2851,269,183413.38885328424,22172.01961322798
84,1863,218,181618.27989198948,20087.59516742693
85,786,82,180369.13802247052,17131.747862948476
86,2870,321,179652.91367175145,23596.106238597815
87,1950,37,178261.60187659203,71316.0481109859
88,211,98,177567.11509841596,11682.80834026976
89,2812,294,177234.64951882744,29192.604004810055
90,1217,72,177105.7926634231,29823.32988270004
91,2494,40,168259.91716877258,13884.509324083454
92,395,280,162026.03758617208,38370.323828835084
93,1083,409,161893.8480468045,32320.011036829557
94,2891,47,159018.48119062264,23953.26819508421
95,2726,345,158020.38255162432,43359.39892111253
96,2904,194,157762.0177226363,8906.934220123228
97,2969,364,157742.97671705112,157742.97671705112
98,2793,282,156145.63049278752,33896.26391089652
99,2931,419,155407.16539897493,37059.74156827491
100,1617,352,155342.34141727418,32530.13411347069
101,1313,3,154887.75163016428,19392.063334633523
102,1729,387,153119.49013838058,42884.37594220071
103,44,401,152077.34876588167,16142.269893271987
104,2598,165,150373.34362158546,50124.45100163738
105,2495,194,148855.08350251307,8395.356762041862
106,2625,44,148224.5105186021,18045.88082667574
107,2991,305,147703.11783363944,21066.649772478195
108,2742,381,141735.6210162876,47245.23784660688
109,942,218,141443.1555493754,15059.844340774893
110,2882,407,140010.76166215542,16886.666494140154
111,172,187,139266.641148846,25318.660802657425
112,2527,269,139069.36925264873,20951.76272640763
113,1282,292,138362.42713358154,35175.47697749175
114,1415,338,137651.97827868152,45884.18450328533
115,1490,318,134916.4074190434,25647.693143152253
116,518,64,134642.4105777319,27195.174597214733
117,1017,215,134020.68190656952,23943.131866368174
118,1611,98,130836.8676535281,11377.6712700309
119,2129,220,130832.81336067944,16620.337152866014
120,2213,452,146187.43580420924,33607.026658416406
121,2215,453,185679.96015913566,31058.88814261288
122,2581,196,129300.38913857097,26750.57151479817
123,294,34,128170.68963311907,18311.122593864136
124,1837,370,126560.91084432759,31784.73161259707
125,398,26,123768.01044653662,17452.541455901366
126,2154,336,123483.90551292515,41161.39329908707
127,1168,268,123264.53543205874,9056.05149585774
128,147,407,123124.09516801526,14421.102506898591
129,1172,460,122902.73462815359,39937.75124556711
130,2645,286,122499.35688839777,40543.60972030983
131,2971,288,121747.22871874859,11326.438097817045
132,945,386,120167.66565035167,25998.5606186316
133,2186,231,119991.38174871777,18288.12611219353
134,906,186,118742.29699076942,11702.569763440682
135,2913,419,118347.42383070002,23121.943872495904
136,2209,238,116823.02658329745,8159.7621311899675
137,1782,232,115039.17909430868,11540.417644298745
138,515,54,114544.9462139201,12858.770938575508
139,1450,301,113635.21049435949,6814.989066408056
140,392,44,112132.83141697629,17600.82089959318
141,997,218,111323.76437176354,13970.493970463838
142,730,179,110736.58274996301,10318.04496830222
143,1412,412,110696.68062301347,24978.32412933727
144,1210,288,110420.79062093156,11213.729608913542
145,1348,471,110112.58642611117,17190.742609911264
146,1864,143,109579.5148463024,39486.41209143901
147,2897,329,108556.60537524476,25566.95673439362
148,1298,62,107162.4322437361,10402.460900959471
149,2537,194,106878.36612508142,7897.74771160928
150,2269,41,106230.88199286908,13892.663879837834
151,1857,305,105570.02160567832,8834.698400915784
152,536,19,100542.46462993648,13810.352323014264
153,532,238,100503.74441518912,6619.0868019308455
154,758,360,99959.98428214759,17293.28485668113
155,2937,176,99353.32575056038,10405.462531104557
156,807,133,99346.8880826713,19998.098702986237
157,598,40,98837.85570487248,6091.651768962081
158,1585,167,98659.6099340946,32886.65194163025
159,1679,395,97813.74692856686,29883.78589939355
160,1701,382,96690.71304233414,18914.91486843313
161,1653,268,96097.07377023128,8116.0222678923465
162,1771,145,95604.17806011022,10963.0607531814
163,13,186,95337.38727778665,7546.169604614741
164,2666,419,95225.47995820412,16958.288847927528
165,2994,331,93633.31781009785,46816.692177180434
166,865,402,93608.17467858078,31203.014103808324
167,834,219,93365.13506018367,12001.276923835208
168,1460,301,93190.27805389349,6651.899091544669
169,1058,220,93138.27052732014,11231.896603181805
170,1746,453,92504.07088687214,30834.781496506635
171,2627,493,91576.39687208133,25103.818653975453
172,2275,342,89772.93647906353,89772.93576000101
173,1775,176,88947.86321945583,9200.075974868578
174,2923,268,87981.05150233892,6008.5934075932655
175,1068,98,86943.63477926233,6753.415542245664
176,2587,343,86865.17371210468,28955.073639665497
177,2510,373,86063.80739030702,21515.971406716402
178,2788,135,85359.72912329089,7494.192761584616
179,89,280,85285.58595333537,13317.535060384354
180,690,417,84822.50015353628,24093.891381229507
181,2114,218,83382.85044009809,11409.528912128691
182,1239,82,83186.46806665564,13739.979929823161
183,1473,194,83185.80600959745,5824.944397270607
184,401,458,83133.37856881374,20783.3785371719
185,1741,329,82989.64864085113,18003.68662321126
186,389,413,82642.50130047463,11771.534400043667
187,1279,268,81972.45809474566,5054.216842298199
188,1047,443,80992.79918741118,25607.305992445064
189,1486,152,80917.48613966038,26972.629841293616
190,1849,238,80646.76767103135,5262.945168828808
191,70,40,80562.92556553615,5893.63341049928
192,2938,39,80513.82194363611,57231.13076889585
193,1932,519,79722.31078616483,33966.96382140182
194,1080,305,79066.19034732849,7627.593039487718
195,2462,452,78974.2438898834,16078.156942070433
196,202,44,76931.36244885513,11127.479958928176
197,2325,288,76779.97861756095,9938.673854746286
198,2957,62,75955.1630436298,9599.827034912796
199,2533,289,75819.64979651716,16571.144934949858
200,65,196,75799.25640189336,15159.9391382248
201,687,100,75620.98318727205,7171.856007126567
202,1715,4,74693.08119462703,8816.490615462219
203,748,436,74543.90366519435,17733.111185732385
204,1306,277,74304.89994567688,5660.910697403779
205,1394,145,73678.22828863689,6828.237797632806
206,1922,511,73581.90544126541,7861.598477193649
207,1274,98,73436.8123148049,5417.757206975992
208,2111,301,73235.03907592795,6269.518225396
209,2365,249,71364.85428602714,35682.721183895075
210,2223,238,70120.90906214328,4729.81809063336
211,2653,438,70074.24103022115,15033.467827624154
212,1589,544,71841.27075595324,18666.566868720765
213,2868,399,69998.25811032573,9962.494441630733
214,1409,303,69188.43613782653,15011.637724313114
215,1805,206,68811.31991259051,9826.312683232256
216,2668,390,68732.6897361294,25827.80867865088
217,1512,421,68520.6540289596,34260.48691030423
218,2536,63,67717.31972502184,5429.331243815177
219,2775,546,67654.66645626674,19136.932556641972
220,522,510,67647.50048717982,33823.93583427847
221,1015,146,67572.35597688027,22524.181306187194
222,2611,268,66809.99881509016,4635.1449318269715
223,1687,479,66795.52357820934,33397.885957146646
224,2317,62,66355.336008717,9118.52604132814
225,1632,175,65164.94700266863,32582.52835832868
226,1833,231,65127.34822155572,8612.714140053533
227,253,28,65070.87997544975,12242.87803639601
228,684,409,64934.27746882595,6990.687066169099
229,1137,123,64928.11912494222,13974.999990655888
230,1206,217,64415.581906822794,6485.492451731627
231,1070,113,63879.98208269825,6173.434020472661
232,1159,284,63843.00455701405,13408.4367044684
233,1575,305,63811.00754970043,5732.898842669856
234,1232,128,63645.252464798126,9782.785427530202
235,131,187,63310.69494046108,21103.792921292625
236,1033,423,63214.520337339214,10608.363607242994
237,2996,332,63091.447444449936,63091.446759739076
238,501,370,62991.472245379206,24059.265797056956
239,1797,200,62955.47709190369,7193.2825199978815
240,2987,135,62877.48704382672,6848.644206736006
241,2941,573,73669.66753786136,13581.767435349346
242,2638,194,62862.80205703124,5240.693068944533
243,1493,448,62578.09687308587,31289.19649165192
244,25,1,62279.7511036155,6705.190445150367
245,2,577,64258.39778768482,7245.474354759492
246,2618,384,62241.674247746414,20747.265606860397
247,988,215,62192.00034080012,20731.002392598108
248,795,85,62078.90625933076,12734.24275247661
249,724,365,62018.67467655946,31009.459066577838
250,2038,260,61410.20471146399,5604.845147208827
251,2929,266,61388.50608661731,5956.64299147678
252,1724,380,60972.47374192014,16015.511024012012
253,311,403,60820.50910651,18595.213571394168
254,2255,238,60661.34575244268,4596.572884959209
255,1056,220,59443.15643105481,9463.405939271881
256,304,289,59248.50486156729,12263.459348669534
257,1733,178,59008.65892022246,4566.158704925359
258,999,103,58975.53820453424,21026.311164898245
259,1551,159,58946.546386580536,14887.42364288215
260,466,471,58540.52961067906,11685.971794597703
261,1094,86,58353.89788096419,9102.333866348734
262,297,340,58297.41378299057,9716.6596830317
263,2329,47,58118.948219019105,12896.58288835366
264,1489,318,57973.44599230404,11602.344670668164
265,1528,511,57858.77065843409,7608.335303033846
266,1119,137,57811.74151596574,23713.922567628644
267,227,352,57751.956746629614,9625.444633350242
268,931,101,57325.24869493756,7162.433198883582
269,1543,98,57183.83929317297,5176.333760749949
270,1709,2,57038.296021184535,6435.462840215529
271,93,40,56988.78626098871,5459.032082770365
272,2361,288,56902.870906491844,8093.30295745514
273,917,97,56883.9508877592,18961.38762687806
274,1658,238,56064.772867483465,4562.237701387528
275,1197,80,55918.15500120976,13808.065413754692
276,1884,306,55911.42292734662,8029.281664184733
277,1956,200,55762.194571905806,5623.327588717955
278,2468,82,55706.8587006405,6762.595275460266
279,2351,266,55431.86309514053,5269.309629511612
280,2986,75,55272.12030867861,12425.862560010712
281,107,11,54658.81482708323,18219.701106270746
282,1539,176,54601.019127600826,4161.616185944393
283,1368,301,54426.6956270034,6138.070631455141
284,249,31,54114.515193734565,10822.949031520133
285,2943,355,53826.18416607467,38532.19130551911
286,2708,64,53057.4564087326,26529.084573080923
287,2169,232,52994.0572130675,8703.712934015508
288,1788,620,56183.75466668497,7226.386707010759
289,620,250,52839.411245772324,12452.303293042463
290,2264,277,51661.40635656581,5257.694744921602
291,2435,63,51429.616800415126,5296.020958099154
292,1505,156,50765.45681898514,25382.81086508627
293,1483,284,50434.567852545646,7843.937328531265
294,488,178,49876.40056874545,3172.609218533761
295,904,230,49813.46134607,5415.443123559423
296,2210,469,49778.888670125256,16593.04714112749
297,126,186,49757.155635415955,6455.823991250465
298,2921,540,49725.64158997434,11711.55347416419
299,1874,192,49525.742086346414,10125.574944296153
300,1879,496,49365.36663549459,14598.703618707877
301,1762,487,49238.65147383361,8088.714822098533
302,2737,323,48939.63128080449,28846.948886932223
303,1072,91,48939.2102962514,5303.944019864608
304,770,81,48877.83740390027,24439.016243125236
305,2831,541,48856.04634328044,8173.525072442913
306,2845,316,48293.81372838191,7538.134925447568
307,1312,4,48244.005349062994,6953.813336937383
308,1977,252,47604.31726756121,5699.924952518624
309,2922,113,47493.31904372399,6015.112105410712
310,601,573,47394.43192658909,9140.657868863818
311,1329,628,47158.63054744769,8639.334126001653
312,1815,194,47140.97561567744,4223.212149548515
313,1712,645,115044.95724905243,10193.384558921183
314,2900,645,94658.3173356946,9749.008903522114
315,2705,645,84909.30843217249,6304.682343710963
316,1869,645,78604.62608846152,5906.27719685478
317,498,645,60885.97436451256,4817.42246414122
318,2956,238,46940.341065860484,4072.8466225348566
319,1144,98,46831.18142247925,4233.227447904861
