seed,strategy,round,selected_mean_true_error,selected_mean_ensemble_uncertainty,selected_mean_latent_distance,batch_mean_pairwise_latent_distance,nrmse_before,nrmse_after,delta_nrmse
42,hybrid,7,0.6374456453748852,0.1886583380300052,5.876300598759218,12.376954872359828,0.5358752045802238,0.4881320021952098,0.04774320238501395
42,random,0,0.8473683384346987,0.4025358153673345,5.568760823948353,13.881376387045078,0.8389539105408669,0.7958959687995845,0.04305794174128241
42,random,1,0.2677724867905444,0.1818877195491716,5.528802911941007,15.986000180869864,0.7958959687995845,0.7754065409057407,0.02048942789384378
42,random,2,0.2063068957082794,0.0383184624982827,5.366265776632316,11.773886850560896,0.7754065409057407,0.772981892255397,0.0024246486503436415
42,random,3,0.4377961146662117,0.2168881258971482,5.646152660481806,13.342560047515317,0.772981892255397,0.7545266649332695,0.018455227322127565
42,random,4,0.4960294364598606,0.5131053828521678,6.215137806444778,18.464962371808554,0.7545266649332695,0.711397464432845,0.04312920050042446
42,random,5,0.3051585559267151,0.1832638773172281,4.552708537669232,13.699755875315228,0.711397464432845,0.7135494615011231,-0.0021519970682780665
42,random,6,0.4788515928287464,0.17504300947633,6.14522952733255,14.25051253735712,0.7135494615011231,0.7217722910740682,-0.008222829572945067
42,random,7,0.3202890620277951,0.1459898708000594,5.114586597634679,16.26596725620596,0.7217722910740682,0.6980222948315482,0.023749996242519944
525,coverage,0,1.0528680245503623,0.3894507458952717,13.659808879583018,26.71966267678643,0.6457772944722866,0.5972589164413157,0.04851837803097092
525,coverage,1,0.9866716849491484,0.5231567875588451,9.99138783322326,19.76172042321629,0.5972589164413157,0.5316085489169384,0.06565036752437725
525,coverage,2,0.8803156218644344,0.2618444591332518,8.81516020892166,18.458810237227546,0.5316085489169384,0.4927001063624965,0.038908442554441924
525,coverage,3,0.5261573913702204,0.4256421994845477,9.290067194039173,18.361903006028104,0.4927001063624965,0.4815174667711327,0.011182639591363785
525,coverage,4,0.616158873690043,0.2004265831133938,7.580660069679316,14.843749880600726,0.4815174667711327,0.4849219058396824,-0.003404439068549703
525,coverage,5,1.110259650697591,0.1275559773846553,7.050205187359967,15.989968342506083,0.4849219058396824,0.4539750891290732,0.030946816710609226
525,coverage,6,0.4656751414721705,0.196704142876391,7.075258953111716,15.368630273222571,0.4539750891290732,0.4282033741637768,0.0257717149652964
525,coverage,7,0.6043982245974441,0.1769899076116894,6.153274217764878,12.37718661012273,0.4282033741637768,0.4128025853166319,0.015400788847144908
525,ensemble,0,1.2799031378645591,1.939728562051752,11.693019942319795,22.94945955751466,0.6457772944722866,0.6021396827219285,0.043637611750358074
525,ensemble,1,1.3520214508488837,1.3681375520181145,8.596473220305981,12.0517088674466,0.6021396827219285,0.5766794466966394,0.02546023602528913
525,ensemble,2,1.0745754183226004,1.2512941522663876,6.347923224168095,16.58856486837443,0.5766794466966394,0.564928494621975,0.011750952074664367
525,ensemble,3,1.3265713355667503,0.9182458290797112,8.910781946825553,14.646908171841869,0.564928494621975,0.5190990593794373,0.045829435242537686
525,ensemble,4,0.8521024058463509,0.7459011017788693,6.623938654001982,12.080878314266757,0.5190990593794373,0.5264650922680781,-0.007366032888640794
525,ensemble,5,0.8758538439653982,0.6146825971012486,7.219112133475411,11.164090477881416,0.5264650922680781,0.5204472287774844,0.0060178634905937445
525,ensemble,6,0.7981034298763956,0.6269762774445486,7.849188811073332,15.47085795879832,0.5204472287774844,0.5095254283377069,0.01092180043977753
525,ensemble,7,0.3657825047022726,0.6710299873831168,9.311049046706652,15.757192269553462,0.5095254283377069,0.5190339136754769,-0.009508485337770045
525,hybrid,0,1.0537462695210145,0.4117875076056017,13.30430735656703,26.453444217481096,0.6457772944722866,0.6293128038347765,0.0164644906375101
525,hybrid,1,1.2262145496638222,0.643708373364685,10.43104778227525,19.473074097693395,0.6293128038347765,0.5393796395153556,0.08993316431942089
525,hybrid,2,0.881266486546067,0.3070798488894458,9.404176763478182,17.87097336932312,0.5393796395153556,0.4604369539662439,0.07894268554911171
525,hybrid,3,1.0029548518912277,0.290313223890876,8.036803800981623,16.418509072888366,0.4604369539662439,0.4627460792316962,-0.0023091252654522942
525,hybrid,4,0.587489539868736,0.2656463365602464,7.434762812309355,15.844914770317756,0.4627460792316962,0.468759543986649,-0.006013464754952791
525,hybrid,5,0.3999593582427133,0.215558442401467,6.769816770494715,13.660832589903816,0.468759543986649,0.4539297360478009,0.014829807938848083
525,hybrid,6,0.6224988602143496,0.2040052931692591,6.679992575819765,14.63159651224701,0.4539297360478009,0.4267597408344276,0.02716999521337332
525,hybrid,7,0.5437964461247595,0.3182718307888641,6.608833551793344,15.586139281668297,0.4267597408344276,0.4224113098333822,0.004348431001045372
525,random,0,0.2095234671858874,0.0331338661670937,5.205599770497912,11.518663458485584,0.6457772944722866,0.6187847186327347,0.026992575839551947
525,random,1,0.2556823487971712,0.2487323188093709,6.019118918413512,14.377163379648534,0.6187847186327347,0.6091615389689682,0.009623179663766468
525,random,2,0.151561572212424,0.0279093260453142,4.18300573401722,12.093768280962095,0.6091615389689682,0.6037350365695855,0.005426502399382693
525,random,3,0.2315209677662298,0.0651117971823211,5.532644424108757,14.618710579898297,0.6037350365695855,0.6348047313652405,-0.031069694795655023
525,random,4,0.3784089852894899,0.1742914909156037,4.926176496357567,13.01436129436699,0.6348047313652405,0.6072757184184576,0.027529012946782894
525,random,5,0.3693200131296619,0.086734057553904,5.977048902745635,14.510283984653343,0.6072757184184576,0.6092525297435432,-0.001976811325085537
525,random,6,0.1939093097141314,0.1105469330973069,6.143133453032649,16.172549045179018,0.6092525297435432,0.5927682609578602,0.016484268785682987
525,random,7,0.2494720596628269,0.0528153842246084,5.526752817571569,17.68808651087408,0.5927682609578602,0.5785907443722048,0.014177516585655359
1101,coverage,0,0.7689255281496756,0.7935081535839876,14.17350440186542,27.81713413194973,0.5862323815600332,0.5765227082521239,0.009709673307909283
1101,coverage,1,0.655418098346423,0.8125079042183434,10.728858693497587,21.117498339748053,0.5765227082521239,0.5482535842126197,0.028269124039504212
1101,coverage,2,1.2221746706593883,0.2854919611117786,10.223857481908928,18.84672471794892,0.5482535842126197,0.5653970894108614,-0.017143505198241704
1101,coverage,3,0.7500929020792577,0.456716758681825,8.886163250947932,17.06892039110809,0.5653970894108614,0.5073871966813248,0.058009892729536605
1101,coverage,4,0.5225337870655029,0.1420204040900581,7.556369827542793,16.727195124942934,0.5073871966813248,0.4781926330658176,0.029194563615507207
1101,coverage,5,0.5918808728246693,0.3300861185377407,7.200952082978163,15.80534195246056,0.4781926330658176,0.4933497946765411,-0.015157161610723502
1101,coverage,6,0.6633229581755213,0.2819121189821371,6.666006598950232,13.352177457350914,0.4933497946765411,0.4650145162492271,0.028335278427314037
1101,coverage,7,0.7083547761489997,0.1730944609960061,6.6626778750090985,13.22603580247014,0.4650145162492271,0.4398190225197866,0.025195493729440466
1101,ensemble,0,1.3512263160380242,2.5244257164681123,12.70363657802337,18.776511820958795,0.5862323815600332,0.5791950796038072,0.007037301956225983
1101,ensemble,1,1.4393811820871545,5.281193570266391,11.845428972696164,17.685872518984045,0.5791950796038072,0.5813769245554492,-0.0021818449516419758
1101,ensemble,2,1.4356736298899195,1.6582573834459184,8.115220129743848,15.308197264659462,0.5813769245554492,0.5516956725770865,0.029681251978362688
1101,ensemble,3,1.1995517040312926,2.20095792441935,7.255559609991337,12.126210045942416,0.5516956725770865,0.5703358784958701,-0.01864020591878357
1101,ensemble,4,0.6984541512136826,1.5274257341171549,5.9485210217916435,9.368719659375328,0.5703358784958701,0.5730649051551895,-0.0027290266593194
1101,ensemble,5,0.9581790918908106,0.9117232089297238,7.610591321774516,15.1027874271061,0.5730649051551895,0.5622409362649234,0.010823968890266045
1101,ensemble,6,1.0787513429310314,1.1648827735674872,6.292469889344538,11.289807351098132,0.5622409362649234,0.5342508577867322,0.027990078478191238
1101,ensemble,7,0.89778767922465,1.3792080658800656,6.785299236674486,12.000899345230907,0.5342508577867322,0.5010761937957683,0.033174663990963915
1101,hybrid,0,0.776914687655409,0.8420561194568896,14.042634984013048,27.793475064052995,0.5862323815600332,0.5489328956241222,0.037299485935911036
1101,hybrid,1,0.8025089268162929,0.924736949875792,10.79023894944524,20.29992652454829,0.5489328956241222,0.5428040269805847,0.006128868643537455
1101,hybrid,2,0.9694529988683124,0.7643774217678646,10.0257837850095,18.472105845026768,0.5428040269805847,0.5126986636212356,0.030105363359349102
1101,hybrid,3,0.8878356615095467,0.3024836229769828,8.493155845956567,16.606075390240015,0.5126986636212356,0.5011400784420355,0.011558585179200165
1101,hybrid,4,0.9863108130147796,0.3157261147938736,8.48747720492801,16.123927479538978,0.5011400784420355,0.4552106156955616,0.04592946274647386
1101,hybrid,5,0.733780749965413,0.3494695285308388,7.304396414813215,13.851525897458105,0.4552106156955616,0.4305724599825694,0.024638155712992216
1101,hybrid,6,0.6245954097116249,0.3076507392512576,6.7137969120564795,15.31794510852066,0.4305724599825694,0.4361405220059949,-0.005568062023425524
1101,hybrid,7,0.4077759539862483,0.1308899179020154,6.318024166800789,11.806821436019892,0.4361405220059949,0.4295938132619415,0.006546708744053387
1101,random,0,0.2304044387891163,0.1656837799348021,5.77614745732884,13.598850291361252,0.5862323815600332,0.6137550486059431,-0.027522667045909888
1101,random,1,0.5094306399896084,0.131985329448368,5.758507656016571,15.652041333341046,0.6137550486059431,0.5961189018281976,0.0176361467777455
1101,random,2,0.375192200869974,0.2053526012197456,5.954246778261694,14.32697339855236,0.5961189018281976,0.5887606809495465,0.007358220878651123
1101,random,3,0.3328155840102554,0.163248373203355,5.738063270903281,14.305379936164794,0.5887606809495465,0.5587594973733623,0.0300011835761842
1101,random,4,0.4634605004812569,0.1463949284248666,6.529363332625572,15.471288299678616,0.5587594973733623,0.5513023522558211,0.007457145117541142
1101,random,5,0.3312233185028339,0.1989341640525014,5.938859194751149,14.017694178316605,0.5513023522558211,0.5529930468922304,-0.0016906946364092512
1101,random,6,0.3110384796787267,0.2253282751684297,6.500696289683558,15.886660543465023,0.5529930468922304,0.5790866201434016,-0.02609357325117123
1101,random,7,0.5229791457238512,0.3919796300828496,6.2949130376557,17.873488146382595,0.5790866201434016,0.4761993310149879,0.10288728912841372
