round,strategy,seed,selected_total,selected_sample_ids,selected_unique_compounds,selected_mean_true_error_after_reveal,selected_mean_ensemble_uncertainty,selected_mean_quantile_width,selected_mean_latent_distance,batch_mean_pairwise_latent_distance,batch_min_pairwise_latent_distance,condition_distribution,best_epoch,hit_max_epoch,best_epoch_ge_490,hybrid_prefilter_count,hybrid_prefilter_fraction
1,ensemble,525,25,"[""222a68fc192f66c1c080"", ""9cd02352c2ed7a3e2321"", ""e47aebe2660b9e1528de"", ""23ef03f3e75e40b20095"", ""9e3ce3497298084abd83"", ""2b266fc41757f88e8b09"", ""6757824312738e94bd8e"", ""96840797cfdea44e1467"", ""8aeb3c33c4cded8425b9"", ""ad807b2c1c0eaeab64ff"", ""fda7c636d3595263aa76"", ""66454b90cefcad2e4125"", ""72113bad4beb4e7b8852"", ""98dd7f94e58da879b609"", ""80f546c47198fa7c6dbf"", ""04a2e8ad27ca641a3a12"", ""51f5ae6a991eea9e720e"", ""754baa7688e8c45c8ea8"", ""cd7ac6881cd138aaeb8a"", ""cef2e794508403355c31"", ""70cba7a21b5a01fb8e73"", ""942b8fc9cf013acda52b"", ""449b809e4efaaf2af86a"", ""13bfaf03c35b4cff3bd5"", ""7c0c324643799c918828""]",8,1.2799031378645593,1.939728562051752,1.5173205137252808,11.693019942319795,22.94945955751466,0.9353045617562146,"{""loading_solvent_counts"": {""DCM"": 7, ""PE"": 18}, ""pe_ea_top_counts"": {""10/1"": 10, ""50/1"": 5, ""20/1"": 3, ""0/1"": 3, ""5/1"": 2, ""2/1"": 2}, ""mass_mean"": 112.962, ""loading_volume_mean"": 300.0}","[139, 193, 168]",False,False,,
2,ensemble,525,25,"[""4862e2fb71344ce16021"", ""b514312eda7950cdcf1c"", ""080258046c2cae5fb2ab"", ""66747ae127e03516ffda"", ""9ed7c1fb1c2cc499bbf9"", ""61771d230b285babe4b6"", ""6020a000a87663526cc8"", ""d3ffe87bbab76e5d5d56"", ""fa851bcd2cdb1d84b91f"", ""04ea307c7b7f3321cc20"", ""7654254c03d9de79740f"", ""79362765eb92377a5970"", ""8bef7f788af60df5e18a"", ""252c027cf5a42b92c953"", ""89d752b5a7f7c8d0b91e"", ""d5234e966aa231be05e5"", ""302e458c5ed2285ca328"", ""810b16f35a3a86f451ce"", ""8a4623d640cc619f2639"", ""b7cbf8a3f54b6d586198"", ""5d274cbcb3c8532e483f"", ""9cad3bab10930468747d"", ""a36291cab664852df5e5"", ""95e11ec70cd7b493e3f8"", ""c692f211a6366b2f15c2""]",10,1.3520214508488837,1.3681375520181143,1.3456871509552002,8.596473220305981,12.0517088674466,0.9536801434306291,"{""loading_solvent_counts"": {""DCM"": 22, ""PE"": 3}, ""pe_ea_top_counts"": {""50/1"": 16, ""20/1"": 5, ""5/1"": 3, ""10/1"": 1}, ""mass_mean"": 115.27799999999999, ""loading_volume_mean"": 372.0}","[155, 275, 205]",False,False,,
3,ensemble,525,25,"[""67fa39740fcf946a3154"", ""c80022254967f6a925f3"", ""7c6e7b244de393e8554d"", ""d9c8c8af50a10bf07765"", ""fe1a34b5975943e8f292"", ""0af9d219be9872711215"", ""327064e6ca2c38d79d76"", ""e6544a01d42439a41712"", ""d54c93a11164b4abac6e"", ""5df546d9e2f2a29dfc89"", ""8f5452ff0e84ab2e2057"", ""ff3b6b1069b7d66ad021"", ""0b8c7bc2949fb8070c94"", ""3d5a3094cb10eee37b37"", ""51de9c0ea3a29bbcda54"", ""9955b65d41bf10d27b48"", ""b187c8a6f7beb2c7f61f"", ""74701496b6fc5465eea7"", ""53774efff44f690d6f30"", ""61e2b18d9ec61505948c"", ""d21f08a7e8eaa163ecfc"", ""9ffee2813aef5c26f96f"", ""efd84dffe823b6298db6"", ""5f81e2ff4fea8e839c4d"", ""6bebc41cc4f55da05d47""]",10,1.0745754183226004,1.2512941522663876,2.133052110671997,6.347923224168095,16.58856486837443,0.0,"{""loading_solvent_counts"": {""DCM"": 25}, ""pe_ea_top_counts"": {""50/1"": 11, ""0/1"": 6, ""10/1"": 5, ""20/1"": 3}, ""mass_mean"": 120.75619999999999, ""loading_volume_mean"": 340.0}","[72, 433, 207]",True,False,,
4,ensemble,525,25,"[""b37608f8c4a8ee4b8696"", ""903811765ba61a8af2b7"", ""a202794731bbb6368378"", ""6802f0b28c5a0c7b4c2a"", ""20913a7c2077b80b7351"", ""71abc36775b6cce56da7"", ""e4fd83fb3852eb354a66"", ""ad833f34f6b91872362d"", ""fe66b2381d33aa2ea3a8"", ""48853fd78c77153b963a"", ""7954bf73f74c7fbcecb2"", ""e8f592c469b2f3c136d8"", ""45456543397c99c90420"", ""776ee2c1e85ebde75168"", ""e6e78489d1da4066c07e"", ""1c1d7ff3d6c495744916"", ""e71bdbb1d06ba82dc4cc"", ""f525413ea8aed78db62a"", ""130a4d6f3299791112ea"", ""4e66505f5d66d4fe37b9"", ""7be635a8cfd1e5ce0a07"", ""7f3a3fa577dc73897305"", ""4299a86aae93463852d9"", ""71f5df8c7d7e88d1afce"", ""87c99ce6f9252fc3241e""]",9,1.3265713355667503,0.9182458290797111,0.16115358471870422,8.910781946825553,14.646908171841869,0.0,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""5/1"": 10, ""0/1"": 5, ""20/1"": 4, ""2/1"": 3, ""50/1"": 2, ""10/1"": 1}, ""mass_mean"": 115.18560000000001, ""loading_volume_mean"": 476.0}","[437, 94, 161]",True,False,,
5,ensemble,525,25,"[""3b2c663a28a9f32bd1d3"", ""b6f1b33a5491968c645e"", ""b3d9bb5afa82b99f2a11"", ""1d2bc3f5c63f14f60fe3"", ""4827de5b91fc990df932"", ""476cfe5a707e309dcbc1"", ""a4157c1e4630bc139965"", ""d6faa7e77464f5f9a34b"", ""8ab554cd154e9749790b"", ""358461ff3742e78ea3b6"", ""73502a52708e4f9c2391"", ""a15744dbeb99bc224e40"", ""b645df00945e594953a6"", ""ff9bcaab8e95f60d70bc"", ""129036e0bccc4ff7e848"", ""38e6b8bf0f089fcadd80"", ""488727f2d41859d1ac45"", ""59ce141f6f9f30603132"", ""822acada514c54d41f68"", ""bef8e35136c28810eb6b"", ""105457e008d11073c7b7"", ""13f4ada439a309a538b8"", ""c7e762106a9ec0d9ea75"", ""8436939a2a6a91fa470d"", ""eceaa4f4139cde7ba166""]",9,0.8521024058463509,0.7459011017788693,1.4093539714813232,6.623938654001982,12.080878314266757,0.8799234055390615,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""20/1"": 8, ""50/1"": 8, ""10/1"": 7, ""2/1"": 2}, ""mass_mean"": 140.69, ""loading_volume_mean"": 352.0}","[163, 493, 170]",True,True,,
6,ensemble,525,25,"[""486e498e45d084ced568"", ""76b4150b436d217e5b3e"", ""e009f41aa23d4c7b3fff"", ""29db30571b2a1ae59cc7"", ""855832bd4005ac7abdc6"", ""b51b5dbcd2a38b174973"", ""6f9d141f9a5e7238a801"", ""bfcfe9bcef40efc290f2"", ""a5446977630484ca5fe1"", ""f9f0f4e29dbd30c000ee"", ""19c8831adeb5f3e2fcd5"", ""204c95299f49a2bcdb61"", ""db26f51c86dc787ac633"", ""3ccd6444c8a55917fbf8"", ""9bc73e0c27d4d6b44abb"", ""c70b471334f9747d6f98"", ""3163a9b58f1a52a1992c"", ""4e5ead91320bd24d485e"", ""a7906197994af5c86745"", ""ec6846c0fcb7df17c97d"", ""74541dbf8571f881c454"", ""b6b8449bda1ec4f0697f"", ""fe40c32169d87261e1e9"", ""7d9c7f40bc71ee7c4ef0"", ""3c43e519a9cf66b66ebc""]",10,0.8758538439653982,0.6146825971012486,0.5219103693962097,7.219112133475411,11.164090477881416,0.0,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""5/1"": 11, ""20/1"": 6, ""50/1"": 5, ""0/1"": 2, ""1/1"": 1}, ""mass_mean"": 129.9, ""loading_volume_mean"": 312.0}","[269, 388, 308]",False,False,,
7,ensemble,525,25,"[""0460dfc4e1747f0fc92c"", ""22f82413c75481d74e9b"", ""6a4e95d2a3cca31094a1"", ""28e9fea3e3293f2b8a0e"", ""9249ed2c527f70995033"", ""19f19f196ba5787a01b0"", ""5c2bc1d92128a17d996d"", ""c8d43713db33bf820a1d"", ""facbcedbecb46072b04c"", ""75232f4ee5de52a0499e"", ""f433bc672465387d951a"", ""8b0153f031bc52c2c1dd"", ""a0fb13951a097b6a1516"", ""2b7cd8ac357e176a9726"", ""835b5f2641442576de42"", ""de4e10d3a5d448ffcdda"", ""0be038db2251642c6862"", ""4b4d079fa6b12df47a35"", ""b38269af25220f62d607"", ""15d6bc57a87392fbeb98"", ""8143c4fff6f999b7ad0e"", ""ebdeaba52880c7eade16"", ""52b9af4df1f1e7cd4d9b"", ""a3ae677aae8a8faf5786"", ""c82167c626a1495ef750""]",7,0.7981034298763956,0.6269762774445486,0.899892270565033,7.849188811073332,15.470857958798321,0.8603445618546584,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""2/1"": 7, ""50/1"": 5, ""10/1"": 5, ""20/1"": 5, ""1/1"": 3}, ""mass_mean"": 104.49, ""loading_volume_mean"": 300.0}","[219, 434, 185]",True,False,,
8,ensemble,525,25,"[""c3070604fe243a9e8bc9"", ""e4a7e43d15fcdee2ba1d"", ""f156391514f509a6ea3a"", ""18355dfa0f6e519b7bf6"", ""7a077667c09ee80c3016"", ""dc3996b1d58824c80cc8"", ""19229d505f75d05a0bcb"", ""4fb92bd1fab3ba235858"", ""bad24d96575f423fe4fd"", ""04ecdea4151183669394"", ""563fd55865b603f34e87"", ""8e99350aac88fae9186b"", ""88cccd3e55677c52f9b7"", ""0e74da1f30505a8699c4"", ""c86f06310e89b93ed6ac"", ""ff3ee95fed58907ff8b3"", ""6fbc3a0669e9db3520ba"", ""8aa864c9e33df9bb1a6a"", ""3232c07325c3dd8f1e6a"", ""40dbbf2e58a6065b2b52"", ""92fa6bf0071974e7a017"", ""3c1875eb669056c6c621"", ""746fde6173907fe5388f"", ""e84314bcd7ec5ba57283"", ""34a20bc9c1f8c8bdf357""]",10,0.3657825047022726,0.6710299873831168,0.7621366381645203,9.311049046706652,15.757192269553462,0.910001750820046,"{""loading_solvent_counts"": {""DCM"": 19, ""PE"": 6}, ""pe_ea_top_counts"": {""0/1"": 22, ""10/1"": 3}, ""mass_mean"": 108.19999999999999, ""loading_volume_mean"": 472.0}","[206, 161, 461]",True,False,,
1,hybrid,525,25,"[""66454b90cefcad2e4125"", ""e4a7e43d15fcdee2ba1d"", ""208139770ae1a480855b"", ""d3b1f310cb3ebbca13af"", ""70cba7a21b5a01fb8e73"", ""8e17cb06a37c48cc9ab5"", ""e009f41aa23d4c7b3fff"", ""8340b51546d211789a45"", ""5df546d9e2f2a29dfc89"", ""89d752b5a7f7c8d0b91e"", ""855456da9ea892f7216b"", ""7383949c431e18f39597"", ""b37608f8c4a8ee4b8696"", ""ca467c94f14b2219503e"", ""80f546c47198fa7c6dbf"", ""2f48e798c7917fb7d2ae"", ""011d2598865d3a81a17d"", ""9ffee2813aef5c26f96f"", ""1e775e7d8dcbf48fd6f8"", ""83326d8b972b1f3325e4"", ""a17bcdddcf0799baeee2"", ""6553b9607d6093f257c7"", ""61771d230b285babe4b6"", ""5e1c073538cbbe740b6f"", ""18a189c89f59ac1d5a9f""]",19,1.0537462695210145,0.4117875076056017,1.1456106901168823,13.30430735656703,26.453444217481096,10.523189574471552,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""0/1"": 11, ""50/1"": 5, ""10/1"": 4, ""5/1"": 2, ""20/1"": 2, ""1/1"": 1}, ""mass_mean"": 128.28280000000004, ""loading_volume_mean"": 452.0}","[139, 193, 168]",False,False,843.0,0.25
2,hybrid,525,25,"[""75232f4ee5de52a0499e"", ""ce14dd2481560a984aea"", ""28e9fea3e3293f2b8a0e"", ""9ed7c1fb1c2cc499bbf9"", ""5e276c1730fc0a9deba7"", ""b514312eda7950cdcf1c"", ""cdaf95461fe3b3d80075"", ""73502a52708e4f9c2391"", ""5f81e2ff4fea8e839c4d"", ""a1dc71bed9d8f372c9e5"", ""2b266fc41757f88e8b09"", ""8aa864c9e33df9bb1a6a"", ""0b247863fd6e8aaf44d8"", ""449b809e4efaaf2af86a"", ""634f21e11a8442494ce3"", ""0cf0d36290765378ae8d"", ""5e5b7c697bc0c268b288"", ""488727f2d41859d1ac45"", ""4db6b065867770d9dbd9"", ""29b39881584c4fec1c58"", ""204c95299f49a2bcdb61"", ""a202794731bbb6368378"", ""c9bef93a79964dc6ede1"", ""4466eabae9624380fbc6"", ""0c5c35afb3a24375c153""]",20,1.2262145496638222,0.643708373364685,1.504908800125122,10.43104778227525,19.473074097693395,8.44476194937256,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""50/1"": 10, ""20/1"": 6, ""10/1"": 5, ""0/1"": 2, ""2/1"": 2}, ""mass_mean"": 127.0908, ""loading_volume_mean"": 492.0}","[120, 124, 156]",False,False,837.0,0.25
3,hybrid,525,25,"[""912c3bd62a46978c8a22"", ""a0f9239bbc5df8c3f8e9"", ""cb729a03dac0230812b1"", ""65fcce0299e031dedeb8"", ""222a68fc192f66c1c080"", ""ce9886eee330bc401615"", ""6716006fb3d4c4c8a766"", ""e0f2b47154fd134db700"", ""683b6279a87805548c7c"", ""86fb9a8fd6633397d670"", ""1cc3b837c6561b1c0a23"", ""6bd128bde2e137ea54f3"", ""ad833f34f6b91872362d"", ""04a2e8ad27ca641a3a12"", ""4fb92bd1fab3ba235858"", ""9bbd36c8b484b5609808"", ""3db682471b6cad60811d"", ""761c3f82d640da44966c"", ""e831674d417af7d27b38"", ""762190c8d9f5b2d1a89a"", ""3f6b817d855e67b3b406"", ""c65ac14ffed8749381c1"", ""8436939a2a6a91fa470d"", ""29db30571b2a1ae59cc7"", ""810b065b0b86ff8c9aae""]",22,0.881266486546067,0.30707984888944584,0.96625155210495,9.404176763478182,17.87097336932312,7.662024247972953,"{""loading_solvent_counts"": {""DCM"": 20, ""EA"": 1, ""PE"": 4}, ""pe_ea_top_counts"": {""5/1"": 7, ""1/1"": 5, ""2/1"": 4, ""10/1"": 4, ""50/1"": 3, ""0/1"": 1, ""20/1"": 1}, ""mass_mean"": 106.92640000000002, ""loading_volume_mean"": 436.0}","[171, 308, 186]",False,False,831.0,0.25
4,hybrid,525,25,"[""f1aa9023d49cdbe2d409"", ""3774a4dac6dd0f01d48d"", ""c80022254967f6a925f3"", ""692318a7ef5974282184"", ""f4331eb64b6774466836"", ""b1c5816f929ef59f5a87"", ""b4351e5f05f6d477a6c0"", ""00043aebb2540e369a7b"", ""54bc75cc4d64dac2ed48"", ""7c44f4c46906e8f36cd1"", ""d3ffe87bbab76e5d5d56"", ""7c6e7b244de393e8554d"", ""79362765eb92377a5970"", ""c627405cf70a0daacc94"", ""c5185bd663026c64c816"", ""20913a7c2077b80b7351"", ""bef8e35136c28810eb6b"", ""04ea307c7b7f3321cc20"", ""2a7062ac85d66260b3be"", ""3163a9b58f1a52a1992c"", ""aed6d224edcb21e5d658"", ""30970941542856ce8eb1"", ""55200f8e501a16ffa0cf"", ""434e465cfa7e0034f233"", ""b0802294da4fd71d0f9d""]",25,1.0029548518912277,0.29031322389087605,1.4414782524108887,8.036803800981623,16.418509072888366,6.631935999063886,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""50/1"": 8, ""20/1"": 5, ""1/1"": 3, ""5/1"": 3, ""10/1"": 3, ""0/1"": 2, ""100/1"": 1}, ""mass_mean"": 113.49799999999999, ""loading_volume_mean"": 340.0}","[149, 259, 188]",False,False,824.0,0.25
5,hybrid,525,25,"[""05532ff0857a33a604d0"", ""b2bf97a1dcb9d6609f7d"", ""d550a2107daf4c532b6a"", ""380e1e6e22f1e66a0963"", ""6d7b9c18dcb836a2b09c"", ""035c26f2979b6bb5c0b5"", ""4ee22742c686bdbb1cb9"", ""401d40be087039c8f592"", ""f46da3c00b2199795e4c"", ""e84314bcd7ec5ba57283"", ""a8ad1c1e7d0c3c312f29"", ""60f6bc343299a27882d2"", ""fe1a34b5975943e8f292"", ""129036e0bccc4ff7e848"", ""ae8805bc02bce03072e2"", ""cd33bc1895c4acb28189"", ""c06e784aecc76cea9d63"", ""5e2f71c50a4ccaa1b83e"", ""c82167c626a1495ef750"", ""a36291cab664852df5e5"", ""0bd57808d920c8e6f5c4"", ""8ab554cd154e9749790b"", ""1211905ebc8972913270"", ""4e5ead91320bd24d485e"", ""5097ef8f92148f920ca4""]",21,0.587489539868736,0.26564633656024644,0.8832533359527588,7.434762812309355,15.844914770317756,6.118509592871411,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""50/1"": 7, ""0/1"": 6, ""2/1"": 4, ""1/1"": 3, ""5/1"": 3, ""10/1"": 2}, ""mass_mean"": 135.3708, ""loading_volume_mean"": 460.0}","[162, 268, 187]",False,False,818.0,0.25
6,hybrid,525,25,"[""cb79e57eb461a7dcc59a"", ""8b556440cbbd8224f6ff"", ""e85d76beae17d6b6ada4"", ""e3c2b5ea1c83276cf63a"", ""8a4623d640cc619f2639"", ""65f4f125b5e1f8137bd9"", ""5521fc40da3618079f6a"", ""cbedf4ab0af735b39b3a"", ""c45057c2cab40f4fa2be"", ""6a4e95d2a3cca31094a1"", ""715cf6b265c19d80e943"", ""9ddc2e8babb52ee8e772"", ""cd566862a517dd7cdc8d"", ""3b2c663a28a9f32bd1d3"", ""067260cef0fb89f79291"", ""9cad3bab10930468747d"", ""af0f017d8214d08aa24f"", ""b7fffd840d208b29776c"", ""c096c324a71974b6ab37"", ""660b9817e57d6cbe989d"", ""d2b4c39faa51bb75bbfb"", ""58394a71418a9623e18a"", ""66da447ca0fe7160cc1c"", ""9139c55b31e4e4b0e062"", ""edfbbb86c05a0aeb1bfb""]",24,0.39995935824271334,0.21555844240146704,0.8406741619110107,6.769816770494715,13.660832589903816,5.803447731198172,"{""loading_solvent_counts"": {""DCM"": 17, ""EA"": 1, ""PE"": 7}, ""pe_ea_top_counts"": {""50/1"": 6, ""5/1"": 5, ""20/1"": 4, ""1/1"": 3, ""0/1"": 3, ""2/1"": 3, ""10/1"": 1}, ""mass_mean"": 110.4448, ""loading_volume_mean"": 376.0}","[168, 245, 179]",False,False,812.0,0.25
7,hybrid,525,25,"[""5e45395722fa0dcc1d00"", ""409d01129a3e41b32902"", ""9f3b75bc3a2c4004a893"", ""81507d463506a9e65e73"", ""74701496b6fc5465eea7"", ""7eb97a2a0856e78a4b76"", ""8f5452ff0e84ab2e2057"", ""2cfa393cb79664e100ce"", ""a05989f2de32dc6a3f64"", ""aa211a6a6b724470dda8"", ""42858a5819b8eb812861"", ""e8f592c469b2f3c136d8"", ""859ae738b615cf17b849"", ""9e3ce3497298084abd83"", ""bd3f212c1910e0de6b6e"", ""7de812bda21b4dfe46dc"", ""3cd0aa35793392d15513"", ""c6bd64a77e94e93e5018"", ""fa6fd34875fdc7acf6c1"", ""4557a201acb370fccbfa"", ""3f1a96aa336ea0741b5a"", ""df6457ca86c98c073bf6"", ""81506810413492ce89ec"", ""6e07556df6bb6e9df96e"", ""08f5a209b38c4c65b5c3""]",24,0.6224988602143496,0.2040052931692591,0.9953972697257996,6.679992575819765,14.63159651224701,5.533993599558822,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""10/1"": 8, ""50/1"": 6, ""5/1"": 4, ""0/1"": 3, ""1/1"": 2, ""20/1"": 2}, ""mass_mean"": 147.65400000000002, ""loading_volume_mean"": 372.0}","[173, 239, 262]",False,False,806.0,0.25
8,hybrid,525,25,"[""ffffcd6f3b9393846ab4"", ""776ee2c1e85ebde75168"", ""87996db5ddb7565fe66f"", ""58b3518f48d8340d6ffc"", ""265b6eb5a10a34c937b1"", ""b6b8449bda1ec4f0697f"", ""309a91add8b07c02e65b"", ""5b7151c95c4e964a121b"", ""0af9d219be9872711215"", ""7a077667c09ee80c3016"", ""8e330202a1983cbc02b5"", ""f9f0f4e29dbd30c000ee"", ""f73fd2f4c55177304721"", ""9f362bfe1dab6e9eac3d"", ""2012223149ba23d26ec2"", ""04ecdea4151183669394"", ""c7e762106a9ec0d9ea75"", ""b23c792edccd16573efa"", ""dee5054e9bcc457f0464"", ""1d9eabd939a185c1b128"", ""afa524cfde2942b8e9de"", ""6f9d141f9a5e7238a801"", ""ccfa0b9df9a77aeb56f5"", ""5024a0270c82cc68fd48"", ""302e458c5ed2285ca328""]",24,0.5437964461247595,0.3182718307888641,0.6130635738372803,6.608833551793344,15.586139281668295,5.739157256039887,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""0/1"": 8, ""50/1"": 8, ""20/1"": 4, ""5/1"": 3, ""10/1"": 1, ""2/1"": 1}, ""mass_mean"": 125.92600000000002, ""loading_volume_mean"": 320.0}","[250, 143, 211]",False,False,799.0,0.25
1,random,525,25,"[""50fbcf5ece9bd5fc2d70"", ""bbb514661c0a49694d6a"", ""1775390f94178c3c9974"", ""e09460619a9bf3a79cd4"", ""aeaea32d8edd7e17b563"", ""6d21e9ec887b3408c612"", ""d91b46e555c1e07f6ae1"", ""37b8d0f56019b0d4fad3"", ""9c06d41471b0bc70e4c7"", ""034e8de2f7813cd7ed59"", ""d894a098de0674074d0a"", ""e2de4345a5969054533f"", ""536055849962ed6b1027"", ""9bd998a328b109ef639e"", ""5f12e16e52426ed0ce6d"", ""8590e2327b8ea7b7c98d"", ""7a19769804964197b799"", ""84d88494c6db5c1688d3"", ""20913a7c2077b80b7351"", ""5b59ad006ee758a4691e"", ""0a556ab193222863f8b8"", ""ad81e2f5c3cfeaa95558"", ""c7ab6c7042f1d1d26570"", ""22fc04337abf53335eb8"", ""60c07f57327c89c83ae9""]",25,0.20952346718588744,0.033133866167093774,0.40092793107032776,5.205599770497912,11.518663458485584,4.795355213297525,"{""loading_solvent_counts"": {""DCM"": 17, ""EA"": 1, ""PE"": 7}, ""pe_ea_top_counts"": {""5/1"": 6, ""2/1"": 6, ""1/1"": 5, ""20/1"": 3, ""0/1"": 2, ""10/1"": 2, ""30/1"": 1}, ""mass_mean"": 116.21199999999999, ""loading_volume_mean"": 308.0}","[139, 193, 168]",False,False,,
2,random,525,25,"[""bc62be727bf6ded3d86e"", ""0530def762aaa01782dc"", ""ed3a90d38ff02a38deba"", ""58394a71418a9623e18a"", ""8aeb3c33c4cded8425b9"", ""3c4c856ec5ee29c66540"", ""30970941542856ce8eb1"", ""649f29ed092e13ef748e"", ""fd29ff4549075a2b3a47"", ""f955417ed309a373ab5b"", ""aa614da3137ee8938fc9"", ""3726956d81fe3954e5b7"", ""63109bac6659ba471955"", ""21e035a18a77020afa82"", ""87f560465eb2acd030e0"", ""d78f8b8454ab35fb5472"", ""c16aef24cbedd5b1b875"", ""70b0f8e7366d7227efd0"", ""a41b395c8efbc1de1aa7"", ""d986bfbae07ee7fbad9c"", ""6e800c2cd97dce7ae296"", ""4589cfb6a0563df83dd6"", ""26090cc02583c115f47a"", ""e26e37dd7637158bb41c"", ""70cba7a21b5a01fb8e73""]",24,0.2556823487971712,0.24873231880937097,0.5786780714988708,6.019118918413512,14.377163379648534,3.9358057442120553,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""10/1"": 8, ""0/1"": 3, ""20/1"": 3, ""1/1"": 3, ""2/1"": 3, ""50/1"": 3, ""5/1"": 2}, ""mass_mean"": 109.63679999999998, ""loading_volume_mean"": 344.0}","[144, 234, 196]",False,False,,
3,random,525,25,"[""0f0ce675d00176813bf5"", ""6a14c52ea5a2435a909a"", ""17beb55af7159f9079dc"", ""e683092d4333e55ba286"", ""b4e38c1386009c8311ab"", ""6bd522326fb91ebf1379"", ""4c57cf3006f6345d11fc"", ""f672fc42426458071cf7"", ""2cf789c87f7c6325c020"", ""778473c0f5d36fbe8069"", ""7387be9709aeda9b4fa4"", ""892a2c637cdd5e79cd71"", ""6da41d896190561e7545"", ""513b3a56de5558e0b2ce"", ""e437adb333e7b4f4021c"", ""4f22c848242a14ce92aa"", ""8de30a7f5764c20b232e"", ""f7790e666959ebae2ab4"", ""c3bd3203f2f49d7ee9be"", ""44601c22cc7d6f0f7e2e"", ""d01d365af220241485ec"", ""bda6ee6b2ab7b1212866"", ""5aca00ababefe7b971d7"", ""f3b4ea532aba4f6ff283"", ""b2ef457b41d15be60154""]",22,0.151561572212424,0.027909326045314285,0.48866039514541626,4.18300573401722,12.093768280962095,0.9519543142486107,"{""loading_solvent_counts"": {""DCM"": 14, ""PE"": 11}, ""pe_ea_top_counts"": {""1/1"": 8, ""20/1"": 5, ""10/1"": 4, ""0/1"": 4, ""5/1"": 3, ""50/1"": 1}, ""mass_mean"": 106.824999999744, ""loading_volume_mean"": 296.0}","[68, 251, 263]",False,False,,
4,random,525,25,"[""4b4d079fa6b12df47a35"", ""3bb54d92fcc3ef0fc388"", ""303a8a967047b5307933"", ""b51a88b6dc4049704214"", ""088a6943966c83ddf812"", ""3fa3ec6c2518a6f83b27"", ""7f3a3fa577dc73897305"", ""5fc9dcdecdbc52f2e3ea"", ""f7d57d8bb988f7016502"", ""080d48745df734a5a39d"", ""13aa7f454204d054a196"", ""abcfcb23dbe2574a2389"", ""1a55639d058c08a1a06e"", ""038c2ece456c59cf6285"", ""bee82d193ec1ce4fde27"", ""67434b9a07488d70219b"", ""9bb1445fe1ba6a6b18f6"", ""4fd47cdd334cfb2f8195"", ""0ca8af12f55d34f0dfd9"", ""67e9e23958a468891c07"", ""5149828089c3ed20123a"", ""2feb7d8e0a3566ddf97f"", ""3ba72d7e71d02ea168dd"", ""654a4a40363a388cf9cb"", ""a2f5638c0f2528673e4e""]",23,0.2315209677662298,0.0651117971823211,0.5521430373191833,5.532644424108757,14.618710579898295,0.9815166408291848,"{""loading_solvent_counts"": {""DCM"": 16, ""PE"": 9}, ""pe_ea_top_counts"": {""2/1"": 6, ""50/1"": 6, ""0/1"": 4, ""1/1"": 4, ""20/1"": 3, ""10/1"": 1, ""5/1"": 1}, ""mass_mean"": 123.01599999999999, ""loading_volume_mean"": 336.0}","[127, 269, 230]",False,False,,
5,random,525,25,"[""118d99a579a36d85cc08"", ""e936dbd35d503ec19a4b"", ""2c724479b6a5ebc46c0e"", ""983208d88a90df1d1592"", ""ea810ad3e836415369bd"", ""4dc668dc01885a313d70"", ""0f005bd03824729cc816"", ""d737499ef6500d57b008"", ""84524e80d20dd4491b97"", ""084866775caa8ca58925"", ""f4c58d48258027bb5485"", ""6214a18745efe9be3788"", ""f29b8be2770aa433617f"", ""65a84972b3a290ff8a0e"", ""dcdff818bb9cc30c44b8"", ""d6faa7e77464f5f9a34b"", ""3cd0aa35793392d15513"", ""e8f592c469b2f3c136d8"", ""b68827d8848513f2ec18"", ""90ffd1cce5c558eebebc"", ""591b1bb527d42e831f12"", ""b8d2fd43e8f44cebaf16"", ""15e10c24f9edb12543a2"", ""183768832c247da26797"", ""0182b6d34cb35fb613ea""]",24,0.3784089852894899,0.17429149091560375,0.46602219343185425,4.926176496357567,13.01436129436699,3.3050828596236,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""20/1"": 7, ""1/1"": 4, ""5/1"": 4, ""0/1"": 4, ""10/1"": 2, ""50/1"": 2, ""2/1"": 2}, ""mass_mean"": 131.6886, ""loading_volume_mean"": 320.0}","[60, 245, 210]",False,False,,
