sample_id,column,exact_source_ids,exact_source_train_ids,exact_matches,exact_train_matches,exact_source_train_V1,exact_source_train_V1_std,exact_source_train_V2,exact_source_train_V2_std,relaxed_source_ids,relaxed_source_train_ids,relaxed_matches,relaxed_train_matches,relaxed_source_train_V1,relaxed_source_train_V1_std,relaxed_source_train_V2,relaxed_source_train_V2_std,pair_status,relaxed_pair_status,source_train_compound_seen
7062ca665af0f9bba6c9,8g,"[""d070dda7bed2b14ceaad""]","[""d070dda7bed2b14ceaad""]",1,1,4.916666666666667,,7.508333333333334,,"[""d070dda7bed2b14ceaad""]","[""d070dda7bed2b14ceaad""]",1,1,4.916666666666667,,7.508333333333334,,exact_paired,relaxed_paired,True
6644e934f59d8b816b9f,8g,"[""0ad8217c773fbf8f4344""]","[""0ad8217c773fbf8f4344""]",1,1,5.191666666666666,,8.208333333333334,,"[""0ad8217c773fbf8f4344""]","[""0ad8217c773fbf8f4344""]",1,1,5.191666666666666,,8.208333333333334,,exact_paired,relaxed_paired,True
8cc7c76a92a4474d7c6a,8g,"[""0ce058f3352048ed0171""]","[""0ce058f3352048ed0171""]",1,1,5.441666666666666,,8.508333333333333,,"[""0ce058f3352048ed0171""]","[""0ce058f3352048ed0171""]",1,1,5.441666666666666,,8.508333333333333,,exact_paired,relaxed_paired,True
c883df6ea04f89f45f03,8g,"[""ff36ed72f76515960408""]",[],1,0,,,,,"[""ff36ed72f76515960408""]",[],1,0,,,,,exact_paired,relaxed_paired,True
46ed1e35ca65ace74790,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
ec581cec37da9563e756,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
c2bd8e8f13a96726e7fc,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
f1afcbd393ce4f5a6316,8g,"[""e4fd83fb3852eb354a66""]","[""e4fd83fb3852eb354a66""]",1,1,14.666666666666666,,19.141666666666666,,"[""e4fd83fb3852eb354a66""]","[""e4fd83fb3852eb354a66""]",1,1,14.666666666666666,,19.141666666666666,,exact_paired,relaxed_paired,True
2909efb29670d8f2286d,8g,"[""9bdc860a29cf942d2e7e""]",[],1,0,,,,,"[""9bdc860a29cf942d2e7e""]",[],1,0,,,,,exact_paired,relaxed_paired,True
56b391fdec7a2a622e52,8g,"[""d7cc9292c7683a77b8ff""]","[""d7cc9292c7683a77b8ff""]",1,1,15.408333333333331,,15.441666666666666,,"[""d7cc9292c7683a77b8ff""]","[""d7cc9292c7683a77b8ff""]",1,1,15.408333333333331,,15.441666666666666,,exact_paired,relaxed_paired,True
8a9485661ac2c4576006,8g,[],[],0,0,,,,,"[""40964ac3f659274451ef""]","[""40964ac3f659274451ef""]",1,1,4.579166666666667,,7.2875,,same_compound_condition_different,relaxed_paired,True
7f6d1cdee16de4a37a21,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
fd7bf535ef538434b384,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
651bb6b60c62819a4323,8g,"[""3fd8f569aaeff7edebea""]",[],1,0,,,,,"[""3fd8f569aaeff7edebea"", ""41ae24734eabf9cae4d7""]","[""41ae24734eabf9cae4d7""]",2,1,6.779166666666667,,11.316666666666666,,exact_paired,relaxed_paired,True
2a61203b59218a3cbdc6,8g,"[""b9c474ef8c8affc54498""]",[],1,0,,,,,"[""b9c474ef8c8affc54498""]",[],1,0,,,,,exact_paired,relaxed_paired,True
6d6c0510303dec89b2fe,8g,"[""073bc395a08f48db4fc0""]",[],1,0,,,,,"[""073bc395a08f48db4fc0""]",[],1,0,,,,,exact_paired,relaxed_paired,True
f81dc37125414986a0bb,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
400615278105cebb3ed9,8g,"[""0abac89ea336b403f597""]",[],1,0,,,,,"[""0abac89ea336b403f597""]",[],1,0,,,,,exact_paired,relaxed_paired,True
5d04f6757b59f5c356bb,8g,"[""98586ac2d6d266ddb78c""]","[""98586ac2d6d266ddb78c""]",1,1,12.875,,20.3,,"[""98586ac2d6d266ddb78c""]","[""98586ac2d6d266ddb78c""]",1,1,12.875,,20.3,,exact_paired,relaxed_paired,True
a074620f6970d8f89567,8g,"[""319e89d7000731f64e7f""]","[""319e89d7000731f64e7f""]",1,1,4.783333333333333,,36.81666666666667,,"[""319e89d7000731f64e7f""]","[""319e89d7000731f64e7f""]",1,1,4.783333333333333,,36.81666666666667,,exact_paired,relaxed_paired,True
454c1ea3beebbec4befe,8g,"[""fc27fa779102c4aeb8ab""]","[""fc27fa779102c4aeb8ab""]",1,1,30.166666666666668,,58.30833333333333,,"[""fc27fa779102c4aeb8ab""]","[""fc27fa779102c4aeb8ab""]",1,1,30.166666666666668,,58.30833333333333,,exact_paired,relaxed_paired,True
f95928e2618ed15e654f,8g,"[""2d178efe0181baca2bd5""]","[""2d178efe0181baca2bd5""]",1,1,56.2,,117.45833333333331,,"[""2d178efe0181baca2bd5""]","[""2d178efe0181baca2bd5""]",1,1,56.2,,117.45833333333331,,exact_paired,relaxed_paired,True
3a02b99399bb0c3e9ff9,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
b80a4f9e4b61f534ee9e,8g,[],[],0,0,,,,,"[""0a94142a35c55e5f1788""]","[""0a94142a35c55e5f1788""]",1,1,7.95,,12.283333333333331,,same_compound_condition_different,relaxed_paired,True
2690de155843f45b00a3,8g,"[""02ddeed8a16d3adf3e28""]","[""02ddeed8a16d3adf3e28""]",1,1,5.791666666666667,,9.166666666666666,,"[""02ddeed8a16d3adf3e28"", ""d603d4af5fd62fa8b85e""]","[""02ddeed8a16d3adf3e28"", ""d603d4af5fd62fa8b85e""]",2,2,5.706250000000001,0.1207974084527019,8.575,0.8367430244040808,exact_paired,relaxed_paired,True
549eb8499df5181b3558,8g,"[""a2ecf2b2f28094d70368""]","[""a2ecf2b2f28094d70368""]",1,1,7.291666666666667,,11.116666666666667,,"[""a2ecf2b2f28094d70368"", ""26c1e0e617e6dbe06ef7""]","[""a2ecf2b2f28094d70368"", ""26c1e0e617e6dbe06ef7""]",2,2,7.102083333333333,0.2681113211998997,10.829166666666666,0.4065863991822656,exact_paired,relaxed_paired,True
02c141e2551937d10f4e,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
9069807baff6cbfbde75,8g,"[""93f10a8edf06f7acae26""]",[],1,0,,,,,"[""93f10a8edf06f7acae26""]",[],1,0,,,,,exact_paired,relaxed_paired,True
1fe1163f7d97c16f3822,8g,"[""e81cfc3293405e5d558f""]","[""e81cfc3293405e5d558f""]",1,1,4.416666666666667,,9.966666666666669,,"[""e81cfc3293405e5d558f"", ""bf70271c29df848bf06b""]","[""e81cfc3293405e5d558f"", ""bf70271c29df848bf06b""]",2,2,4.383333333333333,0.04714045207910363,9.760416666666668,0.2916815472394519,exact_paired,relaxed_paired,True
1e86d81fe1995d367fe1,8g,"[""178de03e9f6873703fe5""]","[""178de03e9f6873703fe5""]",1,1,5.608333333333333,,7.708333333333333,,"[""178de03e9f6873703fe5"", ""a2cf80002cbf3b59eefe""]","[""178de03e9f6873703fe5"", ""a2cf80002cbf3b59eefe""]",2,2,5.304166666666667,0.43015662522181647,10.3625,3.7535584967985907,exact_paired,relaxed_paired,True
614e6d0929b0845d454b,8g,"[""375a089de5f20f078dc0""]","[""375a089de5f20f078dc0""]",1,1,5.733333333333333,,10.416666666666666,,"[""375a089de5f20f078dc0""]","[""375a089de5f20f078dc0""]",1,1,5.733333333333333,,10.416666666666666,,exact_paired,relaxed_paired,True
358681452207464d171e,8g,"[""cf76f3cc8104a573e84c""]","[""cf76f3cc8104a573e84c""]",1,1,8.0,,14.4,,"[""cf76f3cc8104a573e84c""]","[""cf76f3cc8104a573e84c""]",1,1,8.0,,14.4,,exact_paired,relaxed_paired,True
c00e01085f35d19cd90f,8g,"[""380a1230c49c0a2225f3""]","[""380a1230c49c0a2225f3""]",1,1,15.325,,26.025,,"[""380a1230c49c0a2225f3""]","[""380a1230c49c0a2225f3""]",1,1,15.325,,26.025,,exact_paired,relaxed_paired,True
a542d702abb1fa77a6fc,8g,"[""1d9eabd939a185c1b128""]",[],1,0,,,,,"[""1d9eabd939a185c1b128""]",[],1,0,,,,,exact_paired,relaxed_paired,True
77577e6f6f0aa6789972,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
298017c801a97653f57d,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
849796401ee485c617a5,8g,"[""3104197ca02407c049a3""]","[""3104197ca02407c049a3""]",1,1,4.816666666666666,,7.775,,"[""3104197ca02407c049a3""]","[""3104197ca02407c049a3""]",1,1,4.816666666666666,,7.775,,exact_paired,relaxed_paired,True
67cc8304e3e618d7416a,8g,"[""7ebdebd10f6058d4f738""]","[""7ebdebd10f6058d4f738""]",1,1,4.891666666666667,,8.25,,"[""7ebdebd10f6058d4f738""]","[""7ebdebd10f6058d4f738""]",1,1,4.891666666666667,,8.25,,exact_paired,relaxed_paired,True
c7bc53c45a1962a88ec3,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
76b9db19f45b8222d962,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
0279fb0f7dba4b54a816,8g,"[""e301272fe83481e8a85d""]","[""e301272fe83481e8a85d""]",1,1,4.266666666666667,,14.641666666666667,,"[""e301272fe83481e8a85d"", ""ec816522a495dc36b76c""]","[""e301272fe83481e8a85d"", ""ec816522a495dc36b76c""]",2,2,4.227083333333333,0.055979286843934974,11.962499999999999,3.788913835857919,exact_paired,relaxed_paired,True
ca203ccf20ce8e74d86d,8g,[],[],0,0,,,,,"[""54d470deb03c6f66b026""]","[""54d470deb03c6f66b026""]",1,1,4.558333333333334,,9.05,,same_compound_condition_different,relaxed_paired,True
029d48fc98a886c9fec4,8g,"[""f832c41282aab91a0a16""]","[""f832c41282aab91a0a16""]",1,1,5.233333333333333,,9.875,,"[""f832c41282aab91a0a16"", ""e6cfb4a6354c69d460de""]","[""f832c41282aab91a0a16"", ""e6cfb4a6354c69d460de""]",2,2,4.83125,0.5686317032041823,11.397916666666667,2.153729404364025,exact_paired,relaxed_paired,True
1e578360bd7749f6b397,8g,"[""fefecd79dc057980f62c""]","[""fefecd79dc057980f62c""]",1,1,5.033333333333333,,18.566666666666663,,"[""fefecd79dc057980f62c""]","[""fefecd79dc057980f62c""]",1,1,5.033333333333333,,18.566666666666663,,exact_paired,relaxed_paired,True
05c14d26f4aa6f7c48b0,8g,"[""79a8af9fd69d3ddbf3e3""]","[""79a8af9fd69d3ddbf3e3""]",1,1,4.916666666666667,,16.158333333333335,,"[""79a8af9fd69d3ddbf3e3"", ""eb6c235e6ed90084bfc9""]","[""79a8af9fd69d3ddbf3e3"", ""eb6c235e6ed90084bfc9""]",2,2,4.8125,0.14731391274719782,16.44166666666667,0.40069384267237673,exact_paired,relaxed_paired,True
53d046afde1259a727f9,8g,"[""db2709229820b71e283b""]",[],1,0,,,,,"[""db2709229820b71e283b"", ""7e0c856a121512a6f891""]",[],2,0,,,,,exact_paired,relaxed_paired,True
35ba50ab027f5f170aba,8g,"[""57646b9484b03f4076bb""]","[""57646b9484b03f4076bb""]",1,1,5.375,,17.858333333333334,,"[""57646b9484b03f4076bb""]","[""57646b9484b03f4076bb""]",1,1,5.375,,17.858333333333334,,exact_paired,relaxed_paired,True
130d76d2d46a287c5dea,8g,"[""bb9d7417c4e22f8cf234""]","[""bb9d7417c4e22f8cf234""]",1,1,4.5,,7.891666666666667,,"[""bb9d7417c4e22f8cf234""]","[""bb9d7417c4e22f8cf234""]",1,1,4.5,,7.891666666666667,,exact_paired,relaxed_paired,True
3ef4b1ab56fe40940b42,8g,"[""eb8bf4960fc4d556bab4""]","[""eb8bf4960fc4d556bab4""]",1,1,4.825,,7.5,,"[""eb8bf4960fc4d556bab4""]","[""eb8bf4960fc4d556bab4""]",1,1,4.825,,7.5,,exact_paired,relaxed_paired,True
a340148c4096f80cc125,8g,"[""a241f53a141f7c39ed74""]","[""a241f53a141f7c39ed74""]",1,1,5.675,,8.316666666666666,,"[""a241f53a141f7c39ed74""]","[""a241f53a141f7c39ed74""]",1,1,5.675,,8.316666666666666,,exact_paired,relaxed_paired,True
57af4b867d9cd419ebb9,8g,"[""06bedd392df0b12026dd""]","[""06bedd392df0b12026dd""]",1,1,4.916666666666667,,11.45,,"[""06bedd392df0b12026dd"", ""9aa46714ffacabb89496""]","[""06bedd392df0b12026dd""]",2,1,4.916666666666667,,11.45,,exact_paired,relaxed_paired,True
ff8745125a0eeb17c1e5,8g,[],[],0,0,,,,,"[""07d227507052d834608f""]","[""07d227507052d834608f""]",1,1,8.616666666666667,,12.429166666666667,,same_compound_condition_different,relaxed_paired,True
41a468134f078d2de17d,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
b4899d5d03e44fbf885c,8g,"[""4dc668dc01885a313d70""]","[""4dc668dc01885a313d70""]",1,1,19.441666666666663,,26.133333333333333,,"[""4dc668dc01885a313d70""]","[""4dc668dc01885a313d70""]",1,1,19.441666666666663,,26.133333333333333,,exact_paired,relaxed_paired,True
bd93eaa60288fd0d5e89,8g,"[""8dde3aa961c71c2f879f""]","[""8dde3aa961c71c2f879f""]",1,1,4.25,,14.175,,"[""8dde3aa961c71c2f879f"", ""3f14d2a4f33426108e41""]","[""8dde3aa961c71c2f879f"", ""3f14d2a4f33426108e41""]",2,2,4.172916666666667,0.10901229543292616,11.20625,4.198446513295126,exact_paired,relaxed_paired,True
2797757b00a9f254ef2e,8g,[],[],0,0,,,,,"[""2a4dce3f3faca1767ab8""]","[""2a4dce3f3faca1767ab8""]",1,1,4.679166666666666,,10.120833333333334,,same_compound_condition_different,relaxed_paired,True
fad37552a4a2eae19961,8g,"[""6e66ea6808d3ce077e47""]",[],1,0,,,,,"[""6e66ea6808d3ce077e47""]",[],1,0,,,,,exact_paired,relaxed_paired,True
6936556d392803de12ed,8g,"[""6a0f32348abbc91f704c""]","[""6a0f32348abbc91f704c""]",1,1,5.5,,15.05,,"[""6a0f32348abbc91f704c"", ""07d510e8dcc4c021b35b""]","[""6a0f32348abbc91f704c"", ""07d510e8dcc4c021b35b""]",2,2,5.370833333333334,0.18266925180652507,16.804166666666667,2.4807662906628063,exact_paired,relaxed_paired,True
fd3f8b6ec11d13a8412d,8g,"[""e23428098aa1cdad35be""]","[""e23428098aa1cdad35be""]",1,1,4.75,,18.4,,"[""e23428098aa1cdad35be""]","[""e23428098aa1cdad35be""]",1,1,4.75,,18.4,,exact_paired,relaxed_paired,True
b71b23379d73c3637a76,8g,"[""ee5c9d29ed57c3312389""]","[""ee5c9d29ed57c3312389""]",1,1,8.45,,13.483333333333333,,"[""ee5c9d29ed57c3312389""]","[""ee5c9d29ed57c3312389""]",1,1,8.45,,13.483333333333333,,exact_paired,relaxed_paired,True
2a9d111386ac232bbf79,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
ca00dd1990fd356443cb,8g,"[""99263e4b13030998746e""]","[""99263e4b13030998746e""]",1,1,4.658333333333333,,8.9,,"[""99263e4b13030998746e"", ""bc780f413159cf9913d4""]","[""99263e4b13030998746e"", ""bc780f413159cf9913d4""]",2,2,4.525,0.18856180831641264,9.604166666666668,0.9958420501710544,exact_paired,relaxed_paired,True
924106530353757625ba,8g,"[""bc7f0f83b39a1ec3a79f""]","[""bc7f0f83b39a1ec3a79f""]",1,1,4.625,,8.125,,"[""bc7f0f83b39a1ec3a79f""]","[""bc7f0f83b39a1ec3a79f""]",1,1,4.625,,8.125,,exact_paired,relaxed_paired,True
f0d3ae15346c6cb6928d,8g,"[""3a683d29eb52f6e51f7a""]","[""3a683d29eb52f6e51f7a""]",1,1,5.358333333333333,,8.866666666666667,,"[""3a683d29eb52f6e51f7a""]","[""3a683d29eb52f6e51f7a""]",1,1,5.358333333333333,,8.866666666666667,,exact_paired,relaxed_paired,True
0b6fe9b9da26ddc80e99,8g,[],[],0,0,,,,,"[""7cc7aba732355d335c3d""]","[""7cc7aba732355d335c3d""]",1,1,5.6625,,11.366666666666667,,same_compound_condition_different,relaxed_paired,True
a9a4b1ef530ce6f46a1c,8g,[],[],0,0,,,,,"[""c838aaaa480481570d39""]",[],1,0,,,,,same_compound_condition_different,relaxed_paired,True
f0245d145e2758fc9ff8,8g,[],[],0,0,,,,,"[""c932a52e67c6aedcaa9a""]","[""c932a52e67c6aedcaa9a""]",1,1,7.641666666666667,,14.008333333333333,,same_compound_condition_different,relaxed_paired,True
f33380e15f0fd8b62027,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
1773be1aaa4102ae19f0,8g,"[""f448a4f7519121eb227b""]","[""f448a4f7519121eb227b""]",1,1,4.558333333333334,,8.125,,"[""f448a4f7519121eb227b"", ""23d61ed36230cdd2e8fe""]","[""f448a4f7519121eb227b"", ""23d61ed36230cdd2e8fe""]",2,2,4.43125,0.1797229735515813,8.11875,0.008838834764831343,exact_paired,relaxed_paired,True
1895e2147dd146c4e564,8g,"[""9ea628a740f0855c4dbe""]","[""9ea628a740f0855c4dbe""]",1,1,6.166666666666667,,10.266666666666667,,"[""9ea628a740f0855c4dbe"", ""c7b33bb4e1a37b576135""]","[""9ea628a740f0855c4dbe""]",2,1,6.166666666666667,,10.266666666666667,,exact_paired,relaxed_paired,True
e7c8cd496e2795b23cb3,8g,"[""ec1c29d6d4fe334c886a""]","[""ec1c29d6d4fe334c886a""]",1,1,6.033333333333333,,11.6,,"[""ec1c29d6d4fe334c886a"", ""075248a5ddcd4b5d091f""]","[""ec1c29d6d4fe334c886a"", ""075248a5ddcd4b5d091f""]",2,2,4.697916666666666,1.8885643614190708,8.847916666666666,3.8920335747809554,exact_paired,relaxed_paired,True
60f64adee75a0999c5d5,8g,"[""6f3dff9a427ee1563a3e""]","[""6f3dff9a427ee1563a3e""]",1,1,8.075,,16.108333333333334,,"[""6f3dff9a427ee1563a3e"", ""3b6524f5fc7e0343ff9b""]","[""6f3dff9a427ee1563a3e"", ""3b6524f5fc7e0343ff9b""]",2,2,8.272916666666667,0.27989643421967547,15.939583333333335,0.23864853865046004,exact_paired,relaxed_paired,True
851993fe56d61c8bf074,8g,"[""d21f08a7e8eaa163ecfc""]","[""d21f08a7e8eaa163ecfc""]",1,1,12.191666666666666,,25.05,,"[""d21f08a7e8eaa163ecfc"", ""53774efff44f690d6f30""]","[""d21f08a7e8eaa163ecfc""]",2,1,12.191666666666666,,25.05,,exact_paired,relaxed_paired,True
4e6d2ab0e823ac1d4b58,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
452aebfcddc0b031c20d,8g,"[""d548341855ca1aaebf07""]","[""d548341855ca1aaebf07""]",1,1,4.566666666666666,,7.225,,"[""d548341855ca1aaebf07""]","[""d548341855ca1aaebf07""]",1,1,4.566666666666666,,7.225,,exact_paired,relaxed_paired,True
a67ee30ac22b3511e0af,8g,"[""0520aee15336815a25f0""]",[],1,0,,,,,"[""0520aee15336815a25f0"", ""4eb9255929f1ff9900ba""]","[""4eb9255929f1ff9900ba""]",2,1,9.916666666666666,,9.941666666666666,,exact_paired,relaxed_paired,True
4c52102f0b5a693d59bc,8g,[],[],0,0,,,,,"[""30d5da2fe6827f118117""]","[""30d5da2fe6827f118117""]",1,1,4.875,,8.854166666666666,,same_compound_condition_different,relaxed_paired,True
f21e8077ac7b6ec1d038,8g,[],[],0,0,,,,,"[""ac4ae96f2a5fadf85324""]","[""ac4ae96f2a5fadf85324""]",1,1,6.1625,,11.2625,,same_compound_condition_different,relaxed_paired,True
982611df66af1cf7c2f5,8g,"[""5dfa7a7352e7a66c29e6""]","[""5dfa7a7352e7a66c29e6""]",1,1,7.933333333333334,,14.375,,"[""5dfa7a7352e7a66c29e6"", ""39dac9377600ed74a554""]","[""5dfa7a7352e7a66c29e6"", ""39dac9377600ed74a554""]",2,2,7.829166666666667,0.14731391274719782,14.56875,0.2740038777097866,exact_paired,relaxed_paired,True
d9e344f199dc9a567b5f,8g,[],[],0,0,,,,,[],[],0,0,,,,,same_compound_condition_different,same_compound_condition_different,True
74706f7e5d10b9245796,8g,"[""1f85bb83729347f5b0bb""]","[""1f85bb83729347f5b0bb""]",1,1,18.0,,32.49166666666667,,"[""1f85bb83729347f5b0bb""]","[""1f85bb83729347f5b0bb""]",1,1,18.0,,32.49166666666667,,exact_paired,relaxed_paired,True
f5d7ae6c2608335325ff,8g,"[""440a69ce36cce63356a5""]","[""440a69ce36cce63356a5""]",1,1,4.508333333333334,,8.475,,"[""440a69ce36cce63356a5"", ""1dda86956e91857c34e1""]","[""440a69ce36cce63356a5"", ""1dda86956e91857c34e1""]",2,2,4.335416666666667,0.24454109516034822,8.64375,0.23864853865046004,exact_paired,relaxed_paired,True
f66e095007d9d0923ce2,8g,"[""9fa7a350e402312e5860""]","[""9fa7a350e402312e5860""]",1,1,10.308333333333334,,15.191666666666666,,"[""9fa7a350e402312e5860""]","[""9fa7a350e402312e5860""]",1,1,10.308333333333334,,15.191666666666666,,exact_paired,relaxed_paired,True
