column,protocol,seed,target,dimension,level,rows,compounds,ratio_defined_rows,ratio_median,ratio_q25,ratio_q75,ratio_mean,ratio_std,scale_rmse,scale_mae,scale_signed_mean,scale_signed_median,scale_r2,scale_nrmse,scale_sse,affine_rmse,affine_mae,affine_signed_mean,affine_signed_median,affine_r2,affine_nrmse,affine_sse
8g,row,536279090,V2,amount_density_ul,106.89999999999999,1,1,1,2.1797214603955037,2.1797214603955037,2.1797214603955037,2.1797214603955037,,2.453128747754132,2.453128747754132,2.453128747754132,2.453128747754132,,0.1525908804756976,6.017840653057755,2.7600725797622854,2.7600725797622854,2.7600725797622854,2.7600725797622854,,0.17168357164634587,7.618000645555637
8g,row,536279090,V2,amount_density_ul,107.80000000000001,2,1,2,1.723162433714186,1.7074369712847928,1.7388878961435792,1.723162433714186,0.04447832448447288,0.6685771536398747,0.6446491327183992,0.6446491327183992,0.6446491327183992,0.986901260051737,0.04158720843055776,0.8939908207383932,0.5774862359096563,0.5385334633298378,-0.5385334633298378,-0.5385334633298378,0.9902274088201337,0.03592112043883754,0.6669807053302064
8g,row,536279090,V2,amount_density_ul,109.00000000000001,1,1,1,1.9699241303844062,1.9699241303844062,1.9699241303844062,1.9699241303844062,,1.38307695876383,1.38307695876383,1.38307695876383,1.38307695876383,,0.08603092320231338,1.9129018738634054,1.0995295591947212,1.0995295591947212,1.0995295591947212,1.0995295591947212,,0.06839354995133502,1.2089652515429379
8g,row,536279090,V2,amount_density_ul,110.4,1,1,1,1.997378575577566,1.997378575577566,1.997378575577566,1.997378575577566,,2.7885670114769816,2.7885670114769816,2.7885670114769816,2.7885670114769816,,0.17345599815595356,7.776105977497664,1.1533924120079089,1.1533924120079089,1.1533924120079089,1.1533924120079089,,0.07174395711737627,1.3303140560774218
8g,row,536279090,V2,amount_density_ul,110.7,1,1,1,1.7511570477092595,1.7511570477092595,1.7511570477092595,1.7511570477092595,,1.8302178288571724,1.8302178288571724,-1.8302178288571724,-1.8302178288571724,,0.11384422860940939,3.349697301066662,1.6425945057507292,1.6425945057507292,-1.6425945057507292,-1.6425945057507292,,0.1021735781811352,2.6981167103224823
8g,row,536279090,V2,amount_density_ul,111.00000000000001,3,2,3,2.4235188116645254,2.164733159529945,2.427468552024061,2.2536282038144955,0.3011262201233507,9.32252935521148,8.302538390019244,8.302538390019244,5.55533434756174,0.6279783131493015,0.5798851625193348,260.7286607363393,9.291970013530534,8.140499226653551,8.140499226653551,5.194733919729789,0.6304132970452485,0.5779842933300914,259.0221201970519
8g,row,536279090,V2,amount_density_ul,111.3,3,1,3,2.681800413651451,2.299851665246659,3.9735081978817473,3.288306437535121,1.7541417722030024,64.31003330560529,43.55078834160839,43.55078834160839,18.535149920877927,-0.09594190814462822,4.0002485048971765,12407.341151304183,64.65556884826681,43.07756388715385,43.07756388715385,17.95023288185576,-0.10775046112073339,4.021741699144988,12541.027749278908
8g,row,536279090,V2,amount_density_ul,111.4,1,1,1,1.8146221855155813,1.8146221855155813,1.8146221855155813,1.8146221855155813,,0.1273237362397026,0.1273237362397026,0.1273237362397026,0.1273237362397026,,0.007919861946120306,0.01621133381003736,2.475318598809423,2.475318598809423,2.475318598809423,2.475318598809423,,0.15397114594820954,6.127202165611846
8g,row,536279090,V2,amount_density_ul,114.58999999999999,1,1,1,3.1977190060914147,3.1977190060914147,3.1977190060914147,3.1977190060914147,,15.173690036542396,15.173690036542396,15.173690036542396,15.173690036542396,,0.9438423176366384,230.240869325066,14.452244592019863,14.452244592019863,14.452244592019863,14.452244592019863,,0.8989665663350976,208.86737374756737
8g,row,536279090,V2,amount_density_ul,116.5,1,1,1,1.5038947611199136,1.5038947611199136,1.5038947611199136,1.5038947611199136,,2.31392258514742,2.31392258514742,-2.31392258514742,-2.31392258514742,,0.1439319012275647,5.35423773005532,3.2861208140177744,3.2861208140177744,-3.2861208140177744,-3.2861208140177744,,0.20440511686129612,10.798590004320841
8g,row,536279090,V2,amount_density_ul,116.8,1,1,1,1.795104262875068,1.795104262875068,1.795104262875068,1.795104262875068,,0.5907608212929674,0.5907608212929674,-0.5907608212929674,-0.5907608212929674,,0.036746833591253074,0.34899834797474133,0.9286182519122015,0.9286182519122015,-0.9286182519122015,-0.9286182519122015,,0.057762429637993024,0.8623318577844729
8g,row,536279090,V2,amount_density_ul,117.39999999999999,1,1,1,2.0654520795465867,2.0654520795465867,2.0654520795465867,2.0654520795465867,,2.0842783211312437,2.0842783211312437,2.0842783211312437,2.0842783211312437,,0.129647440832038,4.344216119937676,0.4850543623260144,0.4850543623260144,0.4850543623260144,0.4850543623260144,,0.03017162156436594,0.23527773441149646
8g,row,536279090,V2,amount_density_ul,121.32000000000001,2,1,2,1.5977682667970865,1.4431737846279749,1.752362748966198,1.5977682667970865,0.4372592267032061,6.0765607146794824,4.551048525623749,-4.026480775640675,-4.026480775640675,-112.31751243354032,0.37797761351329984,73.84918023837204,6.182700765816936,4.454332992380797,-4.287739072357512,-4.287739072357512,-116.3107481781066,0.38457979608183696,76.45157751926665
8g,row,536279090,V2,amount_density_ul,122.0,1,1,1,1.737673220841977,1.737673220841977,1.737673220841977,1.737673220841977,,0.6502687775172014,0.6502687775172014,-0.6502687775172014,-0.6502687775172014,,0.0404483806233354,0.4228494830137155,2.197825534861561,2.197825534861561,-2.197825534861561,-2.197825534861561,,0.136710367853106,4.8304370816895075
8g,row,536279090,V2,amount_density_ul,129.0,2,1,2,1.710059133051522,1.698149300158577,1.721968965944467,1.710059133051522,0.03368609440559973,0.851132467834129,0.8264361075894735,-0.8264361075894735,-0.8264361075894735,-41725.96512136623,0.05294261574618341,1.4488529556028293,2.4486721874687487,2.441100061359453,-2.441100061359453,-2.441100061359453,-345368.33974497934,0.15231367103103954,11.991990963365973
8g,row,536279090,V2,amount_density_ul,131.0,1,1,1,1.61089063275531,1.61089063275531,1.61089063275531,1.61089063275531,,1.5904176069307692,1.5904176069307692,-1.5904176069307692,-1.5904176069307692,,0.09892804166426133,2.5294281644353944,3.2221987491071555,3.2221987491071555,-3.2221987491071555,-3.2221987491071555,,0.20042900098255723,10.382564778747717
8g,row,536279090,V2,amount_density_ul,132.9,1,1,1,1.8078832194583625,1.8078832194583625,1.8078832194583625,1.8078832194583625,,0.32771405532151654,0.32771405532151654,-0.32771405532151654,-0.32771405532151654,,0.02038465216778896,0.107396502055274,0.7685718152830834,0.7685718152830834,-0.7685718152830834,-0.7685718152830834,,0.0478071320595054,0.5907026352475341
8g,row,536279090,V2,amount_density_ul,138.41000000000003,1,1,1,1.6649738100419187,1.6649738100419187,1.6649738100419187,1.6649738100419187,,1.226756746783833,1.226756746783833,-1.226756746783833,-1.226756746783833,,0.07630740632452489,1.5049321157796531,2.8146733468028984,2.8146733468028984,-2.8146733468028984,-2.8146733468028984,,0.17507987896409397,7.922386049202629
8g,row,536279090,V2,amount_density_ul,139.39999999999998,1,1,1,1.669138995830049,1.669138995830049,1.669138995830049,1.669138995830049,,0.9870692480034364,0.9870692480034364,-0.9870692480034364,-0.9870692480034364,,0.06139823104727846,0.9743057003540695,2.719911858366009,2.719911858366009,-2.719911858366009,-2.719911858366009,,0.16918547208919568,7.3979205172800375
8g,row,536279090,V2,amount_density_ul,139.9,2,1,2,1.9045344929810124,1.8507929121447877,1.9582760738172373,1.9045344929810124,0.15200414496391848,0.9877877612530349,0.7503727071507402,0.6423904277342185,0.6423904277342185,-2.129969953764861,0.06144292440855845,1.9514493225625655,1.3036494067201132,1.073501126540016,-1.073501126540016,-1.073501126540016,-4.451732138391736,0.08109032637816546,3.399003551283406
8g,row,536279090,V2,amount_density_ul,140.2,1,1,1,2.5244720506753553,2.5244720506753553,2.5244720506753553,2.5244720506753553,,12.468711279048023,12.468711279048023,12.468711279048023,12.468711279048023,,0.7755857226038636,155.46876096025937,12.511088884048853,12.511088884048853,12.511088884048853,12.511088884048853,,0.778221717989531,156.52734506457077
8g,row,536279090,V2,amount_density_ul,144.5,2,1,2,2.272765735259734,2.0428108395025397,2.5027206310169285,2.272765735259734,0.6504106646278315,6.009692617021167,5.064817248184863,5.064817248184863,5.064817248184863,-170.92602877868833,0.37381824686499054,72.23281070215744,4.68859174600062,3.604746977137699,3.604746977137699,3.604746977137699,-103.6458356606867,0.2916423947859701,43.965785121330285
8g,row,536279090,V2,amount_density_ul,149.6,1,1,1,1.7113462953168548,1.7113462953168548,1.7113462953168548,1.7113462953168548,,1.2227861253069214,1.2227861253069214,-1.2227861253069214,-1.2227861253069214,,0.07606042351624288,1.4952059082431142,1.6166872647188306,1.6166872647188306,-1.6166872647188306,-1.6166872647188306,,0.10056208154714372,2.6136777119040544
8g,row,536279090,V2,amount_density_ul,154.0,1,1,1,1.6835389557077043,1.6835389557077043,1.6835389557077043,1.6835389557077043,,0.9311758564056589,0.9311758564056589,-0.9311758564056589,-0.9311758564056589,,0.057921519176983814,0.8670884755528123,1.9009871275374106,1.9009871275374106,-1.9009871275374106,-1.9009871275374106,,0.11824625993620035,3.6137520590629353
8g,row,536279090,V2,amount_density_ul,164.0,2,1,2,2.189904750726032,2.1613015707693517,2.218507930682712,2.189904750726032,0.08090201004347135,6.941251612520181,6.57105623600577,6.57105623600577,6.57105623600577,0.044217933975123636,0.4317635982732232,96.36194789662802,5.919014733985313,5.34238504458434,5.34238504458434,5.34238504458434,0.30500425667258013,0.36817785068734155,70.06947084227046
8g,row,536279090,V2,amount_density_ul,169.79999999999998,4,1,4,1.497746645443117,1.4727079666385594,1.5136387825253366,1.488600103720779,0.04572564563423858,4.131754161053539,4.036656195009955,-4.036656195009955,-3.9601820879358094,-1.2073849950400666,0.2570056732332079,68.28556978953294,4.72604199388406,4.661413876609413,-4.661413876609413,-4.568061677031599,-1.8880472375204636,0.29397189596025575,89.34189171182248
8g,row,536279090,V2,amount_density_ul,169.9,2,1,2,1.3885674933680021,1.33746257525746,1.4396724114785444,1.3885674933680021,0.14454653659179018,3.814253390629189,3.6544214528719143,-3.6544214528719143,-3.6544214528719143,-817.3547521958471,0.23725631350020632,29.097057855852526,4.661210006321289,4.539712339126418,-4.539712339126418,-4.539712339126418,-1221.1369281704135,0.28993918056598644,43.45375744605942
8g,row,536279090,V2,amount_density_ul,173.70000000000002,2,1,2,2.0041215152591723,1.971373503023966,2.0368695274943787,2.0041215152591723,0.09262536608757774,2.012411494928915,1.9633112656702725,1.9633112656702725,1.9633112656702725,0.982306914984161,0.12517714048712256,8.09960004984406,2.0621371565949387,1.9612678502538508,1.9612678502538508,1.9612678502538508,0.9814217380999591,0.12827020378549278,8.504819305218918
8g,row,536279090,V2,loading_volume_ul,300,81,53,81,1.6955441412032517,1.5338160584532556,1.9699241303844062,1.8256522618635687,0.5498400751053756,14.182093267649343,5.839984069169494,0.37147892101330016,-0.9870692480034364,0.6334401098091256,0.8821624632136805,16291.67332563669,14.273473906651489,6.073196058621542,-0.23679206421673987,-1.8713124632682963,0.6287011207676618,0.8878465726092982,16502.296646472736
8g,row,536279090,V2,loading_volume_ul,400,5,2,5,1.507143337995992,1.4883499528902417,1.53312511611337,1.5844814777813234,0.21802365802864426,3.9290487062114545,3.8260342282461814,-2.632615683769746,-3.3346943253954855,-1.4547183585489933,0.244396875647717,77.18711867890953,4.280136340567725,4.029527090436512,-3.4287351121385483,-4.100269148019013,-1.9130105149414804,0.2662354241949955,91.59783546924237
8g,row,536279090,V2,loading_volume_ul,500,2,1,2,1.5977682667970865,1.4431737846279749,1.752362748966198,1.5977682667970865,0.4372592267032061,6.0765607146794824,4.551048525623749,-4.026480775640675,-4.026480775640675,-112.31751243354032,0.37797761351329984,73.84918023837204,6.182700765816936,4.454332992380797,-4.287739072357512,-4.287739072357512,-116.3107481781066,0.38457979608183696,76.45157751926665
8g,row,536279090,V2,loading_volume_ul,600,1,1,1,3.1977190060914147,3.1977190060914147,3.1977190060914147,3.1977190060914147,,15.173690036542396,15.173690036542396,15.173690036542396,15.173690036542396,,0.9438423176366384,230.240869325066,14.452244592019863,14.452244592019863,14.452244592019863,14.452244592019863,,0.8989665663350976,208.86737374756737
8g,row,536279090,V2,loading_volume_ul,800,2,1,2,2.0041215152591723,1.971373503023966,2.0368695274943787,2.0041215152591723,0.09262536608757774,2.012411494928915,1.9633112656702725,1.9633112656702725,1.9633112656702725,0.982306914984161,0.12517714048712256,8.09960004984406,2.0621371565949387,1.9612678502538508,1.9612678502538508,1.9612678502538508,0.9814217380999591,0.12827020378549278,8.504819305218918
8g,row,536279090,V2,loading_volume_ul,1000,1,1,1,2.0029662998760207,2.0029662998760207,2.0029662998760207,2.0029662998760207,,2.0988688858700435,2.0988688858700435,2.0988688858700435,2.0988688858700435,,0.13055501126517136,4.405250600073358,0.7796066415368941,0.7796066415368941,0.7796066415368941,0.7796066415368941,,0.048493526467261974,0.6077865155284352
8g,row,536279090,V2,pair_status,exact_paired,65,43,65,1.6843702101133906,1.507143337995992,1.8511919937064443,1.7901065429405203,0.5704740471458827,14.407896236576901,5.13005179553892,0.6886545524429503,-1.226756746783833,0.545627293704301,0.8962079852329495,13493.185807657846,14.528647073416634,5.435653627879178,-0.02386677753932105,-2.197825534861561,0.5379792934979044,0.9037189960302512,13720.30307595335
8g,row,536279090,V2,pair_status,same_compound_condition_different,27,21,27,1.8078832194583625,1.5704199617808343,2.092580669754781,1.9202881547704382,0.4721510102986202,10.873463342895871,7.000621945886322,-0.5440596971515392,-0.32771405532151654,0.7795000720729242,0.6763572221114412,3192.269536871107,10.83209046387803,6.919336418785438,-0.8960586456608644,-0.7685718152830834,0.7811748578992781,0.6737837232508834,3168.0229630762087
8g,row,536279090,V2,relaxed_pair_status,relaxed_paired,67,44,67,1.6862394672656322,1.5123030645574806,1.846829432350841,1.78896048734023,0.5618876588789131,14.192481125287442,5.00436211967975,0.6406515014966899,-1.226756746783833,0.5480292345084338,0.8828086145193161,13495.5768729399,14.312292800520035,5.312796568517881,-0.06255559430757102,-2.1730743203317857,0.5403660296528192,0.8902612070633265,13724.395588923782
8g,row,536279090,V2,relaxed_pair_status,same_compound_condition_different,25,19,25,1.9069572311353093,1.5524024110213723,2.1155437997799766,1.933774112725609,0.4885522605963028,11.295801824729491,7.4871158892166845,-0.5140286605831207,0.5245677499830741,0.7674062173539417,0.7026277555519553,3189.878471589053,11.249765242183106,7.367287961146219,-0.8621479661716781,0.16659392002328488,0.7692982482017406,0.6997641624073736,3163.9304501057773
8g,row,769539383,V1,source_bin,extreme_tail,10,10,10,2.3474680646687553,1.7796956341562669,2.776139286147598,2.3289904377495696,0.5873282852697048,23.709842629462116,20.278055513459826,0.4743404322521023,-0.6137800917305043,0.5535317278739991,3.008993476146041,5621.56637513859,25.234014954254114,20.96847305719674,-2.045345738853166,-1.8397982620335505,0.49428484222589464,3.202424729718453,6367.555107115203
8g,row,769539383,V1,source_bin,high,21,20,21,2.1474902367414797,1.994754879516414,2.306372641887036,2.2270912229864352,0.6449610845294962,6.433761667233477,4.75602255384445,-1.3961958489181336,-2.0668466979976756,0.49680193063704436,0.8165025464879347,869.2590730060208,6.3451898998839305,4.225514598350246,0.043825173183030586,-0.4379193531492156,0.5105613327614518,0.8052619881134839,845.4901321773699
8g,row,769539383,V1,source_bin,low,31,25,31,2.1151215413799362,1.9129999830865052,2.1711742584764235,2.0259333375106063,0.2554397633374033,2.095784874155431,1.6852568181228518,-1.6131290422155393,-1.283965157788126,-3.2287537774945276,0.26597405610373326,136.16174140089956,1.2200626537477912,1.0049417850267117,0.32492596123519,0.427297474283165,-0.4331223287374937,0.15483698576112456,46.14513925117318
8g,row,769539383,V1,source_bin,medium,30,28,30,1.913612171436337,1.745166492614908,2.178626008834061,2.068403294057055,0.6492527202555181,4.544587897001686,3.7709332220340004,-1.8729213860616263,-2.6790220393773767,-0.21280452807028172,0.5767493081906024,619.5983746072262,4.022248535672404,2.7768569928159317,-0.037192854240754185,-1.17582390374454,0.04996501346397164,0.5104597188779737,485.3544984815638
8g,row,769539383,V1,PE/EA,0/1,13,13,13,1.7017580088463025,1.4735984376149134,1.8760655154011008,1.664320978383932,0.40525755835837146,5.584088351136443,4.408690326675327,-4.297269978988735,-3.5990230048574983,-34.82802609747639,0.7086713177047284,405.3665552728703,4.25413664836574,2.4445104572759764,-2.1073880713048907,-0.9907457520065863,-19.794150914652587,0.5398884177181353,235.2698220985904
8g,row,769539383,V1,PE/EA,1/1,14,14,14,1.9592205913377154,1.7863275604297244,2.132731900743894,1.9567853525789813,0.2228679885264026,2.4119598593835345,2.0350671040730988,-2.0350671040730988,-1.7778848010483976,0.6344905362109876,0.3060995214111138,81.44570508588414,1.4764029050770944,1.0487711067993486,-0.5921559164960503,-0.238455048737233,0.8630480385604796,0.18736888215444147,30.51671753368117
8g,row,769539383,V1,PE/EA,10/1,13,13,13,2.1476144114415625,1.87405151063172,2.3401882115241603,2.3075041448605975,0.6879357366480433,11.39525707032463,6.4054047415462,-2.8303446312088947,-1.5151550916044538,0.7322426441037384,1.4461611879703873,1688.0744880841855,13.750314900639097,6.779978755930231,-1.6503131573642316,0.6116886099240091,0.6101312326004302,1.745039327235525,2457.925078267588
8g,row,769539383,V1,PE/EA,2/1,13,13,13,1.9950433121530189,1.8510296374106485,2.1298717002824437,2.006089054594693,0.21243367478403344,3.3523063107547975,2.599341256066727,-2.5400667377780164,-1.5530422881354458,0.5065636374391045,0.4254379911644831,146.09344881464372,2.4633033494798346,1.7047430189564068,-0.712313088233,-0.4339731587726803,0.7335721892964816,0.3126154746865844,78.88222409026145
8g,row,769539383,V1,PE/EA,20/1,15,15,15,2.2567448496305986,2.047195153944272,2.306954831963684,2.298710107361909,0.6194825114137111,9.286149599394735,4.969078526634236,-2.728567385947251,-1.8978575592917224,0.47016619492141554,1.1784963738381768,1293.4886157350847,10.536677578206307,5.103461392327949,-1.4411199040313845,0.20314569205192257,0.3178565800145394,1.33719968489712,1665.3236158061327
8g,row,769539383,V1,PE/EA,5/1,15,15,15,2.1616874972514584,1.9821975294874132,2.654787045728439,2.216318493942349,0.46143717949327673,9.398771879788027,5.831646619899516,2.089266709101321,-1.06741354903148,0.9391288807164238,1.1927891598455802,1325.0536927244125,8.324484520051465,4.988694889754348,2.862592653710414,0.22589788743100847,0.9522488571820856,1.0564523773763157,1039.4556378686473
8g,row,769539383,V1,PE/EA,50/1,9,9,9,2.2395569505858024,1.7511830293499704,3.2917675264236763,2.453504897463532,0.7184811709171487,16.01063208702842,11.4612775463759,3.6654396375672755,-0.25549421189151644,0.8088310775288376,2.031894021893637,2307.063058435656,15.766250104998926,11.637142612565471,3.8335631249852327,0.8193318842336499,0.8146224407426668,2.000879738032443,2237.171781360408
8g,row,769539383,V1,loading solvent,DCM,60,41,60,2.103073901681448,1.8430340377589636,2.275337958770832,2.1651107472803353,0.6078020478111681,10.600614167399113,6.124411438228289,-1.0260469482605858,-1.5791647494134518,0.8631462057418866,1.345313816347707,6742.381243563767,11.093904582061743,5.676090931910609,0.09626256486799441,1.8819969822558846e-05,0.8501131130355936,1.407916831591714,7384.483132553433
8g,row,769539383,V1,loading solvent,PE,32,23,32,1.999775754546424,1.757506894848215,2.2047352600737256,2.0315064846228488,0.37968681952631556,3.9694313217897212,3.1426031404519614,-2.1627666718642224,-2.57587440491669,0.902269073065672,0.5037567367247426,504.2043205889694,3.3543895889932256,2.259812073218497,-0.5109988585218566,-0.2162868622167422,0.9302085154690412,0.4257023780153953,360.0617444718765
8g,row,769539383,V1,loading_ul,100,92,64,92,2.038581845822372,1.780440478975739,2.26103992141459,2.1186396993994707,0.5410360913383153,8.875090669563017,5.087260725958263,-1.4214277216879379,-1.849547504715904,0.8706879856898605,1.126329277771573,7246.585564152736,9.1749569819068,4.48782002453944,-0.11495879978934527,-0.06625628666159855,0.8618021288650162,1.1643850249842183,7744.544877025309
8g,row,769539383,V1,amount_density_ul,86.0,1,1,1,2.004796629576434,2.004796629576434,2.004796629576434,2.004796629576434,,1.3407870078582,1.3407870078582,-1.3407870078582,-1.3407870078582,,0.17015799820339086,1.797709800441345,0.22589788743100847,0.22589788743100847,0.22589788743100847,0.22589788743100847,,0.02866848507507355,0.05102985554579258
8g,row,769539383,V1,amount_density_ul,86.1,1,1,1,2.2395569505858024,2.2395569505858024,2.2395569505858024,2.2395569505858024,,0.25549421189151644,0.25549421189151644,-0.25549421189151644,-0.25549421189151644,,0.032424526336558304,0.0652772923100671,0.8193318842336499,0.8193318842336499,0.8193318842336499,0.8193318842336499,,0.10398062665308486,0.6713047365218631
8g,row,769539383,V1,amount_density_ul,88.4,1,1,1,2.22518528279793,2.22518528279793,2.22518528279793,2.22518528279793,,1.4904164698397118,1.4904164698397118,-1.4904164698397118,-1.4904164698397118,,0.18914733027015646,2.2213412535694683,2.294455568501977,2.294455568501977,2.294455568501977,2.294455568501977,,0.2911871641168303,5.264526355829731
8g,row,769539383,V1,amount_density_ul,94.45,2,1,2,2.260598888101004,2.1930833270975723,2.3281144491044357,2.260598888101004,0.19096284408456263,0.521736418775843,0.5072744048375508,-0.12199003596093583,-0.12199003596093583,-22.194130329878092,0.06621307044921222,0.5444177813540836,1.2020835633238751,1.083310719154876,1.083310719154876,1.083310719154876,-122.12467729155794,0.15255527657232634,2.8900097864268495
8g,row,769539383,V1,amount_density_ul,97.5,4,2,4,1.9297498316585586,1.7256560984083653,2.1533802842375716,1.9492865509873785,0.33153601605433314,2.719570805188623,2.3005348859072465,-2.3005348859072465,-2.2467987364201774,0.03270673543902536,0.3451381326572494,29.584261457737178,2.0552056781347514,1.8151159093450513,-0.7457937942081436,-0.6083442372434629,0.4475817658324823,0.2608241891053859,16.895481517749293
8g,row,769539383,V1,amount_density_ul,98.6,1,1,1,2.3071525628206504,2.3071525628206504,2.3071525628206504,2.3071525628206504,,0.3916453176860806,0.3916453176860806,-0.3916453176860806,-0.3916453176860806,,0.04970333309661848,0.15338605486543097,1.9660582988725617,1.9660582988725617,1.9660582988725617,1.9660582988725617,,0.2495105803730309,3.865385234565671
8g,row,769539383,V1,amount_density_ul,99.0,1,1,1,1.6041272717349544,1.6041272717349544,1.6041272717349544,1.6041272717349544,,3.913989157840403,3.913989157840403,-3.913989157840403,-3.913989157840403,,0.4967206246663851,15.319311127692226,1.6513040663956868,1.6513040663956868,-1.6513040663956868,-1.6513040663956868,,0.20956542143994705,2.726805119694931
8g,row,769539383,V1,amount_density_ul,99.5,3,2,3,2.306372641887036,2.0912190786440683,2.772042949209014,2.4733838046063763,0.6960177361861428,3.9924815714759085,3.7329697420281245,-0.046165155830549885,-2.069679341930513,-0.03268614743823872,0.506682021890621,47.81972729572422,4.074820270212758,2.6389470403262774,2.577197761382747,0.8141484581470859,-0.07572045474112277,0.5171315474823965,49.81248070361031
8g,row,769539383,V1,amount_density_ul,99.6,1,1,1,1.6470445158699811,1.6470445158699811,1.6470445158699811,1.6470445158699811,,3.7566913852216484,3.7566913852216484,-3.7566913852216484,-3.7566913852216484,,0.4767581146228137,14.112730163798547,2.311574661776959,2.311574661776959,-2.311574661776959,-2.311574661776959,,0.29335973188908315,5.343377416969261
8g,row,769539383,V1,amount_density_ul,99.7,3,1,3,1.8871015517721157,1.6803499946935145,2.0401147908375745,1.8512760064300207,0.361100139599628,2.9829987211417905,2.6112522320272467,-2.6112522320272467,-3.3291247920122,0.3609681832111872,0.37856951779655307,26.69484411100067,2.1674964486889987,1.889348213584193,-1.6246548493285913,-2.4859411894800036,0.6626092772275495,0.2750749035158344,14.094122565238262
8g,row,769539383,V1,amount_density_ul,100.1,1,1,1,2.5512256338628454,2.5512256338628454,2.5512256338628454,2.5512256338628454,,8.909641728866418,8.909641728866418,8.909641728866418,8.909641728866418,,1.1307141196983044,79.38171573675778,7.185720879231923,7.185720879231923,7.185720879231923,7.185720879231923,,0.9119329716742942,51.6345845542296
8g,row,769539383,V1,amount_density_ul,101.2,1,1,1,2.135119945627145,2.135119945627145,2.135119945627145,2.135119945627145,,0.9030607467074212,0.9030607467074212,-0.9030607467074212,-0.9030607467074212,,0.11460657659657558,0.8155187122437652,0.1274036746592948,0.1274036746592948,0.1274036746592948,0.1274036746592948,,0.01616867863182218,0.016231696316691437
8g,row,769539383,V1,amount_density_ul,101.89999999999999,2,1,2,1.8793996935242094,1.821722100528107,1.9370772865203119,1.8793996935242094,0.16313686852024664,3.2580611896149887,3.2527545142137377,-3.2527545142137377,-3.2527545142137377,0.40884815327257173,0.41347743288073074,21.22992543055087,1.3424394116393221,1.2581656087570527,-1.2581656087570527,-1.2581656087570527,0.8996378479729189,0.17036770318857608,3.604287147845059
8g,row,769539383,V1,amount_density_ul,102.2,2,1,2,2.255311884792263,2.246005258805112,2.264618510779414,2.255311884792263,0.02632311338192579,0.09403726128672388,0.07059152890871445,-0.06212763118482556,-0.06212763118482556,0.989082708011966,0.011934178988382936,0.017686013020615156,1.614455714975858,1.6142474908952353,1.6142474908952353,1.6142474908952353,-2.2178608094052006,0.20488903236551156,5.212934511236418
8g,row,769539383,V1,amount_density_ul,102.32000000000001,1,1,1,1.4691858441207448,1.4691858441207448,1.4691858441207448,1.4691858441207448,,4.293858835041472,4.293858835041472,-4.293858835041472,-4.293858835041472,,0.5449295224792868,18.437223695263704,1.9841563700277343,1.9841563700277343,-1.9841563700277343,-1.9841563700277343,,0.2518073892927608,3.936876500721635
8g,row,769539383,V1,amount_density_ul,102.60000000000001,1,1,1,1.9696401794584122,1.9696401794584122,1.9696401794584122,1.9696401794584122,,2.2242433191587434,2.2242433191587434,-2.2242433191587434,-2.2242433191587434,,0.282276594632206,4.947258342822304,0.9485340485384075,0.9485340485384075,-0.9485340485384075,-0.9485340485384075,,0.12037754988756792,0.899716841236662
8g,row,769539383,V1,amount_density_ul,102.89999999999999,1,1,1,2.056108038867685,2.056108038867685,2.056108038867685,2.056108038867685,,3.3423376474844346,3.3423376474844346,-3.3423376474844346,-3.3423376474844346,,0.4241728776327237,11.171220949791785,2.9830600396441938,2.9830600396441938,-2.9830600396441938,-2.9830600396441938,,0.37857729966911047,8.898647200122019
8g,row,769539383,V1,amount_density_ul,103.0,1,1,1,1.8398900377164242,1.8398900377164242,1.8398900377164242,1.8398900377164242,,3.076365220792022,3.076365220792022,-3.076365220792022,-3.076365220792022,,0.3904185710664824,9.464022971698746,1.8264724698540427,1.8264724698540427,-1.8264724698540427,-1.8264724698540427,,0.23179587617009165,3.3360016831347266
8g,row,769539383,V1,amount_density_ul,103.60000000000001,1,1,1,1.9239666445114754,1.9239666445114754,1.9239666445114754,1.9239666445114754,,2.4845819229790624,2.4845819229790624,-2.4845819229790624,-2.4845819229790624,,0.3153159181202034,6.173147331994336,0.2694754916946014,0.2694754916946014,-0.2694754916946014,-0.2694754916946014,,0.0341988771989035,0.07261704062404718
8g,row,769539383,V1,amount_density_ul,103.89999999999999,2,1,2,2.0538872435206237,1.952458440465636,2.155316046575611,2.0538872435206237,0.28688397779126595,2.0446108744708527,1.8254344787618013,-1.8254344787618013,-1.8254344787618013,0.6302597363327129,0.25947961269448616,8.36086725600893,1.0355567193549566,0.8267430442903319,-0.6235973522384093,-0.6235973522384093,0.9051530879671691,0.13142151390099507,2.1447554380024005
8g,row,769539383,V1,amount_density_ul,104.3,1,1,1,2.0733346551114855,2.0733346551114855,2.0733346551114855,2.0733346551114855,,3.9747286955084746,3.9747286955084746,-3.9747286955084746,-3.9747286955084746,,0.5044290213623737,15.798468202898501,1.2173543005257947,1.2173543005257947,-1.2173543005257947,-1.2173543005257947,,0.15449327124123316,1.481951493008647
8g,row,769539383,V1,amount_density_ul,104.5,1,1,1,2.3401882115241603,2.3401882115241603,2.3401882115241603,2.3401882115241603,,1.5151550916044538,1.5151550916044538,-1.5151550916044538,-1.5151550916044538,,0.19228688512348371,2.295694951614901,1.719292793077729,1.719292793077729,1.719292793077729,1.719292793077729,,0.21819380578795328,2.955967708329019
