column,protocol,seed,budget,target,feature,ratio_spearman,scale_residual_spearman,ratio_partial_source_rho,ratio_partial_source_compound_rho,common_source_bins,relative_standardized_contrast
8g,row,536279090,100,V2,solvent_DCM,0.10399318363793691,0.10483183834469448,0.13733167246649391,,3.0,0.060130594561189396
8g,row,536279090,100,V2,loading_ul,,,,,0.0,
8g,row,536279090,100,V2,amount_density_ul,0.19148084038541313,0.2199320211697036,0.17850915455940233,,4.0,0.200467548321389
8g,row,536279090,100,V2,loading_volume_ul,0.021175137291738463,0.0331306088634306,0.03022719724259052,,1.0,
8g,row,536279090,100,V2,MolWt,-0.13008343995691768,-0.04202650789890982,,,,
8g,row,536279090,100,V2,MolLogP,-0.18007539678632398,-0.07595195654781825,,,,
8g,row,536279090,100,V2,TPSA,0.11698429284138105,0.039667770364488604,,,,
8g,row,536279090,100,V2,HBD,0.11919410479543494,0.10175106506927374,,,,
8g,row,536279090,100,V2,HBA,0.12175776355345817,0.0400965656916814,,,,
8g,row,536279090,100,V2,RotatableBonds,-0.17936252156929997,-0.17315891521549273,,,,
8g,row,536279090,100,V2,RingCount,-0.010974492255448486,0.01550821692491245,,,,
8g,row,769539383,100,V1,source,0.08085322811830525,-0.15176548556632705,,,,
8g,row,769539383,100,V1,EA_fraction,-0.42279458467416936,-0.20138677049697729,-0.4415653221535827,-0.5489638554603852,3.0,-0.21369191512561775
8g,row,769539383,100,V1,solvent_DCM,0.0850771695488711,0.09968638048150552,0.08500885686158396,,3.0,0.05354797881015071
8g,row,769539383,100,V1,loading_ul,,,,,0.0,
8g,row,769539383,100,V1,amount_density_ul,-0.07519973705973006,-0.07581638107005996,-0.07969312432286126,,4.0,1.8673632879844806e-05
8g,row,769539383,100,V1,loading_volume_ul,-0.09766921001773567,-0.04312278041811845,-0.08619441289240216,,1.0,
8g,row,769539383,100,V1,MolWt,-0.06122075193010843,0.011561884713801332,,,,
8g,row,769539383,100,V1,MolLogP,-0.051854989185965865,0.05416728671699569,,,,
8g,row,769539383,100,V1,TPSA,0.05495146079490818,-0.012076731731761745,,,,
8g,row,769539383,100,V1,HBD,0.02845551966122361,0.11246705389912187,,,,
8g,row,769539383,100,V1,HBA,-0.006648815219760262,-0.13095275193701733,,,,
8g,row,769539383,100,V1,RotatableBonds,0.02322230825166512,-0.026227824385348774,,,,
8g,row,769539383,100,V1,RingCount,-0.017708772398375136,0.01079601676541688,,,,
8g,row,769539383,100,V2,source,0.026802089915694403,-0.19898894933958045,,,,
8g,row,769539383,100,V2,EA_fraction,0.044303375645673666,0.18549458018272125,0.07078054366580486,-0.40772458985563853,3.0,-0.04043738720749179
8g,row,769539383,100,V2,solvent_DCM,-0.06187430512645171,-0.1203111488569894,-0.07390452107936277,,3.0,-0.03547178002751642
8g,row,769539383,100,V2,loading_ul,,,,,0.0,
8g,row,769539383,100,V2,amount_density_ul,-0.12468541888870371,-0.13164578815530234,-0.12806113140259207,,4.0,-0.05960566959284198
8g,row,769539383,100,V2,loading_volume_ul,-0.3079899552886282,-0.2518436167067854,-0.31255070934176743,,2.0,-0.13092375282323698
8g,row,769539383,100,V2,MolWt,-0.18325014900844722,-0.09721141088079296,,,,
8g,row,769539383,100,V2,MolLogP,-0.2439817305760875,-0.164882839786899,,,,
8g,row,769539383,100,V2,TPSA,0.22801242536028937,0.19663157418084667,,,,
8g,row,769539383,100,V2,HBD,0.20731878610320056,0.25067957796792223,,,,
8g,row,769539383,100,V2,HBA,0.1342048898162479,0.07012572864029754,,,,
8g,row,769539383,100,V2,RotatableBonds,-0.020639442824280728,-0.00911047078022858,,,,
8g,row,769539383,100,V2,RingCount,-0.11495554586441341,-0.13536332245414276,,,,
8g,row,1362771960,100,V1,source,0.062327574249032874,-0.17579335110891914,,,,
8g,row,1362771960,100,V1,EA_fraction,-0.3748048679872927,-0.16697264680355647,-0.3844594331950164,-0.7343881193947345,3.0,-0.1370320162976437
8g,row,1362771960,100,V1,solvent_DCM,-0.1139270212804464,-0.13952859909627705,-0.11380430153422756,,3.0,-0.017097949245548534
8g,row,1362771960,100,V1,loading_ul,,,,,0.0,
8g,row,1362771960,100,V1,amount_density_ul,-0.15018096987475943,-0.07253890393807033,-0.15067165539805386,,4.0,0.090143567752681
8g,row,1362771960,100,V1,loading_volume_ul,-0.1906267912589486,-0.05508196234677834,-0.1811005152153789,,2.0,-0.024946625305879645
8g,row,1362771960,100,V1,MolWt,-0.24855339337563975,-0.2204687595092094,,,,
8g,row,1362771960,100,V1,MolLogP,-0.1667470302198778,-0.08591592513957952,,,,
8g,row,1362771960,100,V1,TPSA,0.031063844803914394,-0.1093495035899789,,,,
8g,row,1362771960,100,V1,HBD,0.05813183589761799,-0.09135002783911397,,,,
8g,row,1362771960,100,V1,HBA,-0.01310431930210972,-0.1520162274181653,,,,
8g,row,1362771960,100,V1,RotatableBonds,-0.16861631811530986,-0.18904737590547568,,,,
8g,row,1362771960,100,V1,RingCount,-0.17894794349814663,-0.040825930360965206,,,,
8g,row,1362771960,100,V2,source,-0.07280797743630843,-0.21042491869981347,,,,
8g,row,1362771960,100,V2,EA_fraction,0.14887178513427696,0.19750224667937144,0.1302181354873893,-0.5821897047416092,3.0,-0.02615979372015743
8g,row,1362771960,100,V2,solvent_DCM,0.06613740935756253,-0.020054569289067344,0.0836187558882705,,3.0,0.05704592855658374
8g,row,1362771960,100,V2,loading_ul,,,,,0.0,
8g,row,1362771960,100,V2,amount_density_ul,0.11909176694359708,0.0678520119514235,0.12176374949496481,,4.0,0.10640541917768187
8g,row,1362771960,100,V2,loading_volume_ul,-0.042240041426618406,-0.026092149069576253,-0.035493209500674375,,2.0,-0.006120706430036064
8g,row,1362771960,100,V2,MolWt,-0.2164065700113595,-0.22003039373606015,,,,
8g,row,1362771960,100,V2,MolLogP,-0.2962346031088155,-0.17665366240433952,,,,
8g,row,1362771960,100,V2,TPSA,0.09000167702784793,-0.09980974318954453,,,,
8g,row,1362771960,100,V2,HBD,0.18546823834001927,0.05813183589761799,,,,
8g,row,1362771960,100,V2,HBA,0.02235082497789742,-0.16900897791505995,,,,
8g,row,1362771960,100,V2,RotatableBonds,-0.17597750805441373,-0.22173706836974102,,,,
8g,row,1362771960,100,V2,RingCount,-0.13091743719112875,-0.14127830355164261,,,,
8g,row,1425370602,100,V1,source,0.06701293096805018,-0.0636992740779557,,,,
8g,row,1425370602,100,V1,EA_fraction,-0.43529241603301033,-0.31329635834670005,-0.4847891926986171,-0.6921088331466738,3.0,-0.2564587352035839
8g,row,1425370602,100,V1,solvent_DCM,0.1545684701923154,0.09828303286738263,0.1602607555488965,,4.0,0.05129834060608615
8g,row,1425370602,100,V1,loading_ul,,,,,0.0,
8g,row,1425370602,100,V1,amount_density_ul,-0.0647563276749239,-0.07698919186015234,-0.06132773130875093,,4.0,-0.05353526359980397
8g,row,1425370602,100,V1,loading_volume_ul,0.11103018497018441,0.12550048993427104,0.12724962819033722,,2.0,0.1002034050479781
8g,row,1425370602,100,V1,MolWt,-0.059999471326112136,-0.01993812312908266,,,,
8g,row,1425370602,100,V1,MolLogP,0.022872101332726644,0.05074169070231495,,,,
8g,row,1425370602,100,V1,TPSA,-0.041231586323891754,-0.06724546216903135,,,,
8g,row,1425370602,100,V1,HBD,-0.005250809015088131,-0.08663834874895417,,,,
8g,row,1425370602,100,V1,HBA,-0.04060008496961434,-0.050484837431267346,,,,
8g,row,1425370602,100,V1,RotatableBonds,-0.1155386219396381,-0.08716792829609707,,,,
8g,row,1425370602,100,V1,RingCount,-0.06277317984420616,-0.045025628754433035,,,,
8g,row,1425370602,100,V2,source,0.02034431206941726,-0.21512568777645916,,,,
8g,row,1425370602,100,V2,EA_fraction,-0.12343112191174695,0.011730090190526187,-0.1383514382557816,-0.6503999692951721,3.0,-0.10005366619250342
8g,row,1425370602,100,V2,solvent_DCM,0.06537770027742192,-0.04026573593245191,0.06216341770765495,,4.0,0.01768375604436165
8g,row,1425370602,100,V2,loading_ul,,,,,0.0,
8g,row,1425370602,100,V2,amount_density_ul,0.11188407287245808,0.10519338219017813,0.11132638292818818,,4.0,0.015472170115489174
8g,row,1425370602,100,V2,loading_volume_ul,0.004267235490354464,-0.008438731722912514,0.0013817069886543217,,2.0,-0.015459734190116063
8g,row,1425370602,100,V2,MolWt,-0.2898960793954022,-0.036597297626857296,,,,
8g,row,1425370602,100,V2,MolLogP,-0.3509875989486861,-0.13358364847738152,,,,
8g,row,1425370602,100,V2,TPSA,0.1602064137032268,0.03523673068074697,,,,
8g,row,1425370602,100,V2,HBD,0.19165452905071684,0.03938106761316099,,,,
8g,row,1425370602,100,V2,HBA,0.12434125059813803,0.027197030784322125,,,,
8g,row,1425370602,100,V2,RotatableBonds,-0.1744729130832257,-0.07513436838352265,,,,
8g,row,1425370602,100,V2,RingCount,-0.26566342827496886,-0.2051201472768099,,,,
8g,row,2767143051,100,V1,source,0.009709785305858235,-0.18442427138079312,,,,
8g,row,2767143051,100,V1,EA_fraction,-0.26694443518704447,-0.10248509058477269,-0.3224010588505515,-0.21034334431002036,3.0,-0.18708591374784306
8g,row,2767143051,100,V1,solvent_DCM,0.11803970589453186,0.14380893746305642,0.11851513155420965,,3.0,0.14431607469810157
8g,row,2767143051,100,V1,loading_ul,,,,,0.0,
8g,row,2767143051,100,V1,amount_density_ul,0.043192201160325405,0.061893661095172706,0.0434926934860981,,4.0,0.11397287620848538
8g,row,2767143051,100,V1,loading_volume_ul,0.38404177601747186,0.3390811522882705,0.41065619980228196,,1.0,
8g,row,2767143051,100,V1,MolWt,0.12255633328436069,0.1262477891061788,,,,
8g,row,2767143051,100,V1,MolLogP,0.06801193515641824,0.2367652034821127,,,,
8g,row,2767143051,100,V1,TPSA,-0.004713229705847791,-0.16424034448310937,,,,
8g,row,2767143051,100,V1,HBD,0.12658082025467954,0.06969056396044153,,,,
8g,row,2767143051,100,V1,HBA,-0.06574036775964623,-0.26823098243280874,,,,
8g,row,2767143051,100,V1,RotatableBonds,-0.15569910916138588,-0.1690782629113564,,,,
8g,row,2767143051,100,V1,RingCount,0.09757742504787167,0.24694076088087336,,,,
8g,row,2767143051,100,V2,source,-0.09956383027911779,-0.20216389501101983,,,,
8g,row,2767143051,100,V2,EA_fraction,-0.009219761381124418,0.0022289533009311785,-0.08260854307052255,-0.12372593954421529,3.0,-0.12392334358554616
8g,row,2767143051,100,V2,solvent_DCM,0.06982630489535688,-0.018287841758307756,0.11005459422742346,,3.0,0.15171330100435618
8g,row,2767143051,100,V2,loading_ul,,,,,0.0,
8g,row,2767143051,100,V2,amount_density_ul,0.23026076185238617,0.18507199097931326,0.22348312554144112,,4.0,0.1705092923215492
8g,row,2767143051,100,V2,loading_volume_ul,0.214785287618882,0.18589804949290356,0.21665150187618334,,1.0,
8g,row,2767143051,100,V2,MolWt,0.34204414402329486,0.3041759597178109,,,,
8g,row,2767143051,100,V2,MolLogP,0.25946660924667014,0.3340305761481436,,,,
8g,row,2767143051,100,V2,TPSA,-0.04172779366243912,-0.1364322892186074,,,,
8g,row,2767143051,100,V2,HBD,-0.09244666647813672,-0.046934461442746336,,,,
8g,row,2767143051,100,V2,HBA,-0.10192006184437823,-0.2341076830385056,,,,
8g,row,2767143051,100,V2,RotatableBonds,-0.04150073994955287,-0.09070558975987071,,,,
8g,row,2767143051,100,V2,RingCount,0.24804032474000967,0.2664491519300662,,,,
