canonical_smiles,source_smiles,status,graph_origin,conformer_policy,force_field,selected_conformer_id,minimum_energy,geometry_changed,error,seconds,embedded_conformers,selected_energy,first_conformer_id,first_energy,first_is_minimum,minimum_conformer_id,energy_range,selected_is_minimum,nonconverged_conformers,rdkit_seed,mean_abs_bond_length_delta,max_abs_bond_length_delta,mean_abs_bond_angle_delta,max_abs_bond_angle_delta,descriptor_changed
CCOC(=O)C(Br)C(=O)OCC,CCOC(=O)C(C(=O)OCC)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,1.1441126726877318,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)C(C)(C)Br,CCOC(=O)C(C)(C)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,16.53323154173337,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)C(C)Br,CCOC(=O)C(C)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,9.744724181873131,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)C(Cc1ccccc1)C(C)=O,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,0,-7.830134425891359,False,,0.0,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)c1ccccc1,CCOC(=O)CC(=O)C1=CC=CC=C1,success,reused_4g_lowest_energy,lowest_energy,MMFF94,3,13.31956068736259,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)CC(C)=O,CCOC(=O)CC(=O)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,-23.327294754750053,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)Cc1ccccc1,CCOC(=O)CC1=CC=CC=C1,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,26.774861408121815,True,,0.0,,,,,,,,,,,,,,,
CCOC(=O)c1ccccc1,CCOC(=O)C1=CC=CC=C1,success,generated_8g_lowest_energy,lowest_energy,MMFF94,5,27.692158312583526,True,,0.0948,10.0,27.692158312583526,0.0,28.14335530823378,False,5.0,0.45119700866800727,True,0.0,83.0,0.0003993655696059718,0.002534151077270508,0.005074911791345347,0.0761559009552002,False
CCOC(=O)c1cccnc1,CCOC(=O)C1=CN=CC=C1,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,23.56926727110975,True,,0.0,,,,,,,,,,,,,,,
COC(=O)C#CC(=O)OC,COC(=O)C#CC(=O)OC,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,-23.59792390213454,True,,0.0,,,,,,,,,,,,,,,
COC(=O)C(C)(C)Br,CC(C)(C(=O)OC)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,18.914277552579414,True,,0.0,,,,,,,,,,,,,,,
COC(=O)CS,COC(=O)CS,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,14.94906692888476,True,,0.0,,,,,,,,,,,,,,,
COC(=O)c1ccc(C(C)(C)C)cc1,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,success,reused_4g_lowest_energy,lowest_energy,MMFF94,2,48.08847503897368,True,,0.0,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N,COC(=O)C1=CC=CC=C1N,success,reused_4g_lowest_energy,lowest_energy,MMFF94,0,42.240691572351565,False,,0.0,,,,,,,,,,,,,,,
COC(=O)c1ccccc1O,COC(=O)C1=CC=CC=C1O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,25.992540079039436,True,,0.0,,,,,,,,,,,,,,,
COCCCCC(=O)c1ccc(C(F)(F)F)cc1,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,68.94522469942711,True,,0.0,,,,,,,,,,,,,,,
COCCOC(=O)CC(C)=O,CC(=O)CC(=O)OCCOC,success,reused_4g_lowest_energy,lowest_energy,MMFF94,9,-4.201993152633694,True,,0.0,,,,,,,,,,,,,,,
COc1cc(Br)cc(OC)c1,COC1=CC(=CC(=C1)Br)OC,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,16.79917754792946,True,,0.0,,,,,,,,,,,,,,,
COc1cc(F)cc(Br)c1,COC1=CC(=CC(=C1)Br)F,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,5.09616391554608,True,,0.0,,,,,,,,,,,,,,,
COc1ccc(C)cc1OC,CC1=CC(=C(C=C1)OC)OC,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,42.864616985517024,True,,0.0,,,,,,,,,,,,,,,
COc1ccc(C=O)cc1,COC1=CC=C(C=C1)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,34.389011114486934,True,,0.0,,,,,,,,,,,,,,,
COc1ccc(CCO)cc1,COC1=CC=C(C=C1)CCO,success,reused_4g_lowest_energy,lowest_energy,MMFF94,8,32.03122614182484,True,,0.0,,,,,,,,,,,,,,,
COc1ccc(CO)cc1,COC1=CC=C(C=C1)CO,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,22.694326282798926,True,,0.0,,,,,,,,,,,,,,,
COc1ccc(OC)c(Br)c1,COC1=CC(=C(C=C1)OC)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,32.54779151922813,True,,0.0,,,,,,,,,,,,,,,
COc1ccccc1,COC1=CC=CC=C1,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,20.50113745038172,True,,0.0,,,,,,,,,,,,,,,
CSc1ccc(C=O)cc1,CSC1=CC=C(C=C1)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,0,29.74512350723437,False,,0.0,,,,,,,,,,,,,,,
Cc1ccc(C(=O)c2ccccc2)cc1C,CC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,75.58409935383054,True,,0.0,,,,,,,,,,,,,,,
Cc1ccc(C(C)C)cc1,CC1=CC=C(C=C1)C(C)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,3,25.13277440040682,True,,0.0,,,,,,,,,,,,,,,
Cc1ccc(C)cc1,CC1=CC=C(C=C1)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,20.598847495623893,True,,0.0,,,,,,,,,,,,,,,
Cc1ccc(C=O)c(C)c1,CC1=CC(=C(C=C1)C=O)C,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,37.40217151308115,True,,0.0,,,,,,,,,,,,,,,
Cc1ccc(Cl)cc1Br,CC1=C(C=C(C=C1)Cl)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,13.556941482129043,True,,0.0,,,,,,,,,,,,,,,
Cc1ccccc1C=O,CC1=CC=CC=C1C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,35.373856130749765,True,,0.0,,,,,,,,,,,,,,,
ClCCCc1ccccc1,C1=CC=C(C=C1)CCCCl,success,reused_4g_lowest_energy,lowest_energy,MMFF94,8,16.218334538578745,True,,0.0,,,,,,,,,,,,,,,
ClCCc1ccccc1,C1=CC=C(C=C1)CCCl,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,24.04469452142139,True,,0.0,,,,,,,,,,,,,,,
FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,60.670845948943615,True,,0.0,,,,,,,,,,,,,,,
N#Cc1ccccc1Br,C1=CC=C(C(=C1)C#N)Br,success,reused_4g_lowest_energy,lowest_energy,MMFF94,3,26.52990764754148,True,,0.0,,,,,,,,,,,,,,,
O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,46.29166615571446,True,,0.0,,,,,,,,,,,,,,,
O=C(/C=C/c1ccccc1)c1ccccc1,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,success,reused_4g_lowest_energy,lowest_energy,MMFF94,8,60.60733433505286,True,,0.0,,,,,,,,,,,,,,,
O=C(CCCCl)c1ccc(F)cc1,C1=CC(=CC=C1C(=O)CCCCl)F,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,27.672470001885387,True,,0.0,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)c1ccccc1,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,success,reused_4g_lowest_energy,lowest_energy,MMFF94,2,67.03486035351094,True,,0.0,,,,,,,,,,,,,,,
O=C(Cc1ccccc1F)C1CC1,C1CC1C(=O)CC2=CC=CC=C2F,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,50.282746995621565,True,,0.0,,,,,,,,,,,,,,,
O=C(c1ccccc1)c1ccc(Cl)cc1,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,success,reused_4g_lowest_energy,lowest_energy,MMFF94,4,69.06086745918202,True,,0.0,,,,,,,,,,,,,,,
O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,116.17740702275918,True,,0.0,,,,,,,,,,,,,,,
O=C1CCCc2ccccc21,C1CC2=CC=CC=C2C(=O)C1,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,33.38231966109617,True,,0.0,,,,,,,,,,,,,,,
O=CCCc1ccccc1,C1=CC=C(C=C1)CCC=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,4,16.07664359028481,True,,0.0,,,,,,,,,,,,,,,
O=Cc1cc(Br)ccc1O,C1=CC(=C(C=C1Br)C=O)O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,5,17.932853067945878,True,,0.0,,,,,,,,,,,,,,,
O=Cc1ccc(-c2ccccc2)cc1,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,3,53.78765912181406,True,,0.0,,,,,,,,,,,,,,,
O=Cc1ccc(Br)cc1O,C1=CC(=C(C=C1Br)O)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,4,23.24160128386676,True,,0.0,,,,,,,,,,,,,,,
O=Cc1ccc(Cl)cc1Br,C1=CC(=C(C=C1Cl)Br)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,9,22.728774120601567,True,,0.0,,,,,,,,,,,,,,,
O=Cc1ccc2c(c1)CCO2,C1COC2=C1C=C(C=C2)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,6,37.997666707480434,True,,0.0,,,,,,,,,,,,,,,
O=Cc1ccc2ccccc2c1Br,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,success,reused_4g_lowest_energy,lowest_energy,MMFF94,1,48.29261251795454,True,,0.0,,,,,,,,,,,,,,,
OCCCc1ccccc1,C1=CC=C(C=C1)CCCO,success,reused_4g_lowest_energy,lowest_energy,MMFF94,7,18.52752602570949,True,,0.0,,,,,,,,,,,,,,,
OCc1cccc(Br)c1,C1=CC(=CC(=C1)Br)CO,success,reused_4g_lowest_energy,lowest_energy,MMFF94,2,16.806134305701917,True,,0.0,,,,,,,,,,,,,,,
c1ccc(COCc2ccccc2)cc1,C1=CC=C(C=C1)COCC2=CC=CC=C2,success,reused_4g_lowest_energy,lowest_energy,MMFF94,4,46.42597487544875,True,,0.0,,,,,,,,,,,,,,,
