dataset_id,source_row_1based,record_hash,CAS,smiles,column_specs,PE_EA,flow_ml_min,t1_raw,t2_raw,V1_ml_current_formula,V2_ml_current_formula,issue_flags,current_reader_keeps,current_qgeognn_keeps
4g,3500,f28e90dfec91,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,557.0,1527.0,4.641666666666667,12.725,repeated_experiment_key,True,True
4g,3501,716079349766,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,605.0,1656.0,5.041666666666667,13.8,repeated_experiment_key,True,True
4g,3502,752fd9dc00a8,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,10/1,10,603.0,1741.0,5.025,14.508333333333333,repeated_experiment_key,True,True
4g,3503,3870136906c1,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,753.0,1988.0,6.275,16.566666666666666,repeated_experiment_key,True,True
4g,3504,b0c9650ad3b8,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,616.0,1961.0,5.133333333333334,16.341666666666665,repeated_experiment_key,True,True
4g,3505,4a74d7af401c,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,20/1,10,614.0,2026.0,5.116666666666666,16.883333333333333,repeated_experiment_key,True,True
4g,3506,58b92578197f,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,752.0,2431.0,6.266666666666667,20.258333333333333,repeated_experiment_key,True,True
4g,3507,97764d9a33f2,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,614.0,2442.0,5.116666666666666,20.35,repeated_experiment_key,True,True
4g,3508,c4a26e4493f8,67713-23-9,C1=CC(=C(C(=C1)Br)C=O)Br,Silica-CS 4g,50/1,10,620.0,2533.0,5.166666666666667,21.108333333333334,repeated_experiment_key,True,True
4g,3521,162b7ecdc660,3392-97-0,COC1=C(C(=CC=C1)OC)C=O,Silica-CS 4g,10/1,10,12480.0,18414.0,104.0,153.45,removed_by_qgeognn_threshold,True,False
4g,3522,20722a6027a4,3392-97-0,COC1=C(C(=CC=C1)OC)C=O,Silica-CS 4g,10/1,10,12008.0,18599.0,100.06666666666666,154.99166666666667,removed_by_qgeognn_threshold,True,False
4g,3523,8bf53a653dbf,3392-97-0,COC1=C(C(=CC=C1)OC)C=O,Silica-CS 4g,10/1,10,11852.0,22314.0,98.76666666666667,185.95,removed_by_qgeognn_threshold,True,False
4g,3524,9d65e5b71089,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,615.0,1120.0,5.125,9.333333333333334,repeated_experiment_key,True,True
4g,3525,425e7526c063,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,463.0,931.0,3.8583333333333334,7.758333333333334,repeated_experiment_key,True,True
4g,3526,d2e9ab51eeb7,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,0/1,10,461.0,990.0,3.841666666666667,8.25,repeated_experiment_key,True,True
4g,3527,680defdb269b,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,606.0,1065.0,5.05,8.875,repeated_experiment_key,True,True
4g,3528,59df497b146a,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,488.0,988.0,4.066666666666666,8.233333333333333,repeated_experiment_key,True,True
4g,3529,5aaa1fe35016,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,1/1,10,483.0,1357.0,4.025,11.308333333333334,repeated_experiment_key,True,True
4g,3530,f7bccbfb219c,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,658.0,1161.0,5.483333333333333,9.675,repeated_experiment_key,True,True
4g,3531,5d54e6cf3bb3,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,517.0,1149.0,4.308333333333334,9.575,repeated_experiment_key,True,True
4g,3532,861498178297,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,2/1,10,504.0,1233.0,4.2,10.275,repeated_experiment_key,True,True
4g,3533,5fd4e801085c,611-70-1,CC(C)C(=O)C1=CC=CC=C1,Silica-CS 4g,5/1,10,691.0,1255.0,5.758333333333334,10.458333333333334,repeated_experiment_key,True,True
