selection_order,pool_position,selected_from_center,largest_cluster_score,nearest_center_sq_distance_before_selection
87,1683,186,89827.8761970237,21668.791556689714
88,2898,205,89701.59338039285,89701.5925589228
89,944,68,88911.58305258137,24601.134381378826
90,2598,323,88331.55820169386,18052.093808026286
91,2405,267,84606.50502661554,9715.574024294372
92,1289,284,83168.74976221178,4780.918357168195
93,2866,151,82570.8078732147,9584.101229346983
94,983,113,82307.68671087298,16947.34792034015
95,1022,112,82163.65860199547,7398.534055709402
96,2497,2,81377.87050853056,10276.194463708587
97,1384,150,81254.15656052623,27085.100050306937
98,1139,294,80759.20130317706,14131.388074704895
99,1688,155,79961.53416280323,4895.292721239042
100,1294,163,79563.67445341716,19890.92459657362
101,1141,208,78486.72710007628,8879.92766932333
102,1323,304,77846.00270749361,25948.740947615006
103,1720,191,76807.02510625422,18109.637235762333
104,1847,348,76664.64629255974,38332.36166374356
105,2712,266,75717.15178393218,5863.348283479678
106,2103,285,74700.24939569017,8441.970795458674
107,1667,401,74346.4148742068,15752.875641980761
108,2695,305,73173.05861503957,8049.10236770556
109,166,17,72972.05042099123,24324.01920344928
110,1708,338,72588.98276537319,36294.52879020508
111,2058,222,72447.15469476681,5891.567402606159
112,2821,332,71613.254589463,35806.68687834006
113,1902,333,70940.59393824555,16648.337012737175
114,427,302,70659.25135226402,22392.949511829356
115,2799,155,70170.9543523736,4641.919525306279
116,53,189,69998.38268645019,24148.949715123992
117,405,36,69844.85557164189,14456.586985746238
118,67,7,69773.66921551661,12071.19446962561
119,2621,299,69213.06561416705,4214.950822025914
120,122,10,69132.82110641614,8347.597364187626
121,1876,300,68285.0656897638,21987.439841471023
122,2186,239,65178.00676597422,5909.951574912166
123,1545,344,64886.68303922564,32443.38298260345
124,322,20,64742.629712108755,19878.085860266176
125,1150,127,64166.959473199895,17525.61332372343
126,1891,337,64093.78705050287,13349.06747644936
127,1403,395,63059.82099053633,13472.337627968023
128,946,422,61703.45211628001,12860.738053969326
129,92,358,61206.98562189174,6231.096778414212
130,1226,129,61015.72138085864,13900.969191493547
131,2509,299,60783.185023155405,4097.799252494977
132,2803,156,60530.24054493032,17523.493216966803
133,1631,261,60021.63533683626,51079.23117077627
134,2863,112,59968.255507763926,6395.040624338828
135,2968,425,59346.632450504854,10114.525854722644
136,796,131,59257.306967414,16170.656254353496
137,891,264,58748.68656553824,2631.063360826354
138,2788,314,58681.565392992285,21890.473883140912
139,685,266,58127.13545506231,5042.988059910211
140,2337,378,56946.733412638554,11877.576326352013
141,2816,11,56934.25284730394,5590.252411418041
142,2084,176,56904.76203828508,10101.942537268147
143,2976,139,56889.75999738052,18090.669483501602
144,2823,336,56442.62636124657,20387.42894179735
145,599,95,56263.54734296769,6190.124143330373
146,1742,155,56245.33392017054,4079.4861493033204
147,1238,307,55665.69272228343,4821.605647303183
148,1567,367,55389.228980795975,55389.22837398082
149,782,82,55381.60097438609,14321.090398951128
150,1334,353,53961.064883692685,17987.19670533872
151,1098,121,53569.68424220269,13827.90326181311
152,2718,138,53365.088477912024,17788.53935333561
153,898,470,53083.57459581467,4866.538901015632
154,1497,171,52747.74748196347,7535.62371394732
155,2284,323,52227.51349340494,14300.294834812099
156,1915,382,52062.11486532766,23723.15098156575
157,2670,208,51847.300104880764,2031.4233726762536
158,522,53,51371.61582975735,7404.077625375712
159,2506,264,50855.58234149158,2384.149756932554
160,7,2,50549.30651560798,6167.749974701121
161,2966,290,50386.97742191008,6132.150455192504
162,755,78,49737.71633758092,13152.545644034704
163,1364,277,49543.67948430228,5370.2472549340655
164,2994,167,49085.74845555988,5845.308365972336
165,2685,299,48489.96438748614,3981.493647320138
166,1023,113,48412.99308718387,12234.858440662414
167,1859,52,48409.843259178284,14301.68703389894
168,1872,207,48281.02404409478,8634.059074954319
169,1302,239,47448.29747781346,5694.157484499328
170,295,34,46802.781061184534,9360.969869837805
171,260,341,46794.934706215456,11698.760306961776
172,1305,181,46773.236824245825,15591.153272886128
173,2769,284,46507.47839800602,3733.7574657006967
174,1679,186,46490.42586745336,15496.834227803658
175,1067,478,46328.016689346165,10131.791343883055
176,1389,11,45753.797068980944,5334.7198121015645
177,2568,356,45732.504243664254,15244.173950679935
178,1748,415,45639.80609036202,16354.0764974856
179,2937,285,45586.81145003337,8165.251661768261
180,1272,103,45380.355205731124,4429.620280387338
181,198,20,44864.54385184258,8972.98216272748
182,2978,391,44348.03689219631,14803.201296215702
183,863,71,43830.54275661321,21915.306594747904
184,2218,264,43703.195694754555,1935.5509484089735
185,971,517,56860.1879219517,5180.576187054157
186,1643,517,46499.09042201436,4268.954856911094
187,503,405,43569.69889132105,7669.548867086938
188,1430,184,43533.134136146684,6612.550687815207
189,2357,296,43527.93035300927,14509.385752281349
190,1830,144,43505.06807534249,7771.184497986651
191,1222,37,43395.76398195089,4074.739911635288
192,1433,362,42985.6634697688,11851.875157795075
193,2792,335,42945.79685574712,12788.866108110291
194,693,72,42640.25990202278,21320.183650163002
195,2260,62,42292.45602147472,2350.997243977706
196,114,517,42230.135565103265,4081.019765890691
197,1231,274,42219.12401676158,4900.972044006594
198,860,115,40974.2823040566,8297.693747669917
199,1043,230,40657.39232432012,10487.373054948228
200,1725,191,40587.808695491185,13529.350337882352
201,369,160,40493.613392797175,5177.7317934197945
202,2089,371,40224.27178179861,10299.601482508471
203,2618,264,39832.09742442463,1913.535137032793
204,936,69,39716.231850229975,13644.450148423042
205,218,102,39600.47053091767,6011.60635353641
206,1078,359,39488.578827182355,9699.831474722829
207,2926,364,39304.01724668784,39304.01716834749
208,2126,245,39263.58335045503,4096.116525595691
209,1843,385,39211.93360651266,19606.006781180193
210,2349,263,39197.68278750131,13065.990925737657
211,2878,305,39109.68661826053,5443.9125851885365
212,2341,277,38803.259197276486,4863.84790578327
213,2947,139,38799.09051387892,10720.313942694214
214,1016,173,38765.760220212804,6094.388713865266
215,0,2,38213.80656620574,2687.7767841149544
216,372,451,38211.342430190736,9552.933229404487
217,1803,267,38101.48312230122,9318.963104355142
218,2723,143,38077.55053599551,38077.54997712583
219,906,439,38004.73569112251,15076.194147026712
220,2698,306,37624.16366050276,7265.802483630607
221,1246,62,37590.46161857889,1383.8590556313475
222,2545,285,37421.559788265105,7443.460463225372
223,2939,326,36856.737731158035,20539.162748362694
224,1135,237,36692.86969340228,1588.5776124318445
225,2140,234,36667.318418042676,18333.728488552326
226,155,53,36563.46057900592,7312.714236603262
227,2984,299,36545.526387627964,3833.256048902498
228,2328,208,36194.93317167217,1749.7238253846926
229,1392,113,36178.13464652146,12059.388243169757
230,1408,395,36115.471848280926,12038.618642611691
231,1185,264,36005.03724573709,1507.407286398167
232,383,260,35997.9890041223,3454.555662093934
233,2132,229,35944.83150344732,4391.733975779243
234,810,83,35759.259490421,5938.441291684884
235,704,144,35733.88357735584,5095.409611995194
236,1373,148,35711.141324923956,10556.217364528835
237,902,92,35619.6478687068,11873.26686009048
238,1795,345,35337.52259621263,11231.150189236214
239,1743,479,35182.81177191831,7323.926710863521
240,2253,251,35156.27743062463,11718.764984163252
241,37,307,35058.18062942123,3067.444280462496
242,987,106,35001.02333176986,17500.574082597974
243,965,496,34870.4769453115,3314.8048879348244
244,360,41,34510.26364501646,7544.713517125339
245,2449,271,34365.9361706575,11455.442628060351
246,592,65,34105.54007243749,23635.062428676145
247,1510,425,34088.51640772617,6817.712864475579
248,1444,155,34025.69219950861,4009.920773181024
249,2954,248,33979.02152855161,3737.427147601867
250,2807,351,33926.91025043433,9170.300816281786
251,466,49,33230.919810257285,4127.651440987494
252,390,514,33212.583679342846,11070.899960067996
253,2957,482,33079.69278924009,21856.38147350389
254,209,62,33057.567803141326,1266.7266847461806
255,1810,202,32960.90560537255,10987.038485571364
256,521,249,32944.89762286746,2697.5996195565695
257,2930,284,32896.60207764654,2887.4433107225864
258,49,449,32845.757145056064,8211.45004402852
259,501,299,32712.270338725462,3816.041943252487
260,2606,370,32685.46416509962,16342.745789144465
261,1060,94,32544.534941628553,7945.98626450729
262,2897,421,32251.234034223133,32251.234034223133
263,621,103,32091.70478587514,3537.598757969665
264,738,237,31927.295571154784,1015.2415205556367
265,1460,290,31826.14306199577,4196.775652901547
266,663,96,31815.129332691693,15907.582151400042
267,1653,537,31797.382574900388,10599.168286090833
268,888,264,31482.858256038875,1420.6220431183756
269,790,469,31149.749823421545,7882.940801676188
270,2834,207,31012.94747702345,7759.539801502018
271,566,297,30374.951777011353,5349.991730474831
272,2265,248,30241.59438094974,2124.982008969037
273,2030,237,29896.89813460467,981.4110780611227
274,853,343,29462.463126683782,14731.25588044338
275,1924,209,29225.970396269986,29225.97021016403
276,308,35,28945.111702895643,2615.9022412770446
277,1233,62,28220.550131703618,1126.6577478682161
278,2008,284,28193.589971392572,2601.1407274446133
279,2819,474,27925.253523010106,9308.443734621738
280,2651,321,27730.02183633839,6325.89898068289
281,1064,95,27462.29528604861,4283.242408177518
282,830,264,27221.05409036074,1361.698405162708
283,719,76,27150.762337429638,13575.475401595817
284,1343,401,27088.844323390513,13544.479128238003
285,2707,302,27080.624059126392,7214.654889376165
286,2129,237,26952.77428512685,776.7636837845475
287,1607,176,26599.346853328287,8866.590114962397
288,2370,250,26509.769082107134,5733.225558412578
289,320,36,26475.14589853269,5790.745075326486
290,1092,121,26161.80108372368,13080.914021580502
291,2143,89,26156.7742803695,3521.483021411492
292,2209,248,25991.700047710132,1880.9302638049394
293,2741,62,25967.244114137036,1055.9253721113516
294,2221,517,25906.26696244682,3003.6811738889755
295,2026,264,25859.35568519804,1270.3780136161033
296,1446,156,25483.352565379493,12741.727494699182
297,2372,363,25209.84372736547,8403.34208667223
298,2912,299,25080.24666892472,3184.391449842169
299,1791,0,25006.904967417184,8335.69246306974
300,2672,49,24975.620432300217,4062.326012466685
301,110,496,24926.197732751356,3283.6543397535315
302,1299,201,24788.23908662697,2845.9255392317427
303,1255,70,24755.21496021653,2182.625365978693
304,525,491,24250.47086940577,6062.631660369625
305,101,358,23820.665610112163,4764.162571345034
306,1427,184,23695.65084637813,3896.4285250474168
307,659,478,23668.303035003642,3542.9157139251183
308,2962,328,23331.029777850796,23331.029777850796
309,1788,518,23182.03106634688,6662.797966140955
310,1705,284,22991.719993602805,2482.644937218448
311,1138,431,22969.75712190969,7656.63766736236
312,283,28,22967.14349005118,7655.724318914465
313,671,62,22799.573708416396,1045.8128647182978
314,1866,208,22793.615567738238,1578.9279912045404
315,1375,305,22778.239488412568,4039.5441577000856
316,1913,43,22755.832518585834,11377.937600742647
317,224,21,22606.324805858832,3008.8097375882135
318,1115,403,22452.72307752102,11226.385066393312
319,1177,133,22233.89792705953,9833.365758344793
