column,protocol,seed,planned_budget,actual_budget,portfolio_planned_budget,portfolio_actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse
25g,compound,1425370602,100,99,300,295,local_identity_shrinkage,0.8305878116376576,14.139619369025832,9.178593582717868,0.8839627082688705,18.069208081805453,11.658375601557545,1.4972141934979157,True,1.4591982644697152
25g,compound,1425370602,30,33,90,93,scale_only,0.8013687319868665,15.31049386993016,10.302863085236249,0.8477636842046111,20.69662161685008,15.308754479587915,1.6481443283673098,True,1.6152114665439021
25g,compound,1425370602,30,33,90,93,affine,0.809951828224821,14.97604859066245,9.289023000756309,0.8786015424013123,18.481912578961598,11.704167657765577,1.5706521689978346,True,1.5251091186542156
25g,compound,1425370602,30,33,90,93,target_head_only,0.4400626319547213,25.70603640274385,14.802989232673267,0.2917675095762723,44.640417772171716,28.505387435643566,3.0292835400167566,True,3.019538323289926
25g,compound,1425370602,30,33,90,93,monotone_spline,0.8093946277442434,14.997986591788484,9.283124145159775,0.8788471853702713,18.463204553840356,11.502178425952833,1.5719117329455268,True,1.5259193405376867
25g,compound,1425370602,30,33,90,93,nonlinear_policy,0.8093946277442434,14.997986591788484,9.283124145159775,0.8788471853702713,18.463204553840356,11.502178425952833,1.5719117329455268,True,1.5259193405376867
25g,compound,1425370602,30,33,90,93,linear_policy,0.8099518215760964,14.976048852626619,9.289023088005024,0.8786016055374275,18.48190777298491,11.704165600215466,1.570652079708118,True,1.5251089858050078
25g,compound,1425370602,30,33,90,93,shared_column_affine,0.8099518215760966,14.976048852626606,9.289023088005015,0.8786016055374274,18.48190777298492,11.70416560021547,1.5706520797081174,True,1.5251089858050073
25g,compound,1425370602,30,33,90,93,local_identity_shrinkage,0.8099518215760966,14.976048852626606,9.289023088005015,0.8786016055374274,18.48190777298492,11.70416560021547,1.5706520797081174,True,1.5251089858050073
25g,compound,1425370602,50,47,150,151,scale_only,0.7992320154137372,15.392622625615857,10.245723754972309,0.8453154830489273,20.862375113270723,14.877984133882766,1.658316183952914,True,1.6255780531486717
25g,compound,1425370602,50,47,150,151,affine,0.8182288122259279,14.646299643586635,9.031717163097987,0.8764431255748295,18.645489268141763,11.844574007687143,1.5492051294149087,True,1.5092725008924432
25g,compound,1425370602,50,47,150,151,target_head_only,0.43729262541511105,25.769541757438745,14.695376202970298,0.2896552396574972,44.706937179095675,28.338356524752474,3.0355199741672187,True,3.0256368638326867
25g,compound,1425370602,50,47,150,151,monotone_spline,0.8177506216292776,14.6655522068699,9.024133475522255,0.8772261039910868,18.586317256281824,11.602194894779478,1.5492962944191817,True,1.5086538378819796
25g,compound,1425370602,50,47,150,151,nonlinear_policy,0.8177506216292776,14.6655522068699,9.024133475522255,0.8772261039910868,18.586317256281824,11.602194894779478,1.5492962944191817,True,1.5086538378819796
25g,compound,1425370602,50,47,150,151,linear_policy,0.8182288163889256,14.646299475868876,9.031717060624983,0.8764431248394057,18.64548932363175,11.84457403761466,1.5492051179380275,True,1.5092724919758025
25g,compound,1425370602,50,47,150,151,shared_column_affine,0.8182288163889255,14.646299475868883,9.031717060624985,0.8764431248394056,18.645489323631754,11.844574037614654,1.549205117938028,True,1.509272491975803
25g,compound,1425370602,50,47,150,151,local_identity_shrinkage,0.8182288163889255,14.646299475868883,9.031717060624985,0.8764431248394056,18.645489323631754,11.844574037614654,1.549205117938028,True,1.509272491975803
25g,compound,1425370602,70,72,210,207,scale_only,0.8032971183032044,15.235992619534365,10.369417089582242,0.8457450034025912,20.83339017007024,14.922575134849989,1.6459166492982067,True,1.6147377021444196
25g,compound,1425370602,70,72,210,207,affine,0.8248517279737746,14.377001595468471,8.927296174702272,0.8807906487657354,18.31451783100091,11.577134000013329,1.520996440921006,True,1.4818906870675217
25g,compound,1425370602,70,72,210,207,target_head_only,0.4498211387386388,25.48105131576298,14.437078752475248,0.3035239850063711,44.268357613834354,27.872530297029698,3.0033021082707987,True,2.993690455487311
