outer_seed,strategy,round,labeled_total,unique_compounds,compound_hhi,max_samples_per_compound,delta_test_centroid,delta_u0_centroid,condition_mean_norm,condition_std_mean,condition_min,condition_max
1101,random,3,393,167,0.0083716955111396,10,2.045506810095439,0.5217674461579803,368.8446960449219,23.7226619720459,0.0,1000.0
1101,random,4,418,170,0.00828735605869829,10,2.081820661775762,0.568309365936973,369.01751708984375,23.62403106689453,0.0,1000.0
1101,random,5,443,172,0.00817838562234712,10,2.1081985081174013,0.6539007311652408,369.2320251464844,23.701297760009766,0.0,1000.0
1101,random,6,468,174,0.008136094674556213,11,2.074706283272339,0.5822995529823933,371.1919250488281,25.50537872314453,0.0,2000.0
1101,random,7,493,175,0.008002501553184748,11,2.0917040934048896,0.5738234293737776,370.8077087402344,25.206682205200195,0.0,2000.0
1101,random,8,518,177,0.007975432685857394,11,2.1035648964099645,0.5458995542492727,372.32379150390625,25.40459442138672,0.0,2000.0
1101,coverage,0,318,156,0.008820853605474467,10,2.1584328683094274,0.7042294479625522,363.5912780761719,22.974960327148438,0.0,1000.0
1101,coverage,1,343,161,0.008423361014543258,10,2.0162947426253948,0.9265975152527463,377.8484191894531,29.197731018066406,0.0,2000.0
1101,coverage,2,368,164,0.00825555293005671,10,2.138850705783436,1.418566781740091,381.0160217285156,30.71613883972168,0.0,2000.0
1101,coverage,3,393,166,0.008138608861177479,10,2.360730251248409,1.8041964503513819,386.7586364746094,31.641048431396484,0.0,2000.0
1101,coverage,4,418,167,0.00800119044893661,10,2.4950577994741727,1.9860773142778712,392.5824279785156,33.214927673339844,0.0,2000.0
1101,coverage,5,443,170,0.0078115047719988385,10,2.651766054454795,2.2179161035371484,393.9440002441406,33.02613067626953,0.0,2000.0
1101,coverage,6,468,174,0.0075425524143472875,10,2.7684984917883857,2.337234351003595,390.904296875,32.39958190917969,0.0,2000.0
1101,coverage,7,493,177,0.007352426876884907,10,2.793569231358445,2.4272147200076493,390.88494873046875,32.07526779174805,0.0,2000.0
1101,coverage,8,518,181,0.007155528391049626,10,2.7931274116392455,2.41757745553657,390.13116455078125,31.95918846130371,0.0,2000.0
1101,ensemble,0,318,156,0.008820853605474467,10,2.1584328683094274,0.7042294479625522,363.5912780761719,22.974960327148438,0.0,1000.0
1101,ensemble,1,343,160,0.00869535652661731,10,2.37584035717793,1.5889178629761698,359.949951171875,22.49734878540039,0.0,1000.0
1101,ensemble,2,368,161,0.00906781663516068,10,2.8247750229687494,2.422387525495966,368.83404541015625,24.342634201049805,0.0,1000.0
1101,ensemble,3,393,163,0.008980310652707367,10,3.3199006121645516,3.150011861766022,368.5433654785156,24.05603790283203,0.0,1000.0
1101,ensemble,4,418,165,0.00920308600993567,10,3.4031643081529093,3.268967090135079,371.9888610839844,24.147930145263672,0.0,1000.0
1101,ensemble,5,443,168,0.009034440939826445,11,3.6752615849730064,3.5808784746158184,368.60040283203125,23.742544174194336,0.0,1000.0
1101,ensemble,6,468,171,0.008830082548031267,11,3.7499845626074,3.701412885871363,370.2445068359375,23.733062744140625,0.0,1000.0
1101,ensemble,7,493,176,0.008496229155437792,11,3.8860444691940437,3.8389471275530167,368.4883728027344,23.26791763305664,0.0,1000.0
1101,ensemble,8,518,176,0.008467375262742056,11,4.041426410371033,4.000455861898077,372.4100036621094,24.441877365112305,0.0,1000.0
1101,hybrid,0,318,156,0.008820853605474467,10,2.1584328683094274,0.7042294479625522,363.5912780761719,22.974960327148438,0.0,1000.0
1101,hybrid,1,343,161,0.008457360453552514,10,2.01614579886888,0.9702930561813501,376.7726135253906,29.17038345336914,0.0,2000.0
1101,hybrid,2,368,164,0.008181710775047257,10,2.19863825406277,1.5144478774227794,380.2677917480469,30.77102279663086,0.0,2000.0
1101,hybrid,3,393,168,0.007853725177890437,10,2.380552975304773,1.8805090501954018,381.4969787597656,30.46660614013672,0.0,2000.0
1101,hybrid,4,418,172,0.007600558595270256,10,2.499514839386347,2.1159160835778765,381.4304504394531,30.15507698059082,0.0,2000.0
1101,hybrid,5,443,174,0.00740385938272297,10,2.6868566626421915,2.338466111000323,383.97222900390625,30.398550033569336,0.0,2000.0
1101,hybrid,6,468,177,0.007250346993936739,10,2.818768218246666,2.485199838984718,386.74261474609375,32.07539367675781,0.0,2000.0
1101,hybrid,7,493,181,0.007122020662500154,10,2.8953761933029005,2.5771460427851784,389.0939025878906,31.98958396911621,0.0,2000.0
1101,hybrid,8,518,182,0.006931918128829325,10,2.857132158532835,2.525657549401871,388.894775390625,31.68888282775879,0.0,2000.0
