seed,round,representation,dimension,map_index,effective_rank,participation_rank,numerical_rank,top_eigenvalue_fraction,positive_spectrum_condition,raw_rank_deficient,precision_condition,reference_rows,outputs,feature_dimension,raw_mean_squared_norm,initial_risk,final_risk,endpoint_final_risk,direct_factor_max_error,elapsed_seconds,lcmd_overlap,lcmd_risk_same_surrogate
157,20,scalar,2048,0,31.55776066953223,9.18870958970154,1390,0.2897270939080766,572812607986.5155,True,863.4311709131225,3330,1,2048,54655.62438512921,0.08770191380882,0.0854616816753297,[0.0854616816753297],2.104978517880607e-15,9.50368054199498,0.03125,0.0868582651739992
157,20,scalar,2048,1,32.50026278474294,9.416513298595644,1390,0.2855360121530279,526302218634.90857,True,854.0201041885709,3330,1,2048,53551.225156542474,0.0887476469379724,0.0864650534848434,[0.08646505348484343],3.030561912531482e-15,9.790967333945446,0.0625,0.0877932337366182
157,20,scalar,2048,2,32.22717730837822,9.368700485235818,1390,0.286547805842054,551452658173.8212,True,855.6685810448384,3330,1,2048,53902.110741351426,0.0884521845836548,0.0862048067625839,[0.08620480676258391],2.408663546393797e-15,10.84516858390998,0.03125,0.0875110766395287
157,20,block,512,0,30.178802890156,9.391224335651346,512,0.2849869087203285,43762.25411443208,False,847.0845788561683,3330,2,512,53984.27502586766,0.0772633910528392,0.0751818483685033,"[0.04067456523165703, 0.03450728313684643]",3.376205565119861e-15,2.4335504160262644,0.0,0.0765409196693961
157,20,block,512,1,30.580206198952688,9.612524480184156,512,0.2794245494097312,43842.959847855855,False,832.3399909473895,3330,2,512,53814.70984802048,0.0777017084069653,0.0755912395770276,"[0.040897006760347535, 0.034694232816680035]",3.077399446382856e-15,2.23777925001923,0.0,0.0770621866530552
157,20,block,512,2,30.320692015541773,9.467716737028733,512,0.2838761577861129,44012.48378514632,False,851.0706767626782,3330,2,512,53981.35925282224,0.0774763846763385,0.0754570464255481,"[0.040741924327833065, 0.03471512209771515]",2.7872669450257348e-15,2.221218749997206,0.03125,0.0766457830001444
887,1,scalar,256,0,11.057147203153,3.8473730978739487,256,0.4892116104495202,37190.728167493755,False,343.1250241316857,3330,1,256,23745.83158585098,0.1049076336179645,0.088014598902695,[0.08801459890269503],3.4694469519536138e-15,0.3532724999822676,0.28125,0.0909809269784071
887,1,scalar,256,1,9.909427513447906,3.4932938599840297,256,0.5166939101107043,42987.69490877342,False,359.92007323787794,3330,1,256,25627.409706229497,0.1007942210542361,0.0844232617371357,[0.08442326173713577],3.120767533282276e-15,0.3498824998969212,0.3125,0.0871609908323449
887,1,scalar,256,2,11.95855638733373,4.25123774053316,256,0.4601854066720041,33230.588242112106,False,321.5007907917581,3330,1,256,23181.33357337756,0.1066797218223632,0.0892931889963767,[0.08929318899637671],3.268219028740305e-15,0.337154584005475,0.28125,0.0920567897808082
887,1,scalar,512,0,10.88676387822998,3.679588378278196,512,0.5017237798521416,375509.3598994915,False,352.0613561908697,3330,1,512,24708.56822955675,0.1080066520103687,0.0912397366822133,[0.09123973668221332],3.639449852599341e-15,0.9290728750638664,0.28125,0.094095789010775
887,1,scalar,512,1,10.592051667942082,3.5940122621247252,512,0.5085292322660426,380312.53545381705,False,345.881449795609,3330,1,512,24990.805247736334,0.1072313420768004,0.0906110546908828,[0.09061105469088288],3.346281585159261e-15,0.9163243749644608,0.21875,0.0930308044348275
