CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,V1_ml,V2_ml,decision,decision_reason,quality_flags,reviewer
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,50/1,5,2023-06-14_18-57-03,Silica-CS 4g,5088.0,10474.0,COC(=O)C1=CC=C(C=C1)CBr,5088.0,10474.0,230,2712213ca28bcadbfa61,21.2,43.641666666666666,keep,,,user_confirmed_protocol_2026-08-13
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,50/1,5,2023-06-14_19-23-20,Silica-CS 4g,5352.0,10433.0,COC(=O)C1=CC=C(C=C1)CBr,5352.0,10433.0,231,8925249b7fbe141dbce6,22.3,43.47083333333333,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,1/1,5,2023-06-15_16-14-28,Silica-CS 4g,2024.0,3561.0,CCOC(=O)C1=CC(=CC=C1)N,2024.0,3561.0,232,4cb169fead3b3de5dada,8.433333333333334,14.8375,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,1/1,10,2023-06-15_16-25-46,Silica-CS 4g,721.0,1965.0,CCOC(=O)C1=CC(=CC=C1)N,721.0,1965.0,233,5ab71158fcd481dbdcca,6.008333333333334,16.375,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,1/1,10,2023-06-15_16-46-41,Silica-CS 4g,711.0,2049.0,CCOC(=O)C1=CC(=CC=C1)N,711.0,2049.0,234,c620129610cfe348f024,5.925,17.075,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,1/1,5,2023-06-15_16-53-24,Silica-CS 4g,1997.0,3772.0,CCOC(=O)C1=CC(=CC=C1)N,1997.0,3772.0,235,9a9324fbb6b1e17e7743,8.320833333333333,15.716666666666667,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,1/1,5,2023-06-15_17-01-49,Silica-CS 4g,1161.0,3852.0,CCOC(=O)C1=CC(=CC=C1)N,1161.0,3852.0,236,f863736cf6d7db15ac51,4.8375,16.05,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,2/1,10,2023-06-15_17-09-18,Silica-CS 4g,1650.0,2618.0,CCOC(=O)C1=CC(=CC=C1)N,1650.0,2618.0,237,27d20ccfd8f7234015f4,13.75,21.816666666666666,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,2/1,10,2023-06-15_17-15-47,Silica-CS 4g,1645.0,3365.0,CCOC(=O)C1=CC(=CC=C1)N,1645.0,3365.0,238,ade065af3a515fc41105,13.708333333333334,28.041666666666668,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,2/1,5,2023-06-15_18-26-31,Silica-CS 4g,2638.0,5433.0,CCOC(=O)C1=CC(=CC=C1)N,2638.0,5433.0,239,b3fd855968b6fbe1bd2e,10.991666666666667,22.6375,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,2/1,5,2023-06-15_18-40-45,Silica-CS 4g,2853.0,5159.0,CCOC(=O)C1=CC(=CC=C1)N,2853.0,5159.0,240,ca6feb29f6758377a65f,11.8875,21.495833333333334,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,5/1,10,2023-06-15_20-16-28,Silica-CS 4g,3309.0,7728.0,CCOC(=O)C1=CC(=CC=C1)N,3309.0,7728.0,241,85924bdd0693438dc23a,27.575,64.4,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,5/1,5,2023-06-15_21-06-26,Silica-CS 4g,6406.0,14839.0,CCOC(=O)C1=CC(=CC=C1)N,6406.0,14839.0,242,d2921349ba8d9cef15a4,26.691666666666666,61.829166666666666,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,0/1,10,2023-06-15_21-22-06,Silica-CS 4g,692.0,1075.0,CCOC(=O)C1=CC(=CC=C1)N,692.0,1075.0,243,b4349d7740d7c02829ef,5.766666666666667,8.958333333333334,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,0/1,10,2023-06-15_21-17-44,Silica-CS 4g,626.0,1533.0,CCOC(=O)C1=CC(=CC=C1)N,626.0,1533.0,244,425074f6cad1ac0c1bc8,5.216666666666667,12.775,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,150.0,DCM,200,0/1,10,2023-06-16_10-59-20,Silica-CS 4g,629.0,1531.0,CCOC(=O)C1=CC(=CC=C1)N,629.0,1531.0,245,5024a0270c82cc68fd48,5.241666666666666,12.758333333333333,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50.0,DCM,200,0/1,5,2023-06-15_21-27-36,Silica-CS 4g,1125.0,2629.0,CCOC(=O)C1=CC(=CC=C1)N,1125.0,2629.0,246,0f80a7406c8b375d325b,4.6875,10.954166666666667,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100.0,DCM,200,0/1,5,2023-06-15_21-33-00,Silica-CS 4g,1086.0,2598.0,CCOC(=O)C1=CC(=CC=C1)N,1086.0,2598.0,247,5c9d8ece8d174d7a0e5f,4.525,10.825,keep,,,user_confirmed_protocol_2026-08-13
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,150.0,DCM,400,0/1,5,2023-06-16_10-54-33,Silica-CS 4g,1008.0,2595.0,CCOC(=O)C1=CC(=CC=C1)N,1008.0,2595.0,248,cff11a9a891fb1d8e7c2,4.2,10.8125,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,0/1,10,2023-06-16_11-28-12,Silica-CS 4g,622.0,1334.0,CCOC(=O)CC(=O)C,622.0,1334.0,249,a938073da6b68c8fc07c,5.183333333333334,11.116666666666667,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,0/1,10,2023-06-16_11-32-07,Silica-CS 4g,666.0,1498.0,CCOC(=O)CC(=O)C,666.0,1498.0,250,5bb5d8011b349c918b26,5.55,12.483333333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,0/1,5,2023-06-16_12-48-09,Silica-CS 4g,1291.0,2358.0,CCOC(=O)CC(=O)C,1291.0,2358.0,251,84524e80d20dd4491b97,5.379166666666666,9.825,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,0/1,5,2023-06-16_12-53-37,Silica-CS 4g,1222.0,2402.0,CCOC(=O)CC(=O)C,1222.0,2402.0,252,6fe1a448b5fa38608565,5.091666666666667,10.008333333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,0/1,5,2023-06-16_12-59-20,Silica-CS 4g,1220.0,2622.0,CCOC(=O)CC(=O)C,1220.0,2622.0,253,bc4293bfd9eeace702cd,5.083333333333333,10.925,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,1/1,10,2023-06-16_13-12-19,Silica-CS 4g,789.0,1794.0,CCOC(=O)CC(=O)C,789.0,1794.0,254,5f189f103424c7cfda69,6.575,14.95,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,1/1,10,2023-06-16_13-20-35,Silica-CS 4g,765.0,1940.0,CCOC(=O)CC(=O)C,765.0,1940.0,255,43867f76c363e86b5ba6,6.375,16.166666666666668,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,1/1,5,2023-06-16_14-41-28,Silica-CS 4g,1435.0,3129.0,CCOC(=O)CC(=O)C,1435.0,3129.0,256,af7d7a4a3b2da27cada0,5.979166666666667,13.0375,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,1/1,5,2023-06-16_14-47-57,Silica-CS 4g,1413.0,3299.0,CCOC(=O)CC(=O)C,1413.0,3299.0,257,3a2981f13dc99db878c3,5.8875,13.745833333333334,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,1/1,5,2023-06-16_14-54-19,Silica-CS 4g,1343.0,3141.0,CCOC(=O)CC(=O)C,1343.0,3141.0,258,31c0776f3608c0708c2c,5.595833333333333,13.0875,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,2/1,10,2023-06-16_15-02-52,Silica-CS 4g,1077.0,2424.0,CCOC(=O)CC(=O)C,1077.0,2424.0,259,6b38c8782f95c673c809,8.975,20.2,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,2/1,10,2023-06-16_15-08-20,Silica-CS 4g,944.0,2563.0,CCOC(=O)CC(=O)C,944.0,2563.0,260,ce539fc06bdda7c0ed0d,7.866666666666666,21.358333333333334,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,2/1,10,2023-06-16_15-13-49,Silica-CS 4g,861.0,2373.0,CCOC(=O)CC(=O)C,861.0,2373.0,261,c5130d0b1bb6dba0fb85,7.175,19.775,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,2/1,5,2023-06-16_15-29-00,Silica-CS 4g,1453.0,3992.0,CCOC(=O)CC(=O)C,1453.0,3992.0,262,9652798512ade7486015,6.054166666666666,16.633333333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,2/1,5,2023-06-16_15-36-59,Silica-CS 4g,1542.0,3947.0,CCOC(=O)CC(=O)C,1542.0,3947.0,263,7a3586b45c03832259f5,6.425,16.445833333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,5/1,10,2023-06-16_15-55-58,Silica-CS 4g,1624.0,4420.0,CCOC(=O)CC(=O)C,1624.0,4420.0,264,3ca8d2ff798fad4faffc,13.533333333333333,36.833333333333336,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,5/1,10,2023-06-16_16-04-18,Silica-CS 4g,1479.0,3521.0,CCOC(=O)CC(=O)C,1479.0,3521.0,265,f50c45b31cf41304c109,12.325,29.341666666666665,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,5/1,10,2023-06-16_16-12-42,Silica-CS 4g,1294.0,3571.0,CCOC(=O)CC(=O)C,1294.0,3571.0,266,cd2c80dae2f32a52732f,10.783333333333333,29.758333333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,5/1,5,2023-06-16_16-47-45,Silica-CS 4g,2740.0,6068.0,CCOC(=O)CC(=O)C,2740.0,6068.0,267,3ad8ec5752f3c638e2ff,11.416666666666666,25.283333333333335,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,10/1,10,2023-06-16_17-00-22,Silica-CS 4g,2666.0,5445.0,CCOC(=O)CC(=O)C,2666.0,5445.0,268,3c041f5186a291c3b313,22.216666666666665,45.375,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,10/1,10,2023-06-16_17-10-53,Silica-CS 4g,2449.0,5474.0,CCOC(=O)CC(=O)C,2449.0,5474.0,269,6b8e53d2d8c8a90a7216,20.408333333333335,45.61666666666667,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,10/1,10,2023-06-16_17-22-11,Silica-CS 4g,2233.0,5525.0,CCOC(=O)CC(=O)C,2233.0,5525.0,270,5b7151c95c4e964a121b,18.608333333333334,46.041666666666664,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,10/1,5,2023-06-16_17-58-15,Silica-CS 4g,4604.0,9410.0,CCOC(=O)CC(=O)C,4604.0,9410.0,271,b29c3ac2de3ba2d8b5c9,19.183333333333334,39.208333333333336,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,10/1,5,2023-06-19_16-30-37,Silica-CS 4g,4325.0,9710.0,CCOC(=O)CC(=O)C,4325.0,9710.0,272,b6ffd4ffa7739deb3e88,18.020833333333332,40.458333333333336,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,20/1,10,2023-06-19_12-51-51,Silica-CS 4g,3366.0,7818.0,CCOC(=O)CC(=O)C,3366.0,7818.0,273,ac81adfab5ec8ce768db,28.05,65.15,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,20/1,10,2023-06-19_12-32-49,Silica-CS 4g,3159.0,7728.0,CCOC(=O)CC(=O)C,3159.0,7728.0,274,61090cfdcf019e0891a3,26.325,64.4,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,20/1,10,2023-06-19_13-09-17,Silica-CS 4g,2918.0,8030.0,CCOC(=O)CC(=O)C,2918.0,8030.0,275,07a55cdab65b05f31561,24.316666666666666,66.91666666666667,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,100.0,DCM,200,20/1,5,2023-06-19_14-07-07,Silica-CS 4g,6699.0,14852.0,CCOC(=O)CC(=O)C,6699.0,14852.0,276,3b400f57f8dcc4cdbd83,27.9125,61.88333333333333,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,20/1,5,2023-06-19_14-34-34,Silica-CS 4g,5814.0,15448.0,CCOC(=O)CC(=O)C,5814.0,15448.0,277,b6bf451b4911ee22d4a4,24.225,64.36666666666666,keep,,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,50.0,DCM,200,50/1,10,2023-06-19_16-11-36,Silica-CS 4g,6939.0,16977.0,CCOC(=O)CC(=O)C,6939.0,16977.0,278,bb0411480a420a8dcc26,57.825,141.475,drop,over_v2_legacy_threshold,,user_confirmed_protocol_2026-08-13
141-97-9,Ethyl acetoacetate,0.995,1.029,150.0,DCM,200,50/1,10,2023-06-19_15-32-36,Silica-CS 4g,5023.0,15695.0,CCOC(=O)CC(=O)C,5023.0,15695.0,279,33324c4b77b964512591,41.858333333333334,130.79166666666666,drop,over_v2_legacy_threshold,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,0/1,10,2023-06-19_20-13-03,Silica-CS 4g,431.0,1533.0,C1C=CC2=CC=CC=C21,431.0,1533.0,280,c4fb44ceb40c73758e28,3.591666666666667,12.775,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,0/1,10,2023-06-19_20-31-16,Silica-CS 4g,334.0,1495.0,C1C=CC2=CC=CC=C21,334.0,1495.0,281,55c26bfebf85e8f2e3b9,2.783333333333333,12.458333333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,0/1,5,2023-06-19_20-42-47,Silica-CS 4g,1033.0,2805.0,C1C=CC2=CC=CC=C21,1033.0,2805.0,282,3b36e9fefb5dd3802feb,4.304166666666666,11.6875,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,0/1,5,2023-06-19_20-48-08,Silica-CS 4g,990.0,2992.0,C1C=CC2=CC=CC=C21,990.0,2992.0,283,94e684031b1076eb7a49,4.125,12.466666666666667,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,1/1,10,2023-06-19_20-54-37,Silica-CS 4g,403.0,1272.0,C1C=CC2=CC=CC=C21,403.0,1272.0,284,303e517db71305479cf8,3.3583333333333334,10.6,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,1/1,10,2023-06-19_20-59-16,Silica-CS 4g,663.0,1727.0,C1C=CC2=CC=CC=C21,663.0,1727.0,285,afbb3431f3c1f6b3fc84,5.525,14.391666666666667,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,1/1,10,2023-06-19_21-04-00,Silica-CS 4g,584.0,1909.0,C1C=CC2=CC=CC=C21,584.0,1909.0,286,659ac10e1e83ce329312,4.866666666666666,15.908333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,1/1,5,2023-06-19_21-17-35,Silica-CS 4g,896.0,2909.0,C1C=CC2=CC=CC=C21,896.0,2909.0,287,9bb1445fe1ba6a6b18f6,3.7333333333333334,12.120833333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,2/1,10,2023-06-20_09-18-48,Silica-CS 4g,1054.0,3583.0,C1C=CC2=CC=CC=C21,1054.0,3583.0,288,c8f65df578125328ba0e,8.783333333333333,29.858333333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,2/1,10,2023-06-20_09-24-50,Silica-CS 4g,644.0,2020.0,C1C=CC2=CC=CC=C21,644.0,2020.0,289,35e055b13ba20e843f0d,5.366666666666666,16.833333333333332,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,2/1,10,2023-06-20_09-30-08,Silica-CS 4g,610.0,2482.0,C1C=CC2=CC=CC=C21,610.0,2482.0,290,9c0b941a31c0d69adb2a,5.083333333333333,20.683333333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,2/1,5,2023-06-20_09-37-38,Silica-CS 4g,1138.0,3477.0,C1C=CC2=CC=CC=C21,1138.0,3477.0,291,4f828f86817f7db919d4,4.741666666666666,14.4875,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,2/1,5,2023-06-20_09-45-09,Silica-CS 4g,1122.0,3842.0,C1C=CC2=CC=CC=C21,1122.0,3842.0,292,9d3f3505ff1be86befbe,4.675,16.008333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,2/1,5,2023-06-20_09-52-37,Silica-CS 4g,1106.0,4156.0,C1C=CC2=CC=CC=C21,1106.0,4156.0,293,3874d078a42b664f6dcc,4.608333333333333,17.316666666666666,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,5/1,10,2023-06-20_10-01-53,Silica-CS 4g,652.0,1464.0,C1C=CC2=CC=CC=C21,652.0,1464.0,294,44331cdf4060414870ea,5.433333333333334,12.2,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,5/1,10,2023-06-20_10-07-17,Silica-CS 4g,669.0,2135.0,C1C=CC2=CC=CC=C21,669.0,2135.0,295,dbe79bb4ca4ae4967721,5.575,17.791666666666668,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,5/1,10,2023-06-20_10-13-22,Silica-CS 4g,678.0,2900.0,C1C=CC2=CC=CC=C21,678.0,2900.0,296,29cb91974ec3630e8b9e,5.65,24.166666666666668,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,5/1,5,2023-06-20_10-22-10,Silica-CS 4g,931.0,3119.0,C1C=CC2=CC=CC=C21,931.0,3119.0,297,0e1f65d90ed00dc33731,3.879166666666667,12.995833333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,5/1,5,2023-06-20_10-30-07,Silica-CS 4g,983.0,3427.0,C1C=CC2=CC=CC=C21,983.0,3427.0,298,418a798336105bff06e0,4.095833333333333,14.279166666666667,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,5/1,5,2023-06-20_10-38-01,Silica-CS 4g,977.0,3872.0,C1C=CC2=CC=CC=C21,977.0,3872.0,299,8697a6a0df89ae432a60,4.070833333333334,16.133333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,10/1,10,2023-06-20_10-46-18,Silica-CS 4g,690.0,1763.0,C1C=CC2=CC=CC=C21,690.0,1763.0,300,5c4c93d36b2fc71b1442,5.75,14.691666666666666,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,10/1,10,2023-06-20_10-54-00,Silica-CS 4g,685.0,2295.0,C1C=CC2=CC=CC=C21,685.0,2295.0,301,3fed3124ac3b59becb20,5.708333333333333,19.125,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,10/1,10,2023-06-20_11-00-42,Silica-CS 4g,682.0,2435.0,C1C=CC2=CC=CC=C21,682.0,2435.0,302,b032545691c02bde249f,5.683333333333334,20.291666666666668,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,10/1,5,2023-06-20_11-09-43,Silica-CS 4g,1184.0,4052.0,C1C=CC2=CC=CC=C21,1184.0,4052.0,303,e0a92c0479d7c7f570eb,4.933333333333334,16.883333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,10/1,5,2023-06-20_11-18-36,Silica-CS 4g,1188.0,4366.0,C1C=CC2=CC=CC=C21,1188.0,4366.0,304,fefdeb43fb4d634b7880,4.95,18.191666666666666,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,10/1,5,2023-06-20_11-27-36,Silica-CS 4g,1178.0,4652.0,C1C=CC2=CC=CC=C21,1178.0,4652.0,305,9706e2578ec9f4fe8548,4.908333333333333,19.383333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,20/1,10,2023-06-20_12-13-56,Silica-CS 4g,521.0,2002.0,C1C=CC2=CC=CC=C21,521.0,2002.0,306,53503e59c4020a7d7137,4.341666666666667,16.683333333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,20/1,10,2023-06-20_12-21-30,Silica-CS 4g,707.0,2370.0,C1C=CC2=CC=CC=C21,707.0,2370.0,307,9c200a8ce916cb2ac23b,5.891666666666667,19.75,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,20/1,10,2023-06-20_12-27-50,Silica-CS 4g,684.0,2626.0,C1C=CC2=CC=CC=C21,684.0,2626.0,308,ca7513a424b1ad5dcd5a,5.7,21.883333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,20/1,5,2023-06-20_12-37-39,Silica-CS 4g,1282.0,4492.0,C1C=CC2=CC=CC=C21,1282.0,4492.0,309,e6aa01e185a9653117cd,5.341666666666667,18.716666666666665,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,20/1,5,2023-06-20_12-47-29,Silica-CS 4g,1231.0,4565.0,C1C=CC2=CC=CC=C21,1231.0,4565.0,310,0866717579fac741a912,5.129166666666666,19.020833333333332,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,20/1,5,2023-06-20_12-55-51,Silica-CS 4g,1203.0,4682.0,C1C=CC2=CC=CC=C21,1203.0,4682.0,311,f426aea97f298c587872,5.0125,19.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,50/1,10,2023-06-20_13-07-27,Silica-CS 4g,727.0,1814.0,C1C=CC2=CC=CC=C21,727.0,1814.0,312,0054790b9c9f40026ebe,6.058333333333334,15.116666666666667,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,50/1,10,2023-06-20_13-13-51,Silica-CS 4g,737.0,2196.0,C1C=CC2=CC=CC=C21,737.0,2196.0,313,909edd19830874acd4fa,6.141666666666667,18.3,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,50/1,10,2023-06-20_13-20-19,Silica-CS 4g,705.0,2458.0,C1C=CC2=CC=CC=C21,705.0,2458.0,314,ae2f8bcd2e35d23b261d,5.875,20.483333333333334,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,50.0,PE,200,50/1,5,2023-06-20_13-30-55,Silica-CS 4g,1247.0,4090.0,C1C=CC2=CC=CC=C21,1247.0,4090.0,315,d162bab7a14b516919e2,5.195833333333334,17.041666666666668,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,100.0,PE,200,50/1,5,2023-06-20_13-39-29,Silica-CS 4g,1230.0,4322.0,C1C=CC2=CC=CC=C21,1230.0,4322.0,316,604bdef50dbc852e329e,5.125,18.008333333333333,keep,,,user_confirmed_protocol_2026-08-13
95-13-6,Indene,0.97,0.996,150.0,PE,200,50/1,5,2023-06-20_13-47-52,Silica-CS 4g,1243.0,3820.0,C1C=CC2=CC=CC=C21,1243.0,3820.0,317,ae25864f890aaddebd63,5.179166666666666,15.916666666666666,keep,,,user_confirmed_protocol_2026-08-13
105-53-3,Diethyl malonate,0.99,1.055,100.0,PE,200,1/1,10,2023-06-20_14-06-14,Silica-CS 4g,490.0,1879.0,CCOC(=O)CC(=O)OCC,490.0,1879.0,318,55dfd30fde788076a355,4.083333333333333,15.658333333333333,keep,,,user_confirmed_protocol_2026-08-13
105-53-3,Diethyl malonate,0.99,1.055,50.0,PE,200,0/1,10,2023-06-20_14-29-57,Silica-CS 4g,552.0,1128.0,CCOC(=O)CC(=O)OCC,552.0,1128.0,319,1666061cb3649389f1d5,4.6,9.4,keep,,,user_confirmed_protocol_2026-08-13
105-53-3,Diethyl malonate,0.99,1.055,100.0,PE,200,0/1,10,2023-06-20_14-33-18,Silica-CS 4g,599.0,1032.0,CCOC(=O)CC(=O)OCC,599.0,1032.0,320,52e05a1a506d6326fa3f,4.991666666666666,8.6,keep,,,user_confirmed_protocol_2026-08-13
