CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,V1_ml,V2_ml,decision,decision_reason,quality_flags,reviewer
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100.0,DCM,300,5/1,10,2023-10-07_11-41-07.xlsx,Silica-CS 4g,568.0,1249.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,568.0,1249.0,3720,60880ddea87941f6e9ca,4.733333333333333,10.408333333333333,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,150.0,DCM,300,5/1,10,2023-10-07_11-44-33.xlsx,Silica-CS 4g,574.0,1225.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,574.0,1225.0,3721,161dadd8e1a872f74bda,4.783333333333333,10.208333333333334,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,50.0,DCM,300,10/1,10,2023-10-07_11-48-49.xlsx,Silica-CS 4g,732.0,1519.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,732.0,1519.0,3722,ac0a989229b7353f0794,6.1,12.658333333333333,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100.0,DCM,300,10/1,10,2023-10-07_11-52-46.xlsx,Silica-CS 4g,581.0,1517.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,581.0,1517.0,3723,b99eb5b0204fb5f49372,4.841666666666667,12.641666666666667,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,150.0,DCM,300,10/1,10,2023-10-07_11-56-47.xlsx,Silica-CS 4g,577.0,1571.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,577.0,1571.0,3724,fb057a32ef260665f35c,4.808333333333334,13.091666666666667,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,50.0,DCM,300,20/1,10,2023-10-07_12-01-54.xlsx,Silica-CS 4g,1037.0,2031.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1037.0,2031.0,3725,4b104d6f7556c8bc3a51,8.641666666666667,16.925,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,150.0,DCM,300,20/1,10,2023-10-07_12-08-57.xlsx,Silica-CS 4g,1154.0,1718.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1154.0,1718.0,3726,0e3fa5113029ce384922,9.616666666666667,14.316666666666666,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,50.0,DCM,300,50/1,10,2023-10-07_12-16-09.xlsx,Silica-CS 4g,1672.0,3270.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1672.0,3270.0,3727,5830dbb35947aa6f58f0,13.933333333333334,27.25,keep,,,user_confirmed_protocol_2026-08-13
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100.0,DCM,300,50/1,10,2023-10-07_12-23-06.xlsx,Silica-CS 4g,1415.0,3346.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1415.0,3346.0,3728,f73fd2f4c55177304721,11.791666666666666,27.883333333333333,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,50.0,DCM,300,0/1,10,2023-10-07_14-16-41.xlsx,Silica-CS 4g,422.0,1431.0,C1COC2=C1C=C(C=C2)C=O,422.0,1431.0,3729,ab5af30c3befe81e6244,3.5166666666666666,11.925,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100.0,DCM,300,0/1,10,2023-10-07_14-24-05.xlsx,Silica-CS 4g,478.0,1576.0,C1COC2=C1C=C(C=C2)C=O,478.0,1576.0,3730,12400c6c61643f9c79b5,3.9833333333333334,13.133333333333333,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,150.0,DCM,300,0/1,10,2023-10-07_14-49-49.xlsx,Silica-CS 4g,464.0,2999.0,C1COC2=C1C=C(C=C2)C=O,464.0,2999.0,3731,d7895c522a1a46a1175c,3.8666666666666667,24.991666666666667,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,50.0,DCM,300,1/1,10,2023-10-07_14-54-17.xlsx,Silica-CS 4g,511.0,1241.0,C1COC2=C1C=C(C=C2)C=O,511.0,1241.0,3732,c0094343ab6bb16bc58b,4.258333333333334,10.341666666666667,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100.0,DCM,300,1/1,10,2023-10-07_15-03-00.xlsx,Silica-CS 4g,522.0,4342.0,C1COC2=C1C=C(C=C2)C=O,522.0,4342.0,3733,4a39c1f64d17e050e4a5,4.35,36.18333333333333,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,150.0,DCM,300,1/1,10,2023-10-07_15-09-53.xlsx,Silica-CS 4g,551.0,3280.0,C1COC2=C1C=C(C=C2)C=O,551.0,3280.0,3734,e8185e062559aff5c99e,4.591666666666667,27.333333333333332,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,50.0,DCM,300,2/1,10,2023-10-07_15-14-34.xlsx,Silica-CS 4g,711.0,1768.0,C1COC2=C1C=C(C=C2)C=O,711.0,1768.0,3735,2bd4f8787a951ef0ee04,5.925,14.733333333333333,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100.0,DCM,300,2/1,10,2023-10-07_15-21-37.xlsx,Silica-CS 4g,542.0,3393.0,C1COC2=C1C=C(C=C2)C=O,542.0,3393.0,3736,66c6a533f485d5277f2f,4.516666666666667,28.275,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,150.0,DCM,300,2/1,10,2023-10-07_15-28-39.xlsx,Silica-CS 4g,556.0,3382.0,C1COC2=C1C=C(C=C2)C=O,556.0,3382.0,3737,2bb48a2862bf80c30a36,4.633333333333334,28.183333333333334,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,50.0,DCM,300,5/1,10,2023-10-07_15-48-20.xlsx,Silica-CS 4g,1083.0,2583.0,C1COC2=C1C=C(C=C2)C=O,1083.0,2583.0,3738,c393010c592b487413e2,9.025,21.525,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100.0,DCM,300,5/1,10,2023-10-07_16-02-04.xlsx,Silica-CS 4g,984.0,3188.0,C1COC2=C1C=C(C=C2)C=O,984.0,3188.0,3739,39815ababe97d7acc107,8.2,26.566666666666666,keep,,,user_confirmed_protocol_2026-08-13
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,150.0,DCM,300,5/1,10,2023-10-07_16-08-17.xlsx,Silica-CS 4g,1090.0,2923.0,C1COC2=C1C=C(C=C2)C=O,1090.0,2923.0,3740,3f59bb6766ef6551502f,9.083333333333334,24.358333333333334,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,0/1,10,2023-10-07_16-58-58.xlsx,Silica-CS 4g,595.0,2364.0,CC1=CC(=C(C=C1)C=O)C,595.0,2364.0,3741,38f45f2503d6739a07ad,4.958333333333333,19.7,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,0/1,10,2023-10-07_17-06-41.xlsx,Silica-CS 4g,458.0,3180.0,CC1=CC(=C(C=C1)C=O)C,458.0,3180.0,3742,45456543397c99c90420,3.816666666666667,26.5,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,0/1,10,2023-10-07_17-14-13.xlsx,Silica-CS 4g,458.0,3301.0,CC1=CC(=C(C=C1)C=O)C,458.0,3301.0,3743,493af6122d46790dafb3,3.816666666666667,27.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,1/1,10,2023-10-07_17-18-40.xlsx,Silica-CS 4g,577.0,1620.0,CC1=CC(=C(C=C1)C=O)C,577.0,1620.0,3744,af4a0fce87d9f5644a6c,4.808333333333334,13.5,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,1/1,10,2023-10-07_17-22-36.xlsx,Silica-CS 4g,523.0,1501.0,CC1=CC(=C(C=C1)C=O)C,523.0,1501.0,3745,6fe77425f0d00758ebb8,4.358333333333333,12.508333333333333,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,1/1,10,2023-10-07_17-27-03.xlsx,Silica-CS 4g,519.0,1817.0,CC1=CC(=C(C=C1)C=O)C,519.0,1817.0,3746,f4e3920c62fc6679c3c2,4.325,15.141666666666667,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,2/1,10,2023-10-07_17-31-35.xlsx,Silica-CS 4g,699.0,1657.0,CC1=CC(=C(C=C1)C=O)C,699.0,1657.0,3747,189eec2c1ef09a7ad6fc,5.825,13.808333333333334,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,2/1,10,2023-10-07_17-35-31.xlsx,Silica-CS 4g,555.0,1507.0,CC1=CC(=C(C=C1)C=O)C,555.0,1507.0,3748,a81fa5ae33e09cf1cfc3,4.625,12.558333333333334,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,2/1,10,2023-10-07_17-40-08.xlsx,Silica-CS 4g,552.0,1946.0,CC1=CC(=C(C=C1)C=O)C,552.0,1946.0,3749,b25f71071bf6bc67a168,4.6,16.216666666666665,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,5/1,10,2023-10-07_17-44-24.xlsx,Silica-CS 4g,753.0,1523.0,CC1=CC(=C(C=C1)C=O)C,753.0,1523.0,3750,5aca00ababefe7b971d7,6.275,12.691666666666666,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,5/1,10,2023-10-07_17-48-41.xlsx,Silica-CS 4g,628.0,1748.0,CC1=CC(=C(C=C1)C=O)C,628.0,1748.0,3751,5fe9702f3a3a783b4c94,5.233333333333333,14.566666666666666,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,5/1,10,2023-10-07_17-55-23.xlsx,Silica-CS 4g,617.0,3150.0,CC1=CC(=C(C=C1)C=O)C,617.0,3150.0,3752,7a32c95cf5cf281c87d9,5.141666666666667,26.25,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,10/1,10,2023-10-07_18-00-09.xlsx,Silica-CS 4g,824.0,1802.0,CC1=CC(=C(C=C1)C=O)C,824.0,1802.0,3753,4e01f3a3b2efd49f7fbc,6.866666666666666,15.016666666666667,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,10/1,10,2023-10-07_18-04-56.xlsx,Silica-CS 4g,708.0,2016.0,CC1=CC(=C(C=C1)C=O)C,708.0,2016.0,3754,c8b332c6c452d13fcc6e,5.9,16.8,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,10/1,10,2023-10-07_18-09-58.xlsx,Silica-CS 4g,679.0,2195.0,CC1=CC(=C(C=C1)C=O)C,679.0,2195.0,3755,4caaa164908173f305cd,5.658333333333333,18.291666666666668,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,20/1,10,2023-10-07_18-15-25.xlsx,Silica-CS 4g,924.0,2214.0,CC1=CC(=C(C=C1)C=O)C,924.0,2214.0,3756,23e0c45fe7c2db0d34ba,7.7,18.45,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,20/1,10,2023-10-07_18-20-47.xlsx,Silica-CS 4g,851.0,2361.0,CC1=CC(=C(C=C1)C=O)C,851.0,2361.0,3757,21dff71e317a08aafbb2,7.091666666666667,19.675,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,20/1,10,2023-10-07_18-26-28.xlsx,Silica-CS 4g,755.0,2564.0,CC1=CC(=C(C=C1)C=O)C,755.0,2564.0,3758,1c74260e06ef3cc0b7b8,6.291666666666667,21.366666666666667,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,50.0,PE,300,50/1,10,2023-10-07_18-33-16.xlsx,Silica-CS 4g,1341.0,3031.0,CC1=CC(=C(C=C1)C=O)C,1341.0,3031.0,3759,195a292d7c8874415285,11.175,25.258333333333333,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100.0,PE,300,50/1,10,2023-10-07_18-40-13.xlsx,Silica-CS 4g,1194.0,3334.0,CC1=CC(=C(C=C1)C=O)C,1194.0,3334.0,3760,8b06ec38a7e5999edfa6,9.95,27.783333333333335,keep,,,user_confirmed_protocol_2026-08-13
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,150.0,PE,300,50/1,10,2023-10-07_18-47-25.xlsx,Silica-CS 4g,970.0,3470.0,CC1=CC(=C(C=C1)C=O)C,970.0,3470.0,3761,7becf2ab3560ce93bfc8,8.083333333333334,28.916666666666668,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,0/1,10,2023-10-07_19-58-08.xlsx,Silica-CS 4g,442.0,1504.0,CC1=CC(=C(C=C1)C(=O)C)C,442.0,1504.0,3762,17fd49e7bf1b8c8b08f7,3.683333333333333,12.533333333333333,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,0/1,10,2023-10-07_20-02-54.xlsx,Silica-CS 4g,491.0,2044.0,CC1=CC(=C(C=C1)C(=O)C)C,491.0,2044.0,3763,915cf3a7c8100cb7ce1f,4.091666666666667,17.033333333333335,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,0/1,10,2023-10-07_20-08-01.xlsx,Silica-CS 4g,487.0,2206.0,CC1=CC(=C(C=C1)C(=O)C)C,487.0,2206.0,3764,003ad1a9637ac1b7c0fd,4.058333333333334,18.383333333333333,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,1/1,10,2023-10-07_20-59-19.xlsx,Silica-CS 4g,488.0,2011.0,CC1=CC(=C(C=C1)C(=O)C)C,488.0,2011.0,3765,7f441e5455eeb896256b,4.066666666666666,16.758333333333333,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,1/1,10,2023-10-07_21-03-46.xlsx,Silica-CS 4g,543.0,1802.0,CC1=CC(=C(C=C1)C(=O)C)C,543.0,1802.0,3766,7a9775ac62acbc27a73d,4.525,15.016666666666667,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,1/1,10,2023-10-07_21-07-32.xlsx,Silica-CS 4g,536.0,1401.0,CC1=CC(=C(C=C1)C(=O)C)C,536.0,1401.0,3767,22191f76e895327c6e2d,4.466666666666667,11.675,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,2/1,10,2023-10-07_21-12-05.xlsx,Silica-CS 4g,714.0,1656.0,CC1=CC(=C(C=C1)C(=O)C)C,714.0,1656.0,3768,3525a4882a3afddd9dad,5.95,13.8,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,2/1,10,2023-10-07_21-16-07.xlsx,Silica-CS 4g,586.0,1571.0,CC1=CC(=C(C=C1)C(=O)C)C,586.0,1571.0,3769,068ecbf94a9e12b1b908,4.883333333333334,13.091666666666667,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,2/1,10,2023-10-07_21-20-20.xlsx,Silica-CS 4g,580.0,1682.0,CC1=CC(=C(C=C1)C(=O)C)C,580.0,1682.0,3770,d36f7b3485a7dead23e2,4.833333333333333,14.016666666666667,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,5/1,10,2023-10-07_21-24-42.xlsx,Silica-CS 4g,764.0,1553.0,CC1=CC(=C(C=C1)C(=O)C)C,764.0,1553.0,3771,9d3546df38b38ba16da5,6.366666666666666,12.941666666666666,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,5/1,10,2023-10-07_21-28-28.xlsx,Silica-CS 4g,663.0,1400.0,CC1=CC(=C(C=C1)C(=O)C)C,663.0,1400.0,3772,3b45c013164f91745fd2,5.525,11.666666666666666,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,5/1,10,2023-10-07_21-32-15.xlsx,Silica-CS 4g,640.0,1444.0,CC1=CC(=C(C=C1)C(=O)C)C,640.0,1444.0,3773,211d35ba2d70d66634dc,5.333333333333333,12.033333333333333,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,10/1,10,2023-10-07_21-36-51.xlsx,Silica-CS 4g,930.0,1711.0,CC1=CC(=C(C=C1)C(=O)C)C,930.0,1711.0,3774,b176d0d8203294517e53,7.75,14.258333333333333,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,10/1,10,2023-10-07_21-42-08.xlsx,Silica-CS 4g,657.0,2318.0,CC1=CC(=C(C=C1)C(=O)C)C,657.0,2318.0,3775,b08821181fbd4d81b247,5.475,19.316666666666666,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,10/1,10,2023-10-07_21-47-15.xlsx,Silica-CS 4g,634.0,2211.0,CC1=CC(=C(C=C1)C(=O)C)C,634.0,2211.0,3776,ba4d64425eed071718e4,5.283333333333333,18.425,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,20/1,10,2023-10-07_21-53-37.xlsx,Silica-CS 4g,1053.0,2786.0,CC1=CC(=C(C=C1)C(=O)C)C,1053.0,2786.0,3777,d13724f7a4b6c8bb3628,8.775,23.216666666666665,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,20/1,10,2023-10-07_21-59-24.xlsx,Silica-CS 4g,932.0,2603.0,CC1=CC(=C(C=C1)C(=O)C)C,932.0,2603.0,3778,1ed76d286d658f024404,7.766666666666667,21.691666666666666,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,20/1,10,2023-10-07_22-05-26.xlsx,Silica-CS 4g,836.0,2760.0,CC1=CC(=C(C=C1)C(=O)C)C,836.0,2760.0,3779,75328dcee739068fdfba,6.966666666666667,23.0,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,50.0,PE,300,50/1,10,2023-10-08_15-36-26.xlsx,Silica-CS 4g,552.0,3207.0,CC1=CC(=C(C=C1)C(=O)C)C,552.0,3207.0,3780,570497bf792f134f2223,4.6,26.725,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100.0,PE,300,50/1,10,2023-10-08_15-45-34.xlsx,Silica-CS 4g,1019.0,4631.0,CC1=CC(=C(C=C1)C(=O)C)C,1019.0,4631.0,3781,d2c44b46eb306c56f241,8.491666666666667,38.59166666666667,keep,,,user_confirmed_protocol_2026-08-13
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,150.0,PE,300,50/1,10,2023-10-08_15-54-52.xlsx,Silica-CS 4g,637.0,4681.0,CC1=CC(=C(C=C1)C(=O)C)C,637.0,4681.0,3782,c356230277dfc98406e0,5.308333333333334,39.00833333333333,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,0/1,10,2023-10-08_16-16-52.xlsx,Silica-CS 4g,451.0,1265.0,CC1=CC(=CC=C1)C(=O)C,451.0,1265.0,3783,4576779100baec321031,3.7583333333333333,10.541666666666666,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,0/1,10,2023-10-08_16-20-49.xlsx,Silica-CS 4g,495.0,1530.0,CC1=CC(=CC=C1)C(=O)C,495.0,1530.0,3784,1c904e2260d780d691ac,4.125,12.75,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,150.0,PE,300,0/1,10,2023-10-08_16-25-05.xlsx,Silica-CS 4g,496.0,1745.0,CC1=CC(=CC=C1)C(=O)C,496.0,1745.0,3785,6e4be94a2a9069414c1c,4.133333333333334,14.541666666666666,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,1/1,10,2023-10-08_16-28-47.xlsx,Silica-CS 4g,665.0,1168.0,CC1=CC(=CC=C1)C(=O)C,665.0,1168.0,3786,226d1197cb663575c710,5.541666666666667,9.733333333333333,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,1/1,10,2023-10-08_16-32-28.xlsx,Silica-CS 4g,558.0,1377.0,CC1=CC(=CC=C1)C(=O)C,558.0,1377.0,3787,c3bd3203f2f49d7ee9be,4.65,11.475,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,150.0,PE,300,1/1,10,2023-10-08_16-35-49.xlsx,Silica-CS 4g,548.0,1152.0,CC1=CC(=CC=C1)C(=O)C,548.0,1152.0,3788,34d95567b1dba64add5d,4.566666666666666,9.6,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,2/1,10,2023-10-08_16-39-41.xlsx,Silica-CS 4g,735.0,1297.0,CC1=CC(=CC=C1)C(=O)C,735.0,1297.0,3789,66c26a33ef4dc69074d4,6.125,10.808333333333334,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,2/1,10,2023-10-08_16-43-07.xlsx,Silica-CS 4g,595.0,1209.0,CC1=CC(=CC=C1)C(=O)C,595.0,1209.0,3790,f4bf664ee55bdc446085,4.958333333333333,10.075,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,150.0,PE,300,2/1,10,2023-10-08_16-46-38.xlsx,Silica-CS 4g,586.0,1271.0,CC1=CC(=CC=C1)C(=O)C,586.0,1271.0,3791,92a45835ad66971fb432,4.883333333333334,10.591666666666667,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,5/1,10,2023-10-08_16-50-55.xlsx,Silica-CS 4g,783.0,1513.0,CC1=CC(=CC=C1)C(=O)C,783.0,1513.0,3792,67b7c283d1762ce094e6,6.525,12.608333333333333,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,5/1,10,2023-10-08_16-54-46.xlsx,Silica-CS 4g,645.0,1499.0,CC1=CC(=CC=C1)C(=O)C,645.0,1499.0,3793,a68f480c04f4dafbdb6d,5.375,12.491666666666667,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,150.0,PE,300,5/1,10,2023-10-08_16-58-48.xlsx,Silica-CS 4g,623.0,1560.0,CC1=CC(=CC=C1)C(=O)C,623.0,1560.0,3794,e7d4a88bced1d015ecc8,5.191666666666666,13.0,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,10/1,10,2023-10-08_17-03-44.xlsx,Silica-CS 4g,887.0,1924.0,CC1=CC(=CC=C1)C(=O)C,887.0,1924.0,3795,81a4344d3452c8e992bb,7.391666666666667,16.033333333333335,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,10/1,10,2023-10-08_17-08-31.xlsx,Silica-CS 4g,744.0,2000.0,CC1=CC(=CC=C1)C(=O)C,744.0,2000.0,3796,a7c31cd83c8ff0e359d0,6.2,16.666666666666668,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,150.0,PE,300,10/1,10,2023-10-08_17-13-33.xlsx,Silica-CS 4g,646.0,2198.0,CC1=CC(=CC=C1)C(=O)C,646.0,2198.0,3797,6ee03cf62adedf0716b3,5.383333333333334,18.316666666666666,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,50.0,PE,300,20/1,10,2023-10-08_17-45-04.xlsx,Silica-CS 4g,1239.0,2488.0,CC1=CC(=CC=C1)C(=O)C,1239.0,2488.0,3798,b4d9d000145f0dfcee50,10.325,20.733333333333334,keep,,,user_confirmed_protocol_2026-08-13
585-74-0,3'-Methylacetophenone,0.97,0.986,100.0,PE,300,20/1,10,2023-10-08_17-50-51.xlsx,Silica-CS 4g,1211.0,2625.0,CC1=CC(=CC=C1)C(=O)C,1211.0,2625.0,3799,17beb55af7159f9079dc,10.091666666666667,21.875,keep,,,user_confirmed_protocol_2026-08-13
