phase,candidate_id,member_seed,init_source_sha256,expected_source_sha256,source_reset_pass,checkpoint_sha256
candidate,10d51839b15b94f0ae56,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,13a16597e1433ff7e29c46fb90a50f4d820577af1a496199b4bf1eaa7f2605a1
candidate,10d51839b15b94f0ae56,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,c7c09b19b0307ab9bfa909b2c519f1dc15eda6d0c472981ad8a68023918d6fe3
candidate,10d51839b15b94f0ae56,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,48d7ff51f5a6f30e1a655dff9fc7e4cd4aab07f08660c907a32d9ff780c33d5e
candidate,118d66c0e53f510c51ed,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,4b5c8758bab8b7a892371c17ee4cb6d86bb549fe79cdded8e9e60045f92062d4
candidate,118d66c0e53f510c51ed,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,8dee474b7f1ef42ec9a5d07007e2738c2567a344c988f8a493538e45c629f310
candidate,118d66c0e53f510c51ed,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,4d53f068a1aafc1dc2626d937fcd267ad8cf0b884e106c2af957d12108742478
candidate,12e11e8eaee71fc57209,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,c5321b07080bb93d9b363ac48b19f98091c05280f322b2e070966c90ea829be7
candidate,12e11e8eaee71fc57209,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,d6dc3739790545386512df1ec03aca9be9b390d3a4744980b9a1563e348ce32c
candidate,12e11e8eaee71fc57209,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,0eafddddfaccd97f7971f8ada74edf189710a3660c40922c8aec7f0ea529fd15
candidate,135ac7deca522d1e7929,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,bda2397090eadc0e48beeb9346502414f0c1ed91d00371c81a1f5f4d73bff961
candidate,135ac7deca522d1e7929,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,8dfe5c7653ebd80bb930ee0a54bba5697905cc2b6e3651ea9739bedc7cd09cc3
candidate,135ac7deca522d1e7929,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,74dd3f7ce15bc1120ae1086fad11147eed26ad75421d6c363218d4d7463164bd
candidate,13fb1511fffef8fc96e0,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,1ba94fc4dd5240762fa7a09aa77efc3f8bd08b25b9f38fd44d90d3318686c021
candidate,13fb1511fffef8fc96e0,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,d4a74f5366cae78a2136efa508e5086d9e6acb35a3b41d1e6081315cf8144b64
candidate,13fb1511fffef8fc96e0,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,24b85279f494e784e1ed40cc59c6cb6442b01810faaea454d3e4ee771ebe32e7
candidate,194278dd9ee3d2407ed5,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,e898c05623ae84b11214d33428d6c2c53784a4e30ddaa56430ee989a3889fd4b
candidate,194278dd9ee3d2407ed5,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,61c6c786e012ebf6162f9329cbd842ce7b838d1cd79d62a36506549e1d315473
candidate,194278dd9ee3d2407ed5,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,b7a9adbbbaf9d0bfd5b4d561d97551fca292e9aa5f8f510be0ee3059747c6eeb
candidate,1fe1163f7d97c16f3822,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,48246afe37cf53c90e5052f43eece137c3ff93c9b96484829e8699bd70fd038f
candidate,1fe1163f7d97c16f3822,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,4b2e3b9786713753e2fab4badf31e43206ee463b902ffe22a65cb6a98d0dcc66
candidate,1fe1163f7d97c16f3822,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,1c7021f80a95b758f2f1815d31f4bb09845280a9f307eb1d39242111b3a505c4
candidate,226ebdbf914ce9333de8,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,8a807eddb0ac3123263b5ba12f2e5cd771334be51e9edb1f37d85fd38a0ad87b
candidate,226ebdbf914ce9333de8,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,494fb99c9bf6611a50115b6b7e3033cf918779c0c92e0f1375ecf7b1563829d2
candidate,226ebdbf914ce9333de8,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,4e08058e23068cc1510538f62d66020a9573fbdd7b6ebd97fac00328942324a1
candidate,27b234a05f8c66fd059f,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,9ffe8f5b940d84de34960b3bfe5f79fa14a1cb0ff77b53d3741c3bc9e359920e
candidate,27b234a05f8c66fd059f,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,24acda14553bab8218237b964f360d5044a85bc5fe80792aaaf921c937064dbf
candidate,27b234a05f8c66fd059f,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,28b7fa36f082731e372992a11ba6cf79cd3557d261c6e022ca2f0924e334a7fd
candidate,2cbca950d64fdcd81660,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,642ace2c220331798a4dfefcc3dbc102122a1d81c983491310ce307ef6289a9c
candidate,2cbca950d64fdcd81660,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,6852d3023a1f571c93a34bdd492bb49cdadaa2161615e3517fa2b33710c7d4c7
candidate,2cbca950d64fdcd81660,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,a179ec7e60e976f5c983f303c583e0e09cf5e34f0fd8cbd2cadc716bca60079e
candidate,31d92ca6486b229184cf,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,3803e40223bde054aefc142b08a190bf55b9346cfcfac7a6cfa9c65dbb4cddeb
candidate,31d92ca6486b229184cf,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,0840c1d22a63884a6fa812591ae7b873ff1f54749eb2f5d1a7f046166f87c288
candidate,31d92ca6486b229184cf,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,461ce996c986cd39e6afb0fc876b2af875cbc119250d0a7673cc04760a85a8e1
candidate,3a02b99399bb0c3e9ff9,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,4e535adc0ac953f2a3bc4f2947d7e714bb610f26cb57e48663b531bde02bbb4c
candidate,3a02b99399bb0c3e9ff9,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,bbd2b1fa6fd4754c0060235d0b42691264235b9fa2f8017fd87590c07bbbded8
candidate,3a02b99399bb0c3e9ff9,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,d81c02083736d02885e94693a0226139317beea554ca9e9f92a4abdf34b283bb
candidate,3b03dfa8ff44ff554734,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,935862ae286e3d2ea59f4c4a89645645a0e82321b400aafdc84317286b843e33
candidate,3b03dfa8ff44ff554734,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,0fabb496ce17d4cfc9c25fbdd375973acbdc28ef014ced754d245c24851ce64e
candidate,3b03dfa8ff44ff554734,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,f7edfa58d06e58fe908b898fc7534cb6c8d5c551d72ddfc9934f0b0301b9e79a
candidate,3d5dc8831f4c74f7b7d1,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,9b3f117a5b0a9c46bf5f719594d11ac35fa9808cf2f04a01d8a1ace54fb265b7
candidate,3d5dc8831f4c74f7b7d1,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,a632c04693cf4f8032b1dd8a85ad29008658047ed09f6aee44f4364e8b921025
candidate,3d5dc8831f4c74f7b7d1,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,b94d6d06188308a87d23d52a1f638c36aefe99168c06d0933fa5b1d9177ba789
candidate,404dc3e2801a9a9d52aa,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,c978c06ea9208d4b0f6a49933c5bc99a1c4b462b24b7b38b6e697e2a752f8aa3
candidate,404dc3e2801a9a9d52aa,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,54d5028a622bb06230551d6e131870f45d458fc62a5bc3b27e560ae89f4ed313
candidate,404dc3e2801a9a9d52aa,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,8f15d55784710e2ac7d610da25dd78e670b50c96aa1e4400a6044c57005c1930
candidate,41a468134f078d2de17d,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,18291ee886e1929a09b1052abd12c75d12eb4f0dde9703c0f5e124dce16f3bdd
candidate,41a468134f078d2de17d,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,a1d282b6b1c054439d87875ce50d9bed6b08e96117ced686c1f0abc96f2ff241
candidate,41a468134f078d2de17d,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,b76927a60978647e9e9295df605ad7f8a384566c9e0e2faa04f22ba0ca23518b
candidate,47404d0982a587f0393e,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,4faae2668154eea2c86a20cbcde3c1a0ee04dfafbce3790eb01c75d91923936a
candidate,47404d0982a587f0393e,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,e928094b24d2445dcd317ebf3f657aee0336ffe66f3b0000887be2aa326237a8
candidate,47404d0982a587f0393e,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,e3dca101669c6716cb7465ae1183770c87c6b965f941ec215ec574fa09324f55
candidate,474238f822b0c38795c6,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,c4be13812574c0164757bd4b703d8e4f8f4681cc793ad8993af523ebf9a259a5
candidate,474238f822b0c38795c6,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,3de3373ef06cf1df9c81df331c2bbb0fe4612a05a560edf7d0f166659f9046a3
candidate,474238f822b0c38795c6,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,c297ad23fd85a06a7ca2ec0387fade4650fdee82d2ef68267b13d9c6d9a8ae74
candidate,4c36e8e7d179b4bfa11a,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,cde7eefadc2f2fcc6dc0bba376e8ac99f93d10da5d580f9d0100383350ec8ed2
candidate,4c36e8e7d179b4bfa11a,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,7e00fd804eecc21db14f029ddd0d584fea6be3267664088ccabc3f07536f7dcc
candidate,4c36e8e7d179b4bfa11a,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,3a0b2b4b88c480dfdd2583b73a771f9490f8cc17afb1d1441fe43093f797c7ef
candidate,4c6a8ef1c87748df99f2,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,17f73275a667639f3a6a43e1905e5a838a56713ee9878bc98fa237dda72008d0
candidate,4c6a8ef1c87748df99f2,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,36ec81c22bff5a6f53ebd484b5111ddaa5952d18502381f122dd4ccee95f140c
candidate,4c6a8ef1c87748df99f2,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,1316561f1f882665db4620e3bdc12d6f724bad33860ff9317f1443d14266bb44
candidate,5ac5df671efee45d3ddf,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,f0beb4613dc444d81e159ba0755380ba24ea720bd657119285c950b296cfce0c
candidate,5ac5df671efee45d3ddf,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,21d94c067b7b30a721c65b443db04c8b7dc9c0a83bbac5e6e3e2991542a57405
candidate,5ac5df671efee45d3ddf,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,3325f15bca265833bf32ba566e8420c694da98b97e4d45e095d6929fab6720d3
candidate,60a000cb56517513c4d2,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,dd210b7f33091199b2f8eb793c4b6882a77a21dc82f16ed9e71cf0898fc828a1
candidate,60a000cb56517513c4d2,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,3ab0f603369e41208cda853ac41c7a7a1a3bb3c36fa5c5d229b6f76262ad0355
candidate,60a000cb56517513c4d2,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,7871b5f1925e4d10d378be024476ef81af776866730875911b1f5f4b27be54f5
candidate,640353c89b3ce64ee98b,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,c25cfa2f9f9b4a426cc5d88201f91ab2efcff3d75c6d56ba7344a1265b155ac3
candidate,640353c89b3ce64ee98b,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,73c721811e73ae0a14c816b643dab40926cfa4513324832380b7e168efb40a69
candidate,640353c89b3ce64ee98b,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,cc88100c2a32b89eeb793c014745336e8d712db62330be0006c23933022d68c4
candidate,6c8de7fb3dbd4f5adabf,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,cf473a9dd8797eb2a78939048284b0e54eb609c620a22c014d68f55a919bd148
candidate,6c8de7fb3dbd4f5adabf,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,7adba01d17b546c3854df4dff597497c613292c30e1a97c8d1f173b026d91adf
candidate,6c8de7fb3dbd4f5adabf,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,eb1c3b8825325911877679fd7c9e25851a64e28709171127a4f2a22bba666fbb
candidate,6cd5860914563da59932,42,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,True,4fa733d2471d9b3d6b18b16b89b9f77eb7a46750e3978df8b54556ddc0cb57dc
candidate,6cd5860914563da59932,525,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,True,4308cc5ac4eee84602d51f613de001ebc7db615c3bcefd8eed65b283fd1694f3
candidate,6cd5860914563da59932,1101,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,True,c83e7fc6901538c4eb110041f0736a6e50adbc11c624ba1be20e07cf790494d9
