outer_seed,comparator,metric,direction,CW_minus_comparator
157,lcmd,V2_RMSE@653,negative_is_CW_better,-0.4704589417541305
157,lcmd,V1_R2@653,positive_is_CW_better,0.08024107208621056
157,lcmd,V2_R2@653,positive_is_CW_better,0.023506965991354822
6101,gradient_maxdet,AULC_525_653,negative_is_CW_better,-0.07199795618861571
6101,gradient_maxdet,AULC_429_653,negative_is_CW_better,-0.052942587279990905
6101,gradient_maxdet,AULC_333_653,negative_is_CW_better,-0.01607846366865684
6101,gradient_maxdet,NRMSE@557,negative_is_CW_better,-0.07199259302550776
6101,gradient_maxdet,NRMSE@589,negative_is_CW_better,-0.06260781812864369
6101,gradient_maxdet,NRMSE@621,negative_is_CW_better,-0.09196676424716488
6101,gradient_maxdet,NRMSE@653,negative_is_CW_better,-0.11124694447028849
6101,gradient_maxdet,V1_RMSE@653,negative_is_CW_better,-0.5042961670594455
6101,gradient_maxdet,V2_RMSE@653,negative_is_CW_better,-1.7126829446097531
6101,gradient_maxdet,V1_R2@653,positive_is_CW_better,0.06836591135416048
6101,gradient_maxdet,V2_R2@653,positive_is_CW_better,0.11051418872702601
6101,hybrid,AULC_525_653,negative_is_CW_better,0.020855217004117743
6101,hybrid,AULC_429_653,negative_is_CW_better,0.005659907895233407
6101,hybrid,AULC_333_653,negative_is_CW_better,0.013372887081949947
6101,hybrid,NRMSE@557,negative_is_CW_better,-0.04904848330652334
6101,hybrid,NRMSE@589,negative_is_CW_better,0.04284067062287844
6101,hybrid,NRMSE@621,negative_is_CW_better,0.05132007582240816
6101,hybrid,NRMSE@653,negative_is_CW_better,0.0711954660444788
6101,hybrid,V1_RMSE@653,negative_is_CW_better,0.6375817258118004
6101,hybrid,V2_RMSE@653,negative_is_CW_better,0.14804336715311361
6101,hybrid,V1_R2@653,positive_is_CW_better,-0.07442126160071416
6101,hybrid,V2_R2@653,positive_is_CW_better,-0.008257274429246175
6101,kernel_ivr,AULC_525_653,negative_is_CW_better,-0.06283824482472922
6101,kernel_ivr,AULC_429_653,negative_is_CW_better,-0.04029674100443115
6101,kernel_ivr,AULC_333_653,negative_is_CW_better,-0.002735963678446307
6101,kernel_ivr,NRMSE@557,negative_is_CW_better,-0.10542688402145217
6101,kernel_ivr,NRMSE@589,negative_is_CW_better,-0.0393657706960957
6101,kernel_ivr,NRMSE@621,negative_is_CW_better,-0.0615516635571044
6101,kernel_ivr,NRMSE@653,negative_is_CW_better,-0.11550046650517365
6101,kernel_ivr,V1_RMSE@653,negative_is_CW_better,-0.47499231397008224
6101,kernel_ivr,V2_RMSE@653,negative_is_CW_better,-1.9128777999376325
6101,kernel_ivr,V1_R2@653,positive_is_CW_better,0.06416358998999405
6101,kernel_ivr,V2_R2@653,positive_is_CW_better,0.12523313373077127
6101,lcmd,AULC_525_653,negative_is_CW_better,0.025234724083234905
6101,lcmd,AULC_429_653,negative_is_CW_better,-0.013400000679236523
6101,lcmd,AULC_333_653,negative_is_CW_better,-0.012632378007312206
6101,lcmd,NRMSE@557,negative_is_CW_better,-0.018676092387803545
6101,lcmd,NRMSE@589,negative_is_CW_better,0.06999759680549489
6101,lcmd,NRMSE@621,negative_is_CW_better,0.07160012044644992
6101,lcmd,NRMSE@653,negative_is_CW_better,0.04067791318963121
6101,lcmd,V1_RMSE@653,negative_is_CW_better,0.5563793757765918
6101,lcmd,V2_RMSE@653,negative_is_CW_better,-0.4576129817359913
6101,lcmd,V1_R2@653,positive_is_CW_better,-0.0656885036891951
6101,lcmd,V2_R2@653,positive_is_CW_better,0.026827294729733442
