column,protocol,method,target,dimension,level,mean_rows,nonempty_seeds,rmse,mae,median_absolute_error
25g,row,local_identity_shrinkage,V2,source_q50,high,33.2,5,41.36122175037181,28.978427268407245,18.73809180050709
25g,row,local_identity_shrinkage,V2,source_q50,low,31.4,5,7.525981644186444,6.085675969483772,5.041587583144737
25g,row,local_identity_shrinkage,V2,source_q50,mid,33.4,5,12.082801644084002,9.416054330094042,7.426682656853186
25g,row,local_identity_shrinkage,V2,source_q50,top10,11.0,5,64.74511835193854,52.10281395984335,51.04681393893356
25g,row,local_identity_shrinkage,V2,target_magnitude,high,33.0,5,38.38221515501128,25.857136691522236,15.660254745332608
25g,row,local_identity_shrinkage,V2,target_magnitude,low,33.2,5,12.07462466966636,7.619481948636206,5.432392432003108
25g,row,local_identity_shrinkage,V2,target_magnitude,mid,31.8,5,16.806860146734675,11.891375700166318,8.982847567988534
25g,row,local_identity_shrinkage,V2,target_magnitude,top10,10.0,5,61.38382445786592,46.57170982591425,31.78246193987411
25g,row,scale_only,V1,EA,high,14.8,5,12.133924452534083,10.505566815338387,9.096124318050286
25g,row,scale_only,V1,EA,low,39.2,5,27.64727751234009,15.59748439666411,6.351644998943861
25g,row,scale_only,V1,EA,mid,44.0,5,7.685738248632998,6.139598033557381,5.183658556699184
25g,row,scale_only,V1,source_q50,high,34.8,5,29.052259210605136,17.795631697127664,10.294232732537756
25g,row,scale_only,V1,source_q50,low,33.4,5,5.6609381475684,4.772928071939355,4.376464545659106
25g,row,scale_only,V1,source_q50,mid,29.8,5,11.578101257668319,8.624526443006113,7.144274367865417
25g,row,scale_only,V1,source_q50,top10,11.2,5,38.4961083384092,27.971375584548138,20.12653907061577
25g,row,scale_only,V1,target_magnitude,high,33.0,5,28.40847141597527,17.118546480379944,9.28937610507989
25g,row,scale_only,V1,target_magnitude,low,33.0,5,13.67623177311061,9.334566316297105,7.304692315430553
25g,row,scale_only,V1,target_magnitude,mid,32.0,5,6.937246839967658,5.449590895898721,4.782422167078648
25g,row,scale_only,V1,target_magnitude,top10,10.0,5,48.0533642554463,35.5789646224616,23.369321703046875
25g,row,scale_only,V2,EA,high,14.8,5,13.436841146501356,10.63674672106573,7.529241567435238
25g,row,scale_only,V2,EA,low,39.2,5,38.98394799450731,23.685805845689007,13.050672157938976
25g,row,scale_only,V2,EA,mid,44.0,5,13.530897707817758,10.569388780211472,8.949362111184545
25g,row,scale_only,V2,source_q50,high,33.2,5,43.50404839811806,28.65149189478978,18.37992416733004
25g,row,scale_only,V2,source_q50,low,31.4,5,7.370740435922107,6.272295670407689,5.802856878098202
25g,row,scale_only,V2,source_q50,mid,33.4,5,13.81980881323191,11.665392598594353,11.385172708382905
25g,row,scale_only,V2,source_q50,top10,11.0,5,70.68864289276722,54.763571506627855,43.17933011628166
25g,row,scale_only,V2,target_magnitude,high,33.0,5,40.75854297842031,25.330434662355103,14.676932725707577
25g,row,scale_only,V2,target_magnitude,low,33.2,5,13.506448465134795,10.099101841739259,8.51591860392075
25g,row,scale_only,V2,target_magnitude,mid,31.8,5,16.356894184087686,11.894087794336595,9.04222007722635
25g,row,scale_only,V2,target_magnitude,top10,10.0,5,68.46712471338955,51.546217933520744,33.67431088678859
25g,row,source_anchored_full,V1,EA,high,14.8,5,10.730335518200587,10.462818068582633,10.20513879
25g,row,source_anchored_full,V1,EA,low,39.2,5,58.68077602478081,43.29514712938152,27.38838235
25g,row,source_anchored_full,V1,EA,mid,44.0,5,27.590292728376575,21.015715818983885,14.444280450000003
25g,row,source_anchored_full,V1,source_q50,high,34.8,5,66.18603690180447,52.50034529969645,41.0571533
25g,row,source_anchored_full,V1,source_q50,low,33.4,5,13.19501422583097,12.68764109136958,12.19250565
25g,row,source_anchored_full,V1,source_q50,mid,29.8,5,19.906956361150332,17.162536877951972,14.0873561
25g,row,source_anchored_full,V1,source_q50,top10,11.2,5,105.96712517002001,96.89149073541353,86.4157886
25g,row,source_anchored_full,V1,target_magnitude,high,33.0,5,69.2955921587822,57.80350706969698,45.041389200000005
25g,row,source_anchored_full,V1,target_magnitude,low,33.0,5,11.228597975620044,10.984373289090911,11.0976104
25g,row,source_anchored_full,V1,target_magnitude,mid,32.0,5,16.56070905817369,16.075686053125,15.59064862
25g,row,source_anchored_full,V1,target_magnitude,top10,10.0,5,110.52348127550974,104.090238,97.6832318
25g,row,source_anchored_full,V2,EA,high,14.8,5,21.44320334148152,19.17857509302521,15.34868775
25g,row,source_anchored_full,V2,EA,low,39.2,5,91.11090916757456,66.60727065606834,42.645140100000006
25g,row,source_anchored_full,V2,EA,mid,44.0,5,43.78083134855346,32.914931489239464,23.3674492
25g,row,source_anchored_full,V2,source_q50,high,33.2,5,106.12510852620906,84.63131840140318,63.76107445
25g,row,source_anchored_full,V2,source_q50,low,31.4,5,19.614264942136373,18.695697523339227,16.950748
25g,row,source_anchored_full,V2,source_q50,mid,33.4,5,30.429853331918235,28.141816161107,25.277680150000002
25g,row,source_anchored_full,V2,source_q50,top10,11.0,5,174.44199597128218,160.48411117555557,140.11650060000002
25g,row,source_anchored_full,V2,target_magnitude,high,33.0,5,107.85731275097305,89.23677002121212,66.88275719999999
25g,row,source_anchored_full,V2,target_magnitude,low,33.2,5,16.79344715677098,16.438346688217468,16.5166593
25g,row,source_anchored_full,V2,target_magnitude,mid,31.8,5,27.832662160856806,27.1893564015121,26.5841615
25g,row,source_anchored_full,V2,target_magnitude,top10,10.0,5,173.89567244531764,163.45415118,150.29866959999998
25g,row,source_anchored_shallow,V1,EA,high,14.8,5,7.616482179345259,6.031712303893557,5.3513945
25g,row,source_anchored_shallow,V1,EA,low,39.2,5,34.19092132245272,22.11592837422346,12.314044899999999
25g,row,source_anchored_shallow,V1,EA,mid,44.0,5,13.99125867268756,9.208896613023281,6.5803929
25g,row,source_anchored_shallow,V1,source_q50,high,34.8,5,37.40210879979382,24.827900104611317,14.3981745
25g,row,source_anchored_shallow,V1,source_q50,low,33.4,5,8.410967983300635,6.6367194831681235,5.49606145
25g,row,source_anchored_shallow,V1,source_q50,mid,29.8,5,13.49436708885786,9.371255673015188,7.3558294
25g,row,source_anchored_shallow,V1,source_q50,top10,11.2,5,60.72390945687566,51.12138278245614,45.8417641
25g,row,source_anchored_shallow,V1,target_magnitude,high,33.0,5,38.44903434017513,26.209624121212123,16.784057400000002
25g,row,source_anchored_shallow,V1,target_magnitude,low,33.0,5,11.367519191112157,7.78265670969697,5.6448248
25g,row,source_anchored_shallow,V1,target_magnitude,mid,32.0,5,9.716507936133542,7.747062126875001,7.1631496
25g,row,source_anchored_shallow,V1,target_magnitude,top10,10.0,5,64.07499265909809,54.29066074,44.0682006
25g,row,source_anchored_shallow,V2,EA,high,14.8,5,14.792588171532326,11.56582447484594,8.2550993
25g,row,source_anchored_shallow,V2,EA,low,39.2,5,54.25275165488124,33.92324309415016,18.24742550000001
25g,row,source_anchored_shallow,V2,EA,mid,44.0,5,23.717330464975497,15.713695857990501,11.1904739
25g,row,source_anchored_shallow,V2,source_q50,high,33.2,5,63.07702602370158,42.76969667879003,26.634179800000005
25g,row,source_anchored_shallow,V2,source_q50,low,31.4,5,12.900244620272622,10.634918288628057,9.0918067
25g,row,source_anchored_shallow,V2,source_q50,mid,33.4,5,17.07227539599598,13.023885113088912,10.574504899999999
25g,row,source_anchored_shallow,V2,source_q50,top10,11.0,5,105.54282000949698,90.32069236111111,77.66350500000001
25g,row,source_anchored_shallow,V2,target_magnitude,high,33.0,5,62.69975400914037,42.93709689090909,27.318593800000002
25g,row,source_anchored_shallow,V2,target_magnitude,low,33.2,5,13.435926724259991,10.166965597914437,8.243669899999999
25g,row,source_anchored_shallow,V2,target_magnitude,mid,31.8,5,17.218266838504057,13.804035895161292,11.8774587
25g,row,source_anchored_shallow,V2,target_magnitude,top10,10.0,5,105.01611227826706,90.03904694,75.62235849999999
25g,row,standard_full_finetune,V1,EA,high,14.8,5,6.353612295970057,5.586253494957983,5.29175476
25g,row,standard_full_finetune,V1,EA,low,39.2,5,37.43735181064401,24.29960158922079,14.010195699999997
25g,row,standard_full_finetune,V1,EA,mid,44.0,5,17.92067911482367,11.977599125289306,7.6041985
25g,row,standard_full_finetune,V1,source_q50,high,34.8,5,43.18573249093404,29.149780825743584,19.4121868
25g,row,standard_full_finetune,V1,source_q50,low,33.4,5,9.02710078834064,7.121550106874629,6.19397266
25g,row,standard_full_finetune,V1,source_q50,mid,29.8,5,13.007732261094343,9.976673931500823,7.83200226
25g,row,standard_full_finetune,V1,source_q50,top10,11.2,5,71.90600850388743,56.58679173298246,47.1041022
25g,row,standard_full_finetune,V1,target_magnitude,high,33.0,5,43.595557404371974,30.801742242424247,22.250489000000005
25g,row,standard_full_finetune,V1,target_magnitude,low,33.0,5,11.798083968275924,7.545801850303031,5.430718700000001
25g,row,standard_full_finetune,V1,target_magnitude,mid,32.0,5,12.226000065440335,9.634836566874998,8.139734999999998
25g,row,standard_full_finetune,V1,target_magnitude,top10,10.0,5,69.19137501995085,54.678730740000006,47.4267983
25g,row,standard_full_finetune,V2,EA,high,14.8,5,14.49949089865822,11.577204866722688,8.31351147
25g,row,standard_full_finetune,V2,EA,low,39.2,5,52.28663204195897,32.14004558523426,18.348649700000003
25g,row,standard_full_finetune,V2,EA,mid,44.0,5,26.303958542221533,17.490672638811724,11.255775500000002
25g,row,standard_full_finetune,V2,source_q50,high,33.2,5,63.14832474008657,42.6433621055654,27.505610400000002
25g,row,standard_full_finetune,V2,source_q50,low,31.4,5,11.158507673688014,9.271197131753611,7.60101605
25g,row,standard_full_finetune,V2,source_q50,mid,33.4,5,18.324646964709256,14.291935006073805,11.354821300000001
25g,row,standard_full_finetune,V2,source_q50,top10,11.0,5,105.61907623753409,83.26379996666668,61.955337400000005
25g,row,standard_full_finetune,V2,target_magnitude,high,33.0,5,62.812990682157704,43.9345096969697,30.204692000000005
25g,row,standard_full_finetune,V2,target_magnitude,low,33.2,5,10.783612547803603,8.669374655614973,7.0464674
25g,row,standard_full_finetune,V2,target_magnitude,mid,31.8,5,19.213194208689366,14.463825442258065,12.404963300000002
25g,row,standard_full_finetune,V2,target_magnitude,top10,10.0,5,97.76802002099572,76.05335832,58.2791339
25g,row,standard_shallow_finetune,V1,EA,high,14.8,5,6.2150453048227465,4.578649587058824,3.0896586000000004
25g,row,standard_shallow_finetune,V1,EA,low,39.2,5,25.214335986642887,16.52609958437141,9.553067700000003
25g,row,standard_shallow_finetune,V1,EA,mid,44.0,5,8.653433593930911,6.050788975817336,4.349419500000001
25g,row,standard_shallow_finetune,V1,source_q50,high,34.8,5,26.66396653799177,17.997176932491552,10.5383735
25g,row,standard_shallow_finetune,V1,source_q50,low,33.4,5,5.767961151508152,4.307981468664406,3.079932899999999
25g,row,standard_shallow_finetune,V1,source_q50,mid,29.8,5,9.826112710601349,6.986015477034073,4.6428427999999995
25g,row,standard_shallow_finetune,V1,source_q50,top10,11.2,5,40.879455460275814,32.18372341468672,25.037128000000003
25g,row,standard_shallow_finetune,V1,target_magnitude,high,33.0,5,25.201876110883802,17.682968793939395,11.412533600000001
25g,row,standard_shallow_finetune,V1,target_magnitude,low,33.0,5,12.342798773831538,6.33880156060606,3.229176599999998
25g,row,standard_shallow_finetune,V1,target_magnitude,mid,32.0,5,8.514557334210718,6.33333414375,4.720118899999999
25g,row,standard_shallow_finetune,V1,target_magnitude,top10,10.0,5,40.409369362552965,32.84857676,26.770722200000005
25g,row,standard_shallow_finetune,V2,EA,high,14.8,5,10.250563876913072,7.812412274565827,6.4814099
25g,row,standard_shallow_finetune,V2,EA,low,39.2,5,37.217459695282415,23.59935597454944,13.252592099999998
25g,row,standard_shallow_finetune,V2,EA,mid,44.0,5,13.108758895466911,9.338647513658996,5.777356600000001
25g,row,standard_shallow_finetune,V2,source_q50,high,33.2,5,41.61555982461346,28.753580453663005,17.932315600000003
25g,row,standard_shallow_finetune,V2,source_q50,low,31.4,5,7.606909264875947,6.055857260772178,5.198344000000001
25g,row,standard_shallow_finetune,V2,source_q50,mid,33.4,5,11.969593185368819,9.015040301811984,6.039722600000002
25g,row,standard_shallow_finetune,V2,source_q50,top10,11.0,5,68.54491437815554,55.31404666666666,53.8843055
25g,row,standard_shallow_finetune,V2,target_magnitude,high,33.0,5,38.922044938588826,27.580647987878784,19.519253600000003
25g,row,standard_shallow_finetune,V2,target_magnitude,low,33.2,5,10.808404050178106,6.334653070944741,4.6338229
25g,row,standard_shallow_finetune,V2,target_magnitude,mid,31.8,5,15.744852209517418,10.667613127620967,7.886473700000002
25g,row,standard_shallow_finetune,V2,target_magnitude,top10,10.0,5,61.31323387677738,49.07937602,40.658704
25g,row,target_head_only,V1,EA,high,14.8,5,3.7226520067474254,2.8467262413165266,2.4056166500000002
25g,row,target_head_only,V1,EA,low,39.2,5,41.28211943684671,27.38075045060898,15.8388988
25g,row,target_head_only,V1,EA,mid,44.0,5,15.646052758544249,10.162466936738358,6.206709249999999
25g,row,target_head_only,V1,source_q50,high,34.8,5,45.54647368277195,33.358714889179865,23.663460399999998
25g,row,target_head_only,V1,source_q50,low,33.4,5,6.315823227962026,5.138612260008985,4.85914895
25g,row,target_head_only,V1,source_q50,mid,29.8,5,12.007242572812789,7.556546116256159,4.8529157000000005
25g,row,target_head_only,V1,source_q50,top10,11.2,5,71.88416849303911,63.22199167318295,54.977869
25g,row,target_head_only,V1,target_magnitude,high,33.0,5,47.67272420111627,36.934380272727275,28.046463799999998
25g,row,target_head_only,V1,target_magnitude,low,33.0,5,6.53808950193457,4.325940066666667,3.1969487999999986
25g,row,target_head_only,V1,target_magnitude,mid,32.0,5,7.54694592475433,6.585093346875,6.1310734
25g,row,target_head_only,V1,target_magnitude,top10,10.0,5,78.25407176820325,70.93374896,61.746209699999994
25g,row,target_head_only,V2,EA,high,14.8,5,11.385082240838026,8.821952837086837,6.6208172
25g,row,target_head_only,V2,EA,low,39.2,5,72.10857791415404,48.913082762054515,28.7412578
25g,row,target_head_only,V2,EA,mid,44.0,5,30.99738830078669,21.515037539749688,14.1788395
25g,row,target_head_only,V2,source_q50,high,33.2,5,83.30393363265648,62.44854917213754,44.981680700000005
25g,row,target_head_only,V2,source_q50,low,31.4,5,12.706336631891748,11.214043603529326,9.7094755
25g,row,target_head_only,V2,source_q50,mid,33.4,5,20.15263408339974,16.93274716661338,14.3148158
25g,row,target_head_only,V2,source_q50,top10,11.0,5,138.39122805811732,124.17768408166667,102.39719579999999
25g,row,target_head_only,V2,target_magnitude,high,33.0,5,84.6081834260095,67.14340470303031,50.181361200000005
25g,row,target_head_only,V2,target_magnitude,low,33.2,5,9.458835565329881,8.502928202317289,8.221660400000001
25g,row,target_head_only,V2,target_magnitude,mid,31.8,5,17.06223299839879,15.981840375201614,15.791989400000002
25g,row,target_head_only,V2,target_magnitude,top10,10.0,5,138.39672304688608,127.04886131999999,112.68840900000001
40g,compound,conditional_EA,V1,EA,high,16.2,5,10.338396746788451,7.8019324959536505,6.41257490519755
40g,compound,conditional_EA,V1,EA,low,38.2,5,47.14871935205933,30.430249699911126,18.53652780582149
40g,compound,conditional_EA,V1,EA,mid,47.4,5,17.289254388635193,12.783798970195217,10.865608376310792
40g,compound,conditional_EA,V1,source_q50,high,39.2,5,47.309017159872404,30.196838249094196,18.3941492074008
40g,compound,conditional_EA,V1,source_q50,low,29.2,5,10.021476753738266,7.393468940287749,5.89325791185874
40g,compound,conditional_EA,V1,source_q50,mid,33.4,5,19.528751214815344,15.047309639790328,13.438580673798427
40g,compound,conditional_EA,V1,source_q50,top10,11.0,5,46.52158468704363,36.88190093370499,32.38018623584946
40g,compound,conditional_EA,V1,target_magnitude,high,33.8,5,51.28024147473802,33.66718317176067,18.45641797555387
40g,compound,conditional_EA,V1,target_magnitude,low,33.8,5,14.608667297970333,10.688855948521269,8.65926858691301
40g,compound,conditional_EA,V1,target_magnitude,mid,34.2,5,13.702992748993177,11.643443771462046,11.738057543104173
40g,compound,conditional_EA,V1,target_magnitude,top10,10.4,5,80.86145962201715,61.246144820194424,51.847105427451176
40g,compound,conditional_EA,V2,EA,high,16.2,5,23.482047295115372,15.267633585534895,10.386429030527896
40g,compound,conditional_EA,V2,EA,low,38.2,5,61.23443529517201,42.52510825810964,29.130871193669236
40g,compound,conditional_EA,V2,EA,mid,47.4,5,27.963549967380686,21.516946346147872,17.262300193367082
40g,compound,conditional_EA,V2,source_q50,high,31.8,5,59.815655235202186,44.314146071470034,35.17158654828755
40g,compound,conditional_EA,V2,source_q50,low,34.6,5,13.81995622135577,10.856948459736511,8.099795948299516
40g,compound,conditional_EA,V2,source_q50,mid,35.4,5,43.50218843634961,30.894504354127925,25.44499260452373
40g,compound,conditional_EA,V2,source_q50,top10,10.0,5,59.57407870333019,46.62845114241297,37.138098526139615
40g,compound,conditional_EA,V2,target_magnitude,high,33.8,5,62.83986710000012,42.62122248781988,29.398899269477074
40g,compound,conditional_EA,V2,target_magnitude,low,33.8,5,24.495111839032102,18.388854798056954,15.152560636106108
40g,compound,conditional_EA,V2,target_magnitude,mid,34.2,5,32.713542734849376,24.342699565175714,18.993475885034517
40g,compound,conditional_EA,V2,target_magnitude,top10,10.4,5,94.79445154140225,64.5884787693196,34.62925210672158
40g,compound,conditional_policy,V1,EA,high,16.2,5,18.906446155889007,15.230515031287618,13.212254571226362
40g,compound,conditional_policy,V1,EA,low,38.2,5,49.49305814416394,31.7852814612669,15.743509583279215
40g,compound,conditional_policy,V1,EA,mid,47.4,5,16.70971740848962,12.218281695485597,9.333632865358258
40g,compound,conditional_policy,V1,source_q50,high,39.2,5,49.2037083389676,31.940600779175675,17.17441891877069
40g,compound,conditional_policy,V1,source_q50,low,29.2,5,11.436336348688863,8.660408836457627,6.860225972405546
40g,compound,conditional_policy,V1,source_q50,mid,33.4,5,21.674845889656815,16.023793047189013,13.872157204576245
40g,compound,conditional_policy,V1,source_q50,top10,11.0,5,49.451700831905086,40.00059689259329,31.614764957316396
40g,compound,conditional_policy,V1,target_magnitude,high,33.8,5,53.77762421095247,36.712089840310824,22.799776795371677
40g,compound,conditional_policy,V1,target_magnitude,low,33.8,5,18.33473843990708,13.755260003529532,12.27631882005608
40g,compound,conditional_policy,V1,target_magnitude,mid,34.2,5,12.077121933541104,9.879583857662842,8.551530495889185
40g,compound,conditional_policy,V1,target_magnitude,top10,10.4,5,83.41835516140141,64.65983687915437,51.62106516642791
40g,compound,conditional_policy,V2,EA,high,16.2,5,24.49183637097029,18.072610930402554,13.556709653701457
40g,compound,conditional_policy,V2,EA,low,38.2,5,59.97287120241266,34.69840853288185,16.617750230950854
40g,compound,conditional_policy,V2,EA,mid,47.4,5,21.073293304957907,15.331462896499241,11.27030341100029
40g,compound,conditional_policy,V2,source_q50,high,31.8,5,55.1487373801546,35.24858511111886,23.045425447224424
40g,compound,conditional_policy,V2,source_q50,low,34.6,5,14.103270060362792,11.677676404196689,10.923638693278537
40g,compound,conditional_policy,V2,source_q50,mid,35.4,5,41.267595670523576,22.93267856445192,13.597024385390984
40g,compound,conditional_policy,V2,source_q50,top10,10.0,5,52.323683675734834,41.23161663113343,31.947558146265738
40g,compound,conditional_policy,V2,target_magnitude,high,33.8,5,63.46738019307652,38.4260829303165,22.493714972004014
40g,compound,conditional_policy,V2,target_magnitude,low,33.8,5,18.42365158879688,13.461883142923819,10.816070810431071
40g,compound,conditional_policy,V2,target_magnitude,mid,34.2,5,24.767312968925516,17.441437872697414,13.234175736807947
40g,compound,conditional_policy,V2,target_magnitude,top10,10.4,5,101.48652232277709,69.5642498064688,37.23786414342887
40g,compound,local_identity_shrinkage,V1,EA,high,16.2,5,18.906446185792742,15.230515073628897,13.212254622506578
40g,compound,local_identity_shrinkage,V1,EA,low,38.2,5,49.49305812012654,31.78528143559891,15.743509570083305
40g,compound,local_identity_shrinkage,V1,EA,mid,47.4,5,16.709717417836558,12.218281708217127,9.333632907077108
40g,compound,local_identity_shrinkage,V1,source_q50,high,39.2,5,49.20370832261958,31.940600768130935,17.174418883132695
40g,compound,local_identity_shrinkage,V1,source_q50,low,29.2,5,11.43633634885304,8.660408842495539,6.860226026564044
40g,compound,local_identity_shrinkage,V1,source_q50,mid,33.4,5,21.674845890714714,16.023793065331652,13.872157161542905
40g,compound,local_identity_shrinkage,V1,source_q50,top10,11.0,5,49.45170079566846,40.00059686648375,31.61476488271728
40g,compound,local_identity_shrinkage,V1,target_magnitude,high,33.8,5,53.77762418422951,36.71208981373015,22.79977680960597
40g,compound,local_identity_shrinkage,V1,target_magnitude,low,33.8,5,18.33473846157491,13.755260026672493,12.2763188689508
40g,compound,local_identity_shrinkage,V1,target_magnitude,mid,34.2,5,12.077121942566347,9.879583869689327,8.551530538282922
40g,compound,local_identity_shrinkage,V1,target_magnitude,top10,10.4,5,83.41835513139411,64.65983684682894,51.62106511312843
40g,compound,local_identity_shrinkage,V2,EA,high,16.2,5,24.49183642943072,18.072611053171983,13.556709795186555
40g,compound,local_identity_shrinkage,V2,EA,low,38.2,5,59.97287122069122,34.69840849299915,16.617749925049324
40g,compound,local_identity_shrinkage,V2,EA,mid,47.4,5,21.0732933856042,15.331462964475218,11.27030333366297
40g,compound,local_identity_shrinkage,V2,source_q50,high,31.8,5,55.14873741585662,35.248585047856444,23.045425654977173
40g,compound,local_identity_shrinkage,V2,source_q50,low,34.6,5,14.103270185537212,11.677676513583739,10.92363901676338
40g,compound,local_identity_shrinkage,V2,source_q50,mid,35.4,5,41.267595722098285,22.932678652918696,13.597024509770474
40g,compound,local_identity_shrinkage,V2,source_q50,top10,10.0,5,52.323683878304664,41.231616431711686,31.947557441444502
40g,compound,local_identity_shrinkage,V2,target_magnitude,high,33.8,5,63.467380200314395,38.42608284838033,22.493714985697775
40g,compound,local_identity_shrinkage,V2,target_magnitude,low,33.8,5,18.42365164000655,13.461883221096656,10.816071106034016
40g,compound,local_identity_shrinkage,V2,target_magnitude,mid,34.2,5,24.767313081788636,17.441437983371138,13.234175675043343
40g,compound,local_identity_shrinkage,V2,target_magnitude,top10,10.4,5,101.48652232112909,69.5642495620932,37.23786371204975
40g,compound,scale_only,V1,EA,high,16.2,5,27.77367785560209,25.553722380009695,24.297090063330227
40g,compound,scale_only,V1,EA,low,38.2,5,47.441812326727174,30.728344156208475,18.832640948551234
40g,compound,scale_only,V1,EA,mid,47.4,5,21.767421072643984,18.686418204238954,17.62026072481705
40g,compound,scale_only,V1,source_q50,high,39.2,5,48.14414904683742,31.88316690786519,21.25480903166258
40g,compound,scale_only,V1,source_q50,low,29.2,5,17.91560591724053,16.374258653597217,16.1138240537405
40g,compound,scale_only,V1,source_q50,mid,33.4,5,26.07986872625342,22.576652004706965,21.72466426308854
40g,compound,scale_only,V1,source_q50,top10,11.0,5,45.842120011988385,37.039660393190715,33.36525003621857
40g,compound,scale_only,V1,target_magnitude,high,33.8,5,51.008525546753205,33.768028458726164,21.007222388092078
40g,compound,scale_only,V1,target_magnitude,low,33.8,5,25.976084022113632,22.979681561401414,21.903786651240985
40g,compound,scale_only,V1,target_magnitude,mid,34.2,5,18.287573699326966,16.334500083183457,15.723331029838093
40g,compound,scale_only,V1,target_magnitude,top10,10.4,5,80.88497647146285,61.79238664408287,52.12145808630085
40g,compound,scale_only,V2,EA,high,16.2,5,27.765916359792982,21.56319016555044,16.60291157661905
40g,compound,scale_only,V2,EA,low,38.2,5,59.15640576395015,38.46115183162429,26.504798108384552
40g,compound,scale_only,V2,EA,mid,47.4,5,27.92145467518777,22.86903983751802,20.813576243341654
40g,compound,scale_only,V2,source_q50,high,31.8,5,56.29959013366822,38.30156686723227,29.741951754096664
40g,compound,scale_only,V2,source_q50,low,34.6,5,18.540210981781726,16.57474604473446,15.837888539934843
40g,compound,scale_only,V2,source_q50,mid,35.4,5,43.92851610742797,31.039089545110954,24.938423874176284
40g,compound,scale_only,V2,source_q50,top10,10.0,5,55.465172074377016,45.10671865493436,34.90299019892494
40g,compound,scale_only,V2,target_magnitude,high,33.8,5,61.592469008573616,38.19667121063817,24.606880573016518
40g,compound,scale_only,V2,target_magnitude,low,33.8,5,28.509936701852315,24.610151012517143,22.623827630258674
40g,compound,scale_only,V2,target_magnitude,mid,34.2,5,29.149224082454147,22.80923919625908,19.315666420059507
40g,compound,scale_only,V2,target_magnitude,top10,10.4,5,100.51589253941555,73.52328794737579,46.728621076231796
40g,compound,source_anchored_full,V1,EA,high,16.2,5,20.43547237758104,19.550045609264707,18.921928599999998
40g,compound,source_anchored_full,V1,EA,low,38.2,5,129.3785321897558,103.84783523829276,80.98757760000001
40g,compound,source_anchored_full,V1,EA,mid,47.4,5,48.399663474005706,39.36672966033484,29.77809903
40g,compound,source_anchored_full,V1,source_q50,high,39.2,5,132.08398402136226,109.45370113094222,84.99168870000001
40g,compound,source_anchored_full,V1,source_q50,low,29.2,5,26.297644579010058,23.838975542929546,21.36235313
40g,compound,source_anchored_full,V1,source_q50,mid,33.4,5,41.044093785804094,35.16756052660429,29.502004399999997
40g,compound,source_anchored_full,V1,source_q50,top10,11.0,5,194.01427616489138,180.0301339461905,178.48632170000002
40g,compound,source_anchored_full,V1,target_magnitude,high,33.8,5,143.7327908689904,125.7511950352435,101.53862280000001
40g,compound,source_anchored_full,V1,target_magnitude,low,33.8,5,20.069509963760407,19.550618393690836,20.19138868
40g,compound,source_anchored_full,V1,target_magnitude,mid,34.2,5,37.40491615588317,36.25526314824509,35.28358095
40g,compound,source_anchored_full,V1,target_magnitude,top10,10.4,5,221.35557527969814,214.83756155454543,212.97743300000002
40g,compound,source_anchored_full,V2,EA,high,16.2,5,37.58758044061575,34.89541257463235,30.138932599999997
40g,compound,source_anchored_full,V2,EA,low,38.2,5,178.97956266972693,143.496810800628,106.0908808
40g,compound,source_anchored_full,V2,EA,mid,47.4,5,70.55233853353506,56.31933348496127,44.2377508
40g,compound,source_anchored_full,V2,source_q50,high,31.8,5,197.48750174488583,168.26813751562418,135.97811389999998
40g,compound,source_anchored_full,V2,source_q50,low,34.6,5,36.28914534482567,34.60400569361824,32.511429299999996
40g,compound,source_anchored_full,V2,source_q50,mid,35.4,5,77.69668434630823,64.02456493834822,53.9195688
40g,compound,source_anchored_full,V2,source_q50,top10,10.0,5,291.6281341530879,275.0810962404762,270.2640301
40g,compound,source_anchored_full,V2,target_magnitude,high,33.8,5,200.16253080479277,173.81228621359668,144.9122589
40g,compound,source_anchored_full,V2,target_magnitude,low,33.8,5,30.382070266774143,29.60142447928842,30.168897800000003
40g,compound,source_anchored_full,V2,target_magnitude,mid,34.2,5,54.89079755266896,53.73298665398623,52.4465326
40g,compound,source_anchored_full,V2,target_magnitude,top10,10.4,5,310.1139034307397,300.49922698,294.5083667
40g,compound,source_anchored_shallow,V1,EA,high,16.2,5,13.06812096685417,10.718919626397058,10.248488599999998
40g,compound,source_anchored_shallow,V1,EA,low,38.2,5,81.4386394145969,54.790339577174834,28.369315399999998
40g,compound,source_anchored_shallow,V1,EA,mid,47.4,5,29.85688621789411,18.4851710218632,13.304939199999998
40g,compound,source_anchored_shallow,V1,source_q50,high,39.2,5,85.16723666979149,59.101902207128276,34.498373
40g,compound,source_anchored_shallow,V1,source_q50,low,29.2,5,14.26147808684242,11.930922398391939,11.8557059
40g,compound,source_anchored_shallow,V1,source_q50,mid,33.4,5,19.47132326467534,14.069269627195922,11.0704868
40g,compound,source_anchored_shallow,V1,source_q50,top10,11.0,5,119.88509988324185,102.35118503593074,101.0305905
40g,compound,source_anchored_shallow,V1,target_magnitude,high,33.8,5,92.07153835093327,68.14428465191017,47.5271882
40g,compound,source_anchored_shallow,V1,target_magnitude,low,33.8,5,13.603117597863527,10.92915084125541,11.084412600000002
40g,compound,source_anchored_shallow,V1,target_magnitude,mid,34.2,5,16.84183443360523,13.75475500088848,12.359754200000001
