selection_order,pool_position,selected_from_center,largest_cluster_score,nearest_center_sq_distance_before_selection
59,347,35,76836.6668799876,8706.470630357246
60,1369,306,76476.96902401568,7983.533710675352
61,1711,293,76466.82541262079,26837.265372294874
62,1729,347,76223.34552540773,23206.52040960209
63,2796,145,75459.10327915772,20418.275637497725
64,2917,148,74882.9443474184,16417.004308961303
65,2746,157,74455.73323685385,37227.91927390138
66,1922,61,74364.20387868637,14254.06186497712
67,1388,358,73840.34663277977,11913.43033849122
68,1843,344,73776.52120008337,36888.31317220122
69,2902,258,73648.15569715493,36005.19430587033
70,197,361,73296.9461195755,6760.426688105479
71,322,403,75567.45141594234,7781.366303060553
72,1422,19,71234.75937418612,2981.2598376378933
73,2578,403,67786.08511288179,5691.494535623191
74,2729,296,67707.3760620911,3173.366506228711
75,789,330,65781.42400515731,13688.730763726024
76,850,102,64466.70199785486,17829.293104723445
77,1593,148,58465.94003845709,12122.723687737773
78,526,296,58187.34892815163,3019.017123652102
79,2630,62,56877.506209277664,12806.637944256101
80,2820,299,56605.09141376706,4404.5382445473215
81,2206,191,56389.086285334175,8510.76629772946
82,601,2,56256.10571116148,9459.643639147896
83,899,109,55343.8571417745,18757.493555495283
84,1924,375,55097.703405133274,18365.90376041137
85,1087,127,54216.815816667855,9784.18981088495
86,2913,54,53352.104062193175,4005.6048792847096
87,1535,174,53256.17772033962,17752.07231119601
88,1036,237,53181.18026148903,6824.041250651011
89,1727,347,53016.82511580564,19583.994745895296
90,2969,195,52967.93490573726,14891.772541553073
91,1477,337,52409.529683221364,17469.845997821772
92,803,330,52092.69324143129,8619.813138973244
93,1387,19,51134.39924007213,2788.7914223188845
94,398,403,50711.670756306296,5543.5345972922805
95,921,80,50307.84671682987,16184.191691536194
96,459,358,50013.66129900464,10002.73786322758
97,2990,64,47833.280309859256,13542.078361987631
98,1943,216,47211.68774699494,15737.248104979328
99,1049,4,46849.00057967338,7003.380114098072
100,35,2,46796.462072013586,7876.963033284985
101,2413,148,46343.21635071932,10748.11419373515
102,748,47,45367.469500047526,5692.192129083705
103,2752,341,45221.03168900561,23687.65452588891
104,1451,317,44934.17759113635,9975.997413121651
105,716,345,44536.49063514553,9864.93370566878
106,1442,374,44397.17219350621,17616.475769079843
107,674,380,43773.136497752566,7776.91807500723
108,1565,334,42161.03163363127,21080.548252684035
109,2900,320,41213.24314472082,14739.557539184469
110,2388,312,40834.996651042784,3166.7623758750706
111,437,68,40816.100999836824,10204.078908317446
112,50,322,39935.720507770515,13311.941473075509
113,167,385,39771.64216081408,13257.276437495428
114,1364,306,38095.83483216248,3870.523079954395
115,1055,383,37981.96761178518,11691.015579630177
116,1651,54,37793.50958090585,3786.2337266756003
117,1622,298,37149.09005143689,3055.767227671171
118,2942,41,36056.28374637882,7924.016737052541
119,2677,299,35557.960908703986,2468.3639860766007
120,2575,46,34835.08667857821,4644.993913171198
121,866,99,34456.49362546904,17228.291942825366
122,706,356,34410.00324566651,17205.04112028575
123,2316,64,34291.201947871625,9661.323960932059
124,1564,306,34225.311752208094,3683.6564640926354
125,250,403,34081.077771986485,4960.315356094143
126,1301,393,34062.46801117415,6406.088180631952
127,817,47,33983.124998462335,5578.117704469791
128,1841,384,33892.68771049773,4631.688593519275
129,714,116,33603.55737576475,4876.489484805468
130,1287,44,33442.07752780613,2910.7760031209855
131,820,194,32939.36941973907,10373.916892847039
132,2360,363,32432.62927294671,16216.422780280147
133,1419,19,32409.997259030744,2527.4709077551433
134,1681,339,32115.52999228274,16057.802064999472
135,2100,419,31852.994731561466,8562.478251336426
136,2533,312,31807.11085301073,2547.63761671437
137,1724,369,31463.964376253018,10488.003904207944
138,1317,302,30538.21125810995,15269.11385251471
139,2803,426,29729.90429780152,3383.8672376779077
140,2625,37,29596.558055522626,5005.7135585536635
141,2270,473,53777.305637350895,10229.91973070009
142,1069,473,33317.4883390412,8598.930815109776
143,2853,452,29231.349434323543,2760.1422972860673
144,83,32,29165.884062352343,7291.488464940514
145,974,386,29156.255561402766,14578.178952942602
146,2713,285,28837.299163880532,7453.322824011098
147,855,102,28808.224867965153,14404.167667320347
148,1316,349,28652.195162611868,9550.822136335715
149,2794,145,28268.976286650202,8206.913556293406
150,14,200,28254.22851266287,5650.871269905365
151,847,191,28249.47000363339,4784.106969650369
152,2815,298,27981.811921528373,2169.1039343289185
153,1857,336,27903.080761387188,9301.037537740078
154,865,98,27772.339567422256,9257.448320032388
155,155,312,26711.913102361417,1352.1067944960469
156,2780,411,26604.850434583164,6730.274466881008
157,1678,444,26528.425080823756,8842.861018172582
158,521,452,26471.207137037476,1804.1437344374572
159,294,34,26156.6206081558,3737.4906357257296
160,53,445,26002.736996730266,5200.572102306731
161,2750,53,25419.33009276932,1372.2107162662087
162,2242,246,25289.37786333599,3880.2524814109147
163,698,464,25171.75670518836,5253.213358317313
164,1114,127,24864.381930732026,6319.683473552717
165,2751,368,24814.771349934235,7664.956917481875
166,1335,345,24806.757715641972,8268.943245529837
167,2878,319,24798.06134280617,10820.425240290206
168,1395,53,24047.119376503113,1118.546281081245
169,2627,399,23892.636163794727,11946.334401931425
170,763,87,23666.041853183116,5100.262042217888
171,1071,125,23455.91429747711,7567.45553648108
172,485,50,23418.75199371317,2834.626516172294
173,1665,419,23290.51648022504,5625.113802024251
174,384,152,23284.407067930355,7761.470773117806
175,1332,19,22985.987350811127,2295.3419139950583
176,2926,293,22792.440992209653,22792.44087537285
177,1889,495,22609.847008617224,3393.012822937395
178,2949,1,22229.889905023803,3140.0453817245198
179,1710,265,21843.541482103035,7558.507195188304
180,2199,53,21810.069261102217,1069.5299698157614
181,1350,341,21533.377163116704,10766.785319029063
182,2666,306,21490.30158379682,2237.876656684033
183,1704,298,21474.579645401805,1900.5695703476413
184,1620,10,21124.217794236447,1665.9278997881006
185,898,175,20966.4361540279,6673.829332441475
186,440,346,20946.992253939417,11023.127857465064
187,2916,299,20708.20668281879,1198.4302792861872
188,1284,42,20515.39842121335,1580.79140814004
189,1409,380,20442.423598298672,6026.386112567037
190,1644,108,20327.394712675796,2727.249228738161
191,1455,516,20274.285626277822,2863.681182668168
192,2928,323,20243.430351423114,1869.316219635828
193,1868,384,19997.629322226272,2695.727275410585
194,1905,312,19951.38563972692,1215.1923075820932
195,2694,411,19874.575967702156,4951.829433805997
196,1325,461,19594.811261838608,6531.647328201532
197,1801,107,19453.981443408782,2518.651670685319
198,1028,297,19340.906072443257,1018.2941095580045
199,2355,106,19320.907375947692,1534.2221047982393
200,2875,54,19143.053360354563,2455.7802701129585
201,787,93,19039.429077774676,4937.2214317185735
202,415,348,18929.779900823632,6309.940308995923
203,2267,44,18888.27930242157,2684.6918080011183
204,730,61,18752.203948359762,6250.73988000596
205,537,53,18673.71583695356,885.4157654824112
206,1935,376,18539.02703002715,6179.7591475303925
207,731,62,18457.692423084605,9228.88990440499
208,1702,323,18374.114131787286,1542.8316471558337
209,454,372,18248.598963824727,6082.891597500013
210,1541,426,18177.756213757515,2568.588913718904
211,478,350,18128.272734699392,9064.146235001244
212,2310,534,18053.306431205976,4640.5800596657755
213,2707,452,18018.048544260186,1797.431799759128
214,627,80,17939.494336264674,5979.85071709333
215,902,109,17828.939749324752,17828.93967018195
216,1559,10,17792.37462017524,1628.224744975848
217,2961,105,17789.492304053332,1225.796364796106
218,2824,309,17785.36041330261,5928.456602043647
219,2622,520,17785.058598613014,2858.060998494846
220,1606,335,17688.05663187022,17688.056608519866
221,363,41,17479.03965445183,5826.359679140143
222,2768,63,17469.245114197416,2001.3927235429665
223,1158,47,17248.90982212072,1999.9467742800216
224,1347,368,17149.81443245236,5716.676419929441
225,2021,218,17065.472336225455,1200.33263008224
226,2414,362,17062.394105485146,5687.558349191444
227,59,60,17041.67468011342,3679.9602841817814
228,2322,48,16638.50257952681,4842.705472402138
229,2223,105,16563.695939257228,1217.9226667062321
230,758,88,16167.573029839758,5389.192845137059
231,2487,298,16084.007087342463,1269.4856169273335
232,2720,53,16017.605094869676,858.7470681892692
233,1752,423,15937.799278282517,5312.626603293858
234,1932,22,15851.082752035385,2463.5153803325734
235,2374,266,15733.911054204087,15733.911030824587
236,2996,210,15393.210860348423,15393.21076687926
237,1459,164,15299.927041161305,2927.6428602277138
238,1587,323,15288.463295925401,1531.0977886164328
239,1429,163,15247.760617167243,3711.5893326999703
240,2072,312,15180.734383580582,1206.3239751527021
241,2517,296,15145.63113749272,2587.876440070828
242,1661,405,15097.335317496363,3060.710450535491
243,1014,575,17762.35314683893,2373.774561867147
244,1274,64,14968.576183739133,4989.536150059699
245,2287,252,14954.544524108675,2084.4700445881326
246,2901,258,14793.115860107413,14793.115836759098
247,2522,106,14718.277538490418,1186.784192788809
248,2523,297,14604.361398691837,953.8750654560181
249,918,383,14600.055707731131,4654.961665140399
250,1466,494,14530.239559683021,2311.412154822363
251,2726,452,14423.194139646866,1741.2797756716718
252,955,255,14254.456929297252,1084.0226618274764
253,1363,585,14873.479086531475,1740.184723960312
254,213,26,14236.841483102035,1493.35454098417
255,360,280,14230.684970265045,1031.7445069719724
256,1760,105,14127.855902621104,1162.9435707104453
257,1258,148,14098.912028199047,4699.686345600203
258,1023,119,14090.114863215407,4696.705882987895
259,679,115,13977.259912816779,5853.6778675995665
260,2977,191,13897.271658049518,4380.95641963814
261,2895,347,13848.89511035505,9421.346626234357
262,696,317,13746.138566584943,4664.58187627155
263,2101,235,13701.273493940753,4567.101595976506
264,546,1,13674.059520431587,2042.521396323325
265,2839,355,13528.13098911586,6764.074752279237
266,1217,134,13448.51386021274,2425.2621991370825
267,745,47,13249.029785219918,1981.638412672467
268,1107,141,13061.02676794707,3030.0445857533286
269,134,426,13040.590917395042,2139.8640599303326
270,1257,268,12911.520159953941,2643.188704063703
271,1856,373,12866.02819504714,6433.039358773225
272,2830,50,12755.098925644637,1708.8984041895346
273,146,17,12753.123402822588,4251.067968785646
274,2546,597,12745.345538683821,2274.6311935205176
275,2490,299,12457.705197164989,1167.0213872100012
276,2995,311,12397.722192460074,6198.9441315815075
277,1170,137,12375.210915609587,3272.9896605406066
278,1787,218,12268.99052620908,768.6708479482659
279,1197,233,12214.024896458941,1444.7917295996422
280,1091,143,12147.246889255604,807.6140943552527
281,1379,354,12081.551919410937,12081.551657912554
282,1398,520,12068.959675388784,1548.128274188045
283,530,528,11995.137332809158,5997.599877964065
284,2203,107,11898.060430331725,1897.695849845637
285,2327,402,11809.365292908973,11809.365292908973
286,1823,328,11776.220618618461,570.902447896396
287,950,297,11742.744851585483,789.1164899821656
288,0,1,11631.538124108261,1454.7674249088723
289,2907,312,11561.81277150396,1137.2699091350314
290,85,477,11497.883929191317,11497.883834275272
291,890,108,11392.411680671517,2347.3975223942034
292,966,575,11391.736682427856,2124.376943343208
293,1871,331,11324.293396426416,3774.7999821489066
294,2931,294,11193.554091635426,8131.6769613459255
295,2460,421,11169.050215195715,3063.465654937194
296,2171,245,11162.756637866116,702.5683358102997
297,2292,106,11157.975651470595,836.643757230021
298,2265,42,11030.796111409225,954.4963816176842
299,2790,44,10834.267915295623,1921.8974536268142
300,1611,328,10634.433853329394,548.3028402672953
301,409,46,10463.831416867088,3487.9559406598455
302,2911,19,10450.289423508699,1524.726386712302
303,964,635,10750.881916493137,1738.1549938973385
304,2954,312,10424.54286236893,985.048564166354
305,1167,144,10424.258276098406,966.8846854758172
306,2958,330,10180.612212405882,8327.747483069812
307,406,28,9971.398320085724,1197.217805182641
308,618,346,9923.864396474353,9923.864396474353
309,1100,139,9907.725806601618,1005.4675323453507
310,2274,269,9852.08588381193,1184.1897375982498
311,2205,414,9797.639222400867,2403.8236622824443
312,1186,245,9757.642145115782,569.0504773721213
313,1527,516,9735.366531489277,2174.972871044347
314,2834,505,9731.48240615756,1708.84825806136
315,267,143,9724.41299107292,645.5649155872707
316,2674,262,9714.976148311856,625.0806402722383
317,116,585,9652.998219414912,855.6998278571227
318,283,33,9642.93166294755,4821.465730840646
319,755,30,9525.313439192485,2366.5216962179684
