outer_seed,budget,method,mode,source_member,best_epoch,epochs_run,hit_max_epoch,early_stopped,normalized_valid_score,trainable_parameter_count
2767143051,100,graph_adapter_r32,graph_adapter_head,525,104,204,False,True,0.13171356510410298,9126
2767143051,100,graph_adapter_r32,graph_adapter_head,1101,85,185,False,True,0.13022604991176737,9126
1362771960,30,graph_adapter_r8,graph_adapter_head,42,176,276,False,True,0.36347452889832627,2958
1362771960,30,graph_adapter_r8,graph_adapter_head,525,168,268,False,True,0.376020025898842,2958
1362771960,30,graph_adapter_r8,graph_adapter_head,1101,178,278,False,True,0.3609031812008943,2958
1362771960,30,graph_adapter_r16,graph_adapter_head,42,143,243,False,True,0.3661665757016206,5014
1362771960,30,graph_adapter_r16,graph_adapter_head,525,127,227,False,True,0.3672942138553357,5014
1362771960,30,graph_adapter_r16,graph_adapter_head,1101,146,246,False,True,0.37217545249283124,5014
1362771960,30,graph_adapter_r32,graph_adapter_head,42,117,217,False,True,0.3648440391781994,9126
1362771960,30,graph_adapter_r32,graph_adapter_head,525,100,200,False,True,0.3824435014060283,9126
1362771960,30,graph_adapter_r32,graph_adapter_head,1101,110,210,False,True,0.3765399472332647,9126
1362771960,50,graph_adapter_r8,graph_adapter_head,42,151,251,False,True,0.17657879514400224,2958
1362771960,50,graph_adapter_r8,graph_adapter_head,525,160,260,False,True,0.17640250861979978,2958
1362771960,50,graph_adapter_r8,graph_adapter_head,1101,158,258,False,True,0.17405653076647531,2958
1362771960,50,graph_adapter_r16,graph_adapter_head,42,121,221,False,True,0.1787279052295473,5014
1362771960,50,graph_adapter_r16,graph_adapter_head,525,121,221,False,True,0.17303693473809167,5014
1362771960,50,graph_adapter_r16,graph_adapter_head,1101,127,227,False,True,0.17977004304955532,5014
1362771960,50,graph_adapter_r32,graph_adapter_head,42,95,195,False,True,0.1794116981598587,9126
1362771960,50,graph_adapter_r32,graph_adapter_head,525,94,194,False,True,0.18039975461228214,9126
1362771960,50,graph_adapter_r32,graph_adapter_head,1101,97,197,False,True,0.18397291015202477,9126
1362771960,70,graph_adapter_r8,graph_adapter_head,42,146,246,False,True,0.10238126090661842,2958
1362771960,70,graph_adapter_r8,graph_adapter_head,525,145,245,False,True,0.1076816426314818,2958
1362771960,70,graph_adapter_r8,graph_adapter_head,1101,150,250,False,True,0.10132522484332473,2958
1362771960,70,graph_adapter_r16,graph_adapter_head,42,118,218,False,True,0.1035718075620791,5014
1362771960,70,graph_adapter_r16,graph_adapter_head,525,115,215,False,True,0.10377817572570008,5014
1362771960,70,graph_adapter_r16,graph_adapter_head,1101,120,220,False,True,0.10444361085903217,5014
1362771960,70,graph_adapter_r32,graph_adapter_head,42,92,192,False,True,0.10367167533379246,9126
1362771960,70,graph_adapter_r32,graph_adapter_head,525,92,192,False,True,0.10602153498219993,9126
1362771960,70,graph_adapter_r32,graph_adapter_head,1101,93,193,False,True,0.10687261511490267,9126
1362771960,100,graph_adapter_r8,graph_adapter_head,42,144,244,False,True,0.08707525922406958,2958
1362771960,100,graph_adapter_r8,graph_adapter_head,525,144,244,False,True,0.09386417301728411,2958
1362771960,100,graph_adapter_r8,graph_adapter_head,1101,146,246,False,True,0.0873360104866455,2958
1362771960,100,graph_adapter_r16,graph_adapter_head,42,117,217,False,True,0.08838783603988787,5014
1362771960,100,graph_adapter_r16,graph_adapter_head,525,114,214,False,True,0.09001986507857081,5014
1362771960,100,graph_adapter_r16,graph_adapter_head,1101,117,217,False,True,0.08939229535743906,5014
1362771960,100,graph_adapter_r32,graph_adapter_head,42,92,192,False,True,0.08956774059616877,9126
1362771960,100,graph_adapter_r32,graph_adapter_head,525,92,192,False,True,0.09221405811219704,9126
1362771960,100,graph_adapter_r32,graph_adapter_head,1101,92,192,False,True,0.0918207617712317,9126
