sample_id,canonical_smiles,canonical_index,role,outer_seed,study
e7c4d856d4d9a8d5ddbf,CC(C)COC(=O)c1ccccc1,44,u0,8191,qgeognn_v2_row_lcmd
5c11321c1ad5aec4ddf1,CC(C)COC(=O)c1ccccc1,45,test,8191,qgeognn_v2_row_lcmd
6291930c715370a3b84f,CC(C)COC(=O)c1ccccc1,46,test,8191,qgeognn_v2_row_lcmd
b4c266d3fe67315f0adf,CC(C)COC(=O)c1ccccc1,47,u0,8191,qgeognn_v2_row_lcmd
c7ab6c7042f1d1d26570,CC(C)COC(=O)c1ccccc1,48,validation,8191,qgeognn_v2_row_lcmd
463adede738923684058,CC(C)COC(=O)c1ccccc1,49,l0,8191,qgeognn_v2_row_lcmd
8d18a5b9f05363ff3a09,CC(C)COC(=O)c1ccccc1,50,u0,8191,qgeognn_v2_row_lcmd
777a43423f6522997450,CC(C)COC(=O)c1ccccc1,51,u0,8191,qgeognn_v2_row_lcmd
73d2b61a089521939a3e,CC(C)COC(=O)c1ccccc1,52,u0,8191,qgeognn_v2_row_lcmd
87f560465eb2acd030e0,CC(C)COC(=O)c1ccccc1,53,u0,8191,qgeognn_v2_row_lcmd
81627208cc398faac5a2,CC(C)COC(=O)c1ccccc1,54,u0,8191,qgeognn_v2_row_lcmd
8e175dc1200d398d3489,CC(C)COC(=O)c1ccccc1,55,test,8191,qgeognn_v2_row_lcmd
e7a1b39854237234e083,CC(C)COC(=O)c1ccccc1,56,l0,8191,qgeognn_v2_row_lcmd
dbe53fd128925fb48a31,CC(C)COC(=O)c1ccccc1,57,u0,8191,qgeognn_v2_row_lcmd
ed8874c56515830db791,CC(C)COC(=O)c1ccccc1,58,u0,8191,qgeognn_v2_row_lcmd
2b9d93829eefac047d26,CC(C)COC(=O)c1ccccc1,59,test,8191,qgeognn_v2_row_lcmd
920dbde1a4d0fdf60ec7,CC(C)COC(=O)c1ccccc1,60,u0,8191,qgeognn_v2_row_lcmd
81cd2078a0008c2c9cd9,CC(C)COC(=O)c1ccccc1,61,u0,8191,qgeognn_v2_row_lcmd
781b8d96d8bc7c124dc9,CC(C)COC(=O)c1ccccc1,62,test,8191,qgeognn_v2_row_lcmd
54bc75cc4d64dac2ed48,O=C(OCc1ccccc1)c1ccccc1,63,u0,8191,qgeognn_v2_row_lcmd
7f4f64cb791c71ba0420,O=C(OCc1ccccc1)c1ccccc1,64,u0,8191,qgeognn_v2_row_lcmd
2424b103c34d3d2b6a9a,O=C(OCc1ccccc1)c1ccccc1,65,u0,8191,qgeognn_v2_row_lcmd
36b45fbdbace5950c108,O=C(OCc1ccccc1)c1ccccc1,66,u0,8191,qgeognn_v2_row_lcmd
b0764b94416833704b53,O=C(OCc1ccccc1)c1ccccc1,67,u0,8191,qgeognn_v2_row_lcmd
9c74e865c47b45a09229,O=C(OCc1ccccc1)c1ccccc1,68,test,8191,qgeognn_v2_row_lcmd
54d9921472c8d46b7b9a,O=C(OCc1ccccc1)c1ccccc1,69,u0,8191,qgeognn_v2_row_lcmd
6d07662cb17b795ea5e2,O=C(OCc1ccccc1)c1ccccc1,70,u0,8191,qgeognn_v2_row_lcmd
cbedf4ab0af735b39b3a,O=C(OCc1ccccc1)c1ccccc1,71,u0,8191,qgeognn_v2_row_lcmd
92bac523bed1042d6a75,O=C(OCc1ccccc1)c1ccccc1,72,u0,8191,qgeognn_v2_row_lcmd
704ba630f25fe7f20166,O=C(OCc1ccccc1)c1ccccc1,73,u0,8191,qgeognn_v2_row_lcmd
246a1d68ed2f87de7d1f,O=C(OCc1ccccc1)c1ccccc1,74,u0,8191,qgeognn_v2_row_lcmd
34cf0942ff52b1b80385,O=C(OCc1ccccc1)c1ccccc1,75,validation,8191,qgeognn_v2_row_lcmd
91161a9006beb2042fa7,O=C(OCc1ccccc1)c1ccccc1,76,u0,8191,qgeognn_v2_row_lcmd
591b1bb527d42e831f12,O=C(OCc1ccccc1)c1ccccc1,77,u0,8191,qgeognn_v2_row_lcmd
c0c1e5902a4bf388fcd0,O=C(OCc1ccccc1)c1ccccc1,78,l0,8191,qgeognn_v2_row_lcmd
7b34ee010f42fdae95b5,O=C(OCc1ccccc1)c1ccccc1,79,u0,8191,qgeognn_v2_row_lcmd
cc7cdf5cd74e85a75b8b,O=C(OCc1ccccc1)c1ccccc1,80,u0,8191,qgeognn_v2_row_lcmd
54a3411006f7051f1053,O=C(OCc1ccccc1)c1ccccc1,81,u0,8191,qgeognn_v2_row_lcmd
9b6741031afcd6269be1,O=C(OCc1ccccc1)c1ccccc1,82,u0,8191,qgeognn_v2_row_lcmd
d16128891be713f0643d,O=C(OCc1ccccc1)c1ccccc1,83,u0,8191,qgeognn_v2_row_lcmd
53ed31f6b009c4b99694,O=C(OCc1ccccc1)c1ccccc1,84,u0,8191,qgeognn_v2_row_lcmd
7abb2cb83395e9b18de1,O=C(OCc1ccccc1)c1ccccc1,85,u0,8191,qgeognn_v2_row_lcmd
a99c0064623635fcc4dc,O=C(OCc1ccccc1)c1ccccc1,86,u0,8191,qgeognn_v2_row_lcmd
8100735734aef075ee76,O=C(OCc1ccccc1)c1ccccc1,87,u0,8191,qgeognn_v2_row_lcmd
ce3b9d9cbe1699c7eef9,CCOC(=O)C(C(=O)OCC)c1ccccc1,88,u0,8191,qgeognn_v2_row_lcmd
2635b25bb3c1c37f3b74,CCOC(=O)C(C(=O)OCC)c1ccccc1,89,u0,8191,qgeognn_v2_row_lcmd
1effe6f049d068dc08cf,CCOC(=O)C(C(=O)OCC)c1ccccc1,90,l0,8191,qgeognn_v2_row_lcmd
98d079bcc13e1a200efe,CCOC(=O)C(C(=O)OCC)c1ccccc1,91,u0,8191,qgeognn_v2_row_lcmd
7d65ab8e0e7b962da35f,CCOC(=O)C(C(=O)OCC)c1ccccc1,92,u0,8191,qgeognn_v2_row_lcmd
d4d7270df69266029f44,CCOC(=O)C(C(=O)OCC)c1ccccc1,93,u0,8191,qgeognn_v2_row_lcmd
5523d9c41009b84d3135,CCOC(=O)C(C(=O)OCC)c1ccccc1,94,u0,8191,qgeognn_v2_row_lcmd
f2312f90dd4cf5ef0e23,CCOC(=O)C(C(=O)OCC)c1ccccc1,95,u0,8191,qgeognn_v2_row_lcmd
9e1b72123bd827a51c19,CCOC(=O)C(C(=O)OCC)c1ccccc1,96,validation,8191,qgeognn_v2_row_lcmd
f7684c557ad58e3a1b0b,CCOC(=O)C(C(=O)OCC)c1ccccc1,97,u0,8191,qgeognn_v2_row_lcmd
476647879af7df57d509,CCOC(=O)C(C(=O)OCC)c1ccccc1,98,u0,8191,qgeognn_v2_row_lcmd
d0c994e30d2f33948394,CCOC(=O)C(C(=O)OCC)c1ccccc1,99,u0,8191,qgeognn_v2_row_lcmd
c641cb5b9e82e60de614,CCOC(=O)C(C(=O)OCC)c1ccccc1,100,u0,8191,qgeognn_v2_row_lcmd
f82f2844c7e27afd32bb,CCOC(=O)C(C(=O)OCC)c1ccccc1,101,u0,8191,qgeognn_v2_row_lcmd
96a37648a2f61cd01930,CCOC(=O)C(C(=O)OCC)c1ccccc1,102,u0,8191,qgeognn_v2_row_lcmd
9603a9567c8b21458d1e,CCOC(=O)C(C(=O)OCC)c1ccccc1,103,u0,8191,qgeognn_v2_row_lcmd
fa1a4a2aa332b091b615,CCOC(=O)C(C(=O)OCC)c1ccccc1,104,l0,8191,qgeognn_v2_row_lcmd
e6d0dc8ca50b71d5f807,CCOC(=O)C(C(=O)OCC)c1ccccc1,105,u0,8191,qgeognn_v2_row_lcmd
11fef346c358d54d3059,CCOC(=O)C(C(=O)OCC)c1ccccc1,106,u0,8191,qgeognn_v2_row_lcmd
dea5f0228035f44dd102,CCOC(=O)C(C(=O)OCC)c1ccccc1,107,u0,8191,qgeognn_v2_row_lcmd
3726956d81fe3954e5b7,CCOC(=O)C(C(=O)OCC)c1ccccc1,108,u0,8191,qgeognn_v2_row_lcmd
dccd8753d89546cbf994,CCOC(=O)C(C(=O)OCC)c1ccccc1,109,u0,8191,qgeognn_v2_row_lcmd
ef8724fc040ffeca44b7,CCOC(=O)C(C(=O)OCC)c1ccccc1,110,u0,8191,qgeognn_v2_row_lcmd
e35fdc08a1113b193889,CCOC(=O)C(C(=O)OCC)c1ccccc1,111,l0,8191,qgeognn_v2_row_lcmd
de0d6e67668e5ebf5036,CCOC(=O)C(C(=O)OCC)c1ccccc1,112,u0,8191,qgeognn_v2_row_lcmd
28e9fea3e3293f2b8a0e,CCOC(=O)C(C(=O)OCC)c1ccccc1,113,validation,8191,qgeognn_v2_row_lcmd
9249ed2c527f70995033,CCOC(=O)C(C(=O)OCC)c1ccccc1,114,u0,8191,qgeognn_v2_row_lcmd
e626b5b8083ea1fd02f2,COC(=O)C(=O)c1ccccc1,115,u0,8191,qgeognn_v2_row_lcmd
00a89de0e6cc7377a84b,COC(=O)C(=O)c1ccccc1,116,u0,8191,qgeognn_v2_row_lcmd
95a3dcfe4436e929aa30,COC(=O)C(=O)c1ccccc1,117,u0,8191,qgeognn_v2_row_lcmd
e93e08d6bc42e91e2679,COC(=O)C(=O)c1ccccc1,118,u0,8191,qgeognn_v2_row_lcmd
4451265787d29526a93a,COC(=O)C(=O)c1ccccc1,119,u0,8191,qgeognn_v2_row_lcmd
6cd3f929d7d90a9c29b3,COC(=O)C(=O)c1ccccc1,120,u0,8191,qgeognn_v2_row_lcmd
10a4c811b70ba8155044,COC(=O)C(=O)c1ccccc1,121,u0,8191,qgeognn_v2_row_lcmd
f6650af9162e038d4108,COC(=O)C(=O)c1ccccc1,122,u0,8191,qgeognn_v2_row_lcmd
a93701aa1a4a960e479a,COC(=O)C(=O)c1ccccc1,123,u0,8191,qgeognn_v2_row_lcmd
f7cc49c21fea55ed9087,COC(=O)C(=O)c1ccccc1,124,u0,8191,qgeognn_v2_row_lcmd
00f7bff5f3dab9ed9f49,COC(=O)C(=O)c1ccccc1,125,l0,8191,qgeognn_v2_row_lcmd
9768d61b571fc0c5ce1a,COC(=O)C(=O)c1ccccc1,126,u0,8191,qgeognn_v2_row_lcmd
9ad049e65cfbfbac2282,COC(=O)C(=O)c1ccccc1,127,validation,8191,qgeognn_v2_row_lcmd
f7d6c68ef2b3f637bd05,COC(=O)C(=O)c1ccccc1,128,u0,8191,qgeognn_v2_row_lcmd
b7880e59ff4586b29a28,COC(=O)C(=O)c1ccccc1,129,u0,8191,qgeognn_v2_row_lcmd
790d27f0fa045d91f307,COC(=O)C(=O)c1ccccc1,130,u0,8191,qgeognn_v2_row_lcmd
d1eeb016c4cf20b87e92,COC(=O)C(=O)c1ccccc1,131,l0,8191,qgeognn_v2_row_lcmd
6c1c34b12c66ebcf39a4,COC(=O)C(=O)c1ccccc1,132,l0,8191,qgeognn_v2_row_lcmd
c640425eaf27bc406362,COC(=O)C(=O)c1ccccc1,133,u0,8191,qgeognn_v2_row_lcmd
e2f15590b7142490599b,COC(=O)C(=O)c1ccccc1,134,u0,8191,qgeognn_v2_row_lcmd
0389a6366b3a51fad8b5,COC(=O)C(=O)c1ccccc1,135,u0,8191,qgeognn_v2_row_lcmd
4b8ba288d549f6cfc94b,COC(=O)C(=O)c1ccccc1,136,u0,8191,qgeognn_v2_row_lcmd
ab1062a71079c605f750,COC(=O)C(=O)c1ccccc1,137,u0,8191,qgeognn_v2_row_lcmd
50e113fcc37184809670,COC(=O)C(=O)c1ccccc1,138,u0,8191,qgeognn_v2_row_lcmd
ad0ace61c29817c678c2,COC(=O)C(=O)c1ccccc1,139,u0,8191,qgeognn_v2_row_lcmd
66da447ca0fe7160cc1c,COC(=O)C(=O)c1ccccc1,140,validation,8191,qgeognn_v2_row_lcmd
bbb514661c0a49694d6a,COC(=O)C(=O)c1ccccc1,141,validation,8191,qgeognn_v2_row_lcmd
8b58e9d7a710f55e49d3,COC(=O)C(=O)c1ccccc1,142,u0,8191,qgeognn_v2_row_lcmd
e9dc948c0e68a88eb621,COC(=O)C(=O)c1ccccc1,143,u0,8191,qgeognn_v2_row_lcmd
7caf1db075b91197ba34,COC(=O)C(=O)c1ccccc1,144,u0,8191,qgeognn_v2_row_lcmd
7b42519983cf93dd7efd,COC(=O)C(=O)c1ccccc1,145,validation,8191,qgeognn_v2_row_lcmd
9bbd36c8b484b5609808,COC(=O)C(=O)c1ccccc1,146,u0,8191,qgeognn_v2_row_lcmd
1844eab177de5d01fab6,COC(=O)C(=O)c1ccccc1,147,u0,8191,qgeognn_v2_row_lcmd
9862563d18aae2868342,COC(=O)C(=O)c1ccccc1,148,test,8191,qgeognn_v2_row_lcmd
dc81bc0ec00000b873d8,CCOC(=O)c1ccc(F)cc1,149,validation,8191,qgeognn_v2_row_lcmd
2fb4bd26afd624878f05,CCOC(=O)c1ccc(F)cc1,150,test,8191,qgeognn_v2_row_lcmd
f88f7a1eb991ef2927ad,CCOC(=O)c1ccc(F)cc1,151,u0,8191,qgeognn_v2_row_lcmd
f4ca1fa835f2cc3104d2,CCOC(=O)c1ccc(F)cc1,152,test,8191,qgeognn_v2_row_lcmd
4d5bd5dcd2ca1ca97cc7,CCOC(=O)c1ccc(F)cc1,153,u0,8191,qgeognn_v2_row_lcmd
c2349adace8ee903700a,CCOC(=O)c1ccc(F)cc1,154,u0,8191,qgeognn_v2_row_lcmd
66dc3ddd818671ed42f2,CCOC(=O)c1ccc(F)cc1,155,u0,8191,qgeognn_v2_row_lcmd
73643e9fb4158e8dc613,CCOC(=O)c1ccc(F)cc1,156,u0,8191,qgeognn_v2_row_lcmd
33123966b214578291a5,CCOC(=O)c1ccc(F)cc1,157,u0,8191,qgeognn_v2_row_lcmd
42770dd6e8757a403d93,CCOC(=O)c1ccc(F)cc1,158,u0,8191,qgeognn_v2_row_lcmd
6da41d896190561e7545,CCOC(=O)c1ccc(F)cc1,159,u0,8191,qgeognn_v2_row_lcmd
edfd927c8b6bab1e5062,CCOC(=O)c1ccc(F)cc1,160,u0,8191,qgeognn_v2_row_lcmd
d1483fc2e333c62494b3,CCOC(=O)c1ccc(F)cc1,161,test,8191,qgeognn_v2_row_lcmd
09f7ce5c473ea7ea5d94,CCOC(=O)c1ccc(F)cc1,162,u0,8191,qgeognn_v2_row_lcmd
e5920883445126b94173,CCOC(=O)c1ccc(F)cc1,163,u0,8191,qgeognn_v2_row_lcmd
0b32dc8416d7507d4026,CCOC(=O)c1ccc(F)cc1,164,u0,8191,qgeognn_v2_row_lcmd
116c1f9856d3b21e0832,CCOC(=O)c1ccc(F)cc1,165,u0,8191,qgeognn_v2_row_lcmd
0dd38abec3981f296cfb,CCOC(=O)c1ccc(F)cc1,166,test,8191,qgeognn_v2_row_lcmd
35afc3cdfff849ffe8c9,CCOC(=O)c1ccc(F)cc1,167,u0,8191,qgeognn_v2_row_lcmd
6a14c52ea5a2435a909a,CCOC(=O)c1ccc(F)cc1,168,u0,8191,qgeognn_v2_row_lcmd
17ae456a18a0b9437e9a,CCOC(=O)c1ccc(F)cc1,169,u0,8191,qgeognn_v2_row_lcmd
67e9e23958a468891c07,CCOC(=O)c1ccc(F)cc1,170,l0,8191,qgeognn_v2_row_lcmd
252b32b25d20e53396b4,CCOC(=O)c1ccc(F)cc1,171,u0,8191,qgeognn_v2_row_lcmd
cd7c523e3df961c83524,CCOC(=O)c1ccc(F)cc1,172,u0,8191,qgeognn_v2_row_lcmd
df93501912d2cfcfbc41,CCOC(=O)c1ccc(F)cc1,173,u0,8191,qgeognn_v2_row_lcmd
3f1a96aa336ea0741b5a,CCOC(=O)c1ccc(F)cc1,174,u0,8191,qgeognn_v2_row_lcmd
c41e4c2422a460476e8f,CCOC(=O)c1ccccc1N,175,u0,8191,qgeognn_v2_row_lcmd
4849c7e8a804b692efb7,CCOC(=O)c1ccccc1N,176,u0,8191,qgeognn_v2_row_lcmd
84e60b516f17f5433041,CCOC(=O)c1ccccc1N,177,u0,8191,qgeognn_v2_row_lcmd
8b82cfc88c490db5d629,CCOC(=O)c1ccccc1N,178,u0,8191,qgeognn_v2_row_lcmd
a5d7d95a151b7436025e,CCOC(=O)c1ccccc1N,179,u0,8191,qgeognn_v2_row_lcmd
cc4f2a94babfca65e283,CCOC(=O)c1ccccc1N,180,u0,8191,qgeognn_v2_row_lcmd
3c720f4b187382a3d563,CCOC(=O)c1ccccc1N,181,u0,8191,qgeognn_v2_row_lcmd
b4af5b2a9ead4e589dee,CCOC(=O)c1ccccc1N,182,u0,8191,qgeognn_v2_row_lcmd
0141de34d99a6428ddd7,CCOC(=O)c1ccccc1N,183,validation,8191,qgeognn_v2_row_lcmd
32ffd8410e5a625cdba2,CCOC(=O)c1ccccc1N,184,l0,8191,qgeognn_v2_row_lcmd
6fe6280def3960fa4f99,CCOC(=O)c1ccccc1N,185,u0,8191,qgeognn_v2_row_lcmd
f1bb0be6e913a5e26491,CCOC(=O)c1ccccc1N,186,validation,8191,qgeognn_v2_row_lcmd
3aed7873d2fd1cf48684,CCOC(=O)c1ccccc1N,187,u0,8191,qgeognn_v2_row_lcmd
5df4935254e8c1e8471d,CCOC(=O)c1ccccc1N,188,u0,8191,qgeognn_v2_row_lcmd
a1d9a0b7b03901c439bc,CCOC(=O)c1ccccc1N,189,u0,8191,qgeognn_v2_row_lcmd
1cee9fb4b0731101f3a6,CCOC(=O)c1ccccc1N,190,u0,8191,qgeognn_v2_row_lcmd
e513420e1b7414424e7c,CCOC(=O)c1ccccc1N,191,u0,8191,qgeognn_v2_row_lcmd
18186b5d6cc190fc07a3,CCOC(=O)c1ccccc1N,192,u0,8191,qgeognn_v2_row_lcmd
57163774ada660438e36,CCOC(=O)c1ccccc1N,193,l0,8191,qgeognn_v2_row_lcmd
693a65467095367c8e95,CCOC(=O)c1ccccc1N,194,u0,8191,qgeognn_v2_row_lcmd
4b39568fb3ff725fec83,CCOC(=O)c1ccccc1N,195,test,8191,qgeognn_v2_row_lcmd
2becb9bc06add29280ba,CCOC(=O)c1ccccc1N,196,validation,8191,qgeognn_v2_row_lcmd
c6a55a8d89f33c69899b,CCOC(=O)c1ccccc1N,197,u0,8191,qgeognn_v2_row_lcmd
f6cfe706d71f58273c59,CCOC(=O)c1ccccc1N,198,u0,8191,qgeognn_v2_row_lcmd
fe40c32169d87261e1e9,CCOC(=O)c1ccccc1N,199,u0,8191,qgeognn_v2_row_lcmd
b6b8449bda1ec4f0697f,CCOC(=O)c1ccccc1N,200,u0,8191,qgeognn_v2_row_lcmd
74541dbf8571f881c454,CCOC(=O)c1ccccc1N,201,u0,8191,qgeognn_v2_row_lcmd
99a3c4452ddfa8ff12c0,CCOC(=O)c1ccccc1N,202,u0,8191,qgeognn_v2_row_lcmd
249b884b29177edb9df5,CCOC(=O)c1ccccc1N,203,u0,8191,qgeognn_v2_row_lcmd
547923973b121019625f,CCOC(=O)c1ccccc1N,204,u0,8191,qgeognn_v2_row_lcmd
902f3082ba7241022d82,COC(=O)c1ccc(CBr)cc1,205,u0,8191,qgeognn_v2_row_lcmd
da10b7eb5f74593251cb,COC(=O)c1ccc(CBr)cc1,206,u0,8191,qgeognn_v2_row_lcmd
db7eff29fb2c3ba5bcd3,COC(=O)c1ccc(CBr)cc1,207,u0,8191,qgeognn_v2_row_lcmd
a37e31ac2c128f596cf6,COC(=O)c1ccc(CBr)cc1,208,u0,8191,qgeognn_v2_row_lcmd
9b612b8b4815d21f4fc6,COC(=O)c1ccc(CBr)cc1,209,u0,8191,qgeognn_v2_row_lcmd
2f95389e141635b0e27c,COC(=O)c1ccc(CBr)cc1,210,u0,8191,qgeognn_v2_row_lcmd
e48a024ed5f697067195,COC(=O)c1ccc(CBr)cc1,211,validation,8191,qgeognn_v2_row_lcmd
390544a9eca0a0e37f04,COC(=O)c1ccc(CBr)cc1,212,u0,8191,qgeognn_v2_row_lcmd
28927cd17cd253754377,COC(=O)c1ccc(CBr)cc1,213,u0,8191,qgeognn_v2_row_lcmd
01472a37121478cb82be,COC(=O)c1ccc(CBr)cc1,214,u0,8191,qgeognn_v2_row_lcmd
7312008fb6a636165c6b,COC(=O)c1ccc(CBr)cc1,215,u0,8191,qgeognn_v2_row_lcmd
382c90a40989c39ceed1,COC(=O)c1ccc(CBr)cc1,216,u0,8191,qgeognn_v2_row_lcmd
4a623eca5d2d51d3a0ca,COC(=O)c1ccc(CBr)cc1,217,u0,8191,qgeognn_v2_row_lcmd
65e9c139dc66fe608a89,COC(=O)c1ccc(CBr)cc1,218,u0,8191,qgeognn_v2_row_lcmd
987027dd660186de8266,COC(=O)c1ccc(CBr)cc1,219,u0,8191,qgeognn_v2_row_lcmd
7654c7dcf0123ab04d15,COC(=O)c1ccc(CBr)cc1,220,l0,8191,qgeognn_v2_row_lcmd
6bd522326fb91ebf1379,COC(=O)c1ccc(CBr)cc1,221,l0,8191,qgeognn_v2_row_lcmd
69f9cefb952abd22672c,COC(=O)c1ccc(CBr)cc1,222,u0,8191,qgeognn_v2_row_lcmd
da2750836408eb0e09a7,COC(=O)c1ccc(CBr)cc1,223,u0,8191,qgeognn_v2_row_lcmd
af23f4f96549d4e1659f,COC(=O)c1ccc(CBr)cc1,224,u0,8191,qgeognn_v2_row_lcmd
00fe2a10256cea9affd4,COC(=O)c1ccc(CBr)cc1,225,validation,8191,qgeognn_v2_row_lcmd
25b1f8000dd22874bb29,COC(=O)c1ccc(CBr)cc1,226,validation,8191,qgeognn_v2_row_lcmd
5fc63f69bdf7f0b71bbc,COC(=O)c1ccc(CBr)cc1,227,u0,8191,qgeognn_v2_row_lcmd
2712213ca28bcadbfa61,COC(=O)c1ccc(CBr)cc1,228,l0,8191,qgeognn_v2_row_lcmd
8925249b7fbe141dbce6,COC(=O)c1ccc(CBr)cc1,229,u0,8191,qgeognn_v2_row_lcmd
4cb169fead3b3de5dada,CCOC(=O)c1cccc(N)c1,230,l0,8191,qgeognn_v2_row_lcmd
5ab71158fcd481dbdcca,CCOC(=O)c1cccc(N)c1,231,u0,8191,qgeognn_v2_row_lcmd
c620129610cfe348f024,CCOC(=O)c1cccc(N)c1,232,u0,8191,qgeognn_v2_row_lcmd
9a9324fbb6b1e17e7743,CCOC(=O)c1cccc(N)c1,233,u0,8191,qgeognn_v2_row_lcmd
f863736cf6d7db15ac51,CCOC(=O)c1cccc(N)c1,234,u0,8191,qgeognn_v2_row_lcmd
27d20ccfd8f7234015f4,CCOC(=O)c1cccc(N)c1,235,u0,8191,qgeognn_v2_row_lcmd
ade065af3a515fc41105,CCOC(=O)c1cccc(N)c1,236,u0,8191,qgeognn_v2_row_lcmd
b3fd855968b6fbe1bd2e,CCOC(=O)c1cccc(N)c1,237,u0,8191,qgeognn_v2_row_lcmd
